Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
La Liga,Spain,Girona,6,Almería,2,2023-02-17,https://www.goal.com/en/match/girona-vs-almeria/9sdvy2czvcj9m8hw4rar7572s,"[['Girona', 'Draw', 'Almería'], ['1217', '1315', '619']]","{'Ball possession': ['51.9%', '48.1%'], 'Total shots': ['14', '16'], 'Corners': ['1', '7'], 'Fouls': ['10', '8']}"
Serie A,Italy,Sassuolo,0,Napoli,2,2023-02-17,https://www.goal.com/en/match/sassuolo-vs-napoli/575xfhwhblu8qack9ru2l6jo4,"[['Sassuolo', 'Draw', 'Napoli'], ['513', '1364', '2740']]","{'Ball possession': ['39.8%', '60.2%'], 'Total shots': ['11', '15'], 'Corners': ['1', '3'], 'Fouls': ['12', '10']}"
Bundesliga,Germany,Augsburg,1,Hoffenheim,0,2023-02-17,https://www.goal.com/en/match/augsburg-vs-hoffenheim/dsni5ti0epsbuyv7g2allcmj8,"[['Augsburg', 'Draw', 'Hoffenheim'], ['1210', '1393', '865']]","{'Ball possession': ['45.7%', '54.3%'], 'Total shots': ['13', '8'], 'Corners': ['6', '1'], 'Fouls': ['13', '14']}"
Ligue 1,France,Auxerre,2,Lyon,1,2023-02-17,https://www.goal.com/en/match/auxerre-vs-olympique-lyonnais/15940woddkhpvtrhcuk8x8mqc,"[['Auxerre', 'Draw', 'Lyon'], ['350', '1144', '2001']]","{'Ball possession': ['35.3%', '64.7%'], 'Total shots': ['8', '6'], 'Corners': ['6', '4'], 'Fouls': ['17', '12']}"
Championship,England,Cardiff,1,Reading,0,2023-02-17,https://www.goal.com/en/match/cardiff-city-vs-reading/6e6d2ung860s2agevvelb6plg,"[['Cardiff', 'Draw', 'Reading'], ['696', '952', '600']]","{'Ball possession': ['63.2%', '36.8%'], 'Total shots': ['19', '5'], 'Corners': ['8', '3'], 'Fouls': ['8', '10']}"
CONMEBOL Libertadores,South America,Zamora,0,Boston River,1,2023-02-17,https://www.goal.com/en/match/zamora-vs-boston-river/28qs7jrhl0ytj445bacnm9rmc,"[['Zamora', 'Draw', 'Boston River'], ['92', '105', '110']]","{'Ball possession': ['39.3%', '60.7%'], 'Total shots': ['11', '19'], 'Corners': ['1', '6'], 'Fouls': ['15', '15']}"
Eredivisie,Netherlands,Waalwijk,3,Fortuna,1,2023-02-17,https://www.goal.com/en/match/rkc-waalwijk-vs-fortuna-sittard/3ni3n6ouu9r0ep37zhmdvmxhw,"[['Waalwijk', 'Draw', 'Fortuna'], ['554', '790', '411']]","{'Ball possession': ['51.6%', '48.4%'], 'Total shots': ['18', '10'], 'Corners': ['5', '4'], 'Fouls': ['12', '6']}"
A-League Men,Australia,Western United,0,Wellington,3,2023-02-17,https://www.goal.com/en/match/western-united-vs-wellington-phoenix/2lcbkiv91pe8kgeqwm2ck2n84,"[['Western United', 'Draw', 'Wellington'], ['353', '456', '275']]","{'Ball possession': ['45.7%', '54.3%'], 'Total shots': ['13', '16'], 'Corners': ['12', '6'], 'Fouls': ['15', '8']}"
Liga MX,Mexico,Mazatlán,2,Pachuca,3,2023-02-17,https://www.goal.com/en/match/mazatlan-vs-pachuca/1ithh4lb86eeap71t10b80mj8,"[['Mazatlán', 'Draw', 'Pachuca'], ['88', '167', '302']]","{'Ball possession': ['46%', '54%'], 'Total shots': ['14', '17'], 'Corners': ['4', '3'], 'Fouls': ['14', '14']}"
First Division A,Belgium,Mechelen,2,Genk,2,2023-02-17,https://www.goal.com/en/match/mechelen-vs-genk/ds75fvbfqvjtuvb8ojm811990,"[['Mechelen', 'Draw', 'Genk'], ['169', '619', '894']]","{'Ball possession': ['48.5%', '51.5%'], 'Total shots': ['11', '14'], 'Corners': ['4', '4'], 'Fouls': ['8', '6']}"
