Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Man Utd,1,Wolves,0,2023-08-14,https://www.goal.com/en/match/manchester-united-vs-wolverhampton-wanderers/c6fq6f5jb8xniw2tmam5pxo9g,"[['Man Utd', 'Draw', 'Wolves'], ['6883', '1611', '980']]","{'Ball possession': ['51%', '49%'], 'Total shots': ['15', '23'], 'Corners': ['8', '7'], 'Fouls': ['15', '10']}"
La Liga,Spain,Cádiz,1,Alavés,0,2023-08-14,https://www.goal.com/en/match/cadiz-vs-deportivo-alaves/ep7ikf04risel9zec28hkr47o,"[['Cádiz', 'Draw', 'Alavés'], ['664', '726', '334']]","{'Ball possession': ['44.3%', '55.7%'], 'Total shots': ['12', '10'], 'Corners': ['2', '4'], 'Fouls': ['19', '15']}"
La Liga,Spain,Atlético,3,Granada,1,2023-08-14,https://www.goal.com/en/match/atletico-madrid-vs-granada/emvz6soccxi1fjqlnefoyvpqs,"[['Atlético', 'Draw', 'Granada'], ['1295', '755', '318']]","{'Ball possession': ['45.3%', '54.7%'], 'Total shots': ['14', '7'], 'Corners': ['3', '3'], 'Fouls': ['15', '9']}"
Süper Lig,Turkey,Alanyaspor,2,Başakşehir,0,2023-08-14,https://www.goal.com/en/match/alanyaspor-vs-istanbul-basaksehir/dqtzbrieznp2falwlkwg9i2hg,"[['Alanyaspor', 'Draw', 'Başakşehir'], ['173', '431', '392']]","{'Ball possession': ['51.7%', '48.3%'], 'Total shots': ['14', '11'], 'Corners': ['4', '5'], 'Fouls': ['15', '14']}"
Süper Lig,Turkey,Fatih,0,Beşiktaş,1,2023-08-14,https://www.goal.com/en/match/fatih-karaguemruek-vs-besiktas/drkyh484bsvc5nv5n1bpky1w4,"[['Fatih', 'Draw', 'Beşiktaş'], ['151', '451', '685']]","{'Ball possession': ['34.8%', '65.2%'], 'Total shots': ['4', '13'], 'Corners': ['4', '4'], 'Fouls': ['14', '13']}"
Serie A,Brazil,Flamengo,1,São Paulo,1,2023-08-14,https://www.goal.com/en/match/flamengo-vs-sao-paulo/cl3v0zhgo999eafvj4ayy2sd0,"[['Flamengo', 'Draw', 'São Paulo'], ['283', '203', '126']]","{'Ball possession': ['53.4%', '46.6%'], 'Total shots': ['19', '8'], 'Corners': ['8', '2'], 'Fouls': ['13', '15']}"
Serie A,Brazil,Fortaleza,4,Santos,0,2023-08-14,https://www.goal.com/en/match/fortaleza-vs-santos/cn6y2lz627vwxct01ys285wyc,"[['Fortaleza', 'Draw', 'Santos'], ['136', '148', '103']]","{'Ball possession': ['54.4%', '45.6%'], 'Total shots': ['25', '9'], 'Corners': ['10', '6'], 'Fouls': ['19', '20']}"
Primeira Liga,Portugal,Moreirense,1,Porto,2,2023-08-14,https://www.goal.com/en/match/moreirense-vs-porto/9up108exubd7owj8jlve5g45w,"[['Moreirense', 'Draw', 'Porto'], ['124', '509', '666']]","{'Ball possession': ['37.5%', '62.5%'], 'Total shots': ['9', '16'], 'Corners': ['5', '10'], 'Fouls': ['22', '15']}"
Primeira Liga,Portugal,Boavista,3,Benfica,2,2023-08-14,https://www.goal.com/en/match/boavista-vs-benfica/9v1wtpaga84iack87mptur28k,"[['Boavista', 'Draw', 'Benfica'], ['142', '477', '717']]","{'Ball possession': ['47.9%', '52.1%'], 'Total shots': ['11', '15'], 'Corners': ['3', '3'], 'Fouls': ['18', '15']}"
DFB Pokal,Germany,Homburg,3,Darmstadt 98,0,2023-08-14,https://www.goal.com/en/match/homburg-vs-darmstadt-98/drfgjila07xxr4z59s9u1u0b8,"[['Homburg', 'Draw', 'Darmstadt 98'], ['118', '264', '275']]","{'Ball possession': ['18.5%', '81.5%'], 'Total shots': ['8', '27'], 'Corners': ['1', '18'], 'Fouls': ['12', '9']}"
DFB Pokal,Germany,Lübeck,1,Hoffenheim,4,2023-08-14,https://www.goal.com/en/match/luebeck-vs-hoffenheim/792a4komep6xvy8g4zdq4gwt0,"[['Lübeck', 'Draw', 'Hoffenheim'], ['120', '269', '410']]","{'Ball possession': ['31.4%', '68.6%'], 'Total shots': ['14', '27'], 'Corners': ['4', '10'], 'Fouls': ['7', '11']}"
DFB Pokal,Germany,Regensburg,1,Magdeburg,2,2023-08-14,https://www.goal.com/en/match/jahn-regensburg-vs-magdeburg/3273l8mzzetjck57nbfdroyz8,"[['Regensburg', 'Draw', 'Magdeburg'], ['100', '206', '155']]","{'Ball possession': ['29%', '71%'], 'Total shots': ['13', '7'], 'Corners': ['3', '1'], 'Fouls': ['23', '17']}"
DFB Pokal,Germany,Osnabrück,1,Köln,3,2023-08-14,https://www.goal.com/en/match/osnabrueck-vs-koeln/3omehyvm8cibjg2d1qohzf9qs,"[['Osnabrück', 'Draw', 'Köln'], ['107', '286', '434']]","{'Ball possession': ['53.8%', '46.2%'], 'Total shots': ['17', '14'], 'Corners': ['6', '3'], 'Fouls': ['13', '15']}"
Coppa Italia,Italy,Cremonese,3,Crotone,1,2023-08-14,https://www.goal.com/en/match/cremonese-vs-crotone/930cia50kmtqerfwpjbcu5b84,"[['Cremonese', 'Draw', 'Crotone'], ['307', '272', '134']]","{'Ball possession': ['56.7%', '43.3%'], 'Total shots': ['25', '7'], 'Corners': ['9', '3'], 'Fouls': ['23', '20']}"
Coppa Italia,Italy,Sampdoria,1,Südtirol,1,2023-08-14,https://www.goal.com/en/match/sampdoria-vs-suedtirol/93cs7vt4t299fbpqeturl1lw4,"[['Sampdoria', 'Draw', 'Südtirol'], ['511', '384', '143']]","{'Ball possession': ['65.4%', '34.6%'], 'Total shots': ['26', '12'], 'Corners': ['6', '4'], 'Fouls': ['15', '22']}"
