Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
FIFA World Cup,World,Argentina,3,France,3,2022-12-18,https://www.goal.com/en/match/argentina-vs-france/dn9kqyqgul5f1r43q6g544pka,"[['Argentina', 'Draw', 'France'], ['19935', '4572', '12236']]","{'Ball possession': ['54%', '46%'], 'Total shots': ['20', '10'], 'Corners': ['6', '5'], 'Fouls': ['26', '19']}"
A-League Men,Australia,Western United,1,Wanderers,0,2022-12-18,https://www.goal.com/en/match/western-united-vs-western-sydney-wanderers/2fiftoifyskac3691dfcvaec4,"[['Western United', 'Draw', 'Wanderers'], ['245', '392', '284']]","{'Ball possession': ['40.4%', '59.6%'], 'Total shots': ['7', '9'], 'Corners': ['1', '4'], 'Fouls': ['13', '16']}"
A-League Men,Australia,Macarthur,1,Perth,0,2022-12-18,https://www.goal.com/en/match/macarthur-vs-perth-glory/2fmdichdnl21w8qbzxzyld4pg,"[['Macarthur', 'Draw', 'Perth'], ['278', '304', '145']]","{'Ball possession': ['51.8%', '48.2%'], 'Total shots': ['8', '7'], 'Corners': ['4', '6'], 'Fouls': ['13', '15']}"
Serie B,Italy,Cittadella,0,Südtirol,2,2022-12-18,https://www.goal.com/en/match/cittadella-vs-suedtirol/ez3jhplpd0n32o7kh9e6ui68k,"[['Cittadella', 'Draw', 'Südtirol'], ['392', '497', '203']]","{'Corners': ['8', '1'], 'Fouls': ['15', '16']}"
Serie B,Italy,Cosenza,1,Ascoli,3,2022-12-18,https://www.goal.com/en/match/cosenza-vs-ascoli/ez7hi8iwz5s6xoszry3bfrjf8,"[['Cosenza', 'Draw', 'Ascoli'], ['319', '577', '316']]","{'Corners': ['4', '3'], 'Fouls': ['13', '16']}"
Serie B,Italy,Modena,1,Benevento,1,2022-12-18,https://www.goal.com/en/match/modena-vs-benevento/ezev35h9doyosozjukkwo2plg,"[['Modena', 'Draw', 'Benevento'], ['372', '653', '415']]","{'Corners': ['5', '2'], 'Fouls': ['15', '15']}"
Serie B,Italy,Parma,0,SPAL,1,2022-12-18,https://www.goal.com/en/match/parma-vs-spal/ezmecuzguedx3ydkis28brjf8,"[['Parma', 'Draw', 'SPAL'], ['632', '485', '178']]","{'Corners': ['17', '5'], 'Fouls': ['17', '16']}"
Serie B,Italy,Ternana,0,Como,3,2022-12-18,https://www.goal.com/en/match/ternana-vs-como/f01xegpahjgnc25ffmfzddogk,"[['Ternana', 'Draw', 'Como'], ['396', '406', '165']]","{'Corners': ['9', '11'], 'Fouls': ['10', '10']}"
Serie B,Italy,Palermo,2,Cagliari,1,2022-12-18,https://www.goal.com/en/match/palermo-vs-cagliari/ezikagvg0obxtvhc8kuth0vtg,"[['Palermo', 'Draw', 'Cagliari'], ['433', '761', '518']]","{'Corners': ['9', '2'], 'Fouls': ['8', '16']}"
Serie B,Italy,Genoa,1,Frosinone,0,2022-12-18,https://www.goal.com/en/match/genoa-vs-frosinone/ezb7ed30dpejrss2nul1d4f10,"[['Genoa', 'Draw', 'Frosinone'], ['517', '685', '513']]","{'Corners': ['6', '4'], 'Fouls': ['6', '17']}"
A-League Women,Australia,Victory,5,Newcastle,2,2022-12-18,https://www.goal.com/en/match/melbourne-victory-vs-newcastle-jets/6xc5stjkc0va55t79lap3s36c,"[['Victory', 'Draw', 'Newcastle'], ['90', '117', '47']]","{'Ball possession': ['55.5%', '44.5%'], 'Total shots': ['12', '9'], 'Corners': ['6', '1'], 'Fouls': ['13', '7']}"
A-League Women,Australia,Perth Glory,3,Canberra,2,2022-12-18,https://www.goal.com/en/match/perth-glory-vs-canberra-united/6xfhrkrd55lfqp2yvcqt1dyqc,"[['Perth Glory', 'Draw', 'Canberra'], ['67', '116', '57']]","{'Ball possession': ['57.4%', '42.6%'], 'Total shots': ['17', '15'], 'Corners': ['4', '2'], 'Fouls': ['11', '8']}"
Challenger Pro League,Belgium,Anderlecht II,1,RWDM,2,2022-12-18,https://www.goal.com/en/match/rsc-anderlecht-ii-vs-rwdm/bp2pow8pdlml5qtlklpxnd53o,"[['Anderlecht II', 'Draw', 'RWDM'], ['63', '106', '64']]","{'Ball possession': ['57%', '43%'], 'Total shots': ['9', '16'], 'Corners': ['3', '4'], 'Fouls': ['11', '18']}"
FA Cup,China PR,Jingchuan,2,Xingzhou,3,2022-12-18,https://www.goal.com/en/match/jingchuan-wenhui-vs-jinan-xingzhou/dj54kidixsxuu5i34ktl00pp0,[],{}
FA Cup,China PR,Three Towns,3,Tianjin JMT,0,2022-12-18,https://www.goal.com/en/match/wuhan-three-towns-vs-tianjin-jinmen-tiger/diqj0kojmvxzk85wbj1ce3gus,[],{}
FA Cup,China PR,Cangzhou,3,Guangzhou,1,2022-12-18,https://www.goal.com/en/match/cangzhou-mighty-lions-vs-guangzhou-fc/ditd4zs2tjhg9lglk6rbm6luc,[],{}
Premier League Cup,England,Stoke,2,Arsenal,2,2022-12-18,https://www.goal.com/en/match/stoke-city-u21-vs-arsenal-u21/b3sd7atuwe7gl2gixwc3pfzf8,"[['Stoke', 'Draw', 'Arsenal'], ['18', '67', '88']]","{'Ball possession': ['44%', '56%'], 'Total shots': ['9', '11'], 'Corners': ['2', '3'], 'Fouls': ['11', '9']}"
FA Women's League Cup,England,Man Utd,4,Sheff Utd,0,2022-12-18,https://www.goal.com/en/match/manchester-united-vs-sheffield-united/3m3cxvd466f4sk5iqe7v9k3ys,"[['Man Utd', 'Draw', 'Sheff Utd'], ['43', '24', '11']]","{'Corners': ['9', '0'], 'Fouls': ['4', '5']}"
FA Women's League Cup,England,Southampton,0,Spurs,1,2022-12-18,https://www.goal.com/en/match/southampton-vs-tottenham-hotspur/ajiebfgl0kmzct9mia5rahhw,[],{}
Super League 2,Greece,Iraklis Laris.,0,Niki,1,2022-12-18,https://www.goal.com/en/match/iraklis-larissa-vs-niki-volos/domvjfvm33gjzpqh48z8398gk,"[['Iraklis Laris.', 'Draw', 'Niki'], ['24', '76', '58']]","{'Corners': ['2', '1'], 'Fouls': ['16', '18']}"
Super League 2,Greece,Larissa,0,Iraklis 1908,2,2022-12-18,https://www.goal.com/en/match/larissa-vs-iraklis-1908/docc1yh29wmkagg8cv04k18no,"[['Larissa', 'Draw', 'Iraklis 1908'], ['88', '94', '26']]","{'Corners': ['8', '6'], 'Fouls': ['16', '11']}"
Super League 2,Greece,Egaleo,0,Chania,0,2022-12-18,https://www.goal.com/en/match/egaleo-vs-chania/210tmuaax2ku2vy81z6bhfbpw,"[['Egaleo', 'Draw', 'Chania'], ['93', '184', '114']]","{'Corners': ['3', '1'], 'Fouls': ['12', '18']}"
Super League 2,Greece,Ilioupoli,0,Episkopi,0,2022-12-18,https://www.goal.com/en/match/ilioupoli-vs-episkopi/213xblpub8j48glu8l113mdqs,[],{}
Super League 2,Greece,Proodeftiki,1,Irodotos,0,2022-12-18,https://www.goal.com/en/match/proodeftiki-vs-irodotos/21daparcqmq4yjhpubrcg3ms4,"[['Proodeftiki', 'Draw', 'Irodotos'], ['35', '64', '32']]","{'Corners': ['2', '1'], 'Fouls': ['16', '23']}"
Super League 2,Greece,Apollon,0,Kalamata,2,2022-12-18,https://www.goal.com/en/match/apollon-smirnis-vs-kalamata/21726ffjp04vblemr6egv2bkk,"[['Apollon', 'Draw', 'Kalamata'], ['123', '147', '46']]","{'Corners': ['5', '0'], 'Fouls': ['25', '14']}"
Liga Nacional,Honduras,Olimpia,2,Motagua,0,2022-12-18,https://www.goal.com/en/match/olimpia-vs-motagua/41z7iv7fmmkx59lnqz6x33ok4,"[['Olimpia', 'Draw', 'Motagua'], ['66', '54', '24']]","{'Corners': ['2', '6'], 'Fouls': ['12', '15']}"
Liga 1,Indonesia,Persis,1,Persib,2,2022-12-18,https://www.goal.com/en/match/persis-solo-vs-persib/9qhdtg0ufixjglvi6gyfqrro,[],{}
Serie C,Italy,V. Francavilla,2,Viterbese,1,2022-12-18,https://www.goal.com/en/match/virtus-francavilla-vs-viterbese/ch7suukltxdonahn98rhkkj6c,"[['V. Francavilla', 'Draw', 'Viterbese'], ['59', '81', '33']]","{'Corners': ['2', '8'], 'Fouls': ['25', '10']}"
