Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Europa League,Europe,Ajax,0,Union Berlin,0,2023-02-16,https://www.goal.com/en/match/ajax-vs-union-berlin/2sn0re2znvlynm2acmn8apzo,"[['Ajax', 'Draw', 'Union Berlin'], ['2958', '2154', '1590']]","{'Ball possession': ['67.2%', '32.8%'], 'Total shots': ['8', '13'], 'Corners': ['3', '4'], 'Fouls': ['12', '13']}"
UEFA Europa League,Europe,Barcelona,2,Man Utd,2,2023-02-16,https://www.goal.com/en/match/barcelona-vs-manchester-united/63pjzj9enlosrutko8g6hr0us,"[['Barcelona', 'Draw', 'Man Utd'], ['7803', '3022', '8383']]","{'Ball possession': ['60.9%', '39.1%'], 'Total shots': ['18', '18'], 'Corners': ['8', '5'], 'Fouls': ['10', '12']}"
UEFA Europa League,Europe,Salzburg,1,Roma,0,2023-02-16,https://www.goal.com/en/match/salzburg-vs-roma/4xe59xif5vtju3334zh9g77kk,"[['Salzburg', 'Draw', 'Roma'], ['1628', '2225', '2580']]","{'Ball possession': ['55%', '45%'], 'Total shots': ['14', '9'], 'Corners': ['2', '6'], 'Fouls': ['14', '10']}"
UEFA Europa League,Europe,Shakhtar D,2,Rennes,1,2023-02-16,https://www.goal.com/en/match/shakhtar-donetsk-vs-rennes/cto98olkrd4y5j6sa8ok9nllg,"[['Shakhtar D', 'Draw', 'Rennes'], ['1586', '1518', '1206']]","{'Ball possession': ['49.2%', '50.8%'], 'Total shots': ['14', '17'], 'Corners': ['2', '9'], 'Fouls': ['10', '11']}"
UEFA Europa League,Europe,Juventus,1,Nantes,1,2023-02-16,https://www.goal.com/en/match/juventus-vs-nantes/8nrnedgivak9ocub0dxr8l990,"[['Juventus', 'Draw', 'Nantes'], ['3381', '1601', '686']]","{'Ball possession': ['56.5%', '43.5%'], 'Total shots': ['14', '7'], 'Corners': ['3', '5'], 'Fouls': ['8', '11']}"
UEFA Europa League,Europe,Leverkusen,2,Monaco,3,2023-02-16,https://www.goal.com/en/match/bayer-leverkusen-vs-monaco/1nsyg363l04zwgpr33hutol5g,"[['Leverkusen', 'Draw', 'Monaco'], ['1448', '1689', '1855']]","{'Ball possession': ['52.9%', '47.1%'], 'Total shots': ['17', '10'], 'Corners': ['2', '5'], 'Fouls': ['10', '7']}"
UEFA Europa League,Europe,Sevilla,3,PSV,0,2023-02-16,https://www.goal.com/en/match/sevilla-vs-psv/3marlz5mnlkvkp09ct78r2s5w,"[['Sevilla', 'Draw', 'PSV'], ['2123', '1983', '1719']]","{'Ball possession': ['54.1%', '45.9%'], 'Total shots': ['15', '14'], 'Corners': ['8', '3'], 'Fouls': ['5', '11']}"
UEFA Europa League,Europe,Sporting,1,Midtjylland,1,2023-02-16,https://www.goal.com/en/match/sporting-cp-vs-midtjylland/al3ymxarkf7hn5aeve3t8srh0,"[['Sporting', 'Draw', 'Midtjylland'], ['2236', '1251', '426']]","{'Ball possession': ['72%', '28%'], 'Total shots': ['16', '5'], 'Corners': ['4', '4'], 'Fouls': ['9', '10']}"
UEFA Europa Conference League,Europe,Bodø/Glimt,0,Lech,0,2023-02-16,https://www.goal.com/en/match/bodo-glimt-vs-lech-poznan/3m183zlnvpzh1745s5mmqf190,"[['Bodø/Glimt', 'Draw', 'Lech'], ['1155', '1087', '435']]","{'Corners': ['7', '2'], 'Fouls': ['12', '9']}"
UEFA Europa Conference League,Europe,Braga,0,Fiorentina,4,2023-02-16,https://www.goal.com/en/match/sporting-braga-vs-fiorentina/5hknfnjkhx7v3jbb6hjvdbnro,"[['Braga', 'Draw', 'Fiorentina'], ['1572', '1415', '701']]","{'Corners': ['4', '4'], 'Fouls': ['7', '9']}"
UEFA Europa Conference League,Europe,Qarabağ,1,Gent,0,2023-02-16,https://www.goal.com/en/match/qarabag-vs-gent/cq8eo9tpxb1nnz0590ieir6z8,"[['Qarabağ', 'Draw', 'Gent'], ['792', '992', '666']]","{'Corners': ['7', '5'], 'Fouls': ['6', '8']}"
UEFA Europa Conference League,Europe,Trabzonspor,1,Basel,0,2023-02-16,https://www.goal.com/en/match/trabzonspor-vs-basel/eiu7cez8zc00219mwwz91cwt0,"[['Trabzonspor', 'Draw', 'Basel'], ['775', '847', '523']]","{'Corners': ['8', '1'], 'Fouls': ['4', '6']}"
UEFA Europa Conference League,Europe,AEK,1,Dnipro-1,0,2023-02-16,https://www.goal.com/en/match/aek-larnaca-vs-dnipro-1/7i962zsqeubgdzupkeep5ttzo,"[['AEK', 'Draw', 'Dnipro-1'], ['950', '764', '272']]","{'Corners': ['5', '3'], 'Fouls': ['14', '19']}"
UEFA Europa Conference League,Europe,Lazio,1,CFR,0,2023-02-16,https://www.goal.com/en/match/lazio-vs-cfr-cluj/1krqmb7aeb7vzdtij9l5pshsk,"[['Lazio', 'Draw', 'CFR'], ['1338', '878', '332']]","{'Corners': ['6', '5'], 'Fouls': ['15', '18']}"
UEFA Europa Conference League,Europe,Ludogorets,1,Anderlecht,0,2023-02-16,https://www.goal.com/en/match/ludogorets-vs-anderlecht/alm85jaefytkn8jfrxl6e2710,"[['Ludogorets', 'Draw', 'Anderlecht'], ['846', '965', '608']]","{'Corners': ['4', '7'], 'Fouls': ['9', '9']}"
UEFA Europa Conference League,Europe,Sheriff,0,Partizan,1,2023-02-16,https://www.goal.com/en/match/sheriff-vs-partizan/94aeywoqc51mzn7qgc968eiok,"[['Sheriff', 'Draw', 'Partizan'], ['785', '898', '461']]","{'Corners': ['2', '1'], 'Fouls': ['12', '16']}"
CONMEBOL Libertadores,South America,El Nacional,3,Nacional,1,2023-02-16,https://www.goal.com/en/match/el-nacional-vs-nacional-potosi/1stbxgwbx43p4zn07h73rfpjo,"[['El Nacional', 'Draw', 'Nacional'], ['256', '96', '60']]","{'Ball possession': ['43.7%', '56.3%'], 'Total shots': ['28', '10'], 'Corners': ['6', '3'], 'Fouls': ['9', '15']}"
Liga MX,Mexico,Chivas,2,Tijuana,1,2023-02-16,https://www.goal.com/en/match/guadalajara-vs-tijuana/1ilw06c5sakag8om102lesn4k,[],{}
Liga MX,Mexico,Monterrey,2,Querétaro,0,2023-02-16,https://www.goal.com/en/match/monterrey-vs-queretaro/1ii1mmvm8k80yfkwuwjl7f2ms,"[['Monterrey', 'Draw', 'Querétaro'], ['320', '155', '71']]","{'Ball possession': ['52%', '48%'], 'Total shots': ['15', '9'], 'Corners': ['0', '1'], 'Fouls': ['15', '17']}"
