Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Liga MX,Mexico,Santos Laguna,0,Querétaro,2,2023-07-03,https://www.goal.com/en/match/santos-laguna-vs-queretaro/d80zm33est8zglpu9ufskce1g,"[['Santos Laguna', 'Draw', 'Querétaro'], ['109', '98', '46']]","{'Ball possession': ['56%', '44%'], 'Total shots': ['13', '12'], 'Corners': ['10', '8'], 'Fouls': ['10', '9']}"
Serie A,Brazil,Cuiabá,3,Santos,0,2023-07-03,https://www.goal.com/en/match/cuiaba-vs-santos/c7ykeuj74otvwzgkhdp60l8gk,"[['Cuiabá', 'Draw', 'Santos'], ['131', '208', '163']]","{'Ball possession': ['48.5%', '51.5%'], 'Total shots': ['15', '5'], 'Corners': ['9', '5'], 'Fouls': ['7', '16']}"
Liga Profesional Argentina,Argentina,Instituto,1,Belgrano,0,2023-07-03,https://www.goal.com/en/match/instituto-vs-belgrano/2f6dvpa38me2hh9ekjntyncpg,"[['Instituto', 'Draw', 'Belgrano'], ['123', '163', '167']]","{'Ball possession': ['37.8%', '62.2%'], 'Total shots': ['11', '8'], 'Corners': ['4', '3'], 'Fouls': ['15', '6']}"
Liga Profesional Argentina,Argentina,Banfield,1,Argentinos,0,2023-07-03,https://www.goal.com/en/match/banfield-vs-argentinos-juniors/2fa1wbrw246pqqcfg1iv0kf84,"[['Banfield', 'Draw', 'Argentinos'], ['117', '156', '185']]","{'Ball possession': ['28.4%', '71.6%'], 'Total shots': ['15', '9'], 'Corners': ['4', '4'], 'Fouls': ['13', '9']}"
Liga Profesional Argentina,Argentina,Def y Justicia,1,Tigre,0,2023-07-03,https://www.goal.com/en/match/defensa-y-justicia-vs-tigre/2fddcpbzkkxtwob0f1b8uywb8,"[['Def y Justicia', 'Draw', 'Tigre'], ['215', '159', '67']]","{'Ball possession': ['42.2%', '57.8%'], 'Total shots': ['13', '18'], 'Corners': ['1', '11'], 'Fouls': ['4', '11']}"
Liga Profesional Argentina,Argentina,Boca Juniors,2,Sarmiento,0,2023-07-03,https://www.goal.com/en/match/boca-juniors-vs-sarmiento/2fqz0nhpoffmxn12hbebeioes,"[['Boca Juniors', 'Draw', 'Sarmiento'], ['522', '179', '127']]","{'Ball possession': ['78.3%', '21.7%'], 'Total shots': ['13', '8'], 'Corners': ['5', '4'], 'Fouls': ['6', '13']}"
Concacaf Gold Cup,N/C America,Jamaica,5,St. Kitts,0,2023-07-03,https://www.goal.com/en/match/jamaica-vs-st-kitts-and-nevis/db0f45wr5hjxz3kkusyi56zh0,"[['Jamaica', 'Draw', 'St. Kitts'], ['155', '77', '39']]","{'Ball possession': ['67%', '33%'], 'Total shots': ['18', '9'], 'Corners': ['7', '1'], 'Fouls': ['7', '9']}"
Concacaf Gold Cup,N/C America,United States,6,Trinidad,0,2023-07-03,https://www.goal.com/en/match/united-states-vs-trinidad-and-tobago/6bevndbxldb3gwpg4wuo03jmc,"[['United States', 'Draw', 'Trinidad'], ['204', '89', '47']]","{'Ball possession': ['66.4%', '33.6%'], 'Total shots': ['23', '9'], 'Corners': ['5', '4'], 'Fouls': ['11', '7']}"
Concacaf Gold Cup,N/C America,Honduras,2,Haiti,1,2023-07-03,https://www.goal.com/en/match/honduras-vs-haiti/a8xscuwqhsfeswbrmrqbgvf8,"[['Honduras', 'Draw', 'Haiti'], ['119', '128', '111']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['20', '18'], 'Corners': ['2', '9'], 'Fouls': ['5', '12']}"
Concacaf Gold Cup,N/C America,Mexico,0,Qatar,1,2023-07-03,https://www.goal.com/en/match/mexico-vs-qatar/al662gy6o8m2358p5wdsx4pg,"[['Mexico', 'Draw', 'Qatar'], ['298', '122', '64']]","{'Ball possession': ['76.6%', '23.4%'], 'Total shots': ['25', '1'], 'Corners': ['8', '0'], 'Fouls': ['11', '20']}"
Primera División,Uruguay,Liverpool,3,Maldonado,2,2023-07-03,https://www.goal.com/en/match/liverpool-vs-deportivo-maldonado/d6xmh7iymz826kwz37h8w80t0,"[['Liverpool', 'Draw', 'Maldonado'], ['157', '116', '31']]","{'Corners': ['6', '3'], 'Fouls': ['12', '11']}"
Primera División,Chile,Huachipato,1,Magallanes,1,2023-07-03,https://www.goal.com/en/match/huachipato-vs-magallanes/bqkbdlwug9jm0zs8wi1h156ok,"[['Huachipato', 'Draw', 'Magallanes'], ['258', '222', '89']]","{'Ball possession': ['61.3%', '38.7%'], 'Total shots': ['17', '7'], 'Corners': ['13', '3'], 'Fouls': ['15', '13']}"
Eliteserien,Norway,Stabæk,0,Strømsgodset,1,2023-07-03,https://www.goal.com/en/match/stabaek-vs-stromsgodset/g90uezpeuf88uogweumcyrys,"[['Stabæk', 'Draw', 'Strømsgodset'], ['245', '336', '198']]","{'Ball possession': ['70.8%', '29.2%'], 'Total shots': ['18', '9'], 'Corners': ['9', '6'], 'Fouls': ['9', '12']}"
Allsvenskan,Sweden,Elfsborg,2,Hammarby,0,2023-07-03,https://www.goal.com/en/match/elfsborg-vs-hammarby/3kp5ftb65cvhurcab1e2wsfmc,"[['Elfsborg', 'Draw', 'Hammarby'], ['345', '300', '150']]","{'Ball possession': ['39.1%', '60.9%'], 'Total shots': ['12', '13'], 'Corners': ['4', '8'], 'Fouls': ['21', '10']}"
Allsvenskan,Sweden,Mjällby,1,Kalmar,1,2023-07-03,https://www.goal.com/en/match/mjaellby-vs-kalmar/3kvuqdl6qgxyzkzay6h67l0r8,"[['Mjällby', 'Draw', 'Kalmar'], ['199', '324', '251']]","{'Ball possession': ['35.1%', '64.9%'], 'Total shots': ['17', '7'], 'Corners': ['11', '5'], 'Fouls': ['12', '12']}"
Super League,Malaysia,Darul Ta'zim,6,Kuala Lumpur,1,2023-07-03,https://www.goal.com/en/match/johor-darul-ta-zim-vs-kuala-lumpur-city/5jwj6jap6yhdfixotf5szcb2s,[],{}
Super League,Malaysia,Selangor,2,Kuching FA,1,2023-07-03,https://www.goal.com/en/match/selangor-vs-kuching-fa/5k8ez8g5e43l8qd8xptt88kk4,[],{}
Super League,Malaysia,Terengganu,1,Kedah,0,2023-07-03,https://www.goal.com/en/match/terengganu-vs-kedah/5jytdbug32n1t5hcp72rmrris,[],{}
Primera Nacional,Argentina,Mitre SdE,2,Independiente,1,2023-07-03,https://www.goal.com/en/match/mitre-santiago-d-estero-vs-independiente-rivadavia/eq2s0sruoimtwoue2g941b9jo,[],{}
Primera Nacional,Argentina,Riestra,2,Est Caseros,1,2023-07-03,https://www.goal.com/en/match/deportivo-riestra-vs-estudiantes-caseros/erej24heqcl9pxoh2wumny6tw,[],{}
Copa de la División Profesional,Bolivia,O. Petrolero,0,Bolívar,2,2023-07-03,https://www.goal.com/en/match/oriente-petrolero-vs-bolivar/bmwpx1d57llkgpgtt55j2nklw,"[['O. Petrolero', 'Draw', 'Bolívar'], ['10', '46', '39']]","{'Corners': ['3', '5'], 'Fouls': ['11', '17']}"
Serie B,Brazil,Sport,2,Ceará,0,2023-07-03,https://www.goal.com/en/match/sport-recife-vs-ceara/br69f1orfeo0uaa37efk7ifis,"[['Sport', 'Draw', 'Ceará'], ['108', '93', '41']]","{'Ball possession': ['46.2%', '53.8%'], 'Total shots': ['14', '12'], 'Corners': ['7', '8'], 'Fouls': ['9', '17']}"
Serie B,Brazil,Ponte Preta,1,Novorizontino,0,2023-07-03,https://www.goal.com/en/match/ponte-preta-vs-novorizontino/bpwrctkffrdv6xa162cha1vys,"[['Ponte Preta', 'Draw', 'Novorizontino'], ['38', '72', '74']]","{'Ball possession': ['38.7%', '61.3%'], 'Total shots': ['12', '7'], 'Corners': ['7', '9'], 'Fouls': ['9', '23']}"
Serie C,Brazil,Floresta,0,Remo,0,2023-07-03,https://www.goal.com/en/match/floresta-vs-remo/1btf05ox9w1ov7gpo812mgaac,"[['Floresta', 'Draw', 'Remo'], ['8', '38', '25']]","{'Corners': ['1', '3'], 'Fouls': ['16', '21']}"
