Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Aston Villa,4,Brentford,0,2022-10-23,https://www.goal.com/en/match/aston-villa-vs-brentford/7l6vl44n9bmbhd3o3zwvjcxzo,"[['Aston Villa', 'Draw', 'Brentford'], ['1287', '1396', '1056']]","{'Ball possession': ['45.1%', '54.9%'], 'Total shots': ['19', '12'], 'Corners': ['7', '6'], 'Fouls': ['14', '11']}"
Premier League,England,Leeds,2,Fulham,3,2022-10-23,https://www.goal.com/en/match/leeds-united-vs-fulham/7lijostmk55vf2eclj6y604r8,"[['Leeds', 'Draw', 'Fulham'], ['1125', '1331', '1177']]","{'Ball possession': ['57.2%', '42.8%'], 'Total shots': ['14', '11'], 'Corners': ['3', '6'], 'Fouls': ['12', '8']}"
Premier League,England,Southampton,1,Arsenal,1,2022-10-23,https://www.goal.com/en/match/southampton-vs-arsenal/7lub1c3dqxaqqop0mujn2e6fo,"[['Southampton', 'Draw', 'Arsenal'], ['859', '1482', '5469']]","{'Ball possession': ['40.7%', '59.3%'], 'Total shots': ['10', '12'], 'Corners': ['9', '4'], 'Fouls': ['11', '8']}"
Premier League,England,Wolves,0,Leicester,4,2022-10-23,https://www.goal.com/en/match/wolverhampton-wanderers-vs-leicester-city/7m64yiyuu2hjgep2kwim5so44,"[['Wolves', 'Draw', 'Leicester'], ['1023', '1333', '1200']]","{'Ball possession': ['60.9%', '39.1%'], 'Total shots': ['21', '5'], 'Corners': ['9', '2'], 'Fouls': ['10', '12']}"
Premier League,England,Tottenham,1,Newcastle,2,2022-10-23,https://www.goal.com/en/match/tottenham-hotspur-vs-newcastle-united/7ly4fqhihqbfm8nwseibc97h0,"[['Tottenham', 'Draw', 'Newcastle'], ['3082', '1794', '1165']]","{'Ball possession': ['52.4%', '47.6%'], 'Total shots': ['17', '13'], 'Corners': ['6', '7'], 'Fouls': ['12', '6']}"
La Liga,Spain,Espanyol,2,Elche,2,2022-10-23,https://www.goal.com/en/match/espanyol-vs-elche/9fuvly6c8oh7haaqzylwd60pg,"[['Espanyol', 'Draw', 'Elche'], ['879', '765', '299']]","{'Ball possession': ['41.2%', '58.8%'], 'Total shots': ['13', '9'], 'Corners': ['5', '3'], 'Fouls': ['13', '10']}"
La Liga,Spain,Betis,1,Atlético,2,2022-10-23,https://www.goal.com/en/match/real-betis-vs-atletico-madrid/9fr2gpft8x4mz30h9p47llvys,"[['Betis', 'Draw', 'Atlético'], ['751', '1338', '1583']]","{'Ball possession': ['55%', '45%'], 'Total shots': ['17', '9'], 'Corners': ['7', '4'], 'Fouls': ['10', '17']}"
La Liga,Spain,Girona,1,Osasuna,1,2022-10-23,https://www.goal.com/en/match/girona-vs-osasuna/9fjej48v0d36j131h5ngyda1g,"[['Girona', 'Draw', 'Osasuna'], ['606', '1059', '819']]","{'Ball possession': ['49.9%', '50.1%'], 'Total shots': ['7', '9'], 'Corners': ['3', '5'], 'Fouls': ['11', '11']}"
La Liga,Spain,Villarreal,2,Almería,1,2022-10-23,https://www.goal.com/en/match/villarreal-vs-almeria/9gav0b5i53exdg7708ubb1b84,"[['Villarreal', 'Draw', 'Almería'], ['1514', '995', '292']]","{'Ball possession': ['51.8%', '48.2%'], 'Total shots': ['11', '15'], 'Corners': ['10', '4'], 'Fouls': ['7', '8']}"
La Liga,Spain,Barcelona,4,Athletic Club,0,2022-10-23,https://www.goal.com/en/match/barcelona-vs-athletic-club/9fn9nywtla5o5znhjku856i38,"[['Barcelona', 'Draw', 'Athletic Club'], ['4614', '1444', '880']]","{'Ball possession': ['65.6%', '34.4%'], 'Total shots': ['10', '5'], 'Corners': ['1', '2'], 'Fouls': ['7', '13']}"
Serie A,Italy,Udinese,1,Torino,2,2022-10-23,https://www.goal.com/en/match/udinese-vs-torino/4vafj47aimajcfunx9fdo1mvo,"[['Udinese', 'Draw', 'Torino'], ['1138', '847', '391']]","{'Ball possession': ['54.4%', '45.6%'], 'Total shots': ['15', '13'], 'Corners': ['7', '4'], 'Fouls': ['12', '16']}"
Serie A,Italy,Bologna,2,Lecce,0,2022-10-23,https://www.goal.com/en/match/bologna-vs-lecce/4uj0wu8hts3buw54cwfgjexw4,"[['Bologna', 'Draw', 'Lecce'], ['773', '802', '277']]","{'Ball possession': ['53.9%', '46.1%'], 'Total shots': ['9', '8'], 'Corners': ['9', '4'], 'Fouls': ['12', '14']}"
Serie A,Italy,Atalanta,0,Lazio,2,2022-10-23,https://www.goal.com/en/match/atalanta-vs-lazio/4ufo8hh678wsn5jcp646c53pw,"[['Atalanta', 'Draw', 'Lazio'], ['1460', '1465', '843']]","{'Ball possession': ['46.9%', '53.1%'], 'Total shots': ['7', '12'], 'Corners': ['5', '8'], 'Fouls': ['15', '9']}"
Serie A,Italy,Roma,0,Napoli,1,2022-10-23,https://www.goal.com/en/match/roma-vs-napoli/4uzyynhnauf2bd8b6pq2xnor8,"[['Roma', 'Draw', 'Napoli'], ['1407', '1794', '2680']]","{'Ball possession': ['40.5%', '59.5%'], 'Total shots': ['6', '12'], 'Corners': ['3', '4'], 'Fouls': ['14', '12']}"
Bundesliga,Germany,Bochum,2,Union Berlin,1,2022-10-23,https://www.goal.com/en/match/bochum-vs-union-berlin/di8ngj0yalmzrmsy4uel2t250,"[['Bochum', 'Draw', 'Union Berlin'], ['438', '1180', '2146']]","{'Ball possession': ['46.8%', '53.2%'], 'Total shots': ['9', '8'], 'Corners': ['3', '7'], 'Fouls': ['14', '10']}"
Bundesliga,Germany,Hertha BSC,2,Schalke 04,1,2022-10-23,https://www.goal.com/en/match/hertha-bsc-vs-schalke-04/dihbvwqnggp8y4x6zmtdb5x5g,"[['Hertha BSC', 'Draw', 'Schalke 04'], ['1049', '1013', '511']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['10', '9'], 'Corners': ['5', '7'], 'Fouls': ['14', '13']}"
Ligue 1,France,Angers,1,Rennes,2,2022-10-23,https://www.goal.com/en/match/angers-sco-vs-rennes/rc9nvawfxpi5ebxq59ivfcwk,"[['Angers', 'Draw', 'Rennes'], ['256', '671', '827']]","{'Ball possession': ['30.1%', '69.9%'], 'Total shots': ['7', '14'], 'Corners': ['5', '6'], 'Fouls': ['9', '11']}"
Ligue 1,France,Clermont,1,Brest,3,2022-10-23,https://www.goal.com/en/match/clermont-vs-brest/rg84lks1ziik7ys63r71v7ro,"[['Clermont', 'Draw', 'Brest'], ['678', '739', '300']]","{'Ball possession': ['62.4%', '37.6%'], 'Total shots': ['14', '19'], 'Corners': ['7', '4'], 'Fouls': ['10', '17']}"
Ligue 1,France,Reims,2,Auxerre,1,2022-10-23,https://www.goal.com/en/match/reims-vs-auxerre/rysf4lbedqv6twv4s8ol0yz8,"[['Reims', 'Draw', 'Auxerre'], ['451', '485', '149']]","{'Ball possession': ['54.3%', '45.7%'], 'Total shots': ['19', '10'], 'Corners': ['8', '2'], 'Fouls': ['13', '12']}"
Ligue 1,France,Toulouse,2,Strasbourg,2,2022-10-23,https://www.goal.com/en/match/toulouse-vs-strasbourg/s2mswl40k7hdomisadbyl444,"[['Toulouse', 'Draw', 'Strasbourg'], ['504', '591', '268']]","{'Ball possession': ['48.1%', '51.9%'], 'Total shots': ['17', '11'], 'Corners': ['6', '6'], 'Fouls': ['14', '8']}"
Ligue 1,France,Troyes,2,Lorient,2,2022-10-23,https://www.goal.com/en/match/troyes-vs-lorient/s7zdmy5defsijv4d2edt5dsk,"[['Troyes', 'Draw', 'Lorient'], ['384', '789', '715']]","{'Ball possession': ['42.6%', '57.4%'], 'Total shots': ['13', '20'], 'Corners': ['3', '6'], 'Fouls': ['8', '9']}"
Ligue 1,France,Nice,1,Nantes,1,2022-10-23,https://www.goal.com/en/match/nice-vs-nantes/rreqix7dzhhidp28paxmrzf8,"[['Nice', 'Draw', 'Nantes'], ['685', '608', '227']]","{'Ball possession': ['66.1%', '33.9%'], 'Total shots': ['11', '11'], 'Corners': ['7', '3'], 'Fouls': ['9', '9']}"
Ligue 1,France,Lille,4,Monaco,3,2022-10-23,https://www.goal.com/en/match/lille-vs-monaco/rjvcpc6e7kc4ldh2wow57wno,"[['Lille', 'Draw', 'Monaco'], ['1024', '1371', '1061']]","{'Ball possession': ['59.5%', '40.5%'], 'Total shots': ['20', '9'], 'Corners': ['6', '6'], 'Fouls': ['8', '10']}"
Championship,England,Swansea,2,Cardiff,0,2022-10-23,https://www.goal.com/en/match/swansea-city-vs-cardiff-city/5vl4gou8qc8jh42sp1nfjzuvo,"[['Swansea', 'Draw', 'Cardiff'], ['529', '435', '160']]","{'Ball possession': ['82.7%', '17.3%'], 'Total shots': ['13', '3'], 'Corners': ['7', '1'], 'Fouls': ['5', '10']}"
Championship,England,Watford,4,Luton,0,2022-10-23,https://www.goal.com/en/match/watford-vs-luton-town/5voik22hnvmuvulnftohmwq38,"[['Watford', 'Draw', 'Luton'], ['389', '429', '227']]","{'Ball possession': ['59.3%', '40.7%'], 'Total shots': ['13', '9'], 'Corners': ['6', '1'], 'Fouls': ['9', '15']}"
MLS,USA,Montréal,1,NYCFC,3,2022-10-23,https://www.goal.com/en/match/montreal-vs-new-york-city/bsq6wz2gixez9qwuf34b7fwno,"[['Montréal', 'Draw', 'NYCFC'], ['154', '140', '122']]","{'Ball possession': ['63.8%', '36.2%'], 'Total shots': ['18', '5'], 'Corners': ['7', '0'], 'Fouls': ['10', '13']}"
Eredivisie,Netherlands,Excelsior,2,AZ,1,2022-10-23,https://www.goal.com/en/match/excelsior-vs-az/3c4m9kowiq1ljkmtpk9uf0s9g,"[['Excelsior', 'Draw', 'AZ'], ['144', '419', '672']]","{'Ball possession': ['32.1%', '67.9%'], 'Total shots': ['7', '22'], 'Corners': ['3', '9'], 'Fouls': ['9', '11']}"
