Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Friendlies,World,Honduras,N/A,Barbados,N/A,2023-06-19,https://www.goal.com/en/match/honduras-vs-barbados/4raael2cy3kr7vyfcqay90ahg,[],{}
Friendlies,World,Morocco,N/A,Zambia,N/A,2023-06-19,https://www.goal.com/en/match/morocco-vs-zambia/7mt30t8b7zylsmpwwqucg2bdg,[],{}
Friendlies,World,Hong Kong,0,Thailand,1,2023-06-19,https://www.goal.com/en/match/hong-kong-china-vs-thailand/1b7mzqphlg1b3l4fnyzghigpg,"[['Hong Kong', 'Draw', 'Thailand'], ['121', '214', '365']]","{'Ball possession': ['29.5%', '70.5%'], 'Total shots': ['9', '19'], 'Corners': ['3', '5'], 'Fouls': ['15', '13']}"
Friendlies,World,Jamaica,1,Jordan,2,2023-06-19,https://www.goal.com/en/match/jamaica-vs-jordan/70npgemhjnl22dl54u69wmhhw,"[['Jamaica', 'Draw', 'Jordan'], ['134', '195', '194']]","{'Corners': ['1', '4'], 'Fouls': ['14', '9']}"
Friendlies,World,Indonesia,0,Argentina,2,2023-06-19,https://www.goal.com/en/match/indonesia-vs-argentina/1g0fbuaxzgaj1wh8g8123kff8,"[['Indonesia', 'Draw', 'Argentina'], ['1481', '625', '2179']]","{'Ball possession': ['26.4%', '73.6%'], 'Total shots': ['5', '21'], 'Corners': ['3', '12'], 'Fouls': ['13', '14']}"
Friendlies,World,Qatar,N/A,New Zealand,N/A,2023-06-19,https://www.goal.com/en/match/qatar-vs-new-zealand/dg8sqaumibq61yk681xb7e2ac,[],{}
Primera División,Uruguay,Def. Sporting,2,Wanderers,0,2023-06-19,https://www.goal.com/en/match/defensor-sporting-vs-wanderers/cv65zu8o86vv33sfqdoofzf2s,"[['Def. Sporting', 'Draw', 'Wanderers'], ['40', '46', '30']]","{'Corners': ['9', '2'], 'Fouls': ['12', '8']}"
Primera Nacional,Argentina,All Boys,0,SM Tucumán,1,2023-06-19,https://www.goal.com/en/match/all-boys-vs-san-martin-tucuman/2br8hgocudxebt2jt4gaqe2hg,[],{}
Primera Nacional,Argentina,Almirante Br,1,Almagro,0,2023-06-19,https://www.goal.com/en/match/almirante-brown-vs-almagro/2cnsa21vqchm67uj4qd7gw6qc,[],{}
Primera Nacional,Argentina,Atlanta,3,Est Caseros,2,2023-06-19,https://www.goal.com/en/match/atlanta-vs-estudiantes-caseros/em2ygx9yf49g0vzzyg5yiirkk,[],{}
Primera Nacional,Argentina,Riestra,1,Quilmes,1,2023-06-19,https://www.goal.com/en/match/deportivo-riestra-vs-quilmes/emrumnfzvbngdw5opa95uhr84,[],{}
Primera Nacional,Argentina,Chaco,0,Maipú,1,2023-06-19,https://www.goal.com/en/match/chaco-for-ever-vs-deportivo-maipu/ekp64mn4q7urtyyvg6r46tul0,[],{}
Torneo Federal A,Argentina,Juv Antoniana,1,9 de Julio,1,2023-06-19,https://www.goal.com/en/match/juventud-antoniana-vs-9-de-julio-rafaela/4gyp3cfgt1qhtcx498z7mzhn8,[],{}
Prim B Metro,Argentina,Fénix,2,San Miguel,1,2023-06-19,https://www.goal.com/en/match/fenix-vs-san-miguel/eeliwcjfa7emamcxemhv5h5as,[],{}
Prim B Metro,Argentina,Talleres,2,A Quilmes,1,2023-06-19,https://www.goal.com/en/match/talleres-remedios-vs-argentino-quilmes/efbnvztqopoh3ft6zijaxmdck,[],{}
Copa Argentina,Argentina,Banfield,3,A Merlo,0,2023-06-19,https://www.goal.com/en/match/banfield-vs-argentino-merlo/a258445bzlu614apsff7i37dg,[],{}
AFC U17 Asian Cup,Asia,China,3,Australia,5,2023-06-19,https://www.goal.com/en/match/china-pr-u17-vs-australia-u17/8ld9ax81m3938as0f3bd7sxzo,[],{}
AFC U17 Asian Cup,Asia,Afghanistan,0,Korea Republic,4,2023-06-19,https://www.goal.com/en/match/afghanistan-u17-vs-korea-republic-u17/cq7zjypsni9wzh0y1wy0kmkno,[],{}
AFC U17 Asian Cup,Asia,Qatar,0,Iran,0,2023-06-19,https://www.goal.com/en/match/qatar-u17-vs-ir-iran-u17/cqgvpev8gsr04xfze4bg4y5uc,[],{}
