Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Friendlies,World,Venezuela,1,Honduras,0,2023-06-16,https://www.goal.com/en/match/venezuela-vs-honduras/cybkpmsr6o7y0qfs64cz0dhjo,"[['Venezuela', 'Draw', 'Honduras'], ['336', '230', '117']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['1', '0']}"
Friendlies,World,Costa Rica,0,Guatemala,1,2023-06-16,https://www.goal.com/en/match/costa-rica-vs-guatemala/9w3utk875xz8sbutwmmvebkes,"[['Costa Rica', 'Draw', 'Guatemala'], ['327', '203', '91']]","{'Ball possession': ['0%', '100%'], 'Total shots': ['0', '1'], 'Corners': ['6', '7'], 'Fouls': ['10', '19']}"
Friendlies,World,China PR,4,Myanmar,0,2023-06-16,https://www.goal.com/en/match/china-pr-vs-myanmar/e3wxikteov9jre5rneowgld78,"[['China PR', 'Draw', 'Myanmar'], ['252', '166', '87']]","{'Ball possession': ['51.3%', '48.7%'], 'Total shots': ['22', '11'], 'Corners': ['7', '3'], 'Fouls': ['10', '10']}"
Friendlies,World,Chinese Taipeh,2,Thailand,2,2023-06-16,https://www.goal.com/en/match/chinese-taipei-vs-thailand/abbctpmpwc7p9v781bbsmn9jo,"[['Chinese Taipeh', 'Draw', 'Thailand'], ['83', '172', '358']]","{'Ball possession': ['23.7%', '76.3%'], 'Total shots': ['8', '11'], 'Corners': ['3', '6'], 'Fouls': ['16', '6']}"
Friendlies,World,Korea Rep,0,Peru,1,2023-06-16,https://www.goal.com/en/match/korea-republic-vs-peru/1h73eh79zdkrsh2wmutrkg9w4,"[['Korea Rep', 'Draw', 'Peru'], ['323', '266', '204']]","{'Ball possession': ['44.4%', '55.6%'], 'Total shots': ['13', '7'], 'Corners': ['6', '2'], 'Fouls': ['9', '9']}"
Friendlies,World,Sweden,4,New Zealand,1,2023-06-16,https://www.goal.com/en/match/sweden-vs-new-zealand/7easpzyk11ystdfpaojfbuzh0,"[['Sweden', 'Draw', 'New Zealand'], ['473', '259', '100']]","{'Ball possession': ['49.6%', '50.4%'], 'Total shots': ['16', '7'], 'Corners': ['7', '4'], 'Fouls': ['9', '11']}"
Friendlies,World,Serbia,3,Jordan,2,2023-06-16,https://www.goal.com/en/match/serbia-vs-jordan/3da01bm0a2yv8tnp61dqz026s,"[['Serbia', 'Draw', 'Jordan'], ['381', '257', '124']]","{'Ball possession': ['60%', '40%'], 'Total shots': ['3', '2'], 'Corners': ['9', '2'], 'Fouls': ['9', '10']}"
Friendlies,World,Poland,1,Germany,0,2023-06-16,https://www.goal.com/en/match/poland-vs-germany/4edwnv7znpnx8ocy15on5qw44,"[['Poland', 'Draw', 'Germany'], ['195', '309', '611']]","{'Ball possession': ['24.3%', '75.7%'], 'Total shots': ['2', '26'], 'Corners': ['5', '9'], 'Fouls': ['14', '15']}"
Friendlies,World,Colombia,1,Iraq,0,2023-06-16,https://www.goal.com/en/match/colombia-vs-iraq/4q06tlhl611c352uh2z25ardg,"[['Colombia', 'Draw', 'Iraq'], ['366', '213', '163']]","{'Ball possession': ['67.4%', '32.6%'], 'Total shots': ['7', '2'], 'Corners': ['3', '2'], 'Fouls': ['10', '11']}"
Primera División,Uruguay,Danubio,1,City Torque,0,2023-06-16,https://www.goal.com/en/match/danubio-vs-city-torque/cu8afygrpswglr6hzlplz94ic,"[['Danubio', 'Draw', 'City Torque'], ['50', '60', '31']]","{'Corners': ['4', '8'], 'Fouls': ['8', '10']}"
Prim B Metro,Argentina,A Merlo,0,Villa SC,1,2023-06-16,https://www.goal.com/en/match/argentino-merlo-vs-villa-san-carlos/eeuaw3mc8lc4o7pwwpeclnj84,[],{}
AFC U17 Asian Cup,Asia,Australia,0,Saudi Arabia,2,2023-06-16,https://www.goal.com/en/match/australia-u17-vs-saudi-arabia-u17/8kqfsg34aujbxbohj3s0pdez8,[],{}
AFC U17 Asian Cup,Asia,Korea Republic,6,Qatar,1,2023-06-16,https://www.goal.com/en/match/korea-republic-u17-vs-qatar-u17/cpn2loox6f49ftxyfui4h2ntg,[],{}
AFC U17 Asian Cup,Asia,Iran,6,Afghanistan,1,2023-06-16,https://www.goal.com/en/match/ir-iran-u17-vs-afghanistan-u17/cpz6ilt1sc5yr5se3vfb08hec,[],{}
AFC U17 Asian Cup,Asia,Tajikistan,1,China,1,2023-06-16,https://www.goal.com/en/match/tajikistan-u17-vs-china-pr-u17/8l3meh144s97ptbjb7vqbu7tg,[],{}
Queensland NPL,Australia,Olympic,0,SC Wanderers,0,2023-06-16,https://www.goal.com/en/match/olympic-vs-sc-wanderers/9yv2y5nmw5hvganig9u1vn6z8,"[['Olympic', 'Draw', 'SC Wanderers'], ['42', '70', '28']]","{'Corners': ['3', '2'], 'Fouls': ['15', '9']}"
Queensland NPL,Australia,Rochedale,3,Redlands Utd,1,2023-06-16,https://www.goal.com/en/match/rochedale-rovers-vs-redlands-united/9tdgp0awdn3s706iyf0pseluc,"[['Rochedale', 'Draw', 'Redlands Utd'], ['59', '63', '23']]","{'Corners': ['5', '4'], 'Fouls': ['14', '14']}"
Queensland NPL Women,Australia,Mitchelton,1,FQ QAS,1,2023-06-16,https://www.goal.com/en/match/mitchelton-vs-fq-qas/2zgov8pvj7nrm5vivjfm9d3x0,[],{}
Victoria NPL,Australia,Knights,0,Port Melbourne,1,2023-06-16,https://www.goal.com/en/match/melbourne-knights-vs-port-melbourne/xaa39xpomdi307bfkffuwt90,"[['Knights', 'Draw', 'Port Melbourne'], ['96', '98', '49']]","{'Corners': ['5', '2'], 'Fouls': ['6', '11']}"
Victoria NPL,Australia,Green Gully,5,Altona Magic,2,2023-06-16,https://www.goal.com/en/match/green-gully-vs-altona-magic/xday7gvuhslx8uksmzuxmmtw,"[['Green Gully', 'Draw', 'Altona Magic'], ['108', '89', '30']]","{'Corners': ['7', '2'], 'Fouls': ['12', '8']}"
Victoria NPL,Australia,Oakleigh,2,St. Albans,0,2023-06-16,https://www.goal.com/en/match/oakleigh-cannons-vs-st-albans-saints/ppn4ere9sch0lny2xrug26ms,"[['Oakleigh', 'Draw', 'St. Albans'], ['87', '63', '22']]","{'Corners': ['7', '6'], 'Fouls': ['9', '17']}"
Victoria NPL Women,Australia,Emerging,1,Bulleen,2,2023-06-16,https://www.goal.com/en/match/fv-emerging-vs-bulleen-lions/clo705rx1d9k8qaevqg00a7tg,[],{}
Serie D,Brazil,Iguatu,2,Sousa,1,2023-06-16,https://www.goal.com/en/match/iguatu-vs-sousa/bmu6n99cbfm3sho4260ek6n10,"[['Iguatu', 'Draw', 'Sousa'], ['36', '69', '34']]","{'Corners': ['9', '3'], 'Fouls': ['26', '18']}"
Serie D,Brazil,Jacuipense,2,Falcon,0,2023-06-16,https://www.goal.com/en/match/jacuipense-vs-falcon/bogg6728laws1q7evr0qftel0,"[['Jacuipense', 'Draw', 'Falcon'], ['40', '65', '23']]","{'Corners': ['4', '3'], 'Fouls': ['14', '12']}"
UEFA European Championship Qualifiers,Europe,Finland,2,Slovenia,0,2023-06-16,https://www.goal.com/en/match/finland-vs-slovenia/enf8tljtgaocwzg9nrxzod9n8,"[['Finland', 'Draw', 'Slovenia'], ['637', '730', '484']]","{'Ball possession': ['41.7%', '58.3%'], 'Total shots': ['9', '14'], 'Corners': ['2', '3'], 'Fouls': ['11', '9']}"
