Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Brentford,2,Tottenham,2,2023-08-13,https://www.goal.com/en/match/brentford-vs-tottenham-hotspur/c5stfbc1llxsz5yx6fet9rytw,"[['Brentford', 'Draw', 'Tottenham'], ['1087', '1528', '2340']]","{'Ball possession': ['30.4%', '69.6%'], 'Total shots': ['11', '18'], 'Corners': ['3', '6'], 'Fouls': ['12', '13']}"
Premier League,England,Chelsea,1,Liverpool,1,2023-08-13,https://www.goal.com/en/match/chelsea-vs-liverpool/c64b9688kz418ipttgwm9e2ok,"[['Chelsea', 'Draw', 'Liverpool'], ['4836', '2898', '5886']]","{'Ball possession': ['64.9%', '35.1%'], 'Total shots': ['10', '13'], 'Corners': ['4', '4'], 'Fouls': ['5', '13']}"
La Liga,Spain,Celta Vigo,0,Osasuna,2,2023-08-13,https://www.goal.com/en/match/celta-de-vigo-vs-osasuna/en7whq5nv0rxdqg0v84or1n2s,"[['Celta Vigo', 'Draw', 'Osasuna'], ['642', '697', '306']]","{'Ball possession': ['52.5%', '47.5%'], 'Total shots': ['11', '11'], 'Corners': ['7', '2'], 'Fouls': ['11', '15']}"
La Liga,Spain,Villarreal,1,Betis,2,2023-08-13,https://www.goal.com/en/match/villarreal-vs-real-betis/eojls8d5f5amcr6px1gz5ckyc,"[['Villarreal', 'Draw', 'Betis'], ['638', '719', '387']]","{'Ball possession': ['63.4%', '36.6%'], 'Total shots': ['18', '12'], 'Corners': ['9', '4'], 'Fouls': ['13', '17']}"
La Liga,Spain,Getafe,0,Barcelona,0,2023-08-13,https://www.goal.com/en/match/getafe-vs-barcelona/eo7p91gavg5zssud9o4agjqqc,"[['Getafe', 'Draw', 'Barcelona'], ['399', '967', '3405']]","{'Ball possession': ['25.3%', '74.7%'], 'Total shots': ['5', '14'], 'Corners': ['3', '4'], 'Fouls': ['20', '11']}"
Ligue 1,France,Brest,3,Lens,2,2023-08-13,https://www.goal.com/en/match/brest-vs-lens/f4171igx1hkjqno3mk2dpdhck,"[['Brest', 'Draw', 'Lens'], ['163', '455', '427']]","{'Ball possession': ['48.3%', '51.7%'], 'Total shots': ['15', '8'], 'Corners': ['6', '8'], 'Fouls': ['13', '15']}"
Ligue 1,France,Clermont,2,Monaco,4,2023-08-13,https://www.goal.com/en/match/clermont-vs-monaco/f2zxutmb7519fxzo0dr9i6o7o,"[['Clermont', 'Draw', 'Monaco'], ['175', '617', '802']]","{'Ball possession': ['54.5%', '45.5%'], 'Total shots': ['15', '14'], 'Corners': ['6', '2'], 'Fouls': ['7', '16']}"
Ligue 1,France,Montpellier,2,Le Havre,2,2023-08-13,https://www.goal.com/en/match/montpellier-vs-le-havre/f3ou89t2xs5uys3byekwr96vo,"[['Montpellier', 'Draw', 'Le Havre'], ['425', '394', '139']]","{'Ball possession': ['58%', '42%'], 'Total shots': ['14', '12'], 'Corners': ['5', '2'], 'Fouls': ['8', '12']}"
Ligue 1,France,Nantes,1,Toulouse,2,2023-08-13,https://www.goal.com/en/match/nantes-vs-toulouse/f3cdmqi4ufn88oykxdnp6d250,"[['Nantes', 'Draw', 'Toulouse'], ['370', '616', '315']]","{'Ball possession': ['43.8%', '56.2%'], 'Total shots': ['9', '9'], 'Corners': ['7', '5'], 'Fouls': ['14', '14']}"
Ligue 1,France,Rennes,5,Metz,1,2023-08-13,https://www.goal.com/en/match/rennes-vs-metz/f1yuvlfniq9hdravkhabi96ac,"[['Rennes', 'Draw', 'Metz'], ['571', '489', '169']]","{'Ball possession': ['70.3%', '29.7%'], 'Total shots': ['29', '9'], 'Corners': ['5', '4'], 'Fouls': ['7', '10']}"
