Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
La Liga,Spain,Celta Vigo,1,Girona,1,2023-05-23,https://www.goal.com/en/match/celta-de-vigo-vs-girona/a6o34pm1c2v1q7d3yju6nrv9w,"[['Celta Vigo', 'Draw', 'Girona'], ['760', '967', '674']]","{'Ball possession': ['39.9%', '60.1%'], 'Total shots': ['16', '11'], 'Corners': ['9', '3'], 'Fouls': ['13', '13']}"
La Liga,Spain,Real Sociedad,1,Almería,0,2023-05-23,https://www.goal.com/en/match/real-sociedad-vs-almeria/a7k110v153eoex35okpxd5gyc,"[['Real Sociedad', 'Draw', 'Almería'], ['1198', '811', '301']]","{'Ball possession': ['72.5%', '27.5%'], 'Total shots': ['15', '2'], 'Corners': ['10', '2'], 'Fouls': ['20', '8']}"
La Liga,Spain,Valladolid,3,Barcelona,1,2023-05-23,https://www.goal.com/en/match/real-valladolid-vs-barcelona/a78m7m77pocde9t2wx5evyrdg,"[['Valladolid', 'Draw', 'Barcelona'], ['476', '974', '2177']]","{'Ball possession': ['30.3%', '69.7%'], 'Total shots': ['8', '16'], 'Corners': ['2', '6'], 'Fouls': ['13', '9']}"
Serie A,Brazil,Cruzeiro,0,Cuiabá,1,2023-05-23,https://www.goal.com/en/match/cruzeiro-vs-cuiaba/brj9yd36q6l64gpuix3pvm87o,"[['Cruzeiro', 'Draw', 'Cuiabá'], ['315', '186', '57']]","{'Ball possession': ['65.4%', '34.6%'], 'Total shots': ['15', '15'], 'Corners': ['6', '2'], 'Fouls': ['16', '15']}"
Primera A,Colombia,Petrolera,5,Águilas D,3,2023-05-23,https://www.goal.com/en/match/alianza-petrolera-vs-aguilas-doradas/1gr47ps62vbtyr81gagghmxw4,"[['Petrolera', 'Draw', 'Águilas D'], ['65', '102', '78']]","{'Ball possession': ['48%', '52%'], 'Total shots': ['20', '12'], 'Corners': ['6', '6'], 'Fouls': ['10', '12']}"
Super League,Malaysia,Sabah,3,Perak,1,2023-05-23,https://www.goal.com/en/match/sabah-vs-perak/6sjfeogjwgmlomdsj7x1l76l0,[],{}
Super League,Malaysia,Kelantan,1,PDRM,4,2023-05-23,https://www.goal.com/en/match/kelantan-vs-pdrm/6spt2020dfvy2zjjxr312cjys,[],{}
Super League,Malaysia,Negeri Seem.,3,Kelantan Utd,3,2023-05-23,https://www.goal.com/en/match/negeri-sembilan-vs-kelantan-united/6sn689wxkvin8f52q5mwoonpw,[],{}
Primera Nacional,Argentina,Racing Córdoba,1,Ferro,1,2023-05-23,https://www.goal.com/en/match/racing-cordoba-vs-ferro-carril-oeste/ci1qobqef5sz0qgluo2uttrmc,[],{}
Primera Nacional,Argentina,Atlanta,1,Gimn Jujuy,2,2023-05-23,https://www.goal.com/en/match/atlanta-vs-gimnasia-jujuy/ci5iakehn13q4k8neu37r0vf8,[],{}
