Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
La Liga,Spain,Cádiz,1,Elche,1,2023-01-16,https://www.goal.com/en/match/cadiz-vs-elche/9m3j6af98pjgdr4085w1qg74k,"[['Cádiz', 'Draw', 'Elche'], ['1685', '1344', '582']]","{'Ball possession': ['50.1%', '49.9%'], 'Total shots': ['16', '12'], 'Corners': ['3', '6'], 'Fouls': ['11', '21']}"
Serie A,Italy,Empoli,1,Sampdoria,0,2023-01-16,https://www.goal.com/en/match/empoli-vs-sampdoria/51lxkuts6bik1h3td2uhwwufo,"[['Empoli', 'Draw', 'Sampdoria'], ['1457', '1423', '821']]","{'Ball possession': ['50.1%', '49.9%'], 'Total shots': ['16', '16'], 'Corners': ['3', '3'], 'Fouls': ['15', '16']}"
AFF Championship,Asia,Thailand,1,Vietnam,0,2023-01-16,https://www.goal.com/en/match/thailand-vs-vietnam/4a611caowlfxz2j3ly4a57or8,"[['Thailand', 'Draw', 'Vietnam'], ['1905', '685', '310']]","{'Ball possession': ['50.7%', '49.3%'], 'Total shots': ['9', '10'], 'Corners': ['2', '2'], 'Fouls': ['14', '15']}"
Liga MX,Mexico,Tigres,4,Pachuca,1,2023-01-16,https://www.goal.com/en/match/tigres-uanl-vs-pachuca/6vmusbth03wd4uattl1u8ecd0,"[['Tigres', 'Draw', 'Pachuca'], ['193', '187', '140']]","{'Ball possession': ['49%', '51%'], 'Total shots': ['17', '13'], 'Corners': ['5', '3'], 'Fouls': ['19', '15']}"
Primeira Liga,Portugal,Estoril,2,Casa Pia,0,2023-01-16,https://www.goal.com/en/match/estoril-vs-casa-pia/bpnu9pjl0ackb6w22fthmsrv8,"[['Estoril', 'Draw', 'Casa Pia'], ['390', '707', '564']]","{'Ball possession': ['54.4%', '45.6%'], 'Total shots': ['11', '6'], 'Corners': ['4', '4'], 'Fouls': ['12', '22']}"
Super League 1,Greece,Ionikos,0,Volos,1,2023-01-16,https://www.goal.com/en/match/ionikos-vs-volos-nfc/7tkjlfudhmzkey720fbq3hyxg,[],{}
League One,England,Port Vale,0,Peterborough,2,2023-01-16,https://www.goal.com/en/match/port-vale-vs-peterborough-united/83itatthbb2cgr159eaujn5ec,"[['Port Vale', 'Draw', 'Peterborough'], ['405', '598', '520']]","{'Ball possession': ['53.9%', '46.1%'], 'Total shots': ['11', '14'], 'Corners': ['1', '5'], 'Fouls': ['6', '11']}"
Serie B,Italy,Genoa,1,Venezia,0,2023-01-16,https://www.goal.com/en/match/genoa-vs-venezia/f1nnnr18ywlp478ojgp0f2hw4,"[['Genoa', 'Draw', 'Venezia'], ['877', '622', '201']]","{'Corners': ['3', '3'], 'Fouls': ['17', '12']}"
Ligue 2,France,Niort,0,Saint-Étienne,1,2023-01-16,https://www.goal.com/en/match/niort-vs-saint-etienne/al8o0dukuijnkad2leiwqlhjo,"[['Niort', 'Draw', 'Saint-Étienne'], ['437', '558', '387']]","{'Ball possession': ['43.8%', '56.2%'], 'Total shots': ['11', '15'], 'Corners': ['4', '4'], 'Fouls': ['10', '9']}"
Club Friendlies,World,Salzburg,2,Sparta,1,2023-01-16,https://www.goal.com/en/match/salzburg-vs-sparta-praha/7ahmtgp6b7iw5wiqhaawjbims,[],{}
CAF African Nations Championship,Africa,Mali,3,Angola,3,2023-01-16,https://www.goal.com/en/match/mali-vs-angola/157kk4m7ft08eyf28lxphxd78,"[['Mali', 'Draw', 'Angola'], ['267', '308', '121']]","{'Ball possession': ['49.6%', '50.4%'], 'Total shots': ['11', '11'], 'Corners': ['5', '3'], 'Fouls': ['22', '14']}"
CAF African Nations Championship,Africa,Cameroon,1,Congo,0,2023-01-16,https://www.goal.com/en/match/cameroon-vs-congo/4qpdlrei6yuaspi77d7njn1g4,"[['Cameroon', 'Draw', 'Congo'], ['346', '284', '89']]","{'Ball possession': ['60%', '40%'], 'Total shots': ['10', '7'], 'Corners': ['9', '2'], 'Fouls': ['8', '18']}"
Gulf Cup of Nations,Asia,Iraq,2,Qatar,1,2023-01-16,https://www.goal.com/en/match/iraq-vs-qatar/8ebe62zs55rbvnevza997zvo4,"[['Iraq', 'Draw', 'Qatar'], ['361', '284', '132']]","{'Ball possession': ['41.5%', '58.5%'], 'Total shots': ['13', '6'], 'Corners': ['6', '0'], 'Fouls': ['14', '8']}"
Gulf Cup of Nations,Asia,Bahrain,0,Oman,1,2023-01-16,https://www.goal.com/en/match/bahrain-vs-oman/b1twl42csswvze3no545veuqc,"[['Bahrain', 'Draw', 'Oman'], ['232', '285', '243']]","{'Ball possession': ['52.9%', '47.1%'], 'Total shots': ['10', '6'], 'Corners': ['6', '4'], 'Fouls': ['15', '6']}"
Paulista A1,Brazil,São Paulo,0,Ituano,0,2023-01-16,https://www.goal.com/en/match/sao-paulo-vs-ituano/cc37guk4iy2ttm9r3zyyfugic,"[['São Paulo', 'Draw', 'Ituano'], ['142', '94', '38']]","{'Ball possession': ['76.2%', '23.8%'], 'Total shots': ['22', '6'], 'Corners': ['10', '3'], 'Fouls': ['9', '12']}"
Carioca Série A,Brazil,Flamengo,4,Portuguesa,1,2023-01-16,https://www.goal.com/en/match/flamengo-vs-portuguesa-rj/794i6e2a9abiut69ecsroc4k4,"[['Flamengo', 'Draw', 'Portuguesa'], ['143', '77', '34']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['4', '1'], 'Corners': ['5', '3'], 'Fouls': ['22', '20']}"
Paranaense 1,Brazil,Operário,2,Cianorte,0,2023-01-16,https://www.goal.com/en/match/operario-pr-vs-cianorte/7ms3nnnbz685ax8j9arvceas4,"[['Operário', 'Draw', 'Cianorte'], ['10', '21', '13']]","{'Corners': ['4', '4'], 'Fouls': ['8', '20']}"
Catarinense 1,Brazil,Brusque,2,Barra,0,2023-01-16,https://www.goal.com/en/match/brusque-vs-barra/76xz8i5z1zqrg5c3h5hr4aqs4,"[['Brusque', 'Draw', 'Barra'], ['20', '19', '13']]","{'Corners': ['3', '5'], 'Fouls': ['20', '13']}"
Catarinense 1,Brazil,Criciúma,0,Concórdia,0,2023-01-16,https://www.goal.com/en/match/criciuma-vs-concordia/76mmd95o68npsuz7c1oqmzv2s,"[['Criciúma', 'Draw', 'Concórdia'], ['27', '19', '12']]","{'Corners': ['8', '2'], 'Fouls': ['29', '19']}"
Cearense 1,Brazil,Atlético CE,1,Pacajus,1,2023-01-16,https://www.goal.com/en/match/atletico-cearense-vs-pacajus/4rz72obz6evibrmej7vxodu6s,"[['Atlético CE', 'Draw', 'Pacajus'], ['12', '20', '17']]","{'Corners': ['4', '6'], 'Fouls': ['17', '17']}"
Baiano 1,Brazil,Jacobinense,1,Doce Mel,0,2023-01-16,https://www.goal.com/en/match/jacobinense-vs-doce-mel/6pl0yjjhvl8vpazu5lk9hcduc,[],{}
Baiano 1,Brazil,Jacuipense,0,Bahia,1,2023-01-16,https://www.goal.com/en/match/jacuipense-vs-bahia/6pobs796jsm3pc6lui38slkb8,[],{}
Pernambucano 1,Brazil,Retrô,2,Central,0,2023-01-16,https://www.goal.com/en/match/retro-vs-central/5713fxa2wf6runodjm8fepses,"[['Retrô', 'Draw', 'Central'], ['18', '43', '26']]","{'Corners': ['4', '5'], 'Fouls': ['21', '12']}"
Potiguar 1,Brazil,Potiguar M,5,Alecrim,1,2023-01-16,https://www.goal.com/en/match/potiguar-mossoro-vs-alecrim/908dw26vgobclc10r7352isd0,[],{}
Super Cup,Chile,Colo Colo,1,Magallanes,1,2023-01-16,https://www.goal.com/en/match/colo-colo-vs-magallanes/4ytbpdb562yus6if017srmplg,"[['Colo Colo', 'Draw', 'Magallanes'], ['122', '91', '47']]","{'Ball possession': ['44.8%', '55.2%'], 'Total shots': ['14', '6'], 'Corners': ['4', '1'], 'Fouls': ['11', '10']}"
Primera División,Costa Rica,San Carlos,1,Puntarenas,1,2023-01-16,https://www.goal.com/en/match/san-carlos-vs-puntarenas/4j44tnkts1fa23w0j65mqzuac,[],{}
Primera División,Costa Rica,Saprissa,3,Guanacasteca,0,2023-01-16,https://www.goal.com/en/match/deportivo-saprissa-vs-guanacasteca/4jlrvv9lwz5a6jwv5wnukkf84,[],{}
Primera División,Costa Rica,SP. San José,4,Grecia,3,2023-01-16,https://www.goal.com/en/match/sporting-san-jose-vs-municipal-grecia/4jpv0k035deqgb3yu1zdd9lhw,[],{}
1. Division,Cyprus,Omonia,1,AEL,0,2023-01-16,https://www.goal.com/en/match/omonia-nicosia-vs-ael/272q1gxgalgoy4wllza99clqs,"[['Omonia', 'Draw', 'AEL'], ['237', '316', '121']]","{'Corners': ['4', '4'], 'Fouls': ['15', '11']}"
Cup,Egypt,Zamalek,1,Pyramids,1,2023-01-16,https://www.goal.com/en/match/zamalek-vs-pyramids/aa8xk6w7ay0bzz235iheboc2c,"[['Zamalek', 'Draw', 'Pyramids'], ['352', '380', '149']]","{'Corners': ['11', '9'], 'Fouls': ['19', '15']}"
Premier League 2,England,Crystal Palace,1,Fulham,2,2023-01-16,https://www.goal.com/en/match/crystal-palace-u21-vs-fulham-u21/5waf2fufeycsslhdktlc1w5qs,[],{}
Premier League 2 Division Two,England,Leeds,1,WBA,2,2023-01-16,https://www.goal.com/en/match/leeds-united-u21-vs-west-bromwich-albion-u21/abx62l535tbfnhoxk912k3ro,[],{}
National 1,France,FBBP 01,3,Concarneau,2,2023-01-16,https://www.goal.com/en/match/bourg-peronnas-vs-concarneau/65gmwcl9gtaxd4mwzhk2ihst0,"[['FBBP 01', 'Draw', 'Concarneau'], ['92', '198', '108']]","{'Corners': ['4', '3'], 'Fouls': ['17', '11']}"
3. Liga,Germany,Ingolstadt,1,Aue,2,2023-01-16,https://www.goal.com/en/match/ingolstadt-vs-erzgebirge-aue/404ous5kds2trb36df5fq2gic,"[['Ingolstadt', 'Draw', 'Aue'], ['260', '278', '121']]","{'Ball possession': ['49.3%', '50.7%'], 'Total shots': ['18', '11'], 'Corners': ['13', '4'], 'Fouls': ['23', '12']}"
Super League 2,Greece,Apollon Pontou,3,Makedonikos N.,1,2023-01-16,https://www.goal.com/en/match/apollon-pontou-vs-makedonikos-neapolis/dr22e1dpatiu9451cx2bw5xqs,"[['Apollon Pontou', 'Draw', 'Makedonikos N.'], ['25', '60', '32']]","{'Corners': ['0', '2'], 'Fouls': ['14', '9']}"
Super League 2,Greece,Kallithea,2,Kalamata,1,2023-01-16,https://www.goal.com/en/match/kallithea-vs-kalamata/23fkvcwkjuzigdvwr640hocgk,"[['Kallithea', 'Draw', 'Kalamata'], ['42', '85', '38']]","{'Corners': ['3', '6'], 'Fouls': ['20', '14']}"
I-League,India,Sudeva,1,Aizawl,2,2023-01-16,https://www.goal.com/en/match/sudeva-vs-aizawl/3dehogazqqn5zx4dd7rtlaluc,[],{}
Liga 1,Indonesia,RANS,0,PSIS,1,2023-01-16,https://www.goal.com/en/match/rans-nusantara-vs-psis-semarang/crfwu3hj2va8wodp1luvn66s,[],{}
Persian Gulf Pro League,Iran,Aluminium Arak,0,Gol Gohar,0,2023-01-16,https://www.goal.com/en/match/aluminium-arak-vs-gol-gohar/14fjixa4c9i4u8kkbn54zbfh0,[],{}
Ligat Ha'al,Israel,Beitar,2,Maccabi TA,2,2023-01-16,https://www.goal.com/en/match/beitar-jerusalem-vs-maccabi-tel-aviv/5qx1o2oqlfze8mj66xza6e9lg,"[['Beitar', 'Draw', 'Maccabi TA'], ['67', '247', '245']]","{'Corners': ['2', '4'], 'Fouls': ['9', '11']}"
Serie C,Italy,Crotone,1,Pescara,0,2023-01-16,https://www.goal.com/en/match/crotone-vs-pescara/ckkf92ssmvxzf3au5e6p934es,"[['Crotone', 'Draw', 'Pescara'], ['283', '320', '99']]","{'Corners': ['6', '4'], 'Fouls': ['14', '19']}"
Eerste Divisie,Netherlands,Eindhoven,4,Den Bosch,1,2023-01-16,https://www.goal.com/en/match/eindhoven-vs-den-bosch/4vtu8prg9yuy0z4r3o6evqlg4,"[['Eindhoven', 'Draw', 'Den Bosch'], ['462', '364', '125']]","{'Corners': ['1', '4'], 'Fouls': ['10', '12']}"
Eerste Divisie,Netherlands,TOP Oss,1,AZ II,3,2023-01-16,https://www.goal.com/en/match/top-oss-vs-az-ii/4qro428ewrjfk7o02ahwugmxg,"[['TOP Oss', 'Draw', 'AZ II'], ['212', '454', '402']]","{'Corners': ['6', '5'], 'Fouls': ['12', '11']}"
Eerste Divisie,Netherlands,Utrecht II,0,Dordrecht,1,2023-01-16,https://www.goal.com/en/match/utrecht-ii-vs-dordrecht/4wfif6lkujayddz4jb9o967tg,"[['Utrecht II', 'Draw', 'Dordrecht'], ['246', '307', '146']]","{'Corners': ['5', '3'], 'Fouls': ['13', '12']}"
PSL,South Africa,Mamelodi,1,SuperSport Utd,0,2023-01-16,https://www.goal.com/en/match/mamelodi-sundowns-vs-supersport-united/1zfymyombrrwcd7s2e6jmmbkk,"[['Mamelodi', 'Draw', 'SuperSport Utd'], ['224', '219', '73']]","{'Corners': ['4', '4'], 'Fouls': ['18', '16']}"
Segunda División,Spain,Albacete,1,Leganés,0,2023-01-16,https://www.goal.com/en/match/albacete-vs-leganes/2jztxw54dlrn74y76mro198us,"[['Albacete', 'Draw', 'Leganés'], ['327', '542', '328']]","{'Ball possession': ['44.4%', '55.6%'], 'Total shots': ['15', '7'], 'Corners': ['5', '2'], 'Fouls': ['13', '10']}"
1. Lig,Turkey,Pendik,1,Erzurumspor,1,2023-01-16,https://www.goal.com/en/match/pendikspor-vs-erzurumspor-fk/6kd5izommzoprfgwpz1bvaf4k,"[['Pendik', 'Draw', 'Erzurumspor'], ['181', '243', '89']]","{'Ball possession': ['69.9%', '30.1%'], 'Total shots': ['11', '8'], 'Corners': ['4', '0'], 'Fouls': ['17', '10']}"
