Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Panathinaikos,1,Marseille,0,2023-08-09,https://www.goal.com/en/match/panathinaikos-vs-olympique-marseille/1silnw0ma4hiu7g4guy2510k4,"[['Panathinaikos', 'Draw', 'Marseille'], ['427', '806', '1052']]","{'Ball possession': ['67.2%', '32.8%'], 'Total shots': ['14', '4'], 'Corners': ['3', '1'], 'Fouls': ['16', '13']}"
UEFA Champions League,Europe,Slovan,1,M Haifa,2,2023-08-09,https://www.goal.com/en/match/slovan-bratislava-vs-maccabi-haifa/3ekcd9vexew1puadzrzxvo5qs,"[['Slovan', 'Draw', 'M Haifa'], ['364', '714', '646']]","{'Ball possession': ['57.7%', '42.3%'], 'Total shots': ['16', '9'], 'Corners': ['9', '4'], 'Fouls': ['9', '24']}"
UEFA Champions League,Europe,Rangers,2,Servette,1,2023-08-09,https://www.goal.com/en/match/rangers-vs-servette/hw4k57bruu1qog7lhttwnw2c,"[['Rangers', 'Draw', 'Servette'], ['751', '629', '367']]","{'Ball possession': ['68.5%', '31.5%'], 'Total shots': ['22', '8'], 'Corners': ['2', '5'], 'Fouls': ['17', '10']}"
UEFA Europa Conference League,Europe,AEK,1,Maccabi TA,1,2023-08-09,https://www.goal.com/en/match/aek-larnaca-vs-maccabi-tel-aviv/5ke0g3fmq8agg46hv7461tx5g,"[['AEK', 'Draw', 'Maccabi TA'], ['295', '543', '454']]","{'Corners': ['4', '6'], 'Fouls': ['11', '12']}"
UEFA Europa Conference League,Europe,Gent,5,Pogoń,0,2023-08-09,https://www.goal.com/en/match/gent-vs-pogon-szczecin/2h6vqf2fa23ftndoz6j7amwwk,"[['Gent', 'Draw', 'Pogoń'], ['573', '434', '188']]","{'Corners': ['6', '0'], 'Fouls': ['8', '7']}"
League Cup,England,Bristol City,5,Oxford,1,2023-08-09,https://www.goal.com/en/match/bristol-city-vs-oxford-united/5ner2j4usoh1h03dhcu6hek2c,"[['Bristol City', 'Draw', 'Oxford'], ['324', '316', '141']]","{'Ball possession': ['64.6%', '35.4%'], 'Total shots': ['15', '13'], 'Corners': ['5', '1'], 'Fouls': ['8', '9']}"
League Cup,England,Cardiff,2,Colchester,2,2023-08-09,https://www.goal.com/en/match/cardiff-city-vs-colchester-united/5oecol4sefnxhf06hk6pgiplg,"[['Cardiff', 'Draw', 'Colchester'], ['348', '326', '127']]","{'Ball possession': ['60.7%', '39.3%'], 'Total shots': ['22', '6'], 'Corners': ['9', '3'], 'Fouls': ['6', '17']}"
League Cup,England,Ipswich,2,Bristol Rovers,0,2023-08-09,https://www.goal.com/en/match/ipswich-town-vs-bristol-rovers/5lfmd2u3zlxbh9wur8uglspp0,"[['Ipswich', 'Draw', 'Bristol Rovers'], ['328', '304', '118']]","{'Ball possession': ['56%', '44%'], 'Total shots': ['15', '7'], 'Corners': ['6', '1'], 'Fouls': ['16', '10']}"
League Cup,England,Leeds,2,Shrewsbury,1,2023-08-09,https://www.goal.com/en/match/leeds-united-vs-shrewsbury-town/29vaok7tkzwft30r8olrb35lg,"[['Leeds', 'Draw', 'Shrewsbury'], ['478', '333', '124']]","{'Ball possession': ['76.1%', '23.9%'], 'Total shots': ['21', '4'], 'Corners': ['5', '3'], 'Fouls': ['7', '9']}"
League Cup,England,Wimbledon,2,Coventry,1,2023-08-09,https://www.goal.com/en/match/afc-wimbledon-vs-coventry-city/5n5tbeh151dr25z6pkl8u22ac,"[['Wimbledon', 'Draw', 'Coventry'], ['107', '269', '261']]","{'Ball possession': ['38.9%', '61.1%'], 'Total shots': ['9', '28'], 'Corners': ['3', '9'], 'Fouls': ['13', '9']}"
