Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
League Cup,England,Man Utd,4,Aston Villa,2,2022-11-10,https://www.goal.com/en/match/manchester-united-vs-aston-villa/a56nnl91du4sbza3g4ryytdzo,"[['Man Utd', 'Draw', 'Aston Villa'], ['6611', '1767', '1644']]","{'Ball possession': ['58.9%', '41.1%'], 'Total shots': ['19', '5'], 'Corners': ['7', '2'], 'Fouls': ['13', '13']}"
La Liga,Spain,Vallecano,0,Celta Vigo,0,2022-11-10,https://www.goal.com/en/match/rayo-vallecano-vs-celta-de-vigo/9jfdrxooersapd6ubzgjan9jo,"[['Vallecano', 'Draw', 'Celta Vigo'], ['1772', '1435', '736']]","{'Ball possession': ['58.4%', '41.6%'], 'Total shots': ['10', '11'], 'Corners': ['5', '3'], 'Fouls': ['19', '16']}"
La Liga,Spain,Valencia,3,Betis,0,2022-11-10,https://www.goal.com/en/match/valencia-vs-real-betis/9jbj8tnprilqv094suswjz7ys,"[['Valencia', 'Draw', 'Betis'], ['1044', '1512', '1444']]","{'Ball possession': ['62.3%', '37.7%'], 'Total shots': ['15', '5'], 'Corners': ['5', '5'], 'Fouls': ['12', '9']}"
La Liga,Spain,Real Madrid,2,Cádiz,1,2022-11-10,https://www.goal.com/en/match/real-madrid-vs-cadiz/9jjb01pr0y1c6ru0l0egyblzo,"[['Real Madrid', 'Draw', 'Cádiz'], ['3459', '1305', '747']]","{'Ball possession': ['66.6%', '33.4%'], 'Total shots': ['18', '10'], 'Corners': ['7', '1'], 'Fouls': ['12', '16']}"
Serie A,Italy,Verona,0,Juventus,1,2022-11-10,https://www.goal.com/en/match/hellas-verona-vs-juventus/4xkfjekka0767esjrecyurx1w,"[['Verona', 'Draw', 'Juventus'], ['520', '1434', '2661']]","{'Ball possession': ['43.4%', '56.6%'], 'Total shots': ['15', '11'], 'Corners': ['5', '4'], 'Fouls': ['14', '13']}"
Serie A,Italy,Lazio,1,Monza,0,2022-11-10,https://www.goal.com/en/match/lazio-vs-monza/4xt9cjjjsaocgc6beqodgwufo,"[['Lazio', 'Draw', 'Monza'], ['2342', '1375', '465']]","{'Ball possession': ['46.7%', '53.3%'], 'Total shots': ['12', '8'], 'Corners': ['4', '3'], 'Fouls': ['15', '14']}"
Friendlies,World,Costa Rica,2,Nigeria,0,2022-11-10,https://www.goal.com/en/match/costa-rica-vs-nigeria/dcnrtygfvq4kfci7ulwmnqn10,"[['Costa Rica', 'Draw', 'Nigeria'], ['174', '135', '155']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['2', '0']}"
Friendlies,World,Panama,1,Saudi Arabia,1,2022-11-10,https://www.goal.com/en/match/panama-vs-saudi-arabia/2pqjqy3gqzsf9swd6zz9m3504,"[['Panama', 'Draw', 'Saudi Arabia'], ['123', '185', '225']]","{'Ball possession': ['36%', '64%'], 'Total shots': ['10', '7'], 'Corners': ['2', '1'], 'Fouls': ['18', '12']}"
Friendlies,World,Iran,1,Nicaragua,0,2022-11-10,https://www.goal.com/en/match/ir-iran-vs-nicaragua/2x9urp5difel0ug1knj8i1yc4,"[['Iran', 'Draw', 'Nicaragua'], ['266', '160', '63']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['1', '0']}"
Eredivisie,Netherlands,Feyenoord,1,Cambuur,0,2022-11-10,https://www.goal.com/en/match/feyenoord-vs-cambuur/3d16s1fagassszlgjk1m9p82c,"[['Feyenoord', 'Draw', 'Cambuur'], ['1421', '854', '258']]","{'Ball possession': ['55.4%', '44.6%'], 'Total shots': ['21', '7'], 'Corners': ['8', '4'], 'Fouls': ['9', '9']}"
Serie A,Brazil,Avaí,2,Ceará,0,2022-11-10,https://www.goal.com/en/match/avai-vs-ceara/3wb90r2193qptuumopq8tzv9w,"[['Avaí', 'Draw', 'Ceará'], ['123', '206', '175']]","{'Ball possession': ['41.3%', '58.7%'], 'Total shots': ['14', '15'], 'Corners': ['6', '6'], 'Fouls': ['17', '21']}"
Serie A,Brazil,Coritiba,2,Corinthians,2,2022-11-10,https://www.goal.com/en/match/coritiba-vs-corinthians/3wemvnle220uehwdyww82znys,"[['Coritiba', 'Draw', 'Corinthians'], ['107', '213', '275']]","{'Ball possession': ['51.7%', '48.3%'], 'Total shots': ['13', '9'], 'Corners': ['5', '7'], 'Fouls': ['15', '8']}"
Serie A,Brazil,Fluminense,3,Goiás,0,2022-11-10,https://www.goal.com/en/match/fluminense-vs-goias/3vmys78eezfbr3bo0khppe0b8,"[['Fluminense', 'Draw', 'Goiás'], ['262', '184', '72']]","{'Ball possession': ['76.6%', '23.4%'], 'Total shots': ['23', '9'], 'Corners': ['11', '3'], 'Fouls': ['10', '11']}"
Serie A,Brazil,Fortaleza,6,RB Bragantino,0,2022-11-10,https://www.goal.com/en/match/fortaleza-vs-rb-bragantino/3w4bty0d6zwtlnz0nxx36dpuc,"[['Fortaleza', 'Draw', 'RB Bragantino'], ['201', '171', '123']]","{'Ball possession': ['55.7%', '44.3%'], 'Total shots': ['26', '4'], 'Corners': ['7', '0'], 'Fouls': ['17', '12']}"
Serie A,Brazil,Atlético GO,1,Paranaense,1,2022-11-10,https://www.goal.com/en/match/atletico-goianiense-vs-athletico-paranaense/3w7s3g35lyygsilc7d8r6meqc,"[['Atlético GO', 'Draw', 'Paranaense'], ['165', '220', '221']]","{'Ball possession': ['63.6%', '36.4%'], 'Total shots': ['26', '12'], 'Corners': ['7', '4'], 'Fouls': ['8', '12']}"
Serie A,Brazil,Juventude,2,Flamengo,2,2022-11-10,https://www.goal.com/en/match/juventude-vs-flamengo/3w1250cvh5wvlotyoa7qw1hck,"[['Juventude', 'Draw', 'Flamengo'], ['62', '187', '381']]","{'Ball possession': ['36.5%', '63.5%'], 'Total shots': ['11', '10'], 'Corners': ['2', '4'], 'Fouls': ['17', '14']}"
Serie A,Brazil,Palmeiras,2,América MG,1,2022-11-10,https://www.goal.com/en/match/palmeiras-vs-america-mineiro/3vu5vy8ig3ozem4nksorj493o,"[['Palmeiras', 'Draw', 'América MG'], ['414', '213', '99']]","{'Ball possession': ['57.6%', '42.4%'], 'Total shots': ['26', '6'], 'Corners': ['10', '3'], 'Fouls': ['11', '11']}"
Cup,Turkey,İstanbulspor,3,Etimesgut BS,2,2022-11-10,https://www.goal.com/en/match/istanbulspor-vs-etimesgut-belediyespor/27w2tdewnl44hea8s4us3pdzo,"[['İstanbulspor', 'Draw', 'Etimesgut BS'], ['119', '120', '52']]","{'Total shots': ['3', '2'], 'Corners': ['12', '3'], 'Fouls': ['19', '21']}"
Cup,Turkey,Göztepe,2,Bucaspor 1928,0,2022-11-10,https://www.goal.com/en/match/goeztepe-vs-bucaspor-1928/28ik3d5i5rscpwnhidejsxixg,"[['Göztepe', 'Draw', 'Bucaspor 1928'], ['120', '127', '56']]","{'Corners': ['4', '3'], 'Fouls': ['12', '21']}"
Cup,Turkey,Tuzla,2,Isparta 32,1,2022-11-10,https://www.goal.com/en/match/tuzlaspor-vs-isparta-32-spor/28znwow8g75640x7c3jgtlk44,"[['Tuzla', 'Draw', 'Isparta 32'], ['84', '91', '28']]",
Cup,Turkey,Rize,2,Kırklareli,1,2022-11-10,https://www.goal.com/en/match/rizespor-vs-kirklarelispor/7bjj56smpdmnupzzu6dyasn4k,"[['Rize', 'Draw', 'Kırklareli'], ['109', '81', '37']]","{'Corners': ['9', '2'], 'Fouls': ['13', '11']}"
Cup,Turkey,Denizlispor,0,Şanlıurfa,5,2022-11-10,https://www.goal.com/en/match/denizlispor-vs-sanliurfaspor/28u7lf1r08aq6a1idnbn0ew44,"[['Denizlispor', 'Draw', 'Şanlıurfa'], ['74', '100', '52']]","{'Corners': ['5', '5'], 'Fouls': ['11', '18']}"
