Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
La Liga,Spain,Getafe,1,Valencia,0,2023-02-20,https://www.goal.com/en/match/getafe-vs-valencia/9rthrznbl08hced91s5zow8b8,"[['Getafe', 'Draw', 'Valencia'], ['1117', '1672', '1485']]","{'Ball possession': ['45.9%', '54.1%'], 'Total shots': ['15', '8'], 'Corners': ['4', '5'], 'Fouls': ['11', '8']}"
Serie A,Italy,Torino,2,Cremonese,2,2023-02-20,https://www.goal.com/en/match/torino-vs-cremonese/57czfeefney4e96o1sut0d3bo,"[['Torino', 'Draw', 'Cremonese'], ['2053', '1263', '470']]","{'Ball possession': ['63.3%', '36.7%'], 'Total shots': ['15', '11'], 'Corners': ['5', '1'], 'Fouls': ['9', '12']}"
Championship,England,Watford,3,West Bromwich,2,2023-02-20,https://www.goal.com/en/match/watford-vs-west-bromwich-albion/6ezu44uoey39wxqmuehwrgh78,"[['Watford', 'Draw', 'West Bromwich'], ['1375', '1251', '590']]","{'Ball possession': ['55.5%', '44.5%'], 'Total shots': ['18', '18'], 'Corners': ['6', '6'], 'Fouls': ['10', '13']}"
Liga MX,Mexico,Querétaro,1,Mazatlán,1,2023-02-20,https://www.goal.com/en/match/queretaro-vs-mazatlan/1jlrzplcusmjeutcsp8ns9dsk,[],{}
Liga MX,Mexico,América,2,Tijuana,1,2023-02-20,https://www.goal.com/en/match/america-vs-tijuana/1jpo8o4nm4cl8r8tpihkyb9ck,"[['América', 'Draw', 'Tijuana'], ['352', '148', '65']]","{'Ball possession': ['59.1%', '40.9%'], 'Total shots': ['18', '14'], 'Corners': ['8', '3'], 'Fouls': ['17', '16']}"
Liga MX,Mexico,Pachuca,1,Toluca,2,2023-02-20,https://www.goal.com/en/match/pachuca-vs-toluca/1jtqii9zdhvnhkg5prbq102l0,"[['Pachuca', 'Draw', 'Toluca'], ['376', '177', '79']]","{'Ball possession': ['50.1%', '49.9%'], 'Total shots': ['19', '12'], 'Corners': ['7', '5'], 'Fouls': ['10', '12']}"
Liga Profesional Argentina,Argentina,Boca Juniors,3,Platense,1,2023-02-20,https://www.goal.com/en/match/boca-juniors-vs-platense/1pv1e2nwoa6z6zssd79tyiyok,"[['Boca Juniors', 'Draw', 'Platense'], ['581', '172', '127']]","{'Ball possession': ['54.2%', '45.8%'], 'Total shots': ['12', '13'], 'Corners': ['2', '2'], 'Fouls': ['17', '16']}"
Liga Profesional Argentina,Argentina,Independiente,0,Def y Justicia,2,2023-02-20,https://www.goal.com/en/match/independiente-vs-defensa-y-justicia/1q1dmfpkkwnx1zwi57b42izh0,"[['Independiente', 'Draw', 'Def y Justicia'], ['246', '153', '162']]","{'Ball possession': ['61.9%', '38.1%'], 'Total shots': ['16', '15'], 'Corners': ['4', '2'], 'Fouls': ['10', '16']}"
Liga Profesional Argentina,Argentina,Talleres,2,Córdoba SdE,0,2023-02-20,https://www.goal.com/en/match/talleres-de-cordoba-vs-central-cordoba-sde/1prwcn98jqtlqd5va9gf2ar6c,"[['Talleres', 'Draw', 'Córdoba SdE'], ['259', '116', '68']]","{'Ball possession': ['55.8%', '44.2%'], 'Total shots': ['20', '6'], 'Corners': ['7', '4'], 'Fouls': ['11', '6']}"
AFC Champions League,Asia,Faisaly,0,Foolad,1,2023-02-20,https://www.goal.com/en/match/al-faisaly-vs-foolad/b86p5r1gg8navo0hjlyga6tqs,"[['Faisaly', 'Draw', 'Foolad'], ['191', '191', '138']]","{'Ball possession': ['46.1%', '53.9%'], 'Total shots': ['8', '6'], 'Corners': ['3', '1'], 'Fouls': ['11', '20']}"
