Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Frankfurt,0,Napoli,2,2023-02-21,https://www.goal.com/en/match/eintracht-frankfurt-vs-napoli/b6j1ldg89za1can784v8b3x90,"[['Frankfurt', 'Draw', 'Napoli'], ['1567', '2710', '6667']]","{'Ball possession': ['30.1%', '69.9%'], 'Total shots': ['5', '18'], 'Corners': ['4', '9'], 'Fouls': ['12', '13']}"
UEFA Champions League,Europe,Liverpool,2,Real Madrid,5,2023-02-21,https://www.goal.com/en/match/liverpool-vs-real-madrid/7m54f3ngvtyxrqt0trvklpdlg,"[['Liverpool', 'Draw', 'Real Madrid'], ['6368', '3449', '9439']]","{'Ball possession': ['51.6%', '48.4%'], 'Total shots': ['9', '9'], 'Corners': ['4', '3'], 'Fouls': ['9', '9']}"
Championship,England,Blackburn,1,Blackpool,0,2023-02-21,https://www.goal.com/en/match/blackburn-rovers-vs-blackpool/6953qa8ryo4vhdpodtnga3kt0,"[['Blackburn', 'Draw', 'Blackpool'], ['1704', '1230', '521']]","{'Ball possession': ['60.7%', '39.3%'], 'Total shots': ['13', '7'], 'Corners': ['8', '2'], 'Fouls': ['12', '12']}"
Championship,England,Millwall,1,Burnley,1,2023-02-21,https://www.goal.com/en/match/millwall-vs-burnley/69o5fddyuub1pfhq8gr31j0gk,"[['Millwall', 'Draw', 'Burnley'], ['551', '1485', '2274']]","{'Ball possession': ['29%', '71%'], 'Total shots': ['12', '18'], 'Corners': ['3', '6'], 'Fouls': ['7', '11']}"
Championship,England,Norwich,3,Birmingham,1,2023-02-21,https://www.goal.com/en/match/norwich-city-vs-birmingham-city/69rlg0wkwr1ffhirs0zi2ayac,"[['Norwich', 'Draw', 'Birmingham'], ['1625', '1160', '487']]","{'Ball possession': ['66.8%', '33.2%'], 'Total shots': ['13', '10'], 'Corners': ['6', '1'], 'Fouls': ['14', '9']}"
Championship,England,Rotherham,2,Sunderland,1,2023-02-21,https://www.goal.com/en/match/rotherham-united-vs-sunderland/6a250fpowrrkq1oslz33khbtg,"[['Rotherham', 'Draw', 'Sunderland'], ['445', '1155', '1598']]","{'Ball possession': ['35.9%', '64.1%'], 'Total shots': ['7', '13'], 'Corners': ['4', '6'], 'Fouls': ['7', '9']}"
Championship,England,Swansea,1,Stoke,3,2023-02-21,https://www.goal.com/en/match/swansea-city-vs-stoke-city/6a5m00eia1iax6v166h86r4lw,"[['Swansea', 'Draw', 'Stoke'], ['1001', '1219', '641']]","{'Ball possession': ['61.8%', '38.2%'], 'Total shots': ['12', '15'], 'Corners': ['5', '4'], 'Fouls': ['12', '18']}"
Liga Profesional Argentina,Argentina,Sarmiento,0,San Lorenzo,1,2023-02-21,https://www.goal.com/en/match/sarmiento-vs-san-lorenzo/1qi3vcr061xpquzr68mdws0lw,"[['Sarmiento', 'Draw', 'San Lorenzo'], ['148', '197', '253']]","{'Ball possession': ['46.7%', '53.3%'], 'Total shots': ['13', '10'], 'Corners': ['6', '5'], 'Fouls': ['10', '13']}"
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,Vélez,1,2023-02-21,https://www.goal.com/en/match/atletico-tucuman-vs-velez-sarsfield/1py80mqlns3msrw3t1x0ype6s,"[['Atl. Tucumán', 'Draw', 'Vélez'], ['228', '211', '209']]","{'Ball possession': ['49.1%', '50.9%'], 'Total shots': ['8', '17'], 'Corners': ['4', '3'], 'Fouls': ['14', '15']}"
Primeira Liga,Portugal,Benfica,3,Boavista,1,2023-02-21,https://www.goal.com/en/match/benfica-vs-boavista/bumv5fbqx49ms182nraewppn8,"[['Benfica', 'Draw', 'Boavista'], ['1271', '620', '197']]","{'Ball possession': ['70.7%', '29.3%'], 'Total shots': ['18', '5'], 'Corners': ['8', '5'], 'Fouls': ['11', '14']}"
