Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
FIFA World Cup,World,Switzerland,1,Cameroon,0,2022-11-24,https://www.goal.com/en/match/switzerland-vs-cameroon/d8pj4078rabiygykxm7dk445w,"[['Switzerland', 'Draw', 'Cameroon'], ['6249', '3294', '2728']]","{'Ball possession': ['50.8%', '49.2%'], 'Total shots': ['7', '8'], 'Corners': ['11', '5'], 'Fouls': ['12', '10']}"
FIFA World Cup,World,Uruguay,0,Korea Rep,0,2022-11-24,https://www.goal.com/en/match/uruguay-vs-korea-republic/3lchplzf3ejiui38txxktoges,"[['Uruguay', 'Draw', 'Korea Rep'], ['8800', '3230', '3712']]","{'Ball possession': ['56.1%', '43.9%'], 'Total shots': ['10', '7'], 'Corners': ['4', '3'], 'Fouls': ['7', '10']}"
FIFA World Cup,World,Portugal,3,Ghana,2,2022-11-24,https://www.goal.com/en/match/portugal-vs-ghana/2zz4co26d48d5mwngnh2sfjtg,"[['Portugal', 'Draw', 'Ghana'], ['14682', '3225', '3367']]","{'Ball possession': ['61.8%', '38.2%'], 'Total shots': ['11', '9'], 'Corners': ['3', '3'], 'Fouls': ['14', '19']}"
FIFA World Cup,World,Brazil,2,Serbia,0,2022-11-24,https://www.goal.com/en/match/brazil-vs-serbia/cbsd5fm3ivkh6u0tfh4mkucd0,"[['Brazil', 'Draw', 'Serbia'], ['14399', '2941', '2324']]","{'Ball possession': ['58.7%', '41.3%'], 'Total shots': ['23', '5'], 'Corners': ['6', '4'], 'Fouls': ['7', '12']}"
Primera A,Colombia,Junior,2,Santa Fe,3,2022-11-24,https://www.goal.com/en/match/junior-vs-independiente-santa-fe/9xgiy8z3dg5b1jn8nuuwpv5ec,"[['Junior', 'Draw', 'Santa Fe'], ['214', '233', '135']]","{'Ball possession': ['55.4%', '44.6%'], 'Total shots': ['13', '13'], 'Corners': ['2', '7'], 'Fouls': ['10', '8']}"
Primera A,Colombia,Pasto,1,América,0,2022-11-24,https://www.goal.com/en/match/deportivo-pasto-vs-america-de-cali/3tnyn5z717pnvbwpnb2pmjqc4,"[['Pasto', 'Draw', 'América'], ['217', '346', '275']]","{'Ball possession': ['60.8%', '39.2%'], 'Total shots': ['17', '12'], 'Corners': ['4', '6'], 'Fouls': ['5', '11']}"
Primera A,Colombia,Pereira,2,Millonarios,1,2022-11-24,https://www.goal.com/en/match/deportivo-pereira-vs-millonarios/9xdxdn7qcgl83m5lf6hillqfo,"[['Pereira', 'Draw', 'Millonarios'], ['117', '213', '227']]","{'Ball possession': ['50.7%', '49.3%'], 'Total shots': ['16', '18'], 'Corners': ['4', '16'], 'Fouls': ['7', '10']}"
Club Friendlies,World,Lion City,2,Dortmund,7,2022-11-24,https://www.goal.com/en/match/lion-city-sailors-vs-borussia-dortmund/2bvoapc5zqmdv4471odeu776c,"[['Lion City', 'Draw', 'Dortmund'], ['81', '181', '622']]","{'Ball possession': ['37.8%', '62.2%'], 'Total shots': ['3', '35'], 'Corners': ['0', '11'], 'Fouls': ['7', '9']}"
Primera B,Chile,Copiapó,0,Cobreloa,0,2022-11-24,https://www.goal.com/en/match/copiapo-vs-cobreloa/e8wt0agtn6u9struv9kqabp5g,[],{}
China League One,China PR,Hainiu,1,West Coast,1,2022-11-24,https://www.goal.com/en/match/qingdao-hainiu-vs-qingdao-west-coast/98lgdbzf8s25jzom4xw0659n8,[],{}
