Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Arsenal,4,Everton,0,2023-03-01,https://www.goal.com/en/match/arsenal-vs-everton/7en91ug4qtmrld0dc0cy8v76c,"[['Arsenal', 'Draw', 'Everton'], ['6064', '1907', '1289']]","{'Ball possession': ['73.1%', '26.9%'], 'Total shots': ['15', '8'], 'Corners': ['5', '1'], 'Fouls': ['5', '12']}"
Premier League,England,Liverpool,2,Wolves,0,2023-03-01,https://www.goal.com/en/match/liverpool-vs-wolverhampton-wanderers/7f7j270vjgdfi7dprop28p53o,"[['Liverpool', 'Draw', 'Wolves'], ['4317', '1763', '1252']]","{'Ball possession': ['56.8%', '43.2%'], 'Total shots': ['15', '4'], 'Corners': ['5', '2'], 'Fouls': ['13', '14']}"
FA Cup,England,Southampton,1,Grimsby,2,2023-03-01,https://www.goal.com/en/match/southampton-vs-grimsby-town/d4dvi5nra6mnwlcs88b7vieqc,"[['Southampton', 'Draw', 'Grimsby'], ['1568', '951', '424']]","{'Ball possession': ['75.3%', '24.7%'], 'Total shots': ['22', '4'], 'Corners': ['10', '0'], 'Fouls': ['9', '13']}"
FA Cup,England,Burnley,1,Fleetwood,0,2023-03-01,https://www.goal.com/en/match/burnley-vs-fleetwood-town/3rj10cduzo2uj3ryg50prsu1g,"[['Burnley', 'Draw', 'Fleetwood'], ['1649', '908', '343']]","{'Ball possession': ['76.7%', '23.3%'], 'Total shots': ['31', '1'], 'Corners': ['8', '1'], 'Fouls': ['8', '9']}"
FA Cup,England,Man Utd,3,West Ham,1,2023-03-01,https://www.goal.com/en/match/manchester-united-vs-west-ham-united/2msen9hq4rwkjt2b0n1mpsaok,"[['Man Utd', 'Draw', 'West Ham'], ['6846', '1347', '697']]","{'Ball possession': ['59.5%', '40.5%'], 'Total shots': ['22', '10'], 'Corners': ['8', '1'], 'Fouls': ['12', '5']}"
FA Cup,England,Sheff Utd,1,Tottenham,0,2023-03-01,https://www.goal.com/en/match/sheffield-united-vs-tottenham-hotspur/mi8tuu3hm9gm61c7wqcuevpw,"[['Sheff Utd', 'Draw', 'Tottenham'], ['582', '1107', '2216']]","{'Ball possession': ['46.8%', '53.2%'], 'Total shots': ['7', '17'], 'Corners': ['2', '4'], 'Fouls': ['7', '8']}"
CONMEBOL Libertadores,South America,Cerro Porteño,1,Curicó Unido,0,2023-03-01,https://www.goal.com/en/match/cerro-porteno-vs-curico-unido/2w37oxsk5m4og74y22ebdv5ec,"[['Cerro Porteño', 'Draw', 'Curicó Unido'], ['186', '105', '46']]","{'Ball possession': ['51.2%', '48.8%'], 'Total shots': ['18', '11'], 'Corners': ['9', '3'], 'Fouls': ['13', '8']}"
CONMEBOL Libertadores,South America,Sp. Cristal,5,Nacional,1,2023-03-01,https://www.goal.com/en/match/sporting-cristal-vs-nacional-asuncion/ddbpa1doumrqu0xtbe0u0e8k,"[['Sp. Cristal', 'Draw', 'Nacional'], ['133', '119', '147']]","{'Ball possession': ['74.8%', '25.2%'], 'Total shots': ['15', '9'], 'Corners': ['6', '1'], 'Fouls': ['9', '10']}"
Copa do Brasil,Brazil,Democrata GV,1,Santa Cruz,1,2023-03-01,https://www.goal.com/en/match/democrata-gv-vs-santa-cruz/1iqbb0vv27dyy2ou1kyamitxw,"[['Democrata GV', 'Draw', 'Santa Cruz'], ['66', '88', '75']]","{'Corners': ['3', '3'], 'Fouls': ['22', '12']}"
Copa do Brasil,Brazil,Tocantinópolis,1,América MG,1,2023-03-01,https://www.goal.com/en/match/tocantinopolis-vs-america-mineiro/1ih5x2xbwtxzm0vbrvfyz613o,[],{}
