Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Crystal Palace,1,Man Utd,1,2023-01-18,https://www.goal.com/en/match/crystal-palace-vs-manchester-united/7eqtwefop5nj4cgyoenc0molw,"[['Crystal Palace', 'Draw', 'Man Utd'], ['1650', '2276', '8914']]","{'Ball possession': ['39.4%', '60.6%'], 'Total shots': ['10', '15'], 'Corners': ['3', '3'], 'Fouls': ['9', '10']}"
FA Cup,England,Leeds,5,Cardiff,2,2023-01-18,https://www.goal.com/en/match/leeds-united-vs-cardiff-city/5kmjfv6ua4k0ykt0wtu31wg0k,"[['Leeds', 'Draw', 'Cardiff'], ['1442', '1111', '551']]","{'Ball possession': ['52.3%', '47.7%'], 'Total shots': ['23', '6'], 'Corners': ['10', '1'], 'Fouls': ['12', '8']}"
Super Cup,Italy,Milan,0,Inter,3,2023-01-18,https://www.goal.com/en/match/milan-vs-internazionale/2gjjclhqvf7yr1wv7d70g2uc4,"[['Milan', 'Draw', 'Inter'], ['2038', '1618', '1869']]","{'Ball possession': ['65.4%', '34.6%'], 'Total shots': ['14', '12'], 'Corners': ['5', '6'], 'Fouls': ['14', '24']}"
Premiership,Scotland,Celtic,4,St. Mirren,0,2023-01-18,https://www.goal.com/en/match/celtic-vs-st-mirren/9vgc5e46vujtxmge35tie6590,[],{}
Premiership,Scotland,Hearts,5,Aberdeen,0,2023-01-18,https://www.goal.com/en/match/hearts-vs-aberdeen/9vk0l5ccd9v33cskrrpche5uc,"[['Hearts', 'Draw', 'Aberdeen'], ['703', '639', '243']]","{'Ball possession': ['54.5%', '45.5%'], 'Total shots': ['13', '9'], 'Corners': ['3', '8'], 'Fouls': ['18', '15']}"
Premiership,Scotland,Kilmarnock,2,Rangers,3,2023-01-18,https://www.goal.com/en/match/kilmarnock-vs-rangers/9vrqpt3hb4tv2g6eywql6kyl0,"[['Kilmarnock', 'Draw', 'Rangers'], ['148', '558', '830']]","{'Ball possession': ['21.8%', '78.2%'], 'Total shots': ['10', '13'], 'Corners': ['3', '4'], 'Fouls': ['12', '15']}"
First Division A,Belgium,Cercle Brugge,1,R. Union SG,1,2023-01-18,https://www.goal.com/en/match/cercle-brugge-vs-union-saint-gilloise/dml32nchi1qfteq3n3bkm7zmc,"[['Cercle Brugge', 'Draw', 'R. Union SG'], ['191', '657', '868']]","{'Ball possession': ['36.4%', '63.6%'], 'Total shots': ['6', '16'], 'Corners': ['3', '6'], 'Fouls': ['15', '10']}"
First Division A,Belgium,Oostende,0,Antwerp,3,2023-01-18,https://www.goal.com/en/match/kv-oostende-vs-antwerp/dmzywat3tcokhy85abmr9ugwk,"[['Oostende', 'Draw', 'Antwerp'], ['130', '554', '692']]","{'Ball possession': ['54.6%', '45.4%'], 'Total shots': ['17', '13'], 'Corners': ['6', '5'], 'Fouls': ['13', '17']}"
First Division A,Belgium,Anderlecht,2,ZW,3,2023-01-18,https://www.goal.com/en/match/anderlecht-vs-zulte-waregem/dlzxgazy8486jeh5t8wj5pxck,"[['Anderlecht', 'Draw', 'ZW'], ['568', '583', '232']]","{'Ball possession': ['53.4%', '46.6%'], 'Total shots': ['19', '11'], 'Corners': ['5', '2'], 'Fouls': ['9', '16']}"
First Division A,Belgium,Kortrijk,3,Seraing,2,2023-01-18,https://www.goal.com/en/match/kortrijk-vs-rfc-seraing/dmguzntjk0qnu58bwfozu1qfo,"[['Kortrijk', 'Draw', 'Seraing'], ['424', '505', '184']]","{'Ball possession': ['61.2%', '38.8%'], 'Total shots': ['21', '12'], 'Corners': ['6', '8'], 'Fouls': ['11', '12']}"
