Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Chelsea,2,Bournemouth,0,2022-12-27,https://www.goal.com/en/match/chelsea-vs-afc-bournemouth/7pxq3zem23n47sgedmmvjwfmc,"[['Chelsea', 'Draw', 'Bournemouth'], ['5193', '1841', '992']]","{'Ball possession': ['60.3%', '39.7%'], 'Total shots': ['15', '9'], 'Corners': ['6', '8'], 'Fouls': ['8', '10']}"
Premier League,England,Man Utd,3,Nottm Forest,0,2022-12-27,https://www.goal.com/en/match/manchester-united-vs-nottingham-forest/7qjdl13nm3q0gs68mct71b0us,"[['Man Utd', 'Draw', 'Nottm Forest'], ['6753', '1752', '1169']]","{'Ball possession': ['65.8%', '34.2%'], 'Total shots': ['17', '8'], 'Corners': ['9', '9'], 'Fouls': ['13', '4']}"
Championship,England,Reading,2,Swansea,1,2022-12-27,https://www.goal.com/en/match/reading-vs-swansea-city/63r7ojhn5ux0npb4852xm1zx0,"[['Reading', 'Draw', 'Swansea'], ['795', '1175', '713']]","{'Ball possession': ['24.5%', '75.5%'], 'Total shots': ['9', '12'], 'Corners': ['3', '4'], 'Fouls': ['24', '7']}"
Championship,England,Burnley,3,Birmingham,0,2022-12-27,https://www.goal.com/en/match/burnley-vs-birmingham-city/635h3jvxtrjpf7x0n4of430no,"[['Burnley', 'Draw', 'Birmingham'], ['1873', '1174', '390']]","{'Ball possession': ['67.7%', '32.3%'], 'Total shots': ['10', '2'], 'Corners': ['1', '1'], 'Fouls': ['12', '8']}"
AFF Championship,Asia,Laos,0,Singapore,2,2022-12-27,https://www.goal.com/en/match/laos-vs-singapore/1cn61qx7r6tyqsqsm6dmbkaok,"[['Laos', 'Draw', 'Singapore'], ['171', '346', '684']]","{'Ball possession': ['45.7%', '54.3%'], 'Total shots': ['10', '12'], 'Corners': ['4', '6'], 'Fouls': ['15', '17']}"
AFF Championship,Asia,Vietnam,3,Malaysia,0,2022-12-27,https://www.goal.com/en/match/vietnam-vs-malaysia/1crszduxpqoy4afpra71bvaj8,"[['Vietnam', 'Draw', 'Malaysia'], ['851', '593', '527']]","{'Ball possession': ['51.5%', '48.5%'], 'Total shots': ['19', '16'], 'Corners': ['5', '5'], 'Fouls': ['11', '16']}"
A-League Men,Australia,Melbourne City,1,Central Coast,0,2022-12-27,https://www.goal.com/en/match/melbourne-city-vs-central-coast-mariners/2g697eq55x07qdw8kklktbtas,"[['Melbourne City', 'Draw', 'Central Coast'], ['676', '388', '131']]","{'Ball possession': ['57.2%', '42.8%'], 'Total shots': ['16', '6'], 'Corners': ['2', '2'], 'Fouls': ['10', '10']}"
A-League Men,Australia,Adelaide Utd,0,Newcastle,1,2022-12-27,https://www.goal.com/en/match/adelaide-united-vs-newcastle-jets/2gab0lb0wc1i3t0142p92oufo,"[['Adelaide Utd', 'Draw', 'Newcastle'], ['625', '400', '181']]","{'Ball possession': ['58%', '42%'], 'Total shots': ['15', '9'], 'Corners': ['5', '4'], 'Fouls': ['19', '7']}"
Süper Lig,Turkey,Ankaragücü,1,Ümraniye,2,2022-12-27,https://www.goal.com/en/match/ankaraguecue-vs-uemraniyespor/oscnpsoohjrgwlhcccrup34k,"[['Ankaragücü', 'Draw', 'Ümraniye'], ['635', '649', '222']]","{'Ball possession': ['62.4%', '37.6%'], 'Total shots': ['17', '8'], 'Corners': ['8', '5'], 'Fouls': ['13', '14']}"
Süper Lig,Turkey,Başakşehir,2,Antalyaspor,0,2022-12-27,https://www.goal.com/en/match/istanbul-basaksehir-vs-antalyaspor/oxh57ttl31yi7n6fuzm23uac,"[['Başakşehir', 'Draw', 'Antalyaspor'], ['922', '765', '239']]","{'Ball possession': ['46.6%', '53.4%'], 'Total shots': ['6', '6'], 'Corners': ['1', '3'], 'Fouls': ['14', '15']}"
