Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Atlètic,0,Budućnost,3,2023-06-27,https://www.goal.com/en/match/atletic-club-d-escaldes-vs-buducnost/br6f17kvwkrn450qgogmyoaok,"[['Atlètic', 'Draw', 'Budućnost'], ['313', '313', '199']]","{'Ball possession': ['0%', '100%'], 'Total shots': ['0', '3'], 'Corners': ['2', '7'], 'Fouls': ['13', '14']}"
UEFA Champions League,Europe,Tre Penne,1,Breidablik,7,2023-06-27,https://www.goal.com/en/match/tre-penne-vs-breidablik/ddci3awqzlmo4suxomski661g,"[['Tre Penne', 'Draw', 'Breidablik'], ['227', '237', '218']]","{'Ball possession': ['0%', '100%'], 'Total shots': ['1', '7'], 'Corners': ['3', '7'], 'Fouls': ['14', '16']}"
UEFA U21 Championship,Europe,Netherlands,1,Georgia,1,2023-06-27,https://www.goal.com/en/match/netherlands-u21-vs-georgia-u21/as6yuelkgeyp8ma8v7omb24gk,"[['Netherlands', 'Draw', 'Georgia'], ['490', '400', '226']]","{'Ball possession': ['71.7%', '28.3%'], 'Total shots': ['26', '8'], 'Corners': ['9', '1'], 'Fouls': ['10', '11']}"
UEFA U21 Championship,Europe,Portugal,2,Belgium,1,2023-06-27,https://www.goal.com/en/match/portugal-u21-vs-belgium-u21/as9w9nbqx3wimehfmr4st28t0,"[['Portugal', 'Draw', 'Belgium'], ['363', '413', '251']]","{'Ball possession': ['58.9%', '41.1%'], 'Total shots': ['15', '10'], 'Corners': ['7', '2'], 'Fouls': ['14', '24']}"
UEFA U21 Championship,Europe,Croatia,0,Romania,0,2023-06-27,https://www.goal.com/en/match/croatia-u21-vs-romania-u21/72pa5l8t727w2dkodd2jaqln8,"[['Croatia', 'Draw', 'Romania'], ['369', '366', '142']]","{'Ball possession': ['60%', '40%'], 'Total shots': ['20', '11'], 'Corners': ['6', '2'], 'Fouls': ['12', '10']}"
UEFA U21 Championship,Europe,Spain,2,Ukraine,2,2023-06-27,https://www.goal.com/en/match/spain-u21-vs-ukraine-u21/72rw0zc4tfa0nubelzspqb3tg,"[['Spain', 'Draw', 'Ukraine'], ['479', '339', '146']]","{'Ball possession': ['53%', '47%'], 'Total shots': ['10', '9'], 'Corners': ['5', '3'], 'Fouls': ['10', '8']}"
Serie A,Brazil,Vasco,1,Cuiabá,0,2023-06-27,https://www.goal.com/en/match/vasco-da-gama-vs-cuiaba/c3bu3taof019ttn8gztlj5clw,"[['Vasco', 'Draw', 'Cuiabá'], ['271', '288', '224']]","{'Ball possession': ['47.3%', '52.7%'], 'Total shots': ['9', '14'], 'Corners': ['4', '6'], 'Fouls': ['19', '13']}"
Liga Profesional Argentina,Argentina,Belgrano,3,Banfield,1,2023-06-27,https://www.goal.com/en/match/belgrano-vs-banfield/2e8qzvm6045k7v9yvplkkt8us,"[['Belgrano', 'Draw', 'Banfield'], ['360', '273', '170']]","{'Ball possession': ['57.7%', '42.3%'], 'Total shots': ['8', '10'], 'Corners': ['3', '6'], 'Fouls': ['12', '13']}"
Concacaf Gold Cup,N/C America,El Salvador,1,Martinique,2,2023-06-27,https://www.goal.com/en/match/el-salvador-vs-martinique/4smozkm8myxbzpx1d8dj69us4,"[['El Salvador', 'Draw', 'Martinique'], ['290', '243', '108']]","{'Ball possession': ['65%', '35%'], 'Total shots': ['22', '7'], 'Corners': ['7', '4'], 'Fouls': ['7', '15']}"
Concacaf Gold Cup,N/C America,Costa Rica,1,Panama,2,2023-06-27,https://www.goal.com/en/match/costa-rica-vs-panama/71wat4uj90p5jv3s0sppplqfo,"[['Costa Rica', 'Draw', 'Panama'], ['230', '266', '195']]","{'Ball possession': ['38.8%', '61.2%'], 'Total shots': ['6', '15'], 'Corners': ['1', '5'], 'Fouls': ['14', '13']}"
