Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
FIFA World Cup,World,Morocco,1,Portugal,0,2022-12-10,https://www.goal.com/en/match/morocco-vs-portugal/axih1cydh1x1xseezxdiqhqi2,"[['Morocco', 'Draw', 'Portugal'], ['6499', '3410', '11140']]","{'Ball possession': ['26.7%', '73.3%'], 'Total shots': ['9', '12'], 'Corners': ['3', '9'], 'Fouls': ['15', '9']}"
FIFA World Cup,World,England,1,France,2,2022-12-10,https://www.goal.com/en/match/england-vs-france/cwkf4pd6fq0xu42o0kpm7yfl6,"[['England', 'Draw', 'France'], ['8076', '3647', '7950']]","{'Ball possession': ['57.2%', '42.8%'], 'Total shots': ['16', '8'], 'Corners': ['5', '2'], 'Fouls': ['10', '14']}"
Championship,England,Blackburn,1,Preston,4,2022-12-10,https://www.goal.com/en/match/blackburn-rovers-vs-preston-north-end/60l9gl9oyrodb02g9oqevgetw,"[['Blackburn', 'Draw', 'Preston'], ['839', '661', '203']]","{'Ball possession': ['64.4%', '35.6%'], 'Total shots': ['7', '13'], 'Corners': ['2', '2'], 'Fouls': ['12', '4']}"
Championship,England,Rotherham,1,Bristol City,3,2022-12-10,https://www.goal.com/en/match/rotherham-united-vs-bristol-city/617yxfx59g4ia99coah5588ic,"[['Rotherham', 'Draw', 'Bristol City'], ['366', '556', '255']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['16', '9'], 'Corners': ['7', '9'], 'Fouls': ['7', '11']}"
Championship,England,Reading,1,Coventry,0,2022-12-10,https://www.goal.com/en/match/reading-vs-coventry-city/614hb986j7un8h1dr0zr0shzo,"[['Reading', 'Draw', 'Coventry'], ['417', '635', '342']]","{'Ball possession': ['39.8%', '60.2%'], 'Total shots': ['9', '15'], 'Corners': ['4', '4'], 'Fouls': ['11', '8']}"
Championship,England,Blackpool,0,Birmingham,0,2022-12-10,https://www.goal.com/en/match/blackpool-vs-birmingham-city/60qbe6smv2pnnq0s1j0acs6xg,"[['Blackpool', 'Draw', 'Birmingham'], ['467', '770', '485']]","{'Ball possession': ['57.8%', '42.2%'], 'Total shots': ['9', '10'], 'Corners': ['2', '6'], 'Fouls': ['9', '14']}"
Championship,England,Middlesbrough,2,Luton,1,2022-12-10,https://www.goal.com/en/match/middlesbrough-vs-luton-town/60tvx4kuhgt53ilfp1u4plkwk,"[['Middlesbrough', 'Draw', 'Luton'], ['575', '577', '211']]","{'Ball possession': ['65.3%', '34.7%'], 'Total shots': ['17', '3'], 'Corners': ['3', '2'], 'Fouls': ['16', '16']}"
Championship,England,Millwall,1,Wigan,1,2022-12-10,https://www.goal.com/en/match/millwall-vs-wigan-athletic/60xczot1b6h4281xy6063del0,"[['Millwall', 'Draw', 'Wigan'], ['513', '581', '213']]","{'Ball possession': ['42.6%', '57.4%'], 'Total shots': ['12', '7'], 'Corners': ['4', '3'], 'Fouls': ['18', '12']}"
Championship,England,Sheff Utd,1,Huddersfield,0,2022-12-10,https://www.goal.com/en/match/sheffield-united-vs-huddersfield-town/61bk08a0svqtgx4j5p3aus6j8,"[['Sheff Utd', 'Draw', 'Huddersfield'], ['840', '634', '190']]","{'Ball possession': ['60.8%', '39.2%'], 'Total shots': ['16', '4'], 'Corners': ['10', '1'], 'Fouls': ['8', '9']}"
Championship,England,Stoke,2,Cardiff,2,2022-12-10,https://www.goal.com/en/match/stoke-city-vs-cardiff-city/61f1d7tm3c4liyvqitnbij9qs,"[['Stoke', 'Draw', 'Cardiff'], ['466', '562', '208']]","{'Ball possession': ['44%', '56%'], 'Total shots': ['11', '8'], 'Corners': ['6', '6'], 'Fouls': ['10', '7']}"
Championship,England,Swansea,0,Norwich,1,2022-12-10,https://www.goal.com/en/match/swansea-city-vs-norwich-city/61m1hgx8o2c1ofbk8keu2wwes,"[['Swansea', 'Draw', 'Norwich'], ['498', '846', '550']]","{'Ball possession': ['65.1%', '34.9%'], 'Total shots': ['17', '5'], 'Corners': ['7', '4'], 'Fouls': ['9', '13']}"
A-League Men,Australia,Wellington,1,Wanderers,1,2022-12-10,https://www.goal.com/en/match/wellington-phoenix-vs-western-sydney-wanderers/2egnufjrc0zlq04j5zwnbis5w,"[['Wellington', 'Draw', 'Wanderers'], ['228', '255', '216']]","{'Ball possession': ['35.2%', '64.8%'], 'Total shots': ['13', '14'], 'Corners': ['3', '5'], 'Fouls': ['15', '13']}"
A-League Men,Australia,Sydney,2,Melbourne City,1,2022-12-10,https://www.goal.com/en/match/sydney-vs-melbourne-city/2eojtead5z0bbn5cpeeu6u2hg,"[['Sydney', 'Draw', 'Melbourne City'], ['183', '325', '422']]","{'Ball possession': ['44.9%', '55.1%'], 'Total shots': ['16', '13'], 'Corners': ['4', '6'], 'Fouls': ['8', '17']}"
A-League Men,Australia,Perth,2,Western United,1,2022-12-10,https://www.goal.com/en/match/perth-glory-vs-western-united/2ekmw2l9569bhrr9gbtougt90,"[['Perth', 'Draw', 'Western United'], ['170', '310', '301']]","{'Ball possession': ['37%', '63%'], 'Total shots': ['13', '15'], 'Corners': ['4', '7'], 'Fouls': ['8', '11']}"
