Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Europa League,Europe,Arsenal,1,PSV,0,2022-10-20,https://www.goal.com/en/match/arsenal-vs-psv/12nq7tw0bw2228l5zi08lfdas,"[['Arsenal', 'Draw', 'PSV'], ['5511', '1920', '995']]","{'Ball possession': ['62.1%', '37.9%'], 'Total shots': ['25', '4'], 'Corners': ['7', '0'], 'Fouls': ['11', '9']}"
Premier League,England,Fulham,3,Aston Villa,0,2022-10-20,https://www.goal.com/en/match/fulham-vs-aston-villa/7kmkzcndhw5p8cta1ymegduz8,"[['Fulham', 'Draw', 'Aston Villa'], ['1798', '1980', '1607']]","{'Ball possession': ['60.4%', '39.6%'], 'Total shots': ['18', '12'], 'Corners': ['9', '7'], 'Fouls': ['11', '11']}"
Premier League,England,Leicester,2,Leeds,0,2022-10-20,https://www.goal.com/en/match/leicester-city-vs-leeds-united/7kqb7zudahd2stsj9ogi8zevo,"[['Leicester', 'Draw', 'Leeds'], ['2295', '1838', '1091']]","{'Ball possession': ['46.8%', '53.2%'], 'Total shots': ['5', '14'], 'Corners': ['2', '9'], 'Fouls': ['15', '11']}"
La Liga,Spain,Almería,3,Girona,2,2022-10-20,https://www.goal.com/en/match/almeria-vs-girona/9en6keyb6zxdxky196mdeqcyc,"[['Almería', 'Draw', 'Girona'], ['1101', '1457', '711']]","{'Ball possession': ['34.3%', '65.7%'], 'Total shots': ['13', '14'], 'Corners': ['4', '5'], 'Fouls': ['14', '14']}"
La Liga,Spain,Osasuna,1,Espanyol,0,2022-10-20,https://www.goal.com/en/match/osasuna-vs-espanyol/9f61qrtenzzlcupzsy9f16a6s,"[['Osasuna', 'Draw', 'Espanyol'], ['1373', '1471', '728']]","{'Ball possession': ['64.7%', '35.3%'], 'Total shots': ['17', '5'], 'Corners': ['9', '2'], 'Fouls': ['17', '15']}"
La Liga,Spain,Barcelona,3,Villarreal,0,2022-10-20,https://www.goal.com/en/match/barcelona-vs-villarreal/9ec5v23ly9d49588fvdvosges,"[['Barcelona', 'Draw', 'Villarreal'], ['4140', '1639', '1135']]","{'Ball possession': ['69.7%', '30.3%'], 'Total shots': ['16', '5'], 'Corners': ['8', '0'], 'Fouls': ['18', '11']}"
Liga MX,Mexico,Toluca,2,América,1,2022-10-20,https://www.goal.com/en/match/toluca-vs-america/7fo289ogqpzkdvvgdvi274il0,"[['Toluca', 'Draw', 'América'], ['196', '268', '529']]","{'Ball possession': ['38.3%', '61.7%'], 'Total shots': ['11', '16'], 'Corners': ['1', '4'], 'Fouls': ['12', '17']}"
First Division A,Belgium,Antwerp,3,Oostende,0,2022-10-20,https://www.goal.com/en/match/antwerp-vs-kv-oostende/ddiooa5zjetw70wcpe61mbtw4,"[['Antwerp', 'Draw', 'Oostende'], ['894', '679', '212']]","{'Ball possession': ['65.6%', '34.4%'], 'Total shots': ['17', '6'], 'Corners': ['7', '3'], 'Fouls': ['15', '17']}"
First Division A,Belgium,ZW,3,Anderlecht,2,2022-10-20,https://www.goal.com/en/match/zulte-waregem-vs-anderlecht/ddvr0okrb6796jap6oonyh2qc,"[['ZW', 'Draw', 'Anderlecht'], ['221', '602', '647']]","{'Ball possession': ['34.7%', '65.3%'], 'Total shots': ['12', '10'], 'Corners': ['5', '5'], 'Fouls': ['19', '14']}"
Copa do Brasil,Brazil,Flamengo,1,Corinthians,1,2022-10-20,https://www.goal.com/en/match/flamengo-vs-corinthians/f34t0ni7mp5u2470h2gj5z21g,"[['Flamengo', 'Draw', 'Corinthians'], ['587', '321', '249']]","{'Ball possession': ['37.5%', '62.5%'], 'Total shots': ['11', '16'], 'Corners': ['2', '9'], 'Fouls': ['10', '10']}"
Liga Profesional Argentina,Argentina,Talleres,2,Unión,2,2022-10-20,https://www.goal.com/en/match/talleres-de-cordoba-vs-union/9w1y0ir3bln9jrf7asronczkk,"[['Talleres', 'Draw', 'Unión'], ['390', '233', '147']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['14', '12'], 'Corners': ['7', '9'], 'Fouls': ['9', '16']}"
Liga Profesional Argentina,Argentina,Gimn La Plata,1,Boca Juniors,2,2022-10-20,https://www.goal.com/en/match/gimnasia-la-plata-vs-boca-juniors/agbfnwsguue3h0ssy4o61rtas,"[['Gimn La Plata', 'Draw', 'Boca Juniors'], ['301', '336', '974']]","{'Ball possession': ['51.7%', '48.3%'], 'Total shots': ['12', '8'], 'Corners': ['2', '1'], 'Fouls': ['15', '12']}"
Coppa Italia,Italy,Cremonese,4,Modena,2,2022-10-20,https://www.goal.com/en/match/cremonese-vs-modena/65rruxh56vlr568w0a81rh2j8,"[['Cremonese', 'Draw', 'Modena'], ['530', '518', '266']]","{'Ball possession': ['62.9%', '37.1%'], 'Total shots': ['35', '21'], 'Corners': ['8', '2'], 'Fouls': ['13', '18']}"
Coppa Italia,Italy,Sampdoria,2,Ascoli,2,2022-10-20,https://www.goal.com/en/match/sampdoria-vs-ascoli/8yzp2e9fjpw8on2agjexcu590,"[['Sampdoria', 'Draw', 'Ascoli'], ['972', '785', '248']]","{'Ball possession': ['65.9%', '34.1%'], 'Total shots': ['15', '10'], 'Corners': ['11', '1'], 'Fouls': ['25', '18']}"
Coppa Italia,Italy,Bologna,1,Cagliari,0,2022-10-20,https://www.goal.com/en/match/bologna-vs-cagliari/2t8dc87yva0aojiwvn9x6etck,"[['Bologna', 'Draw', 'Cagliari'], ['972', '894', '344']]","{'Ball possession': ['56.6%', '43.4%'], 'Total shots': ['17', '6'], 'Corners': ['8', '1'], 'Fouls': ['9', '6']}"
Cup,Turkey,Gençlerbirliği,3,Niğde Anadolu,1,2022-10-20,https://www.goal.com/en/match/genclerbirligi-vs-nigde-anadolu/4z5cdf64hnyy1519l1zt0vytw,"[['Gençlerbirliği', 'Draw', 'Niğde Anadolu'], ['68', '89', '27']]","{'Corners': ['6', '1'], 'Fouls': ['8', '18']}"
Cup,Turkey,Menemen,0,Bulvarspor,1,2022-10-20,https://www.goal.com/en/match/menemen-vs-kartal-bulvarspor/4zkulnn4c32hktvlcs5g64tuc,[],{}
Cup,Turkey,Tuzla,2,Bursa Yıldırım,1,2022-10-20,https://www.goal.com/en/match/tuzlaspor-vs-bursa-yildirimspor/4q6akh4pfrr2ike22oypz9atw,"[['Tuzla', 'Draw', 'Bursa Yıldırım'], ['65', '77', '35']]","{'Corners': ['14', '2'], 'Fouls': ['16', '15']}"
Cup,Turkey,Yeni Malatya,3,Ağrı 1970,3,2022-10-20,https://www.goal.com/en/match/yeni-malatyaspor-vs-agri-1970/4qrfjbgwck9vc0jx87jc1erys,"[['Yeni Malatya', 'Draw', 'Ağrı 1970'], ['88', '87', '46']]","{'Corners': ['7', '3'], 'Fouls': ['17', '23']}"
Cup,Turkey,Giresun,3,Amasyaspor FK,1,2022-10-20,https://www.goal.com/en/match/giresunspor-vs-amasyaspor-fk/4y79m1vcj71ulpszi0xet94wk,"[['Giresun', 'Draw', 'Amasyaspor FK'], ['72', '79', '35']]","{'Total shots': ['3', '0'], 'Corners': ['7', '1'], 'Fouls': ['12', '14']}"
Cup,Turkey,Gaziantep,4,Sarıyer,0,2022-10-20,https://www.goal.com/en/match/gaziantep-fk-vs-sariyer/4z8fde2sp5h8xntxr9tqcu7mc,"[['Gaziantep', 'Draw', 'Sarıyer'], ['147', '155', '40']]","{'Total shots': ['4', '0'], 'Corners': ['9', '4'], 'Fouls': ['12', '8']}"
Primera A,Colombia,Millonarios,0,Pereira,1,2022-10-20,https://www.goal.com/en/match/millonarios-vs-deportivo-pereira/200z4h720btt1by7zv80iqz2s,"[['Millonarios', 'Draw', 'Pereira'], ['214', '147', '71']]","{'Ball possession': ['67.1%', '32.9%'], 'Total shots': ['19', '10'], 'Corners': ['14', '7'], 'Fouls': ['5', '9']}"
Primera A,Colombia,Medellín,1,Bucaramanga,2,2022-10-20,https://www.goal.com/en/match/independiente-medellin-vs-atletico-bucaramanga/21q3m81huwd1o1mz2vd3k80t0,"[['Medellín', 'Draw', 'Bucaramanga'], ['202', '160', '90']]","{'Ball possession': ['53.3%', '46.7%'], 'Total shots': ['15', '7'], 'Corners': ['6', '5'], 'Fouls': ['9', '16']}"
