Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Milan,1,Tottenham,0,2023-02-14,https://www.goal.com/en/match/milan-vs-tottenham-hotspur/91ezxnborbkjuzy1260wyelg4,"[['Milan', 'Draw', 'Tottenham'], ['3827', '2596', '3612']]","{'Ball possession': ['47.2%', '52.8%'], 'Total shots': ['9', '11'], 'Corners': ['3', '8'], 'Fouls': ['17', '13']}"
UEFA Champions League,Europe,PSG,0,Bayern München,1,2023-02-14,https://www.goal.com/en/match/psg-vs-bayern-muenchen/zb3gs6vfnyccksucqyf4tj4k,"[['PSG', 'Draw', 'Bayern München'], ['7138', '2928', '6024']]","{'Ball possession': ['46.2%', '53.8%'], 'Total shots': ['9', '18'], 'Corners': ['4', '5'], 'Fouls': ['8', '18']}"
Championship,England,Birmingham,0,Cardiff,2,2023-02-14,https://www.goal.com/en/match/birmingham-city-vs-cardiff-city/6ctbjv9tm5bc0l5tczez8f0us,"[['Birmingham', 'Draw', 'Cardiff'], ['1168', '1087', '445']]","{'Ball possession': ['50.6%', '49.4%'], 'Total shots': ['6', '12'], 'Corners': ['5', '4'], 'Fouls': ['13', '7']}"
Championship,England,Coventry,1,Millwall,0,2023-02-14,https://www.goal.com/en/match/coventry-city-vs-millwall/6d02az2je96gty3qwmzugxfro,"[['Coventry', 'Draw', 'Millwall'], ['601', '955', '696']]","{'Ball possession': ['43.2%', '56.8%'], 'Total shots': ['12', '11'], 'Corners': ['3', '6'], 'Fouls': ['8', '9']}"
Championship,England,Norwich,3,Hull,1,2023-02-14,https://www.goal.com/en/match/norwich-city-vs-hull-city/6d3gkxke0n4zkxdtw3c74in84,"[['Norwich', 'Draw', 'Hull'], ['1079', '982', '426']]","{'Ball possession': ['58.3%', '41.7%'], 'Total shots': ['21', '3'], 'Corners': ['5', '3'], 'Fouls': ['8', '11']}"
Championship,England,QPR,0,Sunderland,3,2023-02-14,https://www.goal.com/en/match/queens-park-rangers-vs-sunderland/6d6wn3a1up1eq0mwls3935ixg,"[['QPR', 'Draw', 'Sunderland'], ['609', '1000', '773']]","{'Ball possession': ['55.2%', '44.8%'], 'Total shots': ['7', '12'], 'Corners': ['2', '2'], 'Fouls': ['16', '13']}"
Championship,England,Burnley,1,Watford,1,2023-02-14,https://www.goal.com/en/match/burnley-vs-watford/6cwnn0lgpivq02r92l1u4gh04,"[['Burnley', 'Draw', 'Watford'], ['1681', '1085', '392']]","{'Ball possession': ['69%', '31%'], 'Total shots': ['14', '4'], 'Corners': ['5', '1'], 'Fouls': ['14', '15']}"
Championship,England,Reading,2,Rotherham,1,2023-02-14,https://www.goal.com/en/match/reading-vs-rotherham-united/6dahusiq0ykbtqd9gim6bxwk4,"[['Reading', 'Draw', 'Rotherham'], ['778', '854', '342']]","{'Ball possession': ['52.9%', '47.1%'], 'Total shots': ['12', '13'], 'Corners': ['4', '4'], 'Fouls': ['10', '14']}"
Liga Profesional Argentina,Argentina,Estudiantes,0,Lanús,2,2023-02-14,https://www.goal.com/en/match/estudiantes-vs-lanus/1ox00hgcgw28cc47nie9j6kus,"[['Estudiantes', 'Draw', 'Lanús'], ['203', '209', '146']]","{'Ball possession': ['67%', '33%'], 'Total shots': ['19', '6'], 'Corners': ['10', '4'], 'Fouls': ['5', '15']}"
Primeira Liga,Portugal,Boavista,0,Casa Pia,0,2023-02-14,https://www.goal.com/en/match/boavista-vs-casa-pia/bt04anyyfjmlymg7u1piu0sgk,"[['Boavista', 'Draw', 'Casa Pia'], ['522', '553', '316']]","{'Ball possession': ['57.6%', '42.4%'], 'Total shots': ['10', '6'], 'Corners': ['7', '3'], 'Fouls': ['10', '13']}"
Primera División,Uruguay,Wanderers,1,Def. Sporting,1,2023-02-14,https://www.goal.com/en/match/wanderers-vs-defensor-sporting/4kww8y0i5nsf14o9hfnplbqxg,"[['Wanderers', 'Draw', 'Def. Sporting'], ['69', '89', '33']]","{'Corners': ['6', '8'], 'Fouls': ['12', '14']}"
Primera División,Uruguay,La Luz,3,Peñarol,4,2023-02-14,https://www.goal.com/en/match/la-luz-vs-penarol/4kngmbevn5bibep0kuxshri8k,"[['La Luz', 'Draw', 'Peñarol'], ['27', '84', '88']]","{'Corners': ['5', '4'], 'Fouls': ['7', '13']}"
Primera División,Chile,Colo Colo,1,Ñublense,0,2023-02-14,https://www.goal.com/en/match/colo-colo-vs-nublense/bipxlyt7evcro4v4v8ak6g8pg,"[['Colo Colo', 'Draw', 'Ñublense'], ['237', '208', '108']]","{'Ball possession': ['52.1%', '47.9%'], 'Total shots': ['24', '5'], 'Corners': ['11', '1'], 'Fouls': ['11', '12']}"
League One,England,Accrington,0,Wycombe,2,2023-02-14,https://www.goal.com/en/match/accrington-stanley-vs-wycombe-wanderers/88hkrqjyydsmq6lkasdmaeuxg,"[['Accrington', 'Draw', 'Wycombe'], ['215', '442', '404']]","{'Ball possession': ['50.4%', '49.6%'], 'Total shots': ['21', '14'], 'Corners': ['7', '5'], 'Fouls': ['6', '13']}"
League One,England,Bolton,5,MK Dons,0,2023-02-14,https://www.goal.com/en/match/bolton-wanderers-vs-milton-keynes-dons/88l20hbr4mewbxjblydez3hg4,"[['Bolton', 'Draw', 'MK Dons'], ['707', '540', '167']]","{'Ball possession': ['54.2%', '45.8%'], 'Total shots': ['18', '10'], 'Corners': ['5', '4'], 'Fouls': ['10', '7']}"
League One,England,Bristol Rovers,0,Ipswich,0,2023-02-14,https://www.goal.com/en/match/bristol-rovers-vs-ipswich-town/88ogce0r18rmawk3x63zimyhg,"[['Bristol Rovers', 'Draw', 'Ipswich'], ['169', '438', '523']]","{'Ball possession': ['34.5%', '65.5%'], 'Total shots': ['8', '20'], 'Corners': ['6', '10'], 'Fouls': ['6', '11']}"
League One,England,Cambridge Utd,1,Cheltenham,2,2023-02-14,https://www.goal.com/en/match/cambridge-united-vs-cheltenham-town/88sc1rl1ks3qo409aohxweo7o,"[['Cambridge Utd', 'Draw', 'Cheltenham'], ['152', '276', '114']]","{'Ball possession': ['49.4%', '50.6%'], 'Total shots': ['10', '12'], 'Corners': ['4', '2'], 'Fouls': ['8', '14']}"
League One,England,Derby,1,Lincoln,1,2023-02-14,https://www.goal.com/en/match/derby-county-vs-lincoln-city/88vxt5mzg4vcjsg0lr1yygkk4,"[['Derby', 'Draw', 'Lincoln'], ['763', '557', '187']]","{'Ball possession': ['73.4%', '26.6%'], 'Total shots': ['21', '9'], 'Corners': ['5', '2'], 'Fouls': ['8', '7']}"
League One,England,Exeter,0,Shrewsbury,0,2023-02-14,https://www.goal.com/en/match/exeter-city-vs-shrewsbury-town/8901bsn8j6ncrfdxttgf7lses,"[['Exeter', 'Draw', 'Shrewsbury'], ['215', '361', '260']]","{'Ball possession': ['63.5%', '36.5%'], 'Total shots': ['9', '10'], 'Corners': ['5', '3'], 'Fouls': ['7', '8']}"
