Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Aris Limassol,0,Raków,1,2023-08-15,https://www.goal.com/en/match/aris-limassol-vs-rakow-czestochowa/2fa459xk3glvf5bg8yjsqqej8,"[['Aris Limassol', 'Draw', 'Raków'], ['360', '482', '250']]","{'Total shots': ['0', '1'], 'Corners': ['9', '0'], 'Fouls': ['12', '7']}"
UEFA Champions League,Europe,M Haifa,3,Slovan,1,2023-08-15,https://www.goal.com/en/match/maccabi-haifa-vs-slovan-bratislava/49wpzr6fz0i07y0t5xstzwkd0,"[['M Haifa', 'Draw', 'Slovan'], ['467', '359', '149']]","{'Ball possession': ['56.4%', '43.6%'], 'Total shots': ['11', '13'], 'Corners': ['4', '9'], 'Fouls': ['11', '9']}"
UEFA Champions League,Europe,Molde,2,KÍ,0,2023-08-15,https://www.goal.com/en/match/molde-vs-ki/d876ccq5sipyjemvun1mqhkwk,"[['Molde', 'Draw', 'KÍ'], ['391', '398', '211']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['2', '0'], 'Corners': ['13', '3'], 'Fouls': ['14', '11']}"
UEFA Champions League,Europe,Sparta,3,København,3,2023-08-15,https://www.goal.com/en/match/sparta-praha-vs-kobenhavn/b4xctbcfd3v91v5e57oklby1g,"[['Sparta', 'Draw', 'København'], ['361', '503', '326']]","{'Ball possession': ['48.8%', '51.2%'], 'Total shots': ['29', '16'], 'Corners': ['8', '4'], 'Fouls': ['17', '9']}"
UEFA Champions League,Europe,Dinamo Zagreb,1,AEK,2,2023-08-15,https://www.goal.com/en/match/dinamo-zagreb-vs-aek-athens/5qwba5e7v8520oajjts2b0t1w,"[['Dinamo Zagreb', 'Draw', 'AEK'], ['711', '640', '332']]","{'Ball possession': ['0%', '100%'], 'Total shots': ['1', '2'], 'Corners': ['6', '12'], 'Fouls': ['12', '16']}"
UEFA Champions League,Europe,Galatasaray,1,Olimpija,0,2023-08-15,https://www.goal.com/en/match/galatasaray-vs-olimpija/7smyu2vr77xmxmetrfvptcems,"[['Galatasaray', 'Draw', 'Olimpija'], ['470', '308', '120']]","{'Ball possession': ['60.3%', '39.7%'], 'Total shots': ['8', '7'], 'Corners': ['5', '6'], 'Fouls': ['16', '12']}"
UEFA Champions League,Europe,TSC,1,Braga,4,2023-08-15,https://www.goal.com/en/match/tsc-vs-sporting-braga/eqhekus99n384e58oslx5lbf8,"[['TSC', 'Draw', 'Braga'], ['98', '258', '419']]","{'Ball possession': ['20%', '80%'], 'Total shots': ['1', '4'], 'Corners': ['1', '3'], 'Fouls': ['18', '7']}"
UEFA Champions League,Europe,Servette,1,Rangers,1,2023-08-15,https://www.goal.com/en/match/servette-vs-rangers/yi036n4hpf83z2t59oeb06xg,"[['Servette', 'Draw', 'Rangers'], ['185', '393', '451']]","{'Ball possession': ['45.7%', '54.3%'], 'Total shots': ['12', '14'], 'Corners': ['9', '3'], 'Fouls': ['10', '11']}"
UEFA Champions League,Europe,Sturm,1,PSV,3,2023-08-15,https://www.goal.com/en/match/sturm-graz-vs-psv/303atvkynjncfkp96ofj6gpas,"[['Sturm', 'Draw', 'PSV'], ['122', '340', '616']]","{'Ball possession': ['33.7%', '66.3%'], 'Total shots': ['14', '20'], 'Corners': ['7', '7'], 'Fouls': ['8', '7']}"
UEFA Champions League,Europe,Marseille,2,Panathinaikos,1,2023-08-15,https://www.goal.com/en/match/olympique-marseille-vs-panathinaikos/2bt7ml1duougmv66a4cf536s4,"[['Marseille', 'Draw', 'Panathinaikos'], ['612', '431', '196']]","{'Ball possession': ['53.5%', '46.5%'], 'Total shots': ['28', '12'], 'Corners': ['10', '7'], 'Fouls': ['19', '16']}"
FIFA Women's World Cup,World,Spain,2,Sweden,1,2023-08-15,https://www.goal.com/en/match/spain-vs-sweden/1k5v4lcbxg6viaosg72x012c4,"[['Spain', 'Draw', 'Sweden'], ['765', '498', '455']]","{'Ball possession': ['62.8%', '37.2%'], 'Total shots': ['13', '6'], 'Corners': ['3', '3'], 'Fouls': ['6', '13']}"
Serie A,Brazil,Palmeiras,1,Cruzeiro,0,2023-08-15,https://www.goal.com/en/match/palmeiras-vs-cruzeiro/clm7s7xzdvbyfllb9y5odn1uc,"[['Palmeiras', 'Draw', 'Cruzeiro'], ['334', '221', '98']]","{'Ball possession': ['52.1%', '47.9%'], 'Total shots': ['12', '13'], 'Corners': ['3', '5'], 'Fouls': ['13', '26']}"
Serie A,Brazil,RB Bragantino,1,Vasco,1,2023-08-15,https://www.goal.com/en/match/rb-bragantino-vs-vasco-da-gama/cm66y2w534iyha88ra1beirkk,"[['RB Bragantino', 'Draw', 'Vasco'], ['258', '167', '115']]","{'Ball possession': ['64%', '36%'], 'Total shots': ['24', '8'], 'Corners': ['7', '6'], 'Fouls': ['12', '17']}"
AFC Champions League,Asia,BC Rangers,1,Hai Phong,4,2023-08-15,https://www.goal.com/en/match/bc-rangers-vs-hai-phong/2081kwx0w97kpzaffmu2f56ac,"[['BC Rangers', 'Draw', 'Hai Phong'], ['95', '98', '51']]","{'Ball possession': ['33.3%', '66.7%'], 'Total shots': ['1', '5'], 'Corners': ['3', '11'], 'Fouls': ['17', '16']}"
AFC Champions League,Asia,AGMK,1,Seeb,0,2023-08-15,https://www.goal.com/en/match/agmk-vs-al-seeb/1zyd3dz7an3spz8lfd5pxpwk4,"[['AGMK', 'Draw', 'Seeb'], ['76', '87', '48']]","{'Total shots': ['1', '0'], 'Corners': ['8', '7'], 'Fouls': ['13', '9']}"
AFC Champions League,Asia,Shabab Al Ahli,3,Wehdat,0,2023-08-15,https://www.goal.com/en/match/shabab-al-ahli-vs-al-wehdat/1zbilnpx67lzyuqqfytk6qihg,"[['Shabab Al Ahli', 'Draw', 'Wehdat'], ['64', '62', '39']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['3', '0']}"
AFC Champions League,Asia,Sharjah,2,Kings,0,2023-08-15,https://www.goal.com/en/match/sharjah-vs-bashundhara-kings/1zomgpe946unb68dd8x1lyxas,"[['Sharjah', 'Draw', 'Kings'], ['77', '99', '249']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['2', '0']}"
Primera A,Colombia,Boyacá Chicó,0,Magdalena,0,2023-08-15,https://www.goal.com/en/match/boyaca-chico-vs-union-magdalena/5e1c147nmlbg3khfg3ftjj1n8,"[['Boyacá Chicó', 'Draw', 'Magdalena'], ['81', '90', '48']]","{'Ball possession': ['49.9%', '50.1%'], 'Total shots': ['9', '7'], 'Corners': ['6', '5'], 'Fouls': ['14', '11']}"
Primera División,Chile,U. de Chile,1,Curicó Unido,1,2023-08-15,https://www.goal.com/en/match/universidad-de-chile-vs-curico-unido/bxul6vy66tkcn04twp7a0ugb8,"[['U. de Chile', 'Draw', 'Curicó Unido'], ['101', '95', '50']]","{'Ball possession': ['63.9%', '36.1%'], 'Total shots': ['22', '4'], 'Corners': ['13', '1'], 'Fouls': ['11', '10']}"
Primera División,Chile,Ñublense,1,U. La Calera,1,2023-08-15,https://www.goal.com/en/match/nublense-vs-union-la-calera/bymgnvwbkbdz0dgput5pl474k,"[['Ñublense', 'Draw', 'U. La Calera'], ['58', '94', '47']]","{'Ball possession': ['50.3%', '49.7%'], 'Total shots': ['15', '15'], 'Corners': ['3', '1'], 'Fouls': ['14', '8']}"
League One,England,Barnsley,1,Peterborough,3,2023-08-15,https://www.goal.com/en/match/barnsley-vs-peterborough-united/8ph9ws0uc1sv6q63kmbarsdg4,"[['Barnsley', 'Draw', 'Peterborough'], ['334', '397', '171']]","{'Ball possession': ['44.7%', '55.3%'], 'Total shots': ['13', '18'], 'Corners': ['10', '5'], 'Fouls': ['7', '7']}"
League One,England,Blackpool,0,Port Vale,0,2023-08-15,https://www.goal.com/en/match/blackpool-vs-port-vale/8prtx20sb6tijekyb8hzy19uc,"[['Blackpool', 'Draw', 'Port Vale'], ['308', '310', '101']]","{'Ball possession': ['62.5%', '37.5%'], 'Total shots': ['14', '9'], 'Corners': ['4', '2'], 'Fouls': ['5', '9']}"
League One,England,Bolton,3,Fleetwood,1,2023-08-15,https://www.goal.com/en/match/bolton-wanderers-vs-fleetwood-town/8q2haxi827g8piqefkuj3qgpg,"[['Bolton', 'Draw', 'Fleetwood'], ['426', '338', '103']]","{'Ball possession': ['50.9%', '49.1%'], 'Total shots': ['9', '11'], 'Corners': ['5', '12'], 'Fouls': ['11', '12']}"
League One,England,Cambridge Utd,1,Stevenage,2,2023-08-15,https://www.goal.com/en/match/cambridge-united-vs-stevenage/8qewnjgxrp21lms4u8u9n0xsk,"[['Cambridge Utd', 'Draw', 'Stevenage'], ['149', '277', '146']]","{'Ball possession': ['64.3%', '35.7%'], 'Total shots': ['11', '11'], 'Corners': ['6', '3'], 'Fouls': ['11', '17']}"
League One,England,Carlisle,1,Wigan,1,2023-08-15,https://www.goal.com/en/match/carlisle-united-vs-wigan-athletic/8qq5uii1rhvq37vfipasujspg,"[['Carlisle', 'Draw', 'Wigan'], ['112', '254', '219']]","{'Ball possession': ['36.5%', '63.5%'], 'Total shots': ['11', '14'], 'Corners': ['3', '5'], 'Fouls': ['15', '6']}"
League One,England,Charlton,1,Bristol Rovers,2,2023-08-15,https://www.goal.com/en/match/charlton-athletic-vs-bristol-rovers/8r0tmmaa4cdbin5st7sal9ct0,"[['Charlton', 'Draw', 'Bristol Rovers'], ['129', '216', '105']]","{'Ball possession': ['52.6%', '47.4%'], 'Total shots': ['20', '14'], 'Corners': ['7', '5'], 'Fouls': ['12', '6']}"
League One,England,Derby,1,Oxford,2,2023-08-15,https://www.goal.com/en/match/derby-county-vs-oxford-united/8rbfs6enqi7859vh07whgz7ro,"[['Derby', 'Draw', 'Oxford'], ['318', '301', '102']]","{'Ball possession': ['55.8%', '44.2%'], 'Total shots': ['11', '13'], 'Corners': ['15', '4'], 'Fouls': ['17', '13']}"
League One,England,Northampton,2,Lincoln,2,2023-08-15,https://www.goal.com/en/match/northampton-town-vs-lincoln-city/8rlyqf7pvnmee5ifmqsef2z9w,"[['Northampton', 'Draw', 'Lincoln'], ['108', '205', '122']]","{'Ball possession': ['64.7%', '35.3%'], 'Total shots': ['19', '6'], 'Corners': ['3', '1'], 'Fouls': ['9', '7']}"
League One,England,Shrewsbury,2,Burton Albion,1,2023-08-15,https://www.goal.com/en/match/shrewsbury-town-vs-burton-albion/8shx7ra9w1379phwa0bzs02s4,"[['Shrewsbury', 'Draw', 'Burton Albion'], ['139', '187', '83']]","{'Ball possession': ['49.9%', '50.1%'], 'Total shots': ['10', '12'], 'Corners': ['4', '3'], 'Fouls': ['7', '14']}"
League One,England,Wycombe,3,L Orient,2,2023-08-15,https://www.goal.com/en/match/wycombe-wanderers-vs-leyton-orient/8sskkjicq6ri8m8qkoprjntw4,"[['Wycombe', 'Draw', 'L Orient'], ['177', '215', '81']]","{'Ball possession': ['39.1%', '60.9%'], 'Total shots': ['15', '16'], 'Corners': ['3', '7'], 'Fouls': ['4', '8']}"
League One,England,Portsmouth,1,Exeter,0,2023-08-15,https://www.goal.com/en/match/portsmouth-vs-exeter-city/8rwhzdskanb431x3b790bu9ec,"[['Portsmouth', 'Draw', 'Exeter'], ['278', '263', '103']]","{'Ball possession': ['57.4%', '42.6%'], 'Total shots': ['12', '9'], 'Corners': ['8', '6'], 'Fouls': ['14', '11']}"
League One,England,Reading,1,Cheltenham,0,2023-08-15,https://www.goal.com/en/match/reading-vs-cheltenham-town/8s76slhebjblwlpbfiw2q6iok,"[['Reading', 'Draw', 'Cheltenham'], ['272', '269', '95']]","{'Ball possession': ['60.5%', '39.5%'], 'Total shots': ['12', '10'], 'Corners': ['7', '7'], 'Fouls': ['11', '7']}"
League Two,England,Accrington,1,Barrow,1,2023-08-15,https://www.goal.com/en/match/accrington-stanley-vs-barrow/8yjo9nv0mdy7gkxlzj7jy1g5w,"[['Accrington', 'Draw', 'Barrow'], ['105', '173', '97']]","{'Ball possession': ['50.5%', '49.5%'], 'Total shots': ['9', '14'], 'Corners': ['1', '10'], 'Fouls': ['10', '5']}"
League Two,England,Colchester,0,Wimbledon,2,2023-08-15,https://www.goal.com/en/match/colchester-united-vs-afc-wimbledon/8yu6uf94ithtn1i7v45hi0cno,"[['Colchester', 'Draw', 'Wimbledon'], ['73', '130', '70']]","{'Ball possession': ['53.8%', '46.2%'], 'Total shots': ['9', '21'], 'Corners': ['7', '9'], 'Fouls': ['8', '12']}"
League Two,England,Crawley,2,MK Dons,1,2023-08-15,https://www.goal.com/en/match/crawley-town-vs-milton-keynes-dons/8z4o8e49nf7s8xhfgzkqk0r9w,"[['Crawley', 'Draw', 'MK Dons'], ['51', '149', '138']]","{'Ball possession': ['57.5%', '42.5%'], 'Total shots': ['14', '8'], 'Corners': ['7', '5'], 'Fouls': ['8', '11']}"
League Two,England,Crewe,4,Newport,2,2023-08-15,https://www.goal.com/en/match/crewe-alexandra-vs-newport-county/8zh1dft8xtufo18i0qlnuu044,"[['Crewe', 'Draw', 'Newport'], ['55', '117', '85']]","{'Ball possession': ['51.5%', '48.5%'], 'Total shots': ['10', '14'], 'Corners': ['1', '5'], 'Fouls': ['4', '12']}"
League Two,England,Doncaster,2,Mansfield Town,2,2023-08-15,https://www.goal.com/en/match/doncaster-rovers-vs-mansfield-town/8zrkzk2kmo8pywztj7fhsq3v8,"[['Doncaster', 'Draw', 'Mansfield Town'], ['46', '124', '138']]","{'Ball possession': ['32.3%', '67.7%'], 'Total shots': ['11', '19'], 'Corners': ['3', '7'], 'Fouls': ['8', '10']}"
League Two,England,Forest Green,1,Swindon,2,2023-08-15,https://www.goal.com/en/match/forest-green-rovers-vs-swindon-town/9028b27hp7nx6l1othrl8lkb8,"[['Forest Green', 'Draw', 'Swindon'], ['56', '129', '62']]","{'Ball possession': ['41.7%', '58.3%'], 'Total shots': ['12', '22'], 'Corners': ['6', '5'], 'Fouls': ['12', '11']}"
League Two,England,Grimsby,2,Salford,0,2023-08-15,https://www.goal.com/en/match/grimsby-town-vs-salford-city/90comzgdxwkznf63zlrdicwlw,"[['Grimsby', 'Draw', 'Salford'], ['65', '125', '75']]","{'Ball possession': ['50.9%', '49.1%'], 'Total shots': ['10', '5'], 'Corners': ['2', '7'], 'Fouls': ['16', '16']}"
League Two,England,Morecambe,0,Notts,0,2023-08-15,https://www.goal.com/en/match/morecambe-vs-notts-county/90nbdb0cl4svpcdfz3oer7tw4,"[['Morecambe', 'Draw', 'Notts'], ['58', '118', '81']]","{'Ball possession': ['25.3%', '74.7%'], 'Total shots': ['13', '9'], 'Corners': ['4', '5'], 'Fouls': ['7', '4']}"
League Two,England,Stockport,1,Bradford,1,2023-08-15,https://www.goal.com/en/match/stockport-county-vs-bradford-city/90xvcxr15i39nrwd1orxhim8k,"[['Stockport', 'Draw', 'Bradford'], ['62', '112', '71']]","{'Ball possession': ['56.1%', '43.9%'], 'Total shots': ['15', '10'], 'Corners': ['7', '4'], 'Fouls': ['7', '16']}"
