Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Brentford,2,Brighton,0,2022-10-14,https://www.goal.com/en/match/brentford-vs-brighton-and-hove-albion/7j2f27lvhsjywsg1w985ecnx0,"[['Brentford', 'Draw', 'Brighton'], ['1159', '1987', '2568']]","{'Ball possession': ['27.5%', '72.5%'], 'Total shots': ['7', '21'], 'Corners': ['2', '11'], 'Fouls': ['12', '15']}"
La Liga,Spain,Vallecano,0,Getafe,0,2022-10-14,https://www.goal.com/en/match/rayo-vallecano-vs-getafe/9dteydova32tahk0nfwzv5rmc,"[['Vallecano', 'Draw', 'Getafe'], ['1433', '1486', '861']]","{'Ball possession': ['65.3%', '34.7%'], 'Total shots': ['17', '6'], 'Corners': ['4', '1'], 'Fouls': ['13', '17']}"
Bundesliga,Germany,Schalke 04,0,Hoffenheim,3,2022-10-14,https://www.goal.com/en/match/schalke-04-vs-hoffenheim/dhcott7s1gml3k9ub9ta4ccgk,"[['Schalke 04', 'Draw', 'Hoffenheim'], ['1004', '1526', '1492']]","{'Ball possession': ['50.8%', '49.2%'], 'Total shots': ['15', '17'], 'Corners': ['4', '5'], 'Fouls': ['12', '8']}"
Ligue 1,France,Strasbourg,0,Lille,3,2022-10-14,https://www.goal.com/en/match/strasbourg-vs-lille/qt5gy4acxista074ahyuyi38,"[['Strasbourg', 'Draw', 'Lille'], ['571', '1328', '1679']]","{'Ball possession': ['42.7%', '57.3%'], 'Total shots': ['12', '10'], 'Corners': ['3', '0'], 'Fouls': ['12', '17']}"
Eredivisie,Netherlands,Emmen,1,Volendam,1,2022-10-14,https://www.goal.com/en/match/emmen-vs-volendam/3aj3u3n9k9fcq3a3iy317s5jo,"[['Emmen', 'Draw', 'Volendam'], ['655', '728', '325']]","{'Ball possession': ['53%', '47%'], 'Total shots': ['18', '12'], 'Corners': ['7', '5'], 'Fouls': ['10', '10']}"
A-League Men,Australia,Brisbane,0,Melbourne City,2,2022-10-14,https://www.goal.com/en/match/brisbane-roar-vs-melbourne-city/2avb4xoajoc9k56uvd7sdnuac,"[['Brisbane', 'Draw', 'Melbourne City'], ['157', '345', '509']]","{'Ball possession': ['42.8%', '57.2%'], 'Total shots': ['6', '11'], 'Corners': ['3', '5'], 'Fouls': ['12', '15']}"
Süper Lig,Turkey,Alanyaspor,3,Antalyaspor,2,2022-10-14,https://www.goal.com/en/match/alanyaspor-vs-antalyaspor/gpf2c88opko0afagrnwgmiac,"[['Alanyaspor', 'Draw', 'Antalyaspor'], ['454', '662', '338']]","{'Ball possession': ['58%', '42%'], 'Total shots': ['9', '13'], 'Corners': ['7', '2'], 'Fouls': ['6', '9']}"
Liga MX,Mexico,Toluca,4,Santos Laguna,3,2022-10-14,https://www.goal.com/en/match/toluca-vs-santos-laguna/d22s818ao8s2jclky3tgic4yc,"[['Toluca', 'Draw', 'Santos Laguna'], ['200', '212', '171']]","{'Ball possession': ['64.4%', '35.6%'], 'Total shots': ['19', '12'], 'Corners': ['3', '4'], 'Fouls': ['14', '22']}"
Liga MX,Mexico,Tigres,1,Pachuca,0,2022-10-14,https://www.goal.com/en/match/tigres-uanl-vs-pachuca/d1yrujg0aepdcb01yuufyu2hg,"[['Tigres', 'Draw', 'Pachuca'], ['311', '222', '124']]","{'Ball possession': ['49%', '51%'], 'Total shots': ['9', '10'], 'Corners': ['6', '5'], 'Fouls': ['8', '12']}"
First Division A,Belgium,Westerlo,2,Seraing,2,2022-10-14,https://www.goal.com/en/match/westerlo-vs-rfc-seraing/dd200jppjviray4jhs9meip78,"[['Westerlo', 'Draw', 'Seraing'], ['523', '486', '157']]","{'Ball possession': ['64.6%', '35.4%'], 'Total shots': ['10', '2'], 'Corners': ['5', '2'], 'Fouls': ['10', '10']}"
Liga Profesional Argentina,Argentina,Godoy Cruz,0,Argentinos,0,2022-10-14,https://www.goal.com/en/match/godoy-cruz-vs-argentinos-juniors/aj6r0bowwur3gtf2a5vhrhuz8,"[['Godoy Cruz', 'Draw', 'Argentinos'], ['153', '227', '234']]","{'Ball possession': ['37.7%', '62.3%'], 'Total shots': ['10', '18'], 'Corners': ['5', '7'], 'Fouls': ['10', '13']}"
Liga Profesional Argentina,Argentina,Lanús,0,Patronato,1,2022-10-14,https://www.goal.com/en/match/lanus-vs-patronato/aiyx8fq6b69ewue3b70586q6s,"[['Lanús', 'Draw', 'Patronato'], ['212', '199', '149']]","{'Ball possession': ['54%', '46%'], 'Total shots': ['15', '11'], 'Corners': ['5', '5'], 'Fouls': ['15', '17']}"
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,R. Central,1,2022-10-14,https://www.goal.com/en/match/atletico-tucuman-vs-rosario-central/aikqmpgr1hy1gtef5ofef4tn8,"[['Atl. Tucumán', 'Draw', 'R. Central'], ['412', '234', '178']]","{'Ball possession': ['66.1%', '33.9%'], 'Total shots': ['14', '5'], 'Corners': ['5', '4'], 'Fouls': ['12', '18']}"
Liga Profesional Argentina,Argentina,NOB,0,Tigre,2,2022-10-14,https://www.goal.com/en/match/newell-s-old-boys-vs-tigre/ajuizsqw805yw9dfh7nlkvok4,"[['NOB', 'Draw', 'Tigre'], ['207', '213', '222']]","{'Ball possession': ['66.8%', '33.2%'], 'Total shots': ['21', '7'], 'Corners': ['3', '2'], 'Fouls': ['12', '12']}"
Liga Profesional Argentina,Argentina,Colón,0,Racing Club,2,2022-10-14,https://www.goal.com/en/match/colon-vs-racing-club/air02iww0eqmacq7adaelhvdg,"[['Colón', 'Draw', 'Racing Club'], ['188', '227', '403']]","{'Ball possession': ['29.9%', '70.1%'], 'Total shots': ['8', '18'], 'Corners': ['2', '3'], 'Fouls': ['8', '7']}"
Superliga,Denmark,Lyngby,0,AaB,2,2022-10-14,https://www.goal.com/en/match/lyngby-vs-aab/5clkpzxe9hg7f1ac7m68hjs44,"[['Lyngby', 'Draw', 'AaB'], ['229', '439', '206']]","{'Ball possession': ['51.3%', '48.7%'], 'Total shots': ['22', '15'], 'Corners': ['5', '6'], 'Fouls': ['13', '9']}"
Primera A,Colombia,Junior,1,Magdalena,1,2022-10-14,https://www.goal.com/en/match/junior-vs-union-magdalena/21xvzdkbwqz9cg4yl1kpcgg7o,"[['Junior', 'Draw', 'Magdalena'], ['171', '152', '61']]","{'Ball possession': ['69%', '31%'], 'Total shots': ['10', '8'], 'Corners': ['6', '2'], 'Fouls': ['8', '15']}"
Primera A,Colombia,Once Caldas,1,Atl. Nacional,0,2022-10-14,https://www.goal.com/en/match/once-caldas-vs-atletico-nacional/221p7t3e9mr67i2rim1wdde6s,"[['Once Caldas', 'Draw', 'Atl. Nacional'], ['73', '167', '165']]","{'Ball possession': ['37.4%', '62.6%'], 'Total shots': ['5', '19'], 'Corners': ['0', '8'], 'Fouls': ['10', '8']}"
Primera División,Uruguay,Albion,0,Nacional,1,2022-10-14,https://www.goal.com/en/match/albion-vs-nacional/7k5nkd3zn6ywakkddzvhxbuvo,"[['Albion', 'Draw', 'Nacional'], ['28', '88', '92']]","{'Corners': ['2', '7'], 'Fouls': ['17', '10']}"
Primera División,Uruguay,Wanderers,2,Cerrito,1,2022-10-14,https://www.goal.com/en/match/wanderers-vs-cerrito/7jdynyfv2olt6kvjmzsr76fbo,"[['Wanderers', 'Draw', 'Cerrito'], ['75', '81', '41']]","{'Corners': ['4', '4'], 'Fouls': ['14', '5']}"
Premier League,Ukraine,Minai,1,Veres Rivne,1,2022-10-14,https://www.goal.com/en/match/minai-vs-veres-rivne/vmc46ashqystzjggj1jfd53o,[],{}
2. Bundesliga,Germany,Greuther Fürth,2,Rostock,2,2022-10-14,https://www.goal.com/en/match/greuther-fuerth-vs-hansa-rostock/44fsp9ox4prdrf0ze9nsxu1w4,"[['Greuther Fürth', 'Draw', 'Rostock'], ['427', '492', '187']]","{'Ball possession': ['57.8%', '42.2%'], 'Total shots': ['21', '12'], 'Corners': ['8', '4'], 'Fouls': ['10', '19']}"
2. Bundesliga,Germany,St. Pauli,3,Hamburg,0,2022-10-14,https://www.goal.com/en/match/st-pauli-vs-hamburger-sv/44j9bhg3bgafraham2h4148pg,"[['St. Pauli', 'Draw', 'Hamburg'], ['225', '555', '689']]","{'Ball possession': ['40.5%', '59.5%'], 'Total shots': ['22', '7'], 'Corners': ['7', '2'], 'Fouls': ['15', '5']}"
Ekstraklasa,Poland,Kielce,0,Stal Mielec,2,2022-10-14,https://www.goal.com/en/match/korona-kielce-vs-stal-mielec/deigwnqfpam8as8reksv6off8,"[['Kielce', 'Draw', 'Stal Mielec'], ['78', '191', '119']]","{'Corners': ['10', '2'], 'Fouls': ['29', '13']}"
Ekstraklasa,Poland,Wisła Płock,2,Legia,1,2022-10-14,https://www.goal.com/en/match/wisla-plock-vs-legia-warszawa/dffb102a9byu0khl5tjprljpw,"[['Wisła Płock', 'Draw', 'Legia'], ['123', '263', '187']]","{'Corners': ['4', '12'], 'Fouls': ['11', '20']}"
