Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Bournemouth,0,Southampton,1,2022-10-19,https://www.goal.com/en/match/afc-bournemouth-vs-southampton/7k25ahz5g6q17xpgymh9puihg,"[['Bournemouth', 'Draw', 'Southampton'], ['1442', '1723', '1126']]","{'Ball possession': ['53.5%', '46.5%'], 'Total shots': ['15', '9'], 'Corners': ['7', '3'], 'Fouls': ['8', '13']}"
Premier League,England,Brentford,0,Chelsea,0,2022-10-19,https://www.goal.com/en/match/brentford-vs-chelsea/7katrhxuegesndba2en673mz8,[],{}
Premier League,England,Liverpool,1,West Ham,0,2022-10-19,https://www.goal.com/en/match/liverpool-vs-west-ham-united/7kvlhvq8fqjjttfr6vhs4u7mc,"[['Liverpool', 'Draw', 'West Ham'], ['4886', '1584', '872']]","{'Ball possession': ['53.8%', '46.2%'], 'Total shots': ['22', '8'], 'Corners': ['8', '3'], 'Fouls': ['9', '8']}"
Premier League,England,Newcastle,1,Everton,0,2022-10-19,https://www.goal.com/en/match/newcastle-united-vs-everton/7l349e6uxkopqw9i97byd0j6c,"[['Newcastle', 'Draw', 'Everton'], ['2294', '1497', '764']]","{'Ball possession': ['49.8%', '50.2%'], 'Total shots': ['16', '1'], 'Corners': ['8', '2'], 'Fouls': ['9', '12']}"
Premier League,England,Man Utd,2,Tottenham,0,2022-10-19,https://www.goal.com/en/match/manchester-united-vs-tottenham-hotspur/7kzeb4lte1dh4r9cutd3lyj2s,"[['Man Utd', 'Draw', 'Tottenham'], ['6928', '2617', '2893']]","{'Ball possession': ['51.9%', '48.1%'], 'Total shots': ['28', '9'], 'Corners': ['8', '3'], 'Fouls': ['7', '7']}"
La Liga,Spain,Cádiz,0,Betis,0,2022-10-19,https://www.goal.com/en/match/cadiz-vs-real-betis/9eukah40ruj4w22a0pk12ekno,"[['Cádiz', 'Draw', 'Betis'], ['457', '1498', '2053']]","{'Ball possession': ['40.1%', '59.9%'], 'Total shots': ['13', '12'], 'Corners': ['4', '9'], 'Fouls': ['15', '7']}"
La Liga,Spain,Valladolid,4,Celta Vigo,1,2022-10-19,https://www.goal.com/en/match/real-valladolid-vs-celta-de-vigo/9eyahoggkv79qdrfuhl8zqsk4,"[['Valladolid', 'Draw', 'Celta Vigo'], ['560', '1231', '904']]","{'Ball possession': ['37.7%', '62.3%'], 'Total shots': ['9', '22'], 'Corners': ['3', '7'], 'Fouls': ['12', '11']}"
La Liga,Spain,Real Sociedad,1,Mallorca,0,2022-10-19,https://www.goal.com/en/match/real-sociedad-vs-mallorca/9f23sfu9xhyqxi0oh9mhs3pxw,"[['Real Sociedad', 'Draw', 'Mallorca'], ['2047', '1122', '390']]","{'Ball possession': ['51.6%', '48.4%'], 'Total shots': ['14', '12'], 'Corners': ['10', '7'], 'Fouls': ['18', '9']}"
La Liga,Spain,Elche,0,Real Madrid,3,2022-10-19,https://www.goal.com/en/match/elche-vs-real-madrid/9eftya1tgra84mxwb5qb2lwk4,"[['Elche', 'Draw', 'Real Madrid'], ['455', '1171', '3772']]","{'Ball possession': ['38%', '62%'], 'Total shots': ['10', '10'], 'Corners': ['8', '2'], 'Fouls': ['14', '10']}"
Championship,England,Birmingham,1,Burnley,1,2022-10-19,https://www.goal.com/en/match/birmingham-city-vs-burnley/5tylnevdbgfj4k4ej8a4qcyz8,"[['Birmingham', 'Draw', 'Burnley'], ['289', '752', '869']]","{'Ball possession': ['31.1%', '68.9%'], 'Total shots': ['14', '9'], 'Corners': ['8', '4'], 'Fouls': ['13', '11']}"
Championship,England,Blackpool,1,Hull,3,2022-10-19,https://www.goal.com/en/match/blackpool-vs-hull-city/5u25v1jnzvyldpwgxb1672eqc,"[['Blackpool', 'Draw', 'Hull'], ['467', '580', '256']]","{'Ball possession': ['49.8%', '50.2%'], 'Total shots': ['8', '11'], 'Corners': ['2', '4'], 'Fouls': ['13', '15']}"
Championship,England,Coventry,1,Sheff Utd,0,2022-10-19,https://www.goal.com/en/match/coventry-city-vs-sheffield-united/5u5oiibzo18wtsabdlk12pt78,"[['Coventry', 'Draw', 'Sheff Utd'], ['257', '639', '706']]","{'Ball possession': ['47.7%', '52.3%'], 'Total shots': ['8', '18'], 'Corners': ['4', '10'], 'Fouls': ['14', '7']}"
Championship,England,QPR,3,Cardiff,0,2022-10-19,https://www.goal.com/en/match/queens-park-rangers-vs-cardiff-city/5ucqkork8xwz66ktebjqquntg,"[['QPR', 'Draw', 'Cardiff'], ['680', '612', '268']]","{'Ball possession': ['70%', '30%'], 'Total shots': ['22', '4'], 'Corners': ['6', '2'], 'Fouls': ['16', '11']}"
Championship,England,Wigan,1,Middlesbrough,4,2022-10-19,https://www.goal.com/en/match/wigan-athletic-vs-middlesbrough/5ug9zmy285f2rk3fg5m8piolw,"[['Wigan', 'Draw', 'Middlesbrough'], ['442', '670', '331']]","{'Ball possession': ['58.5%', '41.5%'], 'Total shots': ['10', '16'], 'Corners': ['4', '4'], 'Fouls': ['7', '11']}"
Championship,England,Millwall,3,Watford,0,2022-10-19,https://www.goal.com/en/match/millwall-vs-watford/5u96pu454ui4exkogt03fsbv8,"[['Millwall', 'Draw', 'Watford'], ['330', '751', '562']]","{'Ball possession': ['33.9%', '66.1%'], 'Total shots': ['12', '12'], 'Corners': ['2', '5'], 'Fouls': ['12', '10']}"
