Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
League Cup,England,Arsenal,1,Brighton,3,2022-11-09,https://www.goal.com/en/match/arsenal-vs-brighton-and-hove-albion/a64zm1d2snwdacsjq2fqifyfo,"[['Arsenal', 'Draw', 'Brighton'], ['4196', '1313', '670']]","{'Ball possession': ['56.7%', '43.3%'], 'Total shots': ['22', '13'], 'Corners': ['8', '2'], 'Fouls': ['13', '8']}"
League Cup,England,Newcastle,0,Crystal Palace,0,2022-11-09,https://www.goal.com/en/match/newcastle-united-vs-crystal-palace/a5ybxyts7l27aov6px4vk5dzo,"[['Newcastle', 'Draw', 'Crystal Palace'], ['1851', '917', '395']]","{'Ball possession': ['65.9%', '34.1%'], 'Total shots': ['13', '6'], 'Corners': ['4', '5'], 'Fouls': ['12', '14']}"
League Cup,England,Nottm Forest,2,Tottenham,0,2022-11-09,https://www.goal.com/en/match/nottingham-forest-vs-tottenham-hotspur/a53479s5qlby7yyrydoohjlsk,"[['Nottm Forest', 'Draw', 'Tottenham'], ['438', '881', '1990']]","{'Ball possession': ['40.9%', '59.1%'], 'Total shots': ['14', '9'], 'Corners': ['9', '8'], 'Fouls': ['14', '16']}"
League Cup,England,Southampton,1,Sheff Wed,1,2022-11-09,https://www.goal.com/en/match/southampton-vs-sheffield-wednesday/a61op604nhoyuysg6invtm3v8,"[['Southampton', 'Draw', 'Sheff Wed'], ['723', '574', '280']]","{'Ball possession': ['62.2%', '37.8%'], 'Total shots': ['18', '12'], 'Corners': ['5', '2'], 'Fouls': ['12', '12']}"
League Cup,England,West Ham,2,Blackburn,2,2022-11-09,https://www.goal.com/en/match/west-ham-united-vs-blackburn-rovers/a4wdb818oujnwfgf87vcbixp0,"[['West Ham', 'Draw', 'Blackburn'], ['1091', '636', '271']]","{'Ball possession': ['52.1%', '47.9%'], 'Total shots': ['22', '6'], 'Corners': ['15', '5'], 'Fouls': ['9', '9']}"
League Cup,England,Wolves,1,Leeds,0,2022-11-09,https://www.goal.com/en/match/wolverhampton-wanderers-vs-leeds-united/a4zqcoz9wi7t3rmpl43gljuhg,"[['Wolves', 'Draw', 'Leeds'], ['569', '723', '614']]","{'Ball possession': ['48.2%', '51.8%'], 'Total shots': ['12', '10'], 'Corners': ['7', '8'], 'Fouls': ['9', '9']}"
League Cup,England,Liverpool,0,Derby,0,2022-11-09,https://www.goal.com/en/match/liverpool-vs-derby-county/a5dicuab0aagrj04bxz8hyfx0,"[['Liverpool', 'Draw', 'Derby'], ['3262', '814', '414']]","{'Ball possession': ['73.9%', '26.1%'], 'Total shots': ['19', '6'], 'Corners': ['7', '3'], 'Fouls': ['3', '6']}"
League Cup,England,Man City,2,Chelsea,0,2022-11-09,https://www.goal.com/en/match/manchester-city-vs-chelsea/a5o0drqskk4dqzwjv5bvjcoic,"[['Man City', 'Draw', 'Chelsea'], ['4331', '1365', '2373']]","{'Ball possession': ['55%', '45%'], 'Total shots': ['18', '15'], 'Corners': ['9', '6'], 'Fouls': ['13', '9']}"
La Liga,Spain,Almería,1,Getafe,0,2022-11-09,https://www.goal.com/en/match/almeria-vs-getafe/9iydmsi8kx1i6xjjdjmn2vtp0,"[['Almería', 'Draw', 'Getafe'], ['567', '911', '576']]","{'Ball possession': ['54.7%', '45.3%'], 'Total shots': ['8', '11'], 'Corners': ['7', '6'], 'Fouls': ['17', '8']}"
La Liga,Spain,Sevilla,1,Real Sociedad,2,2022-11-09,https://www.goal.com/en/match/sevilla-vs-real-sociedad/9jn7lfoq9warzn5xe40nssp3o,"[['Sevilla', 'Draw', 'Real Sociedad'], ['949', '1201', '846']]","{'Ball possession': ['31.5%', '68.5%'], 'Total shots': ['6', '17'], 'Corners': ['2', '1'], 'Fouls': ['9', '12']}"
