Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Leeds,0,Man Utd,2,2023-02-12,https://www.goal.com/en/match/leeds-united-vs-manchester-united/7wo4fw5hxyfqkcvt77lsugq38,"[['Leeds', 'Draw', 'Man Utd'], ['1209', '1709', '6251']]","{'Ball possession': ['33%', '67%'], 'Total shots': ['16', '11'], 'Corners': ['7', '3'], 'Fouls': ['10', '13']}"
Premier League,England,Man City,3,Aston Villa,1,2023-02-12,https://www.goal.com/en/match/manchester-city-vs-aston-villa/7wzz0g4na4qou8jm3dxcwymfo,"[['Man City', 'Draw', 'Aston Villa'], ['3725', '1418', '1134']]","{'Ball possession': ['67.2%', '32.8%'], 'Total shots': ['17', '6'], 'Corners': ['8', '4'], 'Fouls': ['13', '14']}"
La Liga,Spain,Getafe,1,Vallecano,1,2023-02-12,https://www.goal.com/en/match/getafe-vs-rayo-vallecano/9qayqf4aelsk9a2218puq6iok,"[['Getafe', 'Draw', 'Vallecano'], ['547', '976', '739']]","{'Ball possession': ['42.4%', '57.6%'], 'Total shots': ['13', '19'], 'Corners': ['5', '6'], 'Fouls': ['21', '19']}"
La Liga,Spain,Celta Vigo,0,Atlético,1,2023-02-12,https://www.goal.com/en/match/celta-de-vigo-vs-atletico-madrid/9qvr9shwj3b502jbxdmqosnis,"[['Celta Vigo', 'Draw', 'Atlético'], ['407', '1152', '1595']]","{'Ball possession': ['47%', '53%'], 'Total shots': ['14', '10'], 'Corners': ['7', '5'], 'Fouls': ['10', '13']}"
La Liga,Spain,Valladolid,0,Osasuna,0,2023-02-12,https://www.goal.com/en/match/real-valladolid-vs-osasuna/9raw7g8vguql78gzswum05ces,"[['Valladolid', 'Draw', 'Osasuna'], ['553', '958', '630']]","{'Ball possession': ['50.4%', '49.6%'], 'Total shots': ['18', '15'], 'Corners': ['10', '4'], 'Fouls': ['13', '16']}"
La Liga,Spain,Villarreal,0,Barcelona,1,2023-02-12,https://www.goal.com/en/match/villarreal-vs-barcelona/9qzvnaazm4f8ra0gz6kwy074k,"[['Villarreal', 'Draw', 'Barcelona'], ['651', '1219', '3625']]","{'Ball possession': ['53.5%', '46.5%'], 'Total shots': ['11', '6'], 'Corners': ['6', '2'], 'Fouls': ['22', '18']}"
Serie A,Italy,Udinese,2,Sassuolo,2,2023-02-12,https://www.goal.com/en/match/udinese-vs-sassuolo/56d4z4lnj3gvlkbwky12rnt3o,"[['Udinese', 'Draw', 'Sassuolo'], ['636', '748', '460']]","{'Ball possession': ['47.3%', '52.7%'], 'Total shots': ['17', '6'], 'Corners': ['10', '7'], 'Fouls': ['12', '8']}"
Serie A,Italy,Bologna,0,Monza,1,2023-02-12,https://www.goal.com/en/match/bologna-vs-monza/55gdcklry7b4uub6a8ff7ce8k,"[['Bologna', 'Draw', 'Monza'], ['836', '877', '381']]","{'Ball possession': ['62.9%', '37.1%'], 'Total shots': ['13', '5'], 'Corners': ['3', '2'], 'Fouls': ['15', '18']}"
Serie A,Italy,Juventus,1,Fiorentina,0,2023-02-12,https://www.goal.com/en/match/juventus-vs-fiorentina/55qjgwgxqm5p57ogn56dexqfo,"[['Juventus', 'Draw', 'Fiorentina'], ['1678', '1016', '386']]","{'Ball possession': ['44.4%', '55.6%'], 'Total shots': ['7', '11'], 'Corners': ['5', '6'], 'Fouls': ['11', '17']}"
Serie A,Italy,Napoli,3,Cremonese,0,2023-02-12,https://www.goal.com/en/match/napoli-vs-cremonese/564gpw5gjzqnycg7t7205vyms,"[['Napoli', 'Draw', 'Cremonese'], ['1987', '872', '305']]","{'Ball possession': ['66.3%', '33.7%'], 'Total shots': ['15', '6'], 'Corners': ['9', '7'], 'Fouls': ['7', '7']}"
