Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
La Liga,Spain,Mallorca,3,Vallecano,0,2023-06-04,https://www.goal.com/en/match/mallorca-vs-rayo-vallecano/a8u3fkh342ys0646w3tl8ja50,"[['Mallorca', 'Draw', 'Vallecano'], ['720', '889', '455']]","{'Ball possession': ['47.3%', '52.7%'], 'Total shots': ['8', '21'], 'Corners': ['2', '6'], 'Fouls': ['14', '15']}"
La Liga,Spain,Osasuna,2,Girona,1,2023-06-04,https://www.goal.com/en/match/osasuna-vs-girona/a9qmffv1m3a2keukqmlkim8es,"[['Osasuna', 'Draw', 'Girona'], ['561', '671', '308']]","{'Ball possession': ['36.8%', '63.2%'], 'Total shots': ['14', '11'], 'Corners': ['5', '2'], 'Fouls': ['12', '9']}"
La Liga,Spain,Real Madrid,1,Athletic Club,1,2023-06-04,https://www.goal.com/en/match/real-madrid-vs-athletic-club/a93lyhitfs80r2b3vstcs7yfo,"[['Real Madrid', 'Draw', 'Athletic Club'], ['2260', '837', '327']]","{'Ball possession': ['64.3%', '35.7%'], 'Total shots': ['9', '15'], 'Corners': ['5', '6'], 'Fouls': ['11', '14']}"
La Liga,Spain,Real Sociedad,2,Sevilla,1,2023-06-04,https://www.goal.com/en/match/real-sociedad-vs-sevilla/a8ztekhliejrtmu5cdawwzi1g,"[['Real Sociedad', 'Draw', 'Sevilla'], ['786', '743', '495']]","{'Ball possession': ['55.7%', '44.3%'], 'Total shots': ['17', '9'], 'Corners': ['5', '2'], 'Fouls': ['10', '13']}"
La Liga,Spain,Villarreal,2,Atlético,2,2023-06-04,https://www.goal.com/en/match/villarreal-vs-atletico-madrid/a97grvqtwpnd9qkqmwas3k4d0,"[['Villarreal', 'Draw', 'Atlético'], ['572', '1015', '956']]","{'Ball possession': ['66.2%', '33.8%'], 'Total shots': ['22', '9'], 'Corners': ['13', '2'], 'Fouls': ['9', '12']}"
La Liga,Spain,Betis,1,Valencia,1,2023-06-04,https://www.goal.com/en/match/real-betis-vs-valencia/a8q8m9vnlhsha516w7fyo4idw,"[['Betis', 'Draw', 'Valencia'], ['794', '877', '495']]","{'Ball possession': ['61.1%', '38.9%'], 'Total shots': ['8', '10'], 'Corners': ['5', '4'], 'Fouls': ['11', '11']}"
La Liga,Spain,Celta Vigo,2,Barcelona,1,2023-06-04,https://www.goal.com/en/match/celta-de-vigo-vs-barcelona/a9bgdzc5vwjx2v58g4p9qv190,"[['Celta Vigo', 'Draw', 'Barcelona'], ['537', '946', '1887']]","{'Ball possession': ['27.3%', '72.7%'], 'Total shots': ['12', '9'], 'Corners': ['2', '4'], 'Fouls': ['13', '9']}"
La Liga,Spain,Elche,1,Cádiz,1,2023-06-04,https://www.goal.com/en/match/elche-vs-cadiz/a9j3gtcv2tibrzq364q34yplg,"[['Elche', 'Draw', 'Cádiz'], ['446', '759', '473']]","{'Ball possession': ['67.4%', '32.6%'], 'Total shots': ['12', '14'], 'Corners': ['7', '5'], 'Fouls': ['18', '8']}"
La Liga,Spain,Espanyol,3,Almería,3,2023-06-04,https://www.goal.com/en/match/espanyol-vs-almeria/a9ms6r5hfktbte7kbibx1xgd0,"[['Espanyol', 'Draw', 'Almería'], ['562', '748', '401']]","{'Ball possession': ['63.2%', '36.8%'], 'Total shots': ['12', '11'], 'Corners': ['7', '6'], 'Fouls': ['11', '12']}"
La Liga,Spain,Valladolid,0,Getafe,0,2023-06-04,https://www.goal.com/en/match/real-valladolid-vs-getafe/a9fb0n680wy1u9ov2ib7s7pqs,"[['Valladolid', 'Draw', 'Getafe'], ['606', '612', '356']]","{'Ball possession': ['79.5%', '20.5%'], 'Total shots': ['15', '4'], 'Corners': ['8', '1'], 'Fouls': ['9', '25']}"
Serie A,Italy,Napoli,2,Sampdoria,0,2023-06-04,https://www.goal.com/en/match/napoli-vs-sampdoria/5m24kqhlh2b891pcbyyxduo0k,"[['Napoli', 'Draw', 'Sampdoria'], ['969', '584', '268']]","{'Ball possession': ['73.1%', '26.9%'], 'Total shots': ['21', '6'], 'Corners': ['11', '0'], 'Fouls': ['7', '7']}"
Serie A,Italy,Atalanta,5,Monza,2,2023-06-04,https://www.goal.com/en/match/atalanta-vs-monza/5lpjkifliogqv9yhkwxc01fro,"[['Atalanta', 'Draw', 'Monza'], ['786', '616', '251']]","{'Ball possession': ['38.8%', '61.2%'], 'Total shots': ['20', '8'], 'Corners': ['5', '1'], 'Fouls': ['13', '8']}"
Serie A,Italy,Lecce,2,Bologna,3,2023-06-04,https://www.goal.com/en/match/lecce-vs-bologna/5m9f73wxx5k1gydmq4h21ayhg,"[['Lecce', 'Draw', 'Bologna'], ['361', '708', '499']]","{'Ball possession': ['38.7%', '61.3%'], 'Total shots': ['20', '11'], 'Corners': ['7', '2'], 'Fouls': ['11', '9']}"
Serie A,Italy,Milan,3,Verona,1,2023-06-04,https://www.goal.com/en/match/milan-vs-hellas-verona/5mgi5lf9jjav4bkca6y24veac,"[['Milan', 'Draw', 'Verona'], ['1236', '657', '247']]","{'Ball possession': ['78.8%', '21.2%'], 'Total shots': ['14', '6'], 'Corners': ['7', '1'], 'Fouls': ['5', '18']}"
Serie A,Italy,Roma,2,Spezia,1,2023-06-04,https://www.goal.com/en/match/roma-vs-spezia/5m5uku7uakk79a6nz93iptm38,"[['Roma', 'Draw', 'Spezia'], ['997', '664', '262']]","{'Ball possession': ['68.8%', '31.2%'], 'Total shots': ['19', '8'], 'Corners': ['6', '2'], 'Fouls': ['14', '17']}"
