Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Champions League,Europe,Antwerp,1,AEK,0,2023-08-22,https://www.goal.com/en/match/antwerp-vs-aek-athens/7ten3jlwsp2sobjrs6i1e579w,"[['Antwerp', 'Draw', 'AEK'], ['719', '972', '944']]","{'Ball possession': ['36%', '64%'], 'Total shots': ['7', '23'], 'Corners': ['2', '11'], 'Fouls': ['11', '17']}"
UEFA Champions League,Europe,Raków,0,København,1,2023-08-22,https://www.goal.com/en/match/rakow-czestochowa-vs-kobenhavn/1ksacuycwnmomzlrh5o0uqwpg,"[['Raków', 'Draw', 'København'], ['481', '1063', '1268']]","{'Ball possession': ['52.1%', '47.9%'], 'Total shots': ['9', '4'], 'Corners': ['3', '0'], 'Fouls': ['8', '7']}"
UEFA Champions League,Europe,Rangers,2,PSV,2,2023-08-22,https://www.goal.com/en/match/rangers-vs-psv/efrbhx1h5gyc1ww2eyb1ddq1g,"[['Rangers', 'Draw', 'PSV'], ['573', '960', '1487']]","{'Ball possession': ['30.7%', '69.3%'], 'Total shots': ['11', '19'], 'Corners': ['5', '10'], 'Fouls': ['14', '6']}"
Serie A,Brazil,Goiás,1,Paranaense,1,2023-08-22,https://www.goal.com/en/match/goias-vs-athletico-paranaense/coqkgq7lk5ydrxle8klqvzjtg,"[['Goiás', 'Draw', 'Paranaense'], ['122', '214', '198']]","{'Ball possession': ['46.1%', '53.9%'], 'Total shots': ['13', '14'], 'Corners': ['4', '7'], 'Fouls': ['15', '16']}"
Liga Profesional Argentina,Argentina,Huracán,2,Banfield,0,2023-08-22,https://www.goal.com/en/match/huracan-vs-banfield/arxhemv6iuucj5eg4vku1jk7o,"[['Huracán', 'Draw', 'Banfield'], ['179', '120', '90']]","{'Ball possession': ['66.6%', '33.4%'], 'Total shots': ['17', '3'], 'Corners': ['4', '1'], 'Fouls': ['10', '15']}"
Liga Profesional Argentina,Argentina,NOB,2,Córdoba SdE,0,2023-08-22,https://www.goal.com/en/match/newell-s-old-boys-vs-central-cordoba-sde/asra8b60j1qxqcn26r3o0vjtg,"[['NOB', 'Draw', 'Córdoba SdE'], ['197', '139', '68']]","{'Ball possession': ['45.5%', '54.5%'], 'Total shots': ['14', '5'], 'Corners': ['9', '2'], 'Fouls': ['15', '9']}"
AFC Champions League,Asia,Incheon Utd,3,Hai Phong,1,2023-08-22,https://www.goal.com/en/match/incheon-united-vs-hai-phong/7guqhygqe7a1h1o4okmesktg4,"[['Incheon Utd', 'Draw', 'Hai Phong'], ['217', '157', '69']]","{'Ball possession': ['66.7%', '33.3%'], 'Total shots': ['3', '1']}"
AFC Champions League,Asia,Urawa,3,Lee Man,0,2023-08-22,https://www.goal.com/en/match/urawa-reds-vs-lee-man/7h84soceokib789tcclmycmc4,"[['Urawa', 'Draw', 'Lee Man'], ['371', '185', '121']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['3', '0'], 'Corners': ['7', '3'], 'Fouls': ['12', '2']}"
AFC Champions League,Asia,Port,2,BGPU,3,2023-08-22,https://www.goal.com/en/match/shanghai-port-vs-bg-pathum-united/7hv34ep0hgs6wvwyd53rrtkwk,"[['Port', 'Draw', 'BGPU'], ['333', '223', '232']]","{'Ball possession': ['33.3%', '66.7%'], 'Total shots': ['2', '3']}"
AFC Champions League,Asia,Zhejiang,1,Port,0,2023-08-22,https://www.goal.com/en/match/zhejiang-vs-port/7hlkhh71l1a2w3z3n233571uc,"[['Zhejiang', 'Draw', 'Port'], ['215', '190', '174']]","{'Ball possession': ['100%', '0%'], 'Total shots': ['1', '0']}"
AFC Champions League,Asia,Wakrah,0,Navbahor,1,2023-08-22,https://www.goal.com/en/match/al-wakrah-vs-navbahor/7glcrlnyxp0zlktauyzivjqxg,"[['Wakrah', 'Draw', 'Navbahor'], ['128', '157', '95']]","{'Ball possession': ['56.4%', '43.6%'], 'Total shots': ['12', '13'], 'Corners': ['5', '5'], 'Fouls': ['16', '27']}"
AFC Champions League,Asia,Tractor,1,Sharjah,3,2023-08-22,https://www.goal.com/en/match/tractor-vs-sharjah/7fucpkfldisaysmk2jzhj8f84,"[['Tractor', 'Draw', 'Sharjah'], ['69', '134', '140']]","{'Ball possession': ['33.3%', '66.7%'], 'Total shots': ['1', '3']}"
AFC Champions League,Asia,Nassr,4,Shabab Al Ahli,2,2023-08-22,https://www.goal.com/en/match/al-nassr-vs-shabab-al-ahli/7fd692elc83bah1ng5lbmd3pw,"[['Nassr', 'Draw', 'Shabab Al Ahli'], ['1284', '480', '362']]","{'Ball possession': ['66.7%', '33.3%'], 'Total shots': ['4', '2'], 'Corners': ['9', '2'], 'Fouls': ['7', '18']}"
AFC Champions League,Asia,Arabi,0,AGMK,1,2023-08-22,https://www.goal.com/en/match/al-arabi-vs-agmk/7g7wjsbqdprc43zsl4vupnqc4,"[['Arabi', 'Draw', 'AGMK'], ['200', '169', '78']]","{'Ball possession': ['53.8%', '46.2%'], 'Total shots': ['17', '9'], 'Corners': ['6', '4'], 'Fouls': ['8', '9']}"
Primera A,Colombia,Bucaramanga,1,Águilas D,1,2023-08-22,https://www.goal.com/en/match/atletico-bucaramanga-vs-aguilas-doradas/5fl6y6f3uwq3njnvsx1y95n9w,"[['Bucaramanga', 'Draw', 'Águilas D'], ['69', '88', '49']]","{'Ball possession': ['60.7%', '39.3%'], 'Total shots': ['19', '14'], 'Corners': ['6', '4'], 'Fouls': ['11', '7']}"
Primera A,Colombia,Cali,N/A,Dep. Tolima,N/A,2023-08-22,https://www.goal.com/en/match/deportivo-cali-vs-deportes-tolima/5eu1kpctw4un95g5lhknqeb6c,[],{}
Primera A,Colombia,Millonarios,2,Once Caldas,1,2023-08-22,https://www.goal.com/en/match/millonarios-vs-once-caldas/5f469pnmzk4kfyt0fx83jih3o,"[['Millonarios', 'Draw', 'Once Caldas'], ['121', '108', '46']]","{'Ball possession': ['60.5%', '39.5%'], 'Total shots': ['14', '11'], 'Corners': ['4', '3'], 'Fouls': ['17', '7']}"
Super League,Malaysia,Pulau Pinang,1,Kedah,2,2023-08-22,https://www.goal.com/en/match/pulau-pinang-vs-kedah/e3as5ssne0i3gy7q14ftepx5g,[],{}
League One,Scotland,Falkirk,3,Stirling,0,2023-08-22,https://www.goal.com/en/match/falkirk-vs-stirling-albion/4gbvjn7ka1wzytcare05uo5xw,"[['Falkirk', 'Draw', 'Stirling'], ['185', '174', '81']]","{'Ball possession': ['65%', '35%'], 'Total shots': ['12', '3'], 'Corners': ['10', '2'], 'Fouls': ['11', '11']}"
Primera Nacional,Argentina,San Martín SJ,0,SM Tucumán,0,2023-08-22,https://www.goal.com/en/match/san-martin-san-juan-vs-san-martin-tucuman/32c1zng87z748o95zhnqr7nkk,[],{}
Primera Nacional,Argentina,Gim Mendoza,1,Estudiantes RC,0,2023-08-22,https://www.goal.com/en/match/gimnasia-mendoza-vs-estudiantes-rio-cuarto/31elp65uoj05xyit2tqhofbx0,[],{}
Primera Nacional,Argentina,Güemes,0,Almirante Br,0,2023-08-22,https://www.goal.com/en/match/club-atletico-gueemes-vs-almirante-brown/30s90lzmf7wf5nkkj0b9m7pck,[],{}
AFC Cup,Asia,Khujand,1,Merw,2,2023-08-22,https://www.goal.com/en/match/khujand-vs-merw/5njz8cmx6b7985nv9fkq56zh0,[],{}
AFC Cup,Asia,Mohun Bagan,3,Abahani Dhaka,1,2023-08-22,https://www.goal.com/en/match/mohun-bagan-vs-abahani-dhaka/5n6m9ao8lvhad7qm3ukk28d1w,[],{}
AFC Cup,Asia,Ahli Halab,2,Shabab Khaleel,1,2023-08-22,https://www.goal.com/en/match/ahli-halab-vs-shabab-al-khaleel/5oxpnq7mefnt6kon0otcuem8k,[],{}
AFC Cup,Asia,Khalidiya,2,Nahda,3,2023-08-22,https://www.goal.com/en/match/khalidiya-vs-al-nahda/5mtyy6fm87raqk2sej0gh9y50,"[['Khalidiya', 'Draw', 'Nahda'], ['38', '52', '23']]","{'Corners': ['4', '3'], 'Fouls': ['12', '6']}"
AFF U23 Championship,Asia,Timor-Leste,1,Malaysia,3,2023-08-22,https://www.goal.com/en/match/timor-leste-u23-vs-malaysia-u23/cdv3nbkx3kc8e0dym8hc1vkk,"[['Timor-Leste', 'Draw', 'Malaysia'], ['35', '73', '89']]","{'Corners': ['5', '3'], 'Fouls': ['12', '10']}"
