Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Bournemouth,0,Brighton,2,2023-04-04,https://www.goal.com/en/match/afc-bournemouth-vs-brighton-and-hove-albion/7ejkkrfda38qjdnmcbwplf66s,"[['Bournemouth', 'Draw', 'Brighton'], ['749', '1402', '2200']]","{'Ball possession': ['36.7%', '63.3%'], 'Total shots': ['14', '16'], 'Corners': ['5', '5'], 'Fouls': ['11', '5']}"
Premier League,England,Leeds,2,Nottm Forest,1,2023-04-04,https://www.goal.com/en/match/leeds-united-vs-nottingham-forest/7eyflh07pvmpsl4gikocglt04,"[['Leeds', 'Draw', 'Nottm Forest'], ['1364', '1187', '712']]","{'Ball possession': ['62.4%', '37.6%'], 'Total shots': ['21', '13'], 'Corners': ['11', '4'], 'Fouls': ['11', '13']}"
Premier League,England,Leicester,1,Aston Villa,2,2023-04-04,https://www.goal.com/en/match/leicester-city-vs-aston-villa/7f24hx2we11zxgsvmxop1hdzo,"[['Leicester', 'Draw', 'Aston Villa'], ['1124', '1455', '1625']]","{'Ball possession': ['35.9%', '64.1%'], 'Total shots': ['9', '15'], 'Corners': ['4', '8'], 'Fouls': ['10', '14']}"
Premier League,England,Chelsea,0,Liverpool,0,2023-04-04,https://www.goal.com/en/match/chelsea-vs-liverpool/7fyo4rhkdmonwjjdqgiqv23o4,"[['Chelsea', 'Draw', 'Liverpool'], ['2984', '2046', '3575']]","{'Ball possession': ['49.6%', '50.4%'], 'Total shots': ['12', '7'], 'Corners': ['3', '5'], 'Fouls': ['6', '17']}"
Liga Profesional Argentina,Argentina,Belgrano,0,Sarmiento,0,2023-04-04,https://www.goal.com/en/match/belgrano-vs-sarmiento/1wujuml653j3g6xemiq49en84,"[['Belgrano', 'Draw', 'Sarmiento'], ['207', '161', '91']]","{'Ball possession': ['65.8%', '34.2%'], 'Total shots': ['18', '8'], 'Corners': ['9', '2'], 'Fouls': ['11', '18']}"
Liga Profesional Argentina,Argentina,Córdoba SdE,1,Arsenal,0,2023-04-04,https://www.goal.com/en/match/central-cordoba-sde-vs-arsenal/1wjsu7fhaspz779gde0pdv0no,"[['Córdoba SdE', 'Draw', 'Arsenal'], ['149', '155', '126']]","{'Ball possession': ['34.5%', '65.5%'], 'Total shots': ['14', '7'], 'Corners': ['6', '4'], 'Fouls': ['4', '11']}"
DFB Pokal,Germany,Frankfurt,2,Union Berlin,0,2023-04-04,https://www.goal.com/en/match/eintracht-frankfurt-vs-union-berlin/5xkqaiuv333jdxakgurrchwd0,"[['Frankfurt', 'Draw', 'Union Berlin'], ['848', '941', '796']]","{'Ball possession': ['60.9%', '39.1%'], 'Total shots': ['9', '12'], 'Corners': ['6', '6'], 'Fouls': ['9', '13']}"
DFB Pokal,Germany,Bayern München,1,Freiburg,2,2023-04-04,https://www.goal.com/en/match/bayern-muenchen-vs-freiburg/7b3dc1am2jzpbqyy1l5m5xo9g,"[['Bayern München', 'Draw', 'Freiburg'], ['1815', '821', '313']]","{'Ball possession': ['67.4%', '32.6%'], 'Total shots': ['16', '10'], 'Corners': ['9', '1'], 'Fouls': ['15', '10']}"
Copa del Rey,Spain,Athletic Club,1,Osasuna,1,2023-04-04,https://www.goal.com/en/match/athletic-club-vs-osasuna/4v424ecl1wuk4myyqsqvkknx0,"[['Athletic Club', 'Draw', 'Osasuna'], ['1004', '837', '428']]","{'Ball possession': ['61.7%', '38.3%'], 'Total shots': ['23', '8'], 'Corners': ['18', '0'], 'Fouls': ['21', '21']}"
Coppa Italia,Italy,Juventus,1,Inter,1,2023-04-04,https://www.goal.com/en/match/juventus-vs-internazionale/2p4zisln791vhqbzq7xslqfis,"[['Juventus', 'Draw', 'Inter'], ['1927', '1213', '925']]","{'Ball possession': ['38.3%', '61.7%'], 'Total shots': ['10', '12'], 'Corners': ['4', '3'], 'Fouls': ['9', '15']}"
Cup,Turkey,Ankaragücü,3,Trabzonspor,1,2023-04-04,https://www.goal.com/en/match/ankaraguecue-vs-trabzonspor/alm10orjit8jw9svfls1g1i50,"[['Ankaragücü', 'Draw', 'Trabzonspor'], ['114', '357', '367']]","{'Total shots': ['3', '1'], 'Corners': ['8', '1'], 'Fouls': ['10', '16']}"
