Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
Premier League,England,Chelsea,0,Fulham,0,2023-02-03,https://www.goal.com/en/match/chelsea-vs-fulham/7vfh6ziu9chx501cdmzg5oums,"[['Chelsea', 'Draw', 'Fulham'], ['6134', '1943', '1254']]","{'Ball possession': ['66.9%', '33.1%'], 'Total shots': ['12', '10'], 'Corners': ['6', '2'], 'Fouls': ['16', '12']}"
La Liga,Spain,Athletic Club,4,Cádiz,1,2023-02-03,https://www.goal.com/en/match/athletic-club-vs-cadiz/9p8xdu8knf6l9oriyvzx6usk4,"[['Athletic Club', 'Draw', 'Cádiz'], ['1828', '1282', '476']]","{'Ball possession': ['42.3%', '57.7%'], 'Total shots': ['17', '15'], 'Corners': ['0', '3'], 'Fouls': ['14', '12']}"
Bundesliga,Germany,Augsburg,1,Leverkusen,0,2023-02-03,https://www.goal.com/en/match/augsburg-vs-bayer-leverkusen/dqm3aw8g5vjzv8m4zevzchdec,"[['Augsburg', 'Draw', 'Leverkusen'], ['626', '1360', '1946']]","{'Ball possession': ['40.3%', '59.7%'], 'Total shots': ['10', '13'], 'Corners': ['2', '1'], 'Fouls': ['14', '8']}"
Championship,England,West Bromwich,1,Coventry,0,2023-02-03,https://www.goal.com/en/match/west-bromwich-albion-vs-coventry-city/6bht2tr9bwz9u8t95hazrx05w,"[['West Bromwich', 'Draw', 'Coventry'], ['1271', '986', '359']]","{'Ball possession': ['53%', '47%'], 'Total shots': ['16', '10'], 'Corners': ['10', '4'], 'Fouls': ['11', '12']}"
Eredivisie,Netherlands,Fortuna,0,Sparta,0,2023-02-03,https://www.goal.com/en/match/fortuna-sittard-vs-sparta-rotterdam/3kmektl3m9h8y85qawshuh89g,[],{}
A-League Men,Australia,Mel Victory,3,Wellington,1,2023-02-03,https://www.goal.com/en/match/melbourne-victory-vs-wellington-phoenix/2jwqxt7b9tgevgngmyu0d8qok,"[['Mel Victory', 'Draw', 'Wellington'], ['442', '471', '393']]","{'Ball possession': ['40.4%', '59.6%'], 'Total shots': ['12', '12'], 'Corners': ['2', '4'], 'Fouls': ['10', '8']}"
Liga MX,Mexico,San Luis,2,Puebla,0,2023-02-03,https://www.goal.com/en/match/atletico-san-luis-vs-puebla/1g5vml1ey8drwkpfg0sqboidw,"[['San Luis', 'Draw', 'Puebla'], ['267', '314', '196']]","{'Ball possession': ['43.4%', '56.6%'], 'Total shots': ['16', '15'], 'Corners': ['4', '7'], 'Fouls': ['7', '14']}"
First Division A,Belgium,Oostende,0,Anderlecht,2,2023-02-03,https://www.goal.com/en/match/kv-oostende-vs-anderlecht/dq90gn5q6ld77imh5g44qrjmc,"[['Oostende', 'Draw', 'Anderlecht'], ['177', '594', '670']]","{'Ball possession': ['41.7%', '58.3%'], 'Total shots': ['11', '13'], 'Corners': ['3', '2'], 'Fouls': ['18', '13']}"
2. Bundesliga,Germany,Paderborn,4,Düsseldorf,1,2023-02-03,https://www.goal.com/en/match/paderborn-vs-fortuna-duesseldorf/4b071htyaq0ze3wry5qa5ej9w,"[['Paderborn', 'Draw', 'Düsseldorf'], ['338', '464', '224']]","{'Ball possession': ['57.1%', '42.9%'], 'Total shots': ['20', '12'], 'Corners': ['6', '4'], 'Fouls': ['5', '11']}"
2. Bundesliga,Germany,Sandhausen,0,Darmstadt 98,4,2023-02-03,https://www.goal.com/en/match/sandhausen-vs-darmstadt-98/4b6yxdtoatahdsawtes77djbo,"[['Sandhausen', 'Draw', 'Darmstadt 98'], ['137', '423', '499']]","{'Ball possession': ['50.3%', '49.7%'], 'Total shots': ['17', '12'], 'Corners': ['3', '7'], 'Fouls': ['11', '9']}"
