Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL,Votes,Stats
UEFA Europa League,Europe,Feyenoord,1,Roma,0,2023-04-13,https://www.goal.com/en/match/feyenoord-vs-roma/18ru7vuuk8u1lqgvl6c797k0k,"[['Feyenoord', 'Draw', 'Roma'], ['1893', '1951', '2216']]","{'Ball possession': ['55.3%', '44.7%'], 'Total shots': ['12', '17'], 'Corners': ['5', '5'], 'Fouls': ['11', '6']}"
UEFA Europa League,Europe,Juventus,1,Sporting,0,2023-04-13,https://www.goal.com/en/match/juventus-vs-sporting-cp/dlxudzjm8u5a9nlm9i80enu38,"[['Juventus', 'Draw', 'Sporting'], ['2828', '1605', '964']]","{'Ball possession': ['41.7%', '58.3%'], 'Total shots': ['9', '15'], 'Corners': ['3', '10'], 'Fouls': ['10', '8']}"
UEFA Europa League,Europe,Leverkusen,1,R. Union SG,1,2023-04-13,https://www.goal.com/en/match/bayer-leverkusen-vs-union-saint-gilloise/ezsv1kopq85j3f5w2cgqxoe1g,"[['Leverkusen', 'Draw', 'R. Union SG'], ['2623', '1495', '682']]","{'Ball possession': ['63.6%', '36.4%'], 'Total shots': ['15', '8'], 'Corners': ['8', '4'], 'Fouls': ['10', '12']}"
UEFA Europa League,Europe,Man Utd,2,Sevilla,2,2023-04-13,https://www.goal.com/en/match/manchester-united-vs-sevilla/bwhi4o0r7i9hvutb9bn4w9ous,"[['Man Utd', 'Draw', 'Sevilla'], ['5756', '1656', '1120']]","{'Ball possession': ['54.8%', '45.2%'], 'Total shots': ['12', '13'], 'Corners': ['6', '6'], 'Fouls': ['13', '12']}"
UEFA Europa Conference League,Europe,Gent,1,West Ham,1,2023-04-13,https://www.goal.com/en/match/gent-vs-west-ham-united/4r20u4iw69eg1bmerg9wq64gk,"[['Gent', 'Draw', 'West Ham'], ['836', '1455', '1857']]","{'Corners': ['8', '3'], 'Fouls': ['13', '14']}"
UEFA Europa Conference League,Europe,Anderlecht,2,AZ,0,2023-04-13,https://www.goal.com/en/match/anderlecht-vs-az/a6f8ntf0s8dfh3tnp0m5j7das,"[['Anderlecht', 'Draw', 'AZ'], ['875', '1167', '924']]","{'Corners': ['1', '8'], 'Fouls': ['2', '7']}"
UEFA Europa Conference League,Europe,Basel,2,Nice,2,2023-04-13,https://www.goal.com/en/match/basel-vs-nice/7k63b9trf18gl2k6l1qdyiivo,"[['Basel', 'Draw', 'Nice'], ['695', '1247', '1243']]","{'Corners': ['7', '5'], 'Fouls': ['6', '6']}"
UEFA Europa Conference League,Europe,Lech,1,Fiorentina,4,2023-04-13,https://www.goal.com/en/match/lech-poznan-vs-fiorentina/38m1xgwuzi7ytmkrkp8pb1j4k,"[['Lech', 'Draw', 'Fiorentina'], ['358', '976', '1421']]","{'Corners': ['2', '5'], 'Fouls': ['6', '14']}"
Copa do Brasil,Brazil,Coritiba,3,Sport,3,2023-04-13,https://www.goal.com/en/match/coritiba-vs-sport-recife/23avoo1db21yjtxb02v5rih3o,"[['Coritiba', 'Draw', 'Sport'], ['213', '290', '195']]","{'Corners': ['8', '6'], 'Fouls': ['10', '13']}"
Copa do Brasil,Brazil,CRB,1,Paranaense,0,2023-04-13,https://www.goal.com/en/match/crb-vs-athletico-paranaense/26l4fyp1ho5f5yon3gb8zqm8k,"[['CRB', 'Draw', 'Paranaense'], ['79', '129', '159']]","{'Corners': ['5', '0'], 'Fouls': ['12', '14']}"
Copa do Brasil,Brazil,Fluminense,3,Paysandu,0,2023-04-13,https://www.goal.com/en/match/fluminense-vs-paysandu/25hks98g758qzkj3zvwsczvh0,"[['Fluminense', 'Draw', 'Paysandu'], ['243', '139', '51']]","{'Ball possession': ['66.4%', '33.6%'], 'Total shots': ['22', '4'], 'Corners': ['13', '0'], 'Fouls': ['13', '13']}"
Copa do Brasil,Brazil,Palmeiras,4,Tombense,2,2023-04-13,https://www.goal.com/en/match/palmeiras-vs-tombense/26uze4lgl5hybq136shs0vzmc,"[['Palmeiras', 'Draw', 'Tombense'], ['295', '143', '61']]","{'Ball possession': ['60.4%', '39.6%'], 'Total shots': ['24', '10'], 'Corners': ['8', '1'], 'Fouls': ['18', '16']}"
Copa do Brasil,Brazil,Atl. Mineiro,2,Brasil Pelotas,1,2023-04-13,https://www.goal.com/en/match/atletico-mineiro-vs-brasil-de-pelotas/23undstifq781bozg69pmf95g,"[['Atl. Mineiro', 'Draw', 'Brasil Pelotas'], ['233', '132', '41']]","{'Ball possession': ['75.2%', '24.8%'], 'Total shots': ['24', '8'], 'Corners': ['12', '1'], 'Fouls': ['14', '13']}"
Copa do Brasil,Brazil,Erechim,0,Botafogo,2,2023-04-13,https://www.goal.com/en/match/ypiranga-erechim-vs-botafogo/24eb7o9w85q4vjs7htpz7a0wk,"[['Erechim', 'Draw', 'Botafogo'], ['68', '119', '196']]","{'Ball possession': ['59.6%', '40.4%'], 'Total shots': ['15', '17'], 'Corners': ['5', '7'], 'Fouls': ['17', '19']}"
Copa do Brasil,Brazil,Remo,2,Corinthians,0,2023-04-13,https://www.goal.com/en/match/remo-vs-corinthians/25raoxc6owtwkcdwnkqev9dzo,"[['Remo', 'Draw', 'Corinthians'], ['37', '135', '268']]","{'Ball possession': ['35.9%', '64.1%'], 'Total shots': ['14', '12'], 'Corners': ['7', '5'], 'Fouls': ['12', '13']}"
Liga Profesional Argentina,Argentina,Belgrano,2,Huracán,0,2023-04-13,https://www.goal.com/en/match/belgrano-vs-huracan/1zp59i3ur6zu1e2xxd4t0q9ec,"[['Belgrano', 'Draw', 'Huracán'], ['269', '340', '178']]","{'Ball possession': ['54%', '46%'], 'Total shots': ['14', '4'], 'Corners': ['7', '2'], 'Fouls': ['15', '11']}"
Liga Profesional Argentina,Argentina,Racing Club,0,NOB,1,2023-04-13,https://www.goal.com/en/match/racing-club-vs-newell-s-old-boys/1zw3hv27zfksgnz2xkz4a2fpw,"[['Racing Club', 'Draw', 'NOB'], ['408', '208', '106']]","{'Ball possession': ['59.8%', '40.2%'], 'Total shots': ['15', '9'], 'Corners': ['4', '5'], 'Fouls': ['12', '20']}"
Liga Profesional Argentina,Argentina,Estudiantes,0,Atl. Tucumán,0,2023-04-13,https://www.goal.com/en/match/estudiantes-vs-atletico-tucuman/202z2n7znftdf5ti4c4znhr10,"[['Estudiantes', 'Draw', 'Atl. Tucumán'], ['338', '273', '133']]","{'Ball possession': ['56.4%', '43.6%'], 'Total shots': ['12', '8'], 'Corners': ['4', '1'], 'Fouls': ['10', '15']}"
Liga Profesional Argentina,Argentina,R. Central,1,Independiente,0,2023-04-13,https://www.goal.com/en/match/rosario-central-vs-independiente/1zzintyrb8gmnb4xcmjped0k4,"[['R. Central', 'Draw', 'Independiente'], ['358', '273', '208']]","{'Ball possession': ['53.8%', '46.2%'], 'Total shots': ['16', '16'], 'Corners': ['2', '12'], 'Fouls': ['12', '12']}"
Liga Profesional Argentina,Argentina,Arsenal,2,Godoy Cruz,3,2023-04-13,https://www.goal.com/en/match/arsenal-vs-godoy-cruz/1zfbh6t2opl96nfiby4q2v21g,"[['Arsenal', 'Draw', 'Godoy Cruz'], ['136', '197', '110']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['9', '15'], 'Corners': ['1', '3'], 'Fouls': ['15', '10']}"
Liga Profesional Argentina,Argentina,Colón,2,Talleres,2,2023-04-13,https://www.goal.com/en/match/colon-vs-talleres-de-cordoba/209rg0v7y0ll8ihhb33gwhi50,"[['Colón', 'Draw', 'Talleres'], ['163', '284', '240']]","{'Ball possession': ['36.4%', '63.6%'], 'Total shots': ['11', '13'], 'Corners': ['1', '5'], 'Fouls': ['11', '14']}"
Concacaf Champions Cup,N/C America,Atlas,2,Philadelphia,2,2023-04-13,https://www.goal.com/en/match/atlas-vs-philadelphia-union/a4qd8j34hxllazw3p0y0g3ms4,"[['Atlas', 'Draw', 'Philadelphia'], ['158', '122', '64']]","{'Ball possession': ['58.7%', '41.3%'], 'Total shots': ['23', '10'], 'Corners': ['4', '4'], 'Fouls': ['14', '17']}"
Primera A,Colombia,Medellín,3,Cali,0,2023-04-13,https://www.goal.com/en/match/independiente-medellin-vs-deportivo-cali/ajhqjxq16o3aek8ts61nto7pw,"[['Medellín', 'Draw', 'Cali'], ['107', '114', '65']]","{'Ball possession': ['56.5%', '43.5%'], 'Total shots': ['13', '11'], 'Corners': ['0', '4'], 'Fouls': ['16', '10']}"
Primera A,Colombia,Envigado,2,Dep. Tolima,1,2023-04-13,https://www.goal.com/en/match/envigado-vs-deportes-tolima/akdeb8u0pg360faxiy3miq87o,"[['Envigado', 'Draw', 'Dep. Tolima'], ['81', '227', '172']]","{'Ball possession': ['36.9%', '63.1%'], 'Total shots': ['13', '14'], 'Corners': ['3', '8'], 'Fouls': ['12', '9']}"
Ligue 1,Algeria,USM Alger,2,Khenchela,0,2023-04-13,https://www.goal.com/en/match/usm-alger-vs-khenchela/dfnzpiix60du8j0bom1jhwsno,"[['USM Alger', 'Draw', 'Khenchela'], ['95', '131', '47']]","{'Corners': ['5', '4'], 'Fouls': ['23', '15']}"
Potiguar 1,Brazil,Potiguar M,3,Santa Cruz,1,2023-04-13,https://www.goal.com/en/match/potiguar-mossoro-vs-santa-cruz-de-natal-rn/ejyaw50nmznd5pnw0thnpl2qc,[],{}
First League,Bulgaria,Botev Vratsa,0,Hebar 1918,0,2023-04-13,https://www.goal.com/en/match/botev-vratsa-vs-hebar-1918/an3s1vrw9kql2jgkmyj889qfo,"[['Botev Vratsa', 'Draw', 'Hebar 1918'], ['57', '78', '25']]","{'Corners': ['6', '4'], 'Fouls': ['10', '18']}"
Primera B,Colombia,Boca,0,Fortaleza,0,2023-04-13,https://www.goal.com/en/match/boca-juniors-de-cali-vs-fortaleza-ceif/85s0c2q6lzv0nomj0b579hnh0,[],{}
Copa Colombia,Colombia,Cartagena,0,Cúcuta,1,2023-04-13,https://www.goal.com/en/match/real-cartagena-vs-cucuta-deportivo/cje5chqk9yt9vivr79gdiuq6s,[],{}
Liga Femenina,Colombia,Dep. Pasto,1,Bucaramanga,0,2023-04-13,https://www.goal.com/en/match/deportivo-pasto-vs-atletico-bucaramanga/15yv4584ozz0k7ywd2synzmc,[],{}
1. Division,Cyprus,Doxa,1,Olympiakos,0,2023-04-13,https://www.goal.com/en/match/doxa-vs-olympiakos-nicosia/za8xbmdigpd38dh3u0ig7z84,"[['Doxa', 'Draw', 'Olympiakos'], ['101', '155', '60']]","{'Corners': ['1', '5'], 'Fouls': ['17', '14']}"
1. Division,Cyprus,Enosis,0,Nea Salamis,0,2023-04-13,https://www.goal.com/en/match/enosis-vs-nea-salamis/z09m8rm1cbwyzy5r65l4gufo,"[['Enosis', 'Draw', 'Nea Salamis'], ['54', '112', '79']]","{'Corners': ['5', '5'], 'Fouls': ['12', '20']}"
1. Division,Denmark,Vejle,0,Hvidovre,0,2023-04-13,https://www.goal.com/en/match/vejle-vs-hvidovre/eyl0ld4v3v6u6b6n805brd91w,"[['Vejle', 'Draw', 'Hvidovre'], ['161', '207', '89']]","{'Ball possession': ['54.6%', '45.4%'], 'Total shots': ['7', '18'], 'Corners': ['2', '9'], 'Fouls': ['6', '8']}"
Premier League,Egypt,Haras,0,Zamalek,3,2023-04-13,https://www.goal.com/en/match/haras-el-hodood-vs-zamalek/7pztub9ghb551td95t9ktb40k,"[['Haras', 'Draw', 'Zamalek'], ['70', '269', '246']]","{'Ball possession': ['53.3%', '46.7%'], 'Total shots': ['14', '12'], 'Corners': ['7', '0'], 'Fouls': ['15', '12']}"
Premier League,Egypt,Ismaily,3,ENPPI,1,2023-04-13,https://www.goal.com/en/match/ismaily-vs-enppi/7q37vcmyf3jw4hko7dql4rztg,"[['Ismaily', 'Draw', 'ENPPI'], ['96', '234', '160']]","{'Ball possession': ['54.9%', '45.1%'], 'Total shots': ['8', '12'], 'Corners': ['3', '6'], 'Fouls': ['15', '9']}"
Premier League,Egypt,Mokawloon,0,Masry,0,2023-04-13,https://www.goal.com/en/match/al-mokawloon-vs-al-masry/7q6sj5t6zlc0uy8d3e0t2g2dw,"[['Mokawloon', 'Draw', 'Masry'], ['64', '220', '153']]","{'Ball possession': ['43.7%', '56.3%'], 'Total shots': ['11', '8'], 'Corners': ['5', '4'], 'Fouls': ['21', '16']}"
Primera Division,El Salvador,Dragón,3,Marte,1,2023-04-13,https://www.goal.com/en/match/dragon-vs-atletico-marte/cxn3et2ib45bmlzwf0g9l89g,"[['Dragón', 'Draw', 'Marte'], ['23', '33', '14']]","{'Corners': ['6', '5'], 'Fouls': ['29', '20']}"
Primera Division,El Salvador,Firpo,2,Jocoro,1,2023-04-13,https://www.goal.com/en/match/firpo-vs-jocoro/d3ry8wm9e640jkw65ou1321g,[],{}
Primera Division,El Salvador,Santa Tecla,1,Platense,1,2023-04-13,https://www.goal.com/en/match/santa-tecla-vs-platense/d0rw15byie7xufs4c704qfpw,[],{}
Primera Division,El Salvador,FAS,2,Águila,1,2023-04-13,https://www.goal.com/en/match/fas-vs-aguila/dd4s701q33csecvp7qmrr578,[],{}
Primera Division,El Salvador,Isidro,2,Once Deportivo,2,2023-04-13,https://www.goal.com/en/match/isidro-metapan-vs-once-deportivo/d70lt9j4w3yuugc79dlde5uc,[],{}
Premier League International Cup,Europe,Fulham,1,PSV,2,2023-04-13,https://www.goal.com/en/match/fulham-u21-vs-psv-u21/bjdsv6arwjyi8fykjul6gic5w,[],{}
Super League 2,Greece,PAOK II,1,Veria,1,2023-04-13,https://www.goal.com/en/match/paok-ii-vs-veria/dv2efspnriw1mnd5t18rr9h5g,"[['PAOK II', 'Draw', 'Veria'], ['49', '65', '27']]","{'Corners': ['6', '3'], 'Fouls': ['10', '15']}"
Cup,Greece,PAOK,1,Lamia,1,2023-04-13,https://www.goal.com/en/match/paok-vs-lamia/27xg9bvm2qoekalajv92q86qc,"[['PAOK', 'Draw', 'Lamia'], ['183', '154', '57']]","{'Corners': ['11', '1'], 'Fouls': ['12', '12']}"
Liga Nacional,Guatemala,Comunicaciones,2,Malacateco,2,2023-04-13,https://www.goal.com/en/match/comunicaciones-vs-malacateco/9pyz1kjh5lvly3kryw04srj84,[],{}
Liga Nacional,Guatemala,Antigua,1,Cobán,1,2023-04-13,https://www.goal.com/en/match/antigua-gfc-vs-coban-imperial/9pr7qxx2niwpbgoy14hmf7a50,"[['Antigua', 'Draw', 'Cobán'], ['22', '32', '20']]","{'Corners': ['6', '2'], 'Fouls': ['16', '9']}"
Liga Nacional,Honduras,Real España,1,Real Sociedad,0,2023-04-13,https://www.goal.com/en/match/real-espana-vs-real-sociedad/5flg5v73qskaasfk374fip2c4,[],{}
Liga 1,Indonesia,Persis,1,Persik,0,2023-04-13,https://www.goal.com/en/match/persis-solo-vs-persik-kediri/cm1gqtxbp8rbcl6ujluklc4d0,[],{}
Liga 1,Indonesia,RANS,0,Madura Utd,0,2023-04-13,https://www.goal.com/en/match/rans-nusantara-vs-madura-united/clrw3lqw45l26faqohl954mxg,[],{}
Liga de Expansión MX,Mexico,Durango,2,Tapatío,5,2023-04-13,https://www.goal.com/en/match/durango-vs-tapatio/cntmjt5oip1scdndon5hj9nh0,[],{}
Liga de Expansión MX,Mexico,La Paz,1,Atlante,2,2023-04-13,https://www.goal.com/en/match/ca-la-paz-vs-atlante/cnxtguo30cg9qlsyc0k5rab6c,[],{}
Liga de Expansión MX,Mexico,Correcaminos,0,Celaya,1,2023-04-13,https://www.goal.com/en/match/correcaminos-uat-vs-celaya/co1rmr48caj9viekn68no1btg,[],{}
Division Profesional,Paraguay,Luqueño,1,Olimpia,0,2023-04-13,https://www.goal.com/en/match/sportivo-luqueno-vs-olimpia/c4fdqg3m5bpqrwa59r35vwhzo,"[['Luqueño', 'Draw', 'Olimpia'], ['27', '61', '39']]","{'Corners': ['6', '5'], 'Fouls': ['7', '6']}"
Division Profesional,Paraguay,Tacuary,0,Trinidense,1,2023-04-13,https://www.goal.com/en/match/tacuary-vs-sportivo-trinidense/c4lruo0g8o6x9bous9nlmm6tw,"[['Tacuary', 'Draw', 'Trinidense'], ['21', '37', '26']]","{'Corners': ['4', '5'], 'Fouls': ['7', '8']}"
Stars League,Qatar,Arabi,4,Ahli,3,2023-04-13,https://www.goal.com/en/match/al-arabi-vs-al-ahli/8ayolionob30xlzunsn9azifo,"[['Arabi', 'Draw', 'Ahli'], ['101', '103', '33']]","{'Ball possession': ['56.2%', '43.8%'], 'Total shots': ['13', '17'], 'Corners': ['3', '3'], 'Fouls': ['10', '19']}"
Stars League,Qatar,Wakrah,5,Shamal,1,2023-04-13,https://www.goal.com/en/match/al-wakrah-vs-al-shamal/8b54zsp1xeerpn589tk3v5ez8,"[['Wakrah', 'Draw', 'Shamal'], ['68', '103', '35']]","{'Ball possession': ['64.7%', '35.3%'], 'Total shots': ['21', '7'], 'Corners': ['6', '2'], 'Fouls': ['3', '11']}"
