Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA Women's World Cup,World,Australia,0,France,0,2023-08-12
FIFA Women's World Cup,World,England,2,Colombia,1,2023-08-12
Premier League,England,Arsenal,2,Nottm Forest,1,2023-08-12
Premier League,England,Bournemouth,1,West Ham,1,2023-08-12
Premier League,England,Brighton,4,Luton,1,2023-08-12
Premier League,England,Everton,0,Fulham,1,2023-08-12
Premier League,England,Sheff Utd,0,Crystal Palace,1,2023-08-12
Premier League,England,Newcastle,5,Aston Villa,1,2023-08-12
La Liga,Spain,Real Sociedad,1,Girona,1,2023-08-12
La Liga,Spain,Las Palmas,1,Mallorca,1,2023-08-12
La Liga,Spain,Athletic Club,0,Real Madrid,2,2023-08-12
Ligue 1,France,Marseille,2,Reims,1,2023-08-12
Ligue 1,France,PSG,0,Lorient,0,2023-08-12
Championship,England,Coventry,3,Middlesbrough,0,2023-08-12
Championship,England,Birmingham,1,Leeds,0,2023-08-12
Championship,England,Cardiff,1,QPR,2,2023-08-12
Championship,England,Huddersfield,0,Leicester,1,2023-08-12
Championship,England,Hull,4,Sheff Wed,2,2023-08-12
Championship,England,Ipswich,2,Stoke,0,2023-08-12
Championship,England,Millwall,0,Bristol City,1,2023-08-12
Championship,England,Preston,2,Sunderland,1,2023-08-12
Championship,England,Rotherham,2,Blackburn,2,2023-08-12
Championship,England,Southampton,4,Norwich,4,2023-08-12
Championship,England,Watford,0,Plymouth,0,2023-08-12
Championship,England,West Bromwich,3,Swansea,2,2023-08-12
Super Cup,Germany,Bayern München,0,Leipzig,3,2023-08-12
Eredivisie,Netherlands,PSV,2,Utrecht,0,2023-08-12
Eredivisie,Netherlands,Heerenveen,3,Waalwijk,1,2023-08-12
Eredivisie,Netherlands,Ajax,4,Heracles,1,2023-08-12
Eredivisie,Netherlands,Zwolle,1,Sparta,2,2023-08-12
Süper Lig,Turkey,Kasımpaşa,3,Ankaragücü,2,2023-08-12
Süper Lig,Turkey,Konyaspor,1,İstanbulspor,1,2023-08-12
Süper Lig,Turkey,Kayseri,0,Galatasaray,0,2023-08-12
Süper Lig,Turkey,Pendik,1,Hatay,5,2023-08-12
Premiership,Scotland,Rangers,4,Livingston,0,2023-08-12
Premiership,Scotland,Ross County,2,St. Johnstone,0,2023-08-12
Premiership,Scotland,St. Mirren,2,Dundee,1,2023-08-12
First Division A,Belgium,RWDM,1,Mechelen,0,2023-08-12
First Division A,Belgium,R. Union SG,5,OHL,1,2023-08-12
Primeira Liga,Portugal,Gil Vicente,5,Portimonense,0,2023-08-12
Primeira Liga,Portugal,Farense,0,Casa Pia,3,2023-08-12
Primeira Liga,Portugal,Sporting,3,Vizela,2,2023-08-12
DFB Pokal,Germany,Balingen,0,Stuttgart,4,2023-08-12
DFB Pokal,Germany,Jena,0,Hertha BSC,5,2023-08-12
DFB Pokal,Germany,Atlas,0,St. Pauli,5,2023-08-12
DFB Pokal,Germany,Gütersloh,0,Holstein,2,2023-08-12
DFB Pokal,Germany,Schott,1,Dortmund,6,2023-08-12
DFB Pokal,Germany,Teutonia Ott.,0,Leverkusen,8,2023-08-12
DFB Pokal,Germany,Viktoria Köln,3,Bremen,2,2023-08-12
DFB Pokal,Germany,Oberneuland,1,Nürnberg,9,2023-08-12
DFB Pokal,Germany,Bielefeld,2,Bochum,2,2023-08-12
DFB Pokal,Germany,Elversberg,0,Mainz 05,1,2023-08-12
DFB Pokal,Germany,Hallescher FC,0,Greuther Fürth,1,2023-08-12
Coppa Italia,Italy,Empoli,1,Cittadella,2,2023-08-12
Coppa Italia,Italy,Bari,0,Parma,3,2023-08-12
Coppa Italia,Italy,Verona,3,Ascoli,1,2023-08-12
