Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA World Cup,World,Japan,0,Costa Rica,1,2022-11-27
FIFA World Cup,World,Belgium,0,Morocco,2,2022-11-27
FIFA World Cup,World,Croatia,4,Canada,1,2022-11-27
FIFA World Cup,World,Spain,1,Germany,1,2022-11-27
FA Cup,England,Ebbsfleet,0,Fleetwood,1,2022-11-27
FA Cup,England,Bristol Rovers,0,Boreham Wood,2,2022-11-27
FA Cup,England,Burton Albion,6,Chippenham,1,2022-11-27
FA Cup,England,Newport,1,Derby,2,2022-11-27
FA Cup,England,Ipswich,4,Buxton,0,2022-11-27
Primera A,Colombia,Águilas D,3,Pasto,4,2022-11-27
Primera A,Colombia,Medellín,2,América,1,2022-11-27
Premier League,Ukraine,Lviv,0,Kolos,1,2022-11-27
Premier League,Ukraine,Zorya,1,Minai,1,2022-11-27
Serie B,Italy,Reggina,2,Benevento,2,2022-11-27
Serie B,Italy,Brescia,2,SPAL,0,2022-11-27
Serie B,Italy,Cittadella,1,Cosenza,1,2022-11-27
Serie B,Italy,Como,1,Bari,1,2022-11-27
Serie B,Italy,Frosinone,2,Cagliari,2,2022-11-27
Serie B,Italy,Perugia,1,Genoa,0,2022-11-27
Serie B,Italy,Südtirol,2,Ascoli,2,2022-11-27
Serie B,Italy,Palermo,0,Venezia,1,2022-11-27
A-League Women,Australia,Perth Glory,0,Adelaide,1,2022-11-27
Challenger Pro League,Belgium,SK Beveren,2,Lommel,3,2022-11-27
Challenger Pro League,Belgium,Lierse K,2,Virton,2,2022-11-27
Play-offs 1/2,Bolivia,Libertad,3,Universitario,0,2022-11-27
Cup,Bulgaria,Spartak Varna,1,Chavdar,0,2022-11-27
1. Division,Cyprus,APOEL,4,Omonia,0,2022-11-27
1. Division,Cyprus,AEL,0,Anorthosis,1,2022-11-27
Cup,Egypt,Ahly,1,Mokawloon,1,2022-11-27
Cup,Egypt,National Bank,0,Pyramids,1,2022-11-27
FA Women's League Cup,England,London City,1,Brighton,2,2022-11-27
FA Women's League Cup,England,Charlton,2,Bristol City,1,2022-11-27
FA Women's League Cup,England,Crystal Palace,1,Lewes,4,2022-11-27
FA Women's League Cup,England,Liverpool,1,Blackburn,0,2022-11-27
FA Women's League Cup,England,Man City,3,Sunderland,0,2022-11-27
FA Women's League Cup,England,Southampton,0,Reading,3,2022-11-27
FA Women's League Cup,England,Spurs,5,Coventry Utd,1,2022-11-27
FA Women's League Cup,England,West Ham,2,Birmingham,0,2022-11-27
FA Women's League Cup,England,Aston Villa,1,Durham,0,2022-11-27
Play-offs 1/2,Estonia,Legion,0,Elva,1,2022-11-27
Feminine Division 1,France,Paris,2,Lyon,3,2022-11-27
Regionalliga,Germany,Cottbus,4,Halberstadt,0,2022-11-27
Regionalliga,Germany,ZFC Meuselwitz,2,Hertha II,1,2022-11-27
Regionalliga,Germany,Havelse,2,Norderstedt,0,2022-11-27
Regionalliga,Germany,Teutonia Ott.,4,Hannover II,2,2022-11-27
Regionalliga,Germany,Chemnitz,4,Jena,0,2022-11-27
Regionalliga,Germany,Jeddeloh,0,Drochtersen,0,2022-11-27
Frauen Bundesliga,Germany,Köln,0,Wolfsburg,4,2022-11-27
Frauen Bundesliga,Germany,Duisburg,1,Meppen,0,2022-11-27
Frauen Bundesliga,Germany,Bayern,2,SGS,0,2022-11-27
Super League 2,Greece,Almopos,0,Makedonikos N.,0,2022-11-27
Super League 2,Greece,Iraklis Laris.,0,Diagoras,1,2022-11-27
Super League 2,Greece,Niki,3,Apollon Pontou,0,2022-11-27
Super League 2,Greece,Thesprotos,1,Veria,1,2022-11-27
Super League 2,Greece,Chania,1,Kalamata,0,2022-11-27
Super League 2,Greece,Irodotos,0,Egaleo,1,2022-11-27
Super League 2,Greece,Panachaiki,0,Apollon,0,2022-11-27
Liga Nacional,Guatemala,Comunicaciones,2,Malacateco,1,2022-11-27
Liga Nacional,Guatemala,Guastatoya,2,Antigua,2,2022-11-27
Liga Nacional,Guatemala,Mixco,2,Iztapa,2,2022-11-27
Liga Nacional,Guatemala,Santa Lucía,1,Cobán,3,2022-11-27
Liga Nacional,Guatemala,Xelajú,1,Achuapa,1,2022-11-27
Liga Nacional,Guatemala,Xinabajul,0,Municipal,1,2022-11-27
Liga Nacional,Honduras,Real España,1,Victoria,2,2022-11-27
Premier League,Hong Kong,Wofoo,1,Hong Kong,2,2022-11-27
Premier League,Hong Kong,Lee Man,3,Resources Capi,1,2022-11-27
Indian Super League,India,Jamshedpur,1,East Bengal,3,2022-11-27
I-League,India,Sreenidi,1,Gokulam Kerala,0,2022-11-27
I-League,India,Mohammedan,1,TRAU,0,2022-11-27
Serie C,Italy,Pro Vercelli,2,Sangiuliano,1,2022-11-27
Serie C,Italy,Audace Cerig.,2,Viterbese,0,2022-11-27
Serie C,Italy,Juventus II,2,Mantova,2,2022-11-27
Serie C,Italy,Novara,1,Piacenza,1,2022-11-27
Serie C,Italy,Pergolettese,0,Virtus Verona,2,2022-11-27
Serie C,Italy,Pro Sesto,2,Pordenone,2,2022-11-27
Serie C,Italy,Triestina,1,Lecco,2,2022-11-27
Serie C,Italy,Avellino,4,Taranto,0,2022-11-27
Serie C,Italy,Crotone,1,Latina,0,2022-11-27
Serie C,Italy,Fidelis Andria,2,Giugliano,0,2022-11-27
Serie C,Italy,Gelbison,0,Picerno,0,2022-11-27
Serie C,Italy,Messina,0,Turris,1,2022-11-27
Serie C,Italy,Monterosi,1,Foggia,1,2022-11-27
Serie C,Italy,Pescara,0,Catanzaro,3,2022-11-27
Serie C,Italy,AlbinoLeffe,0,Pro Patria,1,2022-11-27
Serie C,Italy,Calcio Padova,0,Renate,1,2022-11-27
Serie C,Italy,FeralpiSalò,1,Trento,0,2022-11-27
Serie C,Italy,Juve Stabia,0,Potenza,0,2022-11-27
Serie C,Italy,Monopoli,1,V. Francavilla,0,2022-11-27
Serie A Women,Italy,Sampdoria,0,Sassuolo,2,2022-11-27
Serie A Women,Italy,Juventus,1,Como,1,2022-11-27
Play-offs 1/2,Latvia,Grobiņa,2,Metta,3,2022-11-27
Play-offs 1/2,Lithuania,Neptūną,0,Džiugas,4,2022-11-27
Premier League,Malta,Zebbug,4,Hamrun,2,2022-11-27
Eredivisie Women,Netherlands,Twente,3,Ajax,1,2022-11-27
Eredivisie Women,Netherlands,PSV,3,Feyenoord,1,2022-11-27
Taça da Liga,Portugal,Portimonense,2,Covilhã,0,2022-11-27
Taça da Liga,Portugal,Gil Vicente,2,Nacional,0,2022-11-27
Taça da Liga,Portugal,Moreirense,4,Estrela,2,2022-11-27
Taça da Liga,Portugal,Boavista,1,Vilafranquense,0,2022-11-27
Super Liga,Slovakia,Ružomberok,2,Zlaté Moravce,2,2022-11-27
Segunda División,Spain,Las Palmas,3,Tenerife,1,2022-11-27
Segunda División,Spain,Burgos,2,Zaragoza,2,2022-11-27
Segunda División,Spain,Leganés,1,Granada,0,2022-11-27
Segunda División,Spain,Lugo,1,Levante,1,2022-11-27
Segunda División,Spain,Cartagena,2,Eibar,1,2022-11-27
Primera División Femenina,Spain,Alavés,3,Betis,1,2022-11-27
Primera División Femenina,Spain,Granadilla,1,Valencia,0,2022-11-27
Primera División Femenina,Spain,Sociedad,3,Las Planas,0,2022-11-27
Primera División Femenina,Spain,Atl. Madrid,1,Barcelona,6,2022-11-27
Women's Play-offs 1/2,Sweden,Brommapojkarna,3,Uppsala,1,2022-11-27
Challenge League,Switzerland,Lausanne,2,Aarau,2,2022-11-27
Thai League 1,Thailand,Lamphun,3,Sukhothai,1,2022-11-27
Thai League 1,Thailand,Nong Bua,1,Khonkaen,1,2022-11-27
Thai League 1,Thailand,Prachuap,1,Lampang,1,2022-11-27
Thai League 1,Thailand,Police Tero,1,Ratchasima,0,2022-11-27
Thai League 2,Thailand,Nakhon Pathom,1,Raj Pracha,1,2022-11-27
Thai League 2,Thailand,Customs Utd,0,Chiangmai Utd,2,2022-11-27
Thai League 2,Thailand,Phrae,3,Ayutthaya Utd,2,2022-11-27
Thai League 2,Thailand,Krabi,3,Ranong,0,2022-11-27
1. Lig,Turkey,Keçiörengücü,1,Samsunspor,1,2022-11-27
1. Lig,Turkey,Pendik,0,Eyüp,0,2022-11-27
1. Lig,Turkey,Erzurumspor,1,Bandırma,2,2022-11-27
1. Lig,Turkey,Göztepe,N/A,Altay,N/A,2022-11-27
2. Lig,Turkey,24 Erzincan,1,Sivas BS,1,2022-11-27
2. Lig,Turkey,Bayburt,0,Erokspor,7,2022-11-27
2. Lig,Turkey,İnegöl,0,Amed,2,2022-11-27
2. Lig,Turkey,Isparta 32,0,Afyonspor,0,2022-11-27
2. Lig,Turkey,Şanlıurfa,1,Nazilli BS,0,2022-11-27
2. Lig,Turkey,Tarsus İY,1,Ankaraspor,2,2022-11-27
2. Lig,Turkey,1461 Trabzon F,2,Balıkesirspor,1,2022-11-27
2. Lig,Turkey,Adıyaman,1,Uşak Spor,0,2022-11-27
2. Lig,Turkey,Diyarbekirspor,0,Kırşehir FK,0,2022-11-27
2. Lig,Turkey,Fethiye,1,Pazar,0,2022-11-27
2. Lig,Turkey,İskenderunspor,1,Serik BS,1,2022-11-27
2. Lig,Turkey,Kırklareli,3,Kastamonuspor,0,2022-11-27
2. Lig,Turkey,Vanspor,1,Sarıyer,1,2022-11-27
