Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Europa League,Europe,AEK,2,Partizan,1,2022-08-04
UEFA Europa League,Europe,Fenerbahçe,3,Slovácko,0,2022-08-04
UEFA Europa League,Europe,Malmö,3,Dudelange,0,2022-08-04
UEFA Europa League,Europe,Maribor,0,HJK,2,2022-08-04
UEFA Europa League,Europe,Linfield,0,Zürich,2,2022-08-04
UEFA Europa League,Europe,Olympiakos,1,Slovan,1,2022-08-04
UEFA Europa League,Europe,Shamrock,3,Shkupi,1,2022-08-04
UEFA Europa Conference League,Europe,KuPS,0,Young Boys,2,2022-08-04
UEFA Europa Conference League,Europe,RFS,1,Hibernians,1,2022-08-04
UEFA Europa Conference League,Europe,Spartak,0,Raków,2,2022-08-04
UEFA Europa Conference League,Europe,Paide,0,Anderlecht,2,2022-08-04
UEFA Europa Conference League,Europe,AIK,1,Shkendija,1,2022-08-04
UEFA Europa Conference League,Europe,APOEL,1,Kyzyl-Zhar,0,2022-08-04
UEFA Europa Conference League,Europe,CSKA,0,St Pat's,1,2022-08-04
UEFA Europa Conference League,Europe,Lillestrøm,1,Antwerp,3,2022-08-04
UEFA Europa Conference League,Europe,Maccabi TA,2,Aris,0,2022-08-04
UEFA Europa Conference League,Europe,Molde,3,Kisvárda,0,2022-08-04
UEFA Europa Conference League,Europe,Neftçi,2,Rapid,1,2022-08-04
UEFA Europa Conference League,Europe,Shakhtyor,0,CFR,0,2022-08-04
UEFA Europa Conference League,Europe,Slavia,2,Panathinaikos,0,2022-08-04
UEFA Europa Conference League,Europe,Viking,5,Sligo,1,2022-08-04
UEFA Europa Conference League,Europe,Hamrun,0,Levski,1,2022-08-04
UEFA Europa Conference League,Europe,Zorya,1,U Craiova,0,2022-08-04
UEFA Europa Conference League,Europe,Ballkani,3,KÍ,2,2022-08-04
UEFA Europa Conference League,Europe,Čukarički,1,Twente,3,2022-08-04
UEFA Europa Conference League,Europe,Lugano,0,H Be'er Sheva,2,2022-08-04
UEFA Europa Conference League,Europe,Sepsi,1,Djurgården,3,2022-08-04
UEFA Europa Conference League,Europe,Vaduz,1,Konyaspor,1,2022-08-04
UEFA Europa Conference League,Europe,Brøndby,1,Basel,0,2022-08-04
UEFA Europa Conference League,Europe,Breidablik,1,Başakşehir,3,2022-08-04
UEFA Europa Conference League,Europe,Víkingur R,1,Lech,0,2022-08-04
UEFA Europa Conference League,Europe,Fehérvár,5,Petrocub,0,2022-08-04
UEFA Europa Conference League,Europe,Dundee Utd,1,AZ,0,2022-08-04
UEFA Europa Conference League,Europe,Hajduk,3,Guimarães,1,2022-08-04
UEFA Europa Conference League,Europe,Zrinjski,1,Tobol,0,2022-08-04
CONMEBOL Libertadores,South America,Atl. Mineiro,2,Palmeiras,2,2022-08-04
CONMEBOL Libertadores,South America,Vélez,3,Talleres,2,2022-08-04
CONMEBOL Sudamericana,South America,São Paulo,1,Ceará,0,2022-08-04
MLS,USA,Charlotte,3,DC United,0,2022-08-04
MLS,USA,Columbus,1,Montréal,2,2022-08-04
MLS,USA,Earthquakes,0,Inter Miami,1,2022-08-04
MLS,USA,Portland,1,Nashville,1,2022-08-04
Liga MX,Mexico,Juárez,1,San Luis,1,2022-08-04
Club Friendlies,World,Cádiz,1,Atlético,4,2022-08-04
Copa Argentina,Argentina,Aldosivi,2,NOB,4,2022-08-04
Copa Argentina,Argentina,R. Central,1,Quilmes,1,2022-08-04
Primera División,Bolivia,Universitario,2,Blooming,2,2022-08-04
Primera División,Bolivia,The Strongest,2,Wilstermann,0,2022-08-04
Serie C,Brazil,Botafogo,1,Mirassol,1,2022-08-04
Canadian Premier League,Canada,Valour,2,Cavalry,0,2022-08-04
China League One,China PR,Pingguo Haliao,0,Nanjing City,0,2022-08-04
China League One,China PR,West Coast,1,Jiuniu,0,2022-08-04
China League One,China PR,Hainiu,2,Jiading,0,2022-08-04
Primera B,Colombia,Barranquilla,1,Boca,1,2022-08-04
Primera B,Colombia,Cartagena,0,Orsomarso,1,2022-08-04
Primera B,Colombia,Boyacá Chicó,2,Tigres,2,2022-08-04
Primera B,Colombia,Valledupar,1,Llaneros,1,2022-08-04
Primera B,Colombia,Huila,1,Fortaleza,2,2022-08-04
Premier League,Egypt,Sharqia Dokhan,0,ENPPI,2,2022-08-04
Premier League,Egypt,Smouha,1,Ceramica Cleo,1,2022-08-04
Premier League,Egypt,Masry,0,Geish,0,2022-08-04
Ykkönen,Finland,PEPO,1,Gnistan,2,2022-08-04
Ykkönen,Finland,PK-35,2,TPS,1,2022-08-04
1. Deild,Iceland,Thróttur Vogar,1,Selfoss,1,2022-08-04
Liga 1,Indonesia,Bali United,3,RANS,2,2022-08-04
Virsliga,Latvia,Liepāja,2,Daugavpils,1,2022-08-04
Liga de Expansión MX,Mexico,Alebrijes,4,Tapatío,0,2022-08-04
Liga de Expansión MX,Mexico,Tepa,4,Pumas Tabasco,3,2022-08-04
Liga de Expansión MX,Mexico,Raya2,1,Cimarrones,1,2022-08-04
Concacaf League,N/C America,San Miguelito,3,Malacateco,0,2022-08-04
Concacaf League,N/C America,Platense,2,Verdes,2,2022-08-04
1. Division,Norway,Brann,1,Start,0,2022-08-04
1. Division,Norway,Fredrikstad,2,Stabæk,4,2022-08-04
1. Division,Norway,KFUM,2,Åsane,2,2022-08-04
1. Division,Norway,Kongsvinger,2,Bryne,1,2022-08-04
1. Division,Norway,Mjøndalen,1,Raufoss,2,2022-08-04
1. Division,Norway,Sandnes,6,Sogndal,0,2022-08-04
1. Division,Norway,Skeid,1,Ranheim,0,2022-08-04
1. Division,Norway,Stjørdals,1,Grorud,0,2022-08-04
Superettan,Sweden,Jönköpings S,2,Västerås,1,2022-08-04
Superettan,Sweden,Öster,3,Utsikten,1,2022-08-04
USL Championship,USA,New York RB II,1,Memphis 901,2,2022-08-04
USL Championship,USA,New Mexico Utd,1,Sacramento,2,2022-08-04
USL League One,USA,Central Valley,0,Red Wolves,1,2022-08-04
