Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA Women's World Cup,World,Spain,2,Netherlands,1,2023-08-11
FIFA Women's World Cup,World,Japan,1,Sweden,2,2023-08-11
Premier League,England,Burnley,0,Man City,3,2023-08-11
La Liga,Spain,Almería,0,Vallecano,2,2023-08-11
La Liga,Spain,Sevilla,1,Valencia,2,2023-08-11
Ligue 1,France,Nice,1,Lille,1,2023-08-11
CONMEBOL Libertadores,South America,Olimpia,3,Flamengo,1,2023-08-11
CONMEBOL Libertadores,South America,Racing Club,3,Atl. Nacional,0,2023-08-11
CONMEBOL Sudamericana,South America,São Paulo,2,San Lorenzo,0,2023-08-11
CONMEBOL Sudamericana,South America,LDU Quito,2,Ñublense,3,2023-08-11
CONMEBOL Sudamericana,South America,RB Bragantino,3,América MG,3,2023-08-11
Eredivisie,Netherlands,Volendam,1,Vitesse,2,2023-08-11
Süper Lig,Turkey,Trabzonspor,1,Antalyaspor,0,2023-08-11
First Division A,Belgium,Antwerp,6,Kortrijk,0,2023-08-11
Primeira Liga,Portugal,Braga,1,Famalicão,2,2023-08-11
DFB Pokal,Germany,Bersenbrück,0,M'gladbach,7,2023-08-11
DFB Pokal,Germany,Saarbrücken,2,Karlsruhe,1,2023-08-11
DFB Pokal,Germany,Sandhausen,3,Hannover,3,2023-08-11
DFB Pokal,Germany,Braunschweig,1,Schalke 04,3,2023-08-11
Coppa Italia,Italy,Frosinone,1,Pisa,0,2023-08-11
Coppa Italia,Italy,Udinese,4,Catanzaro,1,2023-08-11
Coppa Italia,Italy,Genoa,4,Modena,3,2023-08-11
Coppa Italia,Italy,Bologna,2,Cesena,0,2023-08-11
Superliga,Denmark,København,2,OB,1,2023-08-11
Primera A,Colombia,Petrolera,3,Envigado,1,2023-08-11
Ekstraklasa,Poland,Cracovia,2,Zagłębie,1,2023-08-11
Ekstraklasa,Poland,Piast,2,Raków,1,2023-08-11
Premier League,Armenia,Shirak,0,BKMA,1,2023-08-11
Queensland NPL,Australia,Redlands Utd,2,Brisbane City,2,2023-08-11
Queensland NPL Women,Australia,Mitchelton,2,Eastern Sub,6,2023-08-11
Queensland NPL Women,Australia,Capalaba,1,Souths Utd NPL,1,2023-08-11
Queensland NPL Women,Australia,Peninsula,1,Sunshine Coast,2,2023-08-11
Victoria NPL Women,Australia,Box Hill,0,Alamein,2,2023-08-11
Victoria NPL Women,Australia,Emerging,2,Boroondara,3,2023-08-11
2. Liga,Austria,Admira,1,Horn,0,2023-08-11
2. Liga,Austria,St. Pölten,0,Liefering,1,2023-08-11
2. Liga,Austria,Stripfing,1,Ried,0,2023-08-11
2. Liga,Austria,First Vienna,2,GAK,3,2023-08-11
Premier League,Belarus,Energetik-BGU,N/A,BATE,N/A,2023-08-11
Premier League,Belarus,Minsk,0,Slutsk,1,2023-08-11
Challenger Pro League,Belgium,Anderlecht II,1,Beerschot,3,2023-08-11
Challenger Pro League,Belgium,Seraing,3,Standard,0,2023-08-11
Primera División,Bolivia,Vaca Díez,0,Universitario,0,2023-08-11
First League,Bulgaria,Arda,1,Lokomotiv Sf,0,2023-08-11
First League,Bulgaria,Pirin,0,Loko Plovdiv,1,2023-08-11
Copa Colombia,Colombia,Millonarios,3,Bucaramanga,1,2023-08-11
FNL,Czech Republic,Opava,2,Líšeň,0,2023-08-11
1. Division,Denmark,Fredericia,3,Hillerød,2,2023-08-11
1. Division,Denmark,HB Køge,1,B 93,7,2023-08-11
1. Division,Denmark,Helsingør,1,AaB,1,2023-08-11
Premier League 2,England,Aston Villa,0,WBA,3,2023-08-11
Premier League 2,England,Arsenal,3,West Ham,0,2023-08-11
Premier League 2,England,Brighton,2,Leeds,4,2023-08-11
Premier League 2,England,Chelsea,6,Blackburn,1,2023-08-11
Premier League 2,England,Wolves,2,Fulham,3,2023-08-11
Veikkausliiga,Finland,Haka,1,Mariehamn,1,2023-08-11
Ykkönen,Finland,JäPS,1,Gnistan,2,2023-08-11
National 1,France,Cholet,2,Châteauroux,0,2023-08-11
National 1,France,Dijon,0,Rouen,0,2023-08-11
