Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Man City,4,Tottenham,2,2023-01-19
First Division A,Belgium,Gent,0,Charleroi,0,2023-01-19
First Division A,Belgium,Sint-Truiden,1,Club Brugge,1,2023-01-19
Copa del Rey,Spain,Ceuta,0,Barcelona,5,2023-01-19
Copa del Rey,Spain,Villarreal,2,Real Madrid,3,2023-01-19
Coppa Italia,Italy,Atalanta,5,Spezia,2,2023-01-19
Coppa Italia,Italy,Lazio,1,Bologna,0,2023-01-19
Coppa Italia,Italy,Juventus,2,Monza,1,2023-01-19
Cup,Turkey,Gaziantep,1,Konyaspor,1,2023-01-19
Cup,Turkey,Fenerbahçe,2,Rize,1,2023-01-19
CAF African Nations Championship,Africa,Morocco,0,Madagascar,3,2023-01-19
CAF African Nations Championship,Africa,Ghana,3,Sudan,1,2023-01-19
Gulf Cup of Nations,Asia,Iraq,3,Oman,2,2023-01-19
Paulista A1,Brazil,São Bernardo,1,RB Bragantino,1,2023-01-19
Paulista A1,Brazil,Corinthians,3,Água Santa,0,2023-01-19
Paulista A1,Brazil,Ituano,1,Portuguesa,1,2023-01-19
Paulista A1,Brazil,Guarani,2,Santos,0,2023-01-19
Carioca Série A,Brazil,Madureira,0,Flamengo,0,2023-01-19
Carioca Série A,Brazil,Portuguesa,1,Boavista,0,2023-01-19
Paranaense 1,Brazil,Aruko,1,Paranaense,2,2023-01-19
Paranaense 1,Brazil,Foz Iguaçu,0,Coritiba,3,2023-01-19
Paranaense 1,Brazil,Londrina,0,Cascavel,1,2023-01-19
Catarinense 1,Brazil,Hercílio,1,Chapecoense,0,2023-01-19
Catarinense 1,Brazil,Avaí,3,Camboriú,0,2023-01-19
Catarinense 1,Brazil,Joinville,0,Marcílio Dias,0,2023-01-19
Catarinense 1,Brazil,Barra,0,Criciúma,1,2023-01-19
Cearense 1,Brazil,Fortaleza,1,Caucaia,0,2023-01-19
Goiano 1,Brazil,CRAC,1,Vila Nova,1,2023-01-19
Goiano 1,Brazil,G Anapolis,1,Aparecidense,2,2023-01-19
Goiano 1,Brazil,Goianésia,2,Morrinhos,1,2023-01-19
Baiano 1,Brazil,Juazeirense,3,Vitória,1,2023-01-19
Baiano 1,Brazil,Bahia,2,Alagoinhas,1,2023-01-19
Pernambucano 1,Brazil,Petrolina,1,Íbis,1,2023-01-19
Pernambucano 1,Brazil,Náutico,2,Belo Jardim,0,2023-01-19
Pernambucano 1,Brazil,Porto,0,Santa Cruz,0,2023-01-19
Pernambucano 1,Brazil,Caruaru City,0,Retrô,4,2023-01-19
Alagoano 1,Brazil,Cruzeiro,1,Murici,2,2023-01-19
Maranhense 1,Brazil,Chapadinha,1,IAPE,2,2023-01-19
Maranhense 1,Brazil,Maranhão,1,Moto Club MA,1,2023-01-19
Maranhense 1,Brazil,Pinheiro,0,Sampaio Corrêa,2,2023-01-19
Piauiense,Brazil,Corí-Sabbá,3,FAC,0,2023-01-19
Piauiense,Brazil,Ríver,3,Altos,1,2023-01-19
Piauiense,Brazil,Parnahyba,2,Fluminense PI,2,2023-01-19
Potiguar 1,Brazil,Globo,0,ABC,3,2023-01-19
