Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Mallorca,1,Cádiz,0,2023-05-12
Serie A,Italy,Lazio,2,Lecce,2,2023-05-12
Bundesliga,Germany,Köln,5,Hertha BSC,2,2023-05-12
Ligue 1,France,Lens,2,Reims,1,2023-05-12
Eredivisie,Netherlands,Twente,4,NEC,0,2023-05-12
A-League Men,Australia,Sydney,1,Melbourne City,1,2023-05-12
Liga MX,Mexico,Atlas,1,Chivas,0,2023-05-12
Liga MX,Mexico,Tigres,4,Toluca,1,2023-05-12
Serie A,Brazil,Coritiba,1,Vasco,1,2023-05-12
Serie A,Brazil,Botafogo,3,Corinthians,0,2023-05-12
Serie A,Brazil,Fortaleza,0,São Paulo,0,2023-05-12
Primeira Liga,Portugal,Gil Vicente,3,Boavista,1,2023-05-12
J1 League,Japan,Tokyo,2,Kawasaki,1,2023-05-12
Superliga,Denmark,OB,1,AaB,1,2023-05-12
Primera A,Colombia,Medellín,2,Once Caldas,2,2023-05-12
Primera A,Colombia,Santa Fe,0,Atl. Nacional,2,2023-05-12
Primera División,Chile,Everton,2,Palestino,2,2023-05-12
Bundesliga,Austria,WSG Tirol,1,Ried,1,2023-05-12
2. Bundesliga,Germany,Magdeburg,2,Nürnberg,2,2023-05-12
2. Bundesliga,Germany,Sandhausen,1,Rostock,2,2023-05-12
Ekstraklasa,Poland,Piast,2,Kielce,1,2023-05-12
Ekstraklasa,Poland,Legia,5,Jagiellonia,1,2023-05-12
Eliteserien,Norway,Odd,0,Lillestrøm,1,2023-05-12
League One,England,Peterborough,4,Sheff Wed,0,2023-05-12
CAF Champions League,Africa,Tunis,0,Ahly,3,2023-05-12
Coupe Nationale,Algeria,Zaouia,0,NC Magra,1,2023-05-12
Coupe Nationale,Algeria,ASO Chlef,1,Oued Akbou,0,2023-05-12
Coupe Nationale,Algeria,Saoura,2,Paradou,0,2023-05-12
Copa Argentina,Argentina,Lanús,3,Sol de Mayo,1,2023-05-12
Victoria NPL,Australia,Bentleigh,0,Avondale,4,2023-05-12
Victoria NPL,Australia,Knights,5,Heidelberg,0,2023-05-12
Victoria NPL,Australia,Green Gully,0,St. Albans,1,2023-05-12
Victoria NPL Women,Australia,Emerging,1,Southern Utd,1,2023-05-12
Victoria NPL Women,Australia,Heidelberg,4,Boroondara,5,2023-05-12
New South Wales NPL,Australia,Wolves,0,Mt Druitt Town,0,2023-05-12
2. Liga,Austria,First Vienna,1,Sturm II,0,2023-05-12
2. Liga,Austria,Horn,0,Kapfenberg,0,2023-05-12
2. Liga,Austria,Lafnitz,2,Amstetten,3,2023-05-12
2. Liga,Austria,Vorwärts,2,Austria II,0,2023-05-12
2. Liga,Austria,St. Pölten,0,BW Linz,2,2023-05-12
Premier League,Bangladesh,Abahani Chitta,3,Abahani Dhaka,2,2023-05-12
Premier League,Bangladesh,Bangladesh Pol,2,Kings,1,2023-05-12
Premier League,Bangladesh,Russel,0,Jamal,0,2023-05-12
Premier League,Belarus,Slutsk,1,Isloch,1,2023-05-12
Challenger Pro League,Belgium,Deinze,3,Dender,2,2023-05-12
Challenger Pro League,Belgium,Lommel,6,Standard,1,2023-05-12
Challenger Pro League,Belgium,Virton,3,Genk II,1,2023-05-12
Serie C,Brazil,Erechim,5,Paysandu,0,2023-05-12
First League,Bulgaria,Pirin,2,Hebar 1918,1,2023-05-12
First League,Bulgaria,Beroe,2,Septemvri,0,2023-05-12
Primera B,Chile,Cobreloa,3,Recoleta,0,2023-05-12
Primera B,Chile,La Serena,4,Barnechea,2,2023-05-12
Primera B,Chile,Temuco,2,Iquique,1,2023-05-12
Primera B,Chile,U. Concepción,1,Antofagasta,3,2023-05-12
Primera B,Colombia,Orsomarso,1,Barranquilla,3,2023-05-12
Primera División,Costa Rica,Herediano,1,Saprissa,2,2023-05-12
HNL,Croatia,Slaven,0,Lokomotiva,0,2023-05-12
1. Division,Cyprus,Enosis,3,Olympiakos,0,2023-05-12
1. Division,Cyprus,Karmiotissa,1,Nea Salamis,1,2023-05-12
FNL,Czech Republic,Příbram,2,Opava,0,2023-05-12
1. Division,Denmark,Helsingør,0,Hvidovre,1,2023-05-12
1. Division,Denmark,Nykøbing,5,Hillerød,2,2023-05-12
Meistriliiga,Estonia,Kalju,1,Laagri,1,2023-05-12
Ykkönen,Finland,KäPa,2,SalPa,3,2023-05-12
National 1,France,Avranches,3,Bastia-Borgo,1,2023-05-12
National 1,France,Bourg,1,Dunkerque,1,2023-05-12
National 1,France,Le Puy F. 43,2,Concarneau,1,2023-05-12
National 1,France,Paris 13,1,Versailles,0,2023-05-12
National 1,France,Red Star,1,Cholet,2,2023-05-12
National 1,France,Sedan,3,Châteauroux,2,2023-05-12
National 1,France,Villefranche,5,Stade Briochin,1,2023-05-12
David Kipiani Cup,Georgia,35-e Skola,3,Iveria,0,2023-05-12
David Kipiani Cup,Georgia,Gardabani,3,Zestafoni,1,2023-05-12
3. Liga,Germany,Ingolstadt,2,Duisburg,0,2023-05-12
Regionalliga,Germany,Kickers Emden,0,Atlas,0,2023-05-12
Regionalliga,Germany,Bayern II,4,Hankofen,1,2023-05-12
Regionalliga,Germany,Buchbach,3,Türkgücü,0,2023-05-12
Regionalliga,Germany,Illertissen,2,Ansbach,0,2023-05-12
Regionalliga,Germany,Altglienicke,2,BFC Dynamo,3,2023-05-12
Regionalliga,Germany,Chemnitz,1,Lok Leipzig,1,2023-05-12
Regionalliga,Germany,Lichtenberg,2,TeBe,2,2023-05-12
Regionalliga,Germany,FSV Frankfurt,1,Lehnerz,1,2023-05-12
Regionalliga,Germany,Trier,1,Homburg,4,2023-05-12
Regionalliga,Germany,Wormatia,3,Balingen,0,2023-05-12
Regionalliga,Germany,Lippstadt,2,Köln II,1,2023-05-12
Regionalliga,Germany,Rödinghausen,6,Straelen,0,2023-05-12
Frauen Bundesliga,Germany,Bayern,1,Hoffenheim,0,2023-05-12
Super League 2,Greece,Egaleo,0,Apollon,0,2023-05-12
Liga Nacional,Guatemala,Achuapa,2,Comunicaciones,0,2023-05-12
Liga Nacional,Guatemala,Antigua,2,Municipal,1,2023-05-12
1. Deild,Iceland,Grindavík,0,Grótta,0,2023-05-12
1. Deild,Iceland,Leiknir R,2,Selfoss,3,2023-05-12
1. Deild,Iceland,Afturelding,1,Thór,0,2023-05-12
Persian Gulf Pro League,Iran,Aluminium Arak,0,Naft MIS,0,2023-05-12
Persian Gulf Pro League,Iran,Havadar,0,Foolad,0,2023-05-12
Persian Gulf Pro League,Iran,Malavan,0,Mes Kerman,0,2023-05-12
Persian Gulf Pro League,Iran,Persepolis,4,Gol Gohar,0,2023-05-12
Persian Gulf Pro League,Iran,Rafsanjan,1,Esteghlal,2,2023-05-12
Persian Gulf Pro League,Iran,Sanat Naft,1,Zob Ahan,1,2023-05-12
Persian Gulf Pro League,Iran,Sepahan,5,Paykan,0,2023-05-12
Persian Gulf Pro League,Iran,Tractor,1,Nassaji,0,2023-05-12
