Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
League Cup,England,Arsenal,1,Brighton,3,2022-11-09
League Cup,England,Newcastle,0,Crystal Palace,0,2022-11-09
League Cup,England,Nottm Forest,2,Tottenham,0,2022-11-09
League Cup,England,Southampton,1,Sheff Wed,1,2022-11-09
League Cup,England,West Ham,2,Blackburn,2,2022-11-09
League Cup,England,Wolves,1,Leeds,0,2022-11-09
League Cup,England,Liverpool,0,Derby,0,2022-11-09
League Cup,England,Man City,2,Chelsea,0,2022-11-09
La Liga,Spain,Almería,1,Getafe,0,2022-11-09
La Liga,Spain,Sevilla,1,Real Sociedad,2,2022-11-09
La Liga,Spain,Espanyol,0,Villarreal,1,2022-11-09
La Liga,Spain,Mallorca,1,Atlético,0,2022-11-09
Serie A,Italy,Lecce,2,Atalanta,1,2022-11-09
Serie A,Italy,Sassuolo,1,Roma,1,2022-11-09
Serie A,Italy,Fiorentina,2,Salernitana,1,2022-11-09
Serie A,Italy,Inter,6,Bologna,1,2022-11-09
Serie A,Italy,Torino,2,Sampdoria,0,2022-11-09
Bundesliga,Germany,Köln,1,Leverkusen,2,2022-11-09
Bundesliga,Germany,Frankfurt,4,Hoffenheim,2,2022-11-09
Bundesliga,Germany,Leipzig,3,Freiburg,1,2022-11-09
Bundesliga,Germany,Schalke 04,1,Mainz 05,0,2022-11-09
Bundesliga,Germany,Union Berlin,2,Augsburg,2,2022-11-09
Friendlies,World,Cameroon,1,Jamaica,1,2022-11-09
Friendlies,World,Mexico,4,Iraq,0,2022-11-09
Eredivisie,Netherlands,Ajax,2,Vitesse,2,2022-11-09
Premiership,Scotland,Dundee Utd,4,Kilmarnock,0,2022-11-09
Premiership,Scotland,Motherwell,1,Celtic,2,2022-11-09
Premiership,Scotland,Rangers,1,Hearts,0,2022-11-09
Premiership,Scotland,St. Mirren,2,St. Johnstone,2,2022-11-09
Serie A,Brazil,São Paulo,0,Internacional,1,2022-11-09
Cup,Turkey,Keçiörengücü,4,Bulvarspor,2,2022-11-09
Cup,Turkey,Giresun,3,Ankaraspor,2,2022-11-09
Cup,Turkey,Ümraniye,4,Efeler 09 Spor,0,2022-11-09
Cup,Turkey,Altınordu,0,Bodrumspor,1,2022-11-09
Cup,Turkey,Bandırma,0,Karacabey BS,3,2022-11-09
Cup,Turkey,Boluspor,2,Tarsus İY,1,2022-11-09
Cup,Turkey,Eyüp,2,Düzce,1,2022-11-09
Cup,Turkey,Gençlerbirliği,1,Bayburt,0,2022-11-09
Cup,Turkey,Manisa FK,3,23 Elazığ,0,2022-11-09
Cup,Turkey,Samsunspor,4,Adanaspor,0,2022-11-09
Cup,Turkey,Antalyaspor,3,Pendik,0,2022-11-09
Cup,Turkey,Gaziantep,2,Bld Kütahya,0,2022-11-09
Cup,Turkey,Beşiktaş,3,Serik BS,1,2022-11-09
Primera A,Colombia,Pasto,0,Águilas D,1,2022-11-09
Primera A,Colombia,América,0,Medellín,2,2022-11-09
Premier League,Ukraine,Kolos,1,Dnipro-1,3,2022-11-09
Premier League,Ukraine,Kryvbas KR,1,Vorskla,0,2022-11-09
Premier League,Ukraine,Veres Rivne,0,Shakhtar D,2,2022-11-09
2. Bundesliga,Germany,Greuther Fürth,1,Hamburg,0,2022-11-09
2. Bundesliga,Germany,Regensburg,1,Braunschweig,1,2022-11-09
2. Bundesliga,Germany,Rostock,1,Nürnberg,1,2022-11-09
2. Bundesliga,Germany,Sandhausen,3,Heidenheim,4,2022-11-09
Super League,Switzerland,Luzern,0,Basel,2,2022-11-09
Super League 1,Greece,Panaitolikos,0,Panathinaikos,1,2022-11-09
Super League 1,Greece,Atromitos,2,Asteras,0,2022-11-09
Super League 1,Greece,AEK,3,OFI,0,2022-11-09
Super League 1,Greece,Levadiakos,0,Olympiakos,1,2022-11-09
League One,England,Shrewsbury,1,Oxford,1,2022-11-09
National League,England,Bromley,0,Woking,2,2022-11-09
National League,England,Scunthorpe,1,Wrexham,3,2022-11-09
National League,England,Torquay,3,Dorking W,3,2022-11-09
CAF Women's Champions League,Africa,Mamelodi,1,Simba Queens,0,2022-11-09
CAF Women's Champions League,Africa,FAR Rabat,1,Bayelsa Queens,0,2022-11-09
Ligue 1,Algeria,ASO Chlef,0,Belouizdad,1,2022-11-09
Ligue 1,Algeria,CS Constantine,1,NC Magra,0,2022-11-09
Ligue 1,Algeria,HBCL,0,MC Alger,1,2022-11-09
Ligue 1,Algeria,Paradou,1,ES Sétif,3,2022-11-09
Premier League,Armenia,Van,2,Shirak,1,2022-11-09
Copa Verde,Brazil,São Raimundo,2,Paysandu,2,2022-11-09
China League One,China PR,BIT,0,Pingguo Haliao,1,2022-11-09
China League One,China PR,Heilongjiang,0,Nantong,3,2022-11-09
China League One,China PR,Liaoning,0,Hainiu,3,2022-11-09
China League One,China PR,Shaanxi Chang.,0,Shijiazhuang,2,2022-11-09
Cup,Croatia,Bijelo Brdo,2,Rijeka,1,2022-11-09
Cup,Croatia,Bjelovar,0,Lokomotiva,1,2022-11-09
Cup,Croatia,Varaždin,1,Osijek,2,2022-11-09
Cup,Croatia,Šibenik,2,Gorica,0,2022-11-09
Czech Liga,Czech Republic,Viktoria Plzeň,4,Zbrojovka,0,2022-11-09
Czech Liga,Czech Republic,Sparta,4,Slovácko,0,2022-11-09
DBU Pokalen,Denmark,Aarhus Fremad,3,Fremad Amager,1,2022-11-09
DBU Pokalen,Denmark,Middelfart,1,AaB,2,2022-11-09
DBU Pokalen,Denmark,Vejle,1,Horsens,0,2022-11-09
DBU Pokalen,Denmark,Thisted,1,København,3,2022-11-09
DBU Pokalen,Denmark,Randers,1,Silkeborg,3,2022-11-09
Cup,Estonia,Paide,11,Kalev II,1,2022-11-09
Premier League International Cup,Europe,Everton,2,PSG,1,2022-11-09
Premier League International Cup,Europe,Leicester,0,Valencia,2,2022-11-09
Premier League International Cup,Europe,Liverpool,2,Dinamo Zagreb,0,2022-11-09
3. Liga,Germany,Freiburg II,2,1860 München,0,2022-11-09
3. Liga,Germany,Osnabrück,2,Verl,1,2022-11-09
3. Liga,Germany,RW Essen,0,Meppen,0,2022-11-09
3. Liga,Germany,Saarbrücken,3,VfB Oldenburg,1,2022-11-09
3. Liga,Germany,Waldhof,2,Zwickau,1,2022-11-09
Liga Nacional,Guatemala,Malacateco,1,Municipal,0,2022-11-09
NB I,Hungary,Debrecen,1,Mezőkövesd,0,2022-11-09
NB I,Hungary,Ferencváros,3,Paks,2,2022-11-09
NB I,Hungary,Újpest,2,Fehérvár,1,2022-11-09
Indian Super League,India,Jamshedpur,0,Hyderabad,1,2022-11-09
Ligat Ha'al,Israel,Sektzia,3,Bnei Raina,3,2022-11-09
Ligat Ha'al,Israel,H Be'er Sheva,3,Hapoel Hadera,0,2022-11-09
Ligat Ha'al,Israel,Hapoel TA,2,Beitar,1,2022-11-09
Ligat Ha'al,Israel,H Haifa,0,M Haifa,1,2022-11-09
A Lyga,Lithuania,Žalgiris,0,Panevėžys,1,2022-11-09
