Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Bournemouth,1,Liverpool,0,2023-03-11
Premier League,England,Everton,1,Brentford,0,2023-03-11
Premier League,England,Leeds,2,Brighton,2,2023-03-11
Premier League,England,Leicester,1,Chelsea,3,2023-03-11
Premier League,England,Tottenham,3,Nottm Forest,1,2023-03-11
Premier League,England,Crystal Palace,0,Man City,1,2023-03-11
La Liga,Spain,Real Madrid,3,Espanyol,1,2023-03-11
La Liga,Spain,Elche,1,Valladolid,1,2023-03-11
La Liga,Spain,Celta Vigo,3,Vallecano,0,2023-03-11
La Liga,Spain,Valencia,1,Osasuna,0,2023-03-11
Serie A,Italy,Empoli,0,Udinese,1,2023-03-11
Serie A,Italy,Napoli,2,Atalanta,0,2023-03-11
Serie A,Italy,Bologna,0,Lazio,0,2023-03-11
Bundesliga,Germany,Bayern München,5,Augsburg,3,2023-03-11
Bundesliga,Germany,Frankfurt,1,Stuttgart,1,2023-03-11
Bundesliga,Germany,Hertha BSC,1,Mainz 05,1,2023-03-11
Bundesliga,Germany,Leipzig,3,M'gladbach,0,2023-03-11
Bundesliga,Germany,Schalke 04,2,Dortmund,2,2023-03-11
Ligue 1,France,Auxerre,0,Rennes,0,2023-03-11
Ligue 1,France,Brest,1,PSG,2,2023-03-11
Championship,England,Bristol City,2,Blackpool,0,2023-03-11
Championship,England,Birmingham,2,Rotherham,0,2023-03-11
Championship,England,Burnley,3,Wigan,0,2023-03-11
Championship,England,Coventry,1,Hull,1,2023-03-11
Championship,England,Preston,2,Cardiff,0,2023-03-11
Championship,England,QPR,1,Watford,0,2023-03-11
Championship,England,Reading,0,Millwall,1,2023-03-11
Championship,England,Sheff Utd,0,Luton,1,2023-03-11
Championship,England,Swansea,1,Middlesbrough,3,2023-03-11
Championship,England,West Bromwich,1,Huddersfield,0,2023-03-11
MLS,USA,Charlotte,0,Atlanta United,3,2023-03-11
Eredivisie,Netherlands,Emmen,2,Excelsior,0,2023-03-11
Eredivisie,Netherlands,Fortuna,0,Twente,3,2023-03-11
Eredivisie,Netherlands,AZ,1,Groningen,0,2023-03-11
Eredivisie,Netherlands,Sparta,3,Vitesse,1,2023-03-11
A-League Men,Australia,Central Coast,4,Macarthur,1,2023-03-11
A-League Men,Australia,Newcastle,2,Adelaide Utd,4,2023-03-11
Süper Lig,Turkey,Antalyaspor,4,Kayseri,0,2023-03-11
Süper Lig,Turkey,Galatasaray,1,Kasımpaşa,0,2023-03-11
Liga MX,Mexico,San Luis,2,Querétaro,0,2023-03-11
Liga MX,Mexico,Puebla,1,Chivas,0,2023-03-11
First Division A,Belgium,Mechelen,1,Sint-Truiden,0,2023-03-11
First Division A,Belgium,Eupen,4,Oostende,4,2023-03-11
First Division A,Belgium,Westerlo,3,Kortrijk,1,2023-03-11
First Division A,Belgium,Seraing,0,Antwerp,2,2023-03-11
Liga Profesional Argentina,Argentina,Argentinos,1,Arsenal,1,2023-03-11
Liga Profesional Argentina,Argentina,Instituto,1,Atl. Tucumán,1,2023-03-11
Liga Profesional Argentina,Argentina,San Lorenzo,4,Gimn La Plata,0,2023-03-11
Primeira Liga,Portugal,Chaves,2,Portimonense,0,2023-03-11
Primeira Liga,Portugal,Paços Ferreira,1,Santa Clara,0,2023-03-11
Primeira Liga,Portugal,Guimarães,0,Arouca,2,2023-03-11
Primeira Liga,Portugal,Vizela,0,Braga,4,2023-03-11
J1 League,Japan,Albirex,1,Kawasaki,0,2023-03-11
J1 League,Japan,Vissel Kobe,0,Urawa,1,2023-03-11
Primera A,Colombia,Jaguares,1,Huila,2,2023-03-11
Primera División,Uruguay,La Luz,0,Cerro Largo,3,2023-03-11
Primera División,Uruguay,Wanderers,0,Plaza Colonia,1,2023-03-11
Primera División,Chile,Copiapó,0,U. La Calera,0,2023-03-11
Primera División,Chile,Everton,1,Ñublense,0,2023-03-11
Premier League,Ukraine,Minai,1,Oleksandria,1,2023-03-11
Premier League,Ukraine,Inhulets',2,FK Metalist,1,2023-03-11
Premier League,Ukraine,Zorya,3,Lviv,1,2023-03-11
Premier League,Ukraine,Chornomorets,1,Metalist 1925,1,2023-03-11
2. Bundesliga,Germany,Bielefeld,3,Darmstadt 98,1,2023-03-11
2. Bundesliga,Germany,Magdeburg,0,Paderborn,0,2023-03-11
2. Bundesliga,Germany,St. Pauli,2,Greuther Fürth,1,2023-03-11
2. Bundesliga,Germany,Düsseldorf,1,Heidenheim,1,2023-03-11
Ekstraklasa,Poland,Kielce,2,Radomiak,1,2023-03-11
Ekstraklasa,Poland,Zagłębie,0,Pogoń,1,2023-03-11
Ekstraklasa,Poland,Jagiellonia,2,Górnik,1,2023-03-11
Super League,Switzerland,Young Boys,4,Sion,0,2023-03-11
Super League,Switzerland,Lugano,2,Zürich,0,2023-03-11
League One,England,Barnsley,3,Plymouth,0,2023-03-11
League One,England,Bolton,0,Ipswich,2,2023-03-11
League One,England,Burton Albion,2,Wycombe,1,2023-03-11
League One,England,Charlton,1,Accrington,1,2023-03-11
League One,England,Exeter,2,Lincoln,1,2023-03-11
League One,England,Fleetwood,1,Port Vale,1,2023-03-11
League One,England,Forest Green,1,Bristol Rovers,3,2023-03-11
League One,England,MK Dons,1,Cambridge Utd,0,2023-03-11
League One,England,Oxford,2,Derby,3,2023-03-11
League One,England,Peterborough,0,Cheltenham,3,2023-03-11
League One,England,Portsmouth,0,Sheff Wed,1,2023-03-11
League One,England,Shrewsbury,3,Morecambe,1,2023-03-11
League Two,England,Barrow,0,Sutton Utd,0,2023-03-11
League Two,England,Colchester,0,Stockport,1,2023-03-11
League Two,England,Crawley,3,Harrogate,1,2023-03-11
League Two,England,Doncaster,2,Wimbledon,1,2023-03-11
League Two,England,Gillingham,2,Tranmere,0,2023-03-11
League Two,England,Grimsby,1,Rochdale,0,2023-03-11
League Two,England,Hartlepool,1,Northampton,1,2023-03-11
League Two,England,Newport,1,Bradford,1,2023-03-11
League Two,England,Stevenage,3,Walsall,1,2023-03-11
League Two,England,Swindon,1,Carlisle,2,2023-03-11
National League,England,Chesterfield,1,Yeovil,1,2023-03-11
National League,England,Eastleigh,1,Oldham,0,2023-03-11
National League,England,Torquay,1,Wealdstone,2,2023-03-11
National League,England,Woking,2,Maidenhead Utd,0,2023-03-11
National League,England,Wrexham,1,Southend,0,2023-03-11
National League,England,Notts,3,Dorking W,1,2023-03-11
Serie B,Italy,Benevento,0,Como,0,2023-03-11
Serie B,Italy,Cittadella,3,Palermo,3,2023-03-11
Serie B,Italy,Modena,1,Pisa,0,2023-03-11
Serie B,Italy,Parma,0,Südtirol,0,2023-03-11
Serie B,Italy,Venezia,1,Brescia,1,2023-03-11
Serie B,Italy,Bari,0,Frosinone,0,2023-03-11
Ligue 2,France,Sochaux,1,Bordeaux,1,2023-03-11
Ligue 2,France,Grenoble,2,Annecy,1,2023-03-11
Ligue 2,France,Guingamp,2,Dijon,0,2023-03-11
Ligue 2,France,Laval,1,Paris,2,2023-03-11
Ligue 2,France,Nîmes,2,QRM,0,2023-03-11
Ligue 2,France,Pau,1,Niort,0,2023-03-11
Ligue 2,France,Rodez,3,Caen,2,2023-03-11
Ligue 2,France,Saint-Étienne,1,Amiens,1,2023-03-11
Ligue 2,France,Valenciennes,2,Bastia,2,2023-03-11
Super League,Malaysia,Darul Ta'zim,5,Kelantan,1,2023-03-11
Super League,Malaysia,Terengganu,1,PDRM,0,2023-03-11
Championship,Scotland,Morton,0,Partick,0,2023-03-11
League One,Scotland,Airdrieonians,6,Kelty Hearts,1,2023-03-11
League One,Scotland,Clyde,1,Queen South,1,2023-03-11
League One,Scotland,Edinburgh City,0,Alloa Athletic,2,2023-03-11
League Two,Scotland,Annan,4,Elgin,1,2023-03-11
League Two,Scotland,Stenhousemuir,1,East Fife,2,2023-03-11
League Two,Scotland,Stirling,2,Bonnyrigg RA,1,2023-03-11
CAF Champions League,Africa,Mamelodi,5,Ahly,2,2023-03-11
CAF Champions League,Africa,Petro Luanda,0,Wydad AC,2,2023-03-11
CAF Champions League,Africa,Kabylie,2,Vita,1,2023-03-11
Africa U20 Cup of Nations,Africa,Senegal,2,Gambia,0,2023-03-11
Superliga,Albania,Tirana,3,Laçi,2,2023-03-11
Superliga,Albania,Vllaznia,1,Partizani,1,2023-03-11
Ligue 1,Algeria,ASO Chlef,2,MC Oran,1,2023-03-11
Primera Nacional,Argentina,Rafaela,1,Ferro,2,2023-03-11
Primera Nacional,Argentina,Def Unidos,1,Defensores Bel,0,2023-03-11
Primera Nacional,Argentina,Brown Adrogué,1,Quilmes,0,2023-03-11
Primera Nacional,Argentina,Dep Madryn,0,Riestra,3,2023-03-11
Torneo Federal A,Argentina,Estudiantes SL,1,Ciudad Bolívar,3,2023-03-11
Torneo Federal A,Argentina,Crucero,0,Gimnasia Tiro,0,2023-03-11
Prim B Metro,Argentina,Ituzaingó,0,Armenio,0,2023-03-11
Prim B Metro,Argentina,Acassuso,0,Sacachispas,0,2023-03-11
Prim B Metro,Argentina,Cañuelas,1,A Quilmes,2,2023-03-11
Prim B Metro,Argentina,Comunicaciones,1,Los Andes,0,2023-03-11
Prim B Metro,Argentina,Urquiza,1,Colegiales,2,2023-03-11
Premier League,Armenia,Pyunik,2,Noah,0,2023-03-11
Premier League,Armenia,Urartu,3,L. Artsakh,0,2023-03-11
AFC U20 Asian Cup,Asia,Iran,0,Iraq,1,2023-03-11
AFC U20 Asian Cup,Asia,Uzbekistan,1,Australia,1,2023-03-11
Queensland NPL,Australia,Lions,6,Brisbane City,3,2023-03-11
Queensland NPL,Australia,Knights,2,Moreton Bay,2,2023-03-11
Queensland NPL,Australia,Redlands Utd,1,Rochedale,2,2023-03-11
Queensland NPL,Australia,Gold Coast Utd,1,Eastern Sub,1,2023-03-11
Queensland NPL Women,Australia,Sunshine Coast,1,FQ QAS,1,2023-03-11
Queensland NPL Women,Australia,Gold Coast Utd,2,Eastern Sub,1,2023-03-11
Queensland NPL Women,Australia,Mitchelton,0,Souths Utd NPL,1,2023-03-11
Queensland NPL Women,Australia,Lions,9,Capalaba,0,2023-03-11
Victoria NPL,Australia,Moreland City,1,Altona Magic,1,2023-03-11
Victoria NPL,Australia,North Geelong,1,Avondale,4,2023-03-11
Victoria NPL,Australia,Hume City,1,St. Albans,1,2023-03-11
Victoria NPL,Australia,Dandenong,0,South Melb,1,2023-03-11
New South Wales NPL,Australia,Bulls,0,Sydney Utd,1,2023-03-11
New South Wales NPL,Australia,Sutherland,0,Leichhardt,1,2023-03-11
New South Wales NPL,Australia,Manly Utd,2,St George City,0,2023-03-11
New South Wales NPL,Australia,Stallions,2,Blacktown City,0,2023-03-11
New South Wales NPL,Australia,Western Sydney,3,Sydney Olympic,2,2023-03-11
A-League Women,Australia,Adelaide,2,Perth Glory,1,2023-03-11
A-League Women,Australia,Roar,0,Western United,3,2023-03-11
A-League Women,Australia,Sydney,0,Wellington,1,2023-03-11
Jugendliga U18,Austria,RB Akademie,4,St. Pölten,0,2023-03-11
Challenger Pro League,Belgium,Virton,1,Standard,0,2023-03-11
Challenger Pro League,Belgium,Lierse K,2,Anderlecht II,0,2023-03-11
Primera División,Bolivia,Independiente,4,Libertad,0,2023-03-11
Primera División,Bolivia,Santa Cruz,1,The Strongest,1,2023-03-11
Paulista A1,Brazil,Guarani,2,Portuguesa,1,2023-03-11
Paulista A1,Brazil,Santo André,0,Inter Limeira,0,2023-03-11
Gaúcho 1,Brazil,Avenida,0,Caxias,1,2023-03-11
Gaúcho 1,Brazil,Erechim,0,Grêmio,0,2023-03-11
Gaúcho 1,Brazil,Internacional,4,Esportivo,1,2023-03-11
Gaúcho 1,Brazil,Juventude,1,Brasil Pelotas,0,2023-03-11
Gaúcho 1,Brazil,Novo Hamburgo,1,São José RS,2,2023-03-11
Gaúcho 1,Brazil,São Luiz,2,Aimoré,1,2023-03-11
Mineiro 1,Brazil,Cruzeiro,0,América MG,2,2023-03-11
Catarinense 1,Brazil,Atlético SC,1,Marcílio Dias,2,2023-03-11
Catarinense 1,Brazil,Avaí,2,Criciúma,2,2023-03-11
Catarinense 1,Brazil,Barra,0,Chapecoense,0,2023-03-11
Catarinense 1,Brazil,Brusque,3,Figueirense,2,2023-03-11
Catarinense 1,Brazil,Concórdia,1,Joinville,0,2023-03-11
Catarinense 1,Brazil,Hercílio,0,Camboriú,0,2023-03-11
Cearense 1,Brazil,Caucaia,2,Barbalha,0,2023-03-11
Goiano 1,Brazil,Aparecidense,1,Atlético GO,2,2023-03-11
Baiano 1,Brazil,Itabuna,1,Bahia,0,2023-03-11
Pernambucano 1,Brazil,Porto,2,Íbis,1,2023-03-11
Pernambucano 1,Brazil,Sport,2,Santa Cruz,0,2023-03-11
Sergipano 1,Brazil,Sergipe,4,Falcon,1,2023-03-11
Piauiense,Brazil,FAC,0,Fluminense PI,3,2023-03-11
Potiguar 1,Brazil,ABC,3,Santa Cruz,0,2023-03-11
Paulista A2,Brazil,Lemense,0,Monte Azul,2,2023-03-11
Paulista A2,Brazil,Linense,2,São Caetano,0,2023-03-11
Paulista A2,Brazil,Novorizontino,1,Juventus,0,2023-03-11
Paulista A2,Brazil,Oeste,1,Portuguesa,1,2023-03-11
Paulista A2,Brazil,Ponte Preta,2,Noroeste,0,2023-03-11
Paulista A2,Brazil,Primavera,1,Taubaté,1,2023-03-11
Paulista A2,Brazil,Rio Claro,2,Comercial,0,2023-03-11
Paulista A2,Brazil,XV Piracicaba,1,Velo,0,2023-03-11
Paulista A3,Brazil,Desp. Brasil,1,Marília,0,2023-03-11
Paulista A3,Brazil,Rio Preto,0,São José,1,2023-03-11
Paulista A3,Brazil,Grêmio Pr,2,RB Brasil,0,2023-03-11
First League,Bulgaria,Pirin,2,Hebar 1918,0,2023-03-11
First League,Bulgaria,Spartak Varna,1,Lokomotiv Sf,2,2023-03-11
First League,Bulgaria,Levski,2,Botev Vratsa,0,2023-03-11
Primera B,Chile,Recoleta,1,San Marcos,1,2023-03-11
Primera B,Colombia,Bogotá,2,Barranquilla,0,2023-03-11
Primera B,Colombia,Cortuluá,2,Cúcuta,2,2023-03-11
Liga Femenina,Colombia,Tolima,0,Llaneros,3,2023-03-11
Liga Femenina,Colombia,Atlético Huila,0,América,6,2023-03-11
Liga Femenina,Colombia,Boyacá Chicó,0,Santa Fe,2,2023-03-11
Liga Femenina,Colombia,Medellín,4,Bucaramanga,2,2023-03-11
Primera División,Costa Rica,Grecia,2,SP. San José,1,2023-03-11
HNL,Croatia,Lokomotiva,1,Slaven,0,2023-03-11
HNL,Croatia,Šibenik,2,Dinamo Zagreb,1,2023-03-11
1. Division,Cyprus,Anorthosis,3,Doxa,1,2023-03-11
1. Division,Cyprus,Omonia,1,APOEL,1,2023-03-11
Czech Liga,Czech Republic,Baník,0,Sparta,3,2023-03-11
Czech Liga,Czech Republic,Sigma,3,Dynamo CB,0,2023-03-11
Czech Liga,Czech Republic,Zlín,2,Králové,2,2023-03-11
Czech Liga,Czech Republic,Slavia,2,Viktoria Plzeň,1,2023-03-11
FNL,Czech Republic,Vyškov,1,Opava,1,2023-03-11
FNL,Czech Republic,Vlašim,3,Sparta II,0,2023-03-11
1. Division,Denmark,Fremad Amager,0,Helsingør,1,2023-03-11
1. Division,Denmark,Hillerød,2,Næstved,0,2023-03-11
1. Division,Denmark,Nykøbing,4,HB Køge,2,2023-03-11
Premier League,Egypt,Mokawloon,0,Smouha,1,2023-03-11
Primera Division,El Salvador,Alianza,1,Dragón,1,2023-03-11
FA Trophy,England,Aldershot,0,Halifax,2,2023-03-11
FA Trophy,England,Gateshead,0,Farsley,0,2023-03-11
FA Trophy,England,Maidstone Utd,2,Barnet,2,2023-03-11
FA Trophy,England,York,1,Altrincham,2,2023-03-11
Premier League 2,England,Chelsea,3,Liverpool,1,2023-03-11
Premier League Cup,England,Stoke,1,Fulham,6,2023-03-11
U18 Premier League,England,Blackburn,0,Stoke City,2,2023-03-11
U18 Premier League,England,Crystal Palace,4,Arsenal,3,2023-03-11
U18 Premier League,England,Southampton,0,Leicester,2,2023-03-11
U18 Premier League,England,Man City,4,Everton,0,2023-03-11
U18 Premier League,England,Chelsea,2,Brighton,3,2023-03-11
U18 Premier League,England,Norwich,1,West Ham,4,2023-03-11
U18 Premier League Cup,England,Charlton,2,Aston Villa,3,2023-03-11
Feminine Division 1,France,Guingamp,2,Bordeaux,0,2023-03-11
Feminine Division 1,France,Rodez,1,Le Havre,2,2023-03-11
Feminine Division 1,France,Soyaux,1,Dijon,1,2023-03-11
3. Liga,Germany,Aue,2,RW Essen,1,2023-03-11
3. Liga,Germany,Bayreuth,1,Waldhof,3,2023-03-11
3. Liga,Germany,Duisburg,2,1860 München,2,2023-03-11
3. Liga,Germany,Elversberg,2,Meppen,2,2023-03-11
3. Liga,Germany,Osnabrück,2,VfB Oldenburg,0,2023-03-11
3. Liga,Germany,Viktoria Köln,1,Zwickau,1,2023-03-11
Regionalliga,Germany,Heimstetten,0,Augsburg II,3,2023-03-11
Regionalliga,Germany,Luckenwalde,1,ZFC Meuselwitz,4,2023-03-11
Regionalliga,Germany,Burghausen,1,Illertissen,3,2023-03-11
Regionalliga,Germany,Fürth II,2,Schweinfurt,2,2023-03-11
Regionalliga,Germany,Rain / Lech,1,Eichstätt,6,2023-03-11
Regionalliga,Germany,Würzburg,1,Aschaffenburg,1,2023-03-11
Regionalliga,Germany,Bahlingen,4,Lehnerz,2,2023-03-11
Regionalliga,Germany,Homburg,2,Balingen,2,2023-03-11
Regionalliga,Germany,Ulm,1,Hoffenheim II,0,2023-03-11
Regionalliga,Germany,Lippstadt,1,Wuppertal,3,2023-03-11
Regionalliga,Germany,Straelen,1,Wattenscheid,2,2023-03-11
Regionalliga,Germany,Mainz 05 II,2,Trier,0,2023-03-11
Regionalliga,Germany,Pipinsried,1,Ansbach,1,2023-03-11
Regionalliga,Germany,Erfurt,1,Lok Leipzig,0,2023-03-11
Regionalliga,Germany,Alemannia,0,Bocholt,0,2023-03-11
U19 Bundesliga,Germany,RB Leipzig,2,Wolfsburg,0,2023-03-11
U17 Bundesliga,Germany,Wolfsburg,3,RB Leipzig,2,2023-03-11
U17 Bundesliga,Germany,Astoria W,1,Bayern München,6,2023-03-11
Super League 2,Greece,Larissa,0,Anagennisi K,1,2023-03-11
Super League 2,Greece,Episkopi,1,AEK II,0,2023-03-11
Super League 2,Greece,Panachaiki,2,Olympiakos II,1,2023-03-11
Premier League,Hong Kong,BC Rangers,3,HK U23,0,2023-03-11
Premier League,Hong Kong,Eastern,0,Kitchee,2,2023-03-11
NB I,Hungary,Kisvárda,0,Debrecen,1,2023-03-11
NB I,Hungary,Paks,2,Fehérvár,1,2023-03-11
NB I,Hungary,Honvéd,1,ZTE,0,2023-03-11
I-League,India,Mohammedan,5,Sudeva,2,2023-03-11
I-League,India,NEROCA,0,Churchill,1,2023-03-11
I-League,India,Kenkre,2,Aizawl,2,2023-03-11
I-League,India,Rajasthan Utd,0,Real Kashmir,1,2023-03-11
Liga 1,Indonesia,Madura Utd,2,PSS,1,2023-03-11
Liga 1,Indonesia,Bhayangkara,3,Bali United,1,2023-03-11
Persian Gulf Pro League,Iran,Tractor,0,Rafsanjan,1,2023-03-11
Persian Gulf Pro League,Iran,Persepolis,0,Sepahan,1,2023-03-11
Ligat Ha'al,Israel,H Haifa,1,Maccabi TA,1,2023-03-11
Ligat Ha'al,Israel,H Jerusalem,0,Bnei Raina,1,2023-03-11
Ligat Ha'al,Israel,Sektzia,1,Hapoel Hadera,3,2023-03-11
Ligat Ha'al,Israel,M Netanya,0,Ashdod,2,2023-03-11
Ligat Ha'al,Israel,Sakhnin,2,Beitar,0,2023-03-11
Serie C,Italy,Fiorenzuola,0,Recanatese,1,2023-03-11
Serie C,Italy,Gubbio,1,Cesena,1,2023-03-11
Serie C,Italy,Montevarchi,1,Torres,0,2023-03-11
Serie C,Italy,Olbia,1,Imolese,2,2023-03-11
Serie C,Italy,Alessandria,0,Lucchese,1,2023-03-11
Serie C,Italy,Ancona,3,Tavarnelle,0,2023-03-11
Serie C,Italy,Fermana,0,Carrarese,0,2023-03-11
Serie C,Italy,Reggiana,0,Virtus,1,2023-03-11
Serie C,Italy,Rimini,1,Pontedera,1,2023-03-11
Serie C,Italy,Siena,4,Vis Pesaro,0,2023-03-11
Coppa Italia Women,Italy,Juventus,2,Internazionale,1,2023-03-11
Coppa Italia Women,Italy,Roma,3,Milan,1,2023-03-11
J2 League,Japan,Ventforet,2,Fujieda,1,2023-03-11
J2 League,Japan,Omiya,1,Júbilo,0,2023-03-11
J2 League,Japan,Renofa,1,Kumamoto,3,2023-03-11
J3 League,Japan,YSCC,1,Gainare,3,2023-03-11
J3 League,Japan,Kagoshima Utd,1,Imabari,1,2023-03-11
J3 League,Japan,Ryūkyū,2,Grulla Morioka,1,2023-03-11
K League 1,Korea Republic,Daejeon,0,Pohang,0,2023-03-11
K League 1,Korea Republic,Suwon,2,Suwon,1,2023-03-11
K League 1,Korea Republic,Gangwon,1,Daegu,1,2023-03-11
K League 2,Korea Republic,Seoul E-Land,0,Dragons,1,2023-03-11
K League 2,Korea Republic,Cheongju,1,Busan IPark,1,2023-03-11
K League 2,Korea Republic,Gimpo,0,Gyeongnam,0,2023-03-11
Virsliga,Latvia,Valmiera,0,RFS,0,2023-03-11
Virsliga,Latvia,Auda,2,Super Nova,0,2023-03-11
A Lyga,Lithuania,Sūduva,2,H. Litauen,0,2023-03-11
A Lyga,Lithuania,Žalgiris,1,Banga,0,2023-03-11
Premier League,Malta,Hamrun,1,Gzira Utd,0,2023-03-11
Premier League,Malta,Hibernians,1,Marsaxlokk,3,2023-03-11
Premier League,Malta,Floriana,1,Zebbug,0,2023-03-11
Premier League,Malta,Mosta,1,Birkirkara,1,2023-03-11
Super Liga,Moldova,Zimbru,0,Sf. Gheorghe,0,2023-03-11
Super Liga,Moldova,Petrocub,2,Milsami,1,2023-03-11
Tweede Divisie,Netherlands,Lisse,0,Quick Boys,0,2023-03-11
Tweede Divisie,Netherlands,Kozakken Boys,2,OFC,0,2023-03-11
Tweede Divisie,Netherlands,Rijnsburg,4,Maassluis,1,2023-03-11
Tweede Divisie,Netherlands,Spakenburg,0,Scheveningen,1,2023-03-11
Tweede Divisie,Netherlands,Volendam II,0,Noordwijk,2,2023-03-11
Tweede Divisie,Netherlands,HFC,0,Treffers,4,2023-03-11
Tweede Divisie,Netherlands,Katwijk,4,IJsselmeervoge,0,2023-03-11
Tweede Divisie,Netherlands,Sparta II,2,AFC,3,2023-03-11
Premiership,Northern Ireland,Dungannon,0,Carrick,1,2023-03-11
Premiership,Northern Ireland,Glentoran,0,Glenavon,2,2023-03-11
Premiership,Northern Ireland,Newry City,3,Portadown,4,2023-03-11
I Liga,Poland,Sandecja,1,GKS Katowice,1,2023-03-11
I Liga,Poland,Wisła,2,Tychy,1,2023-03-11
Segunda Liga,Portugal,Vilafranquense,1,Farense,1,2023-03-11
Segunda Liga,Portugal,Torreense,3,Porto II,0,2023-03-11
Segunda Liga,Portugal,Trofense,2,Nacional,2,2023-03-11
Segunda Liga,Portugal,UD Oliveirense,0,Feirense,1,2023-03-11
Premier Division,Republic of Ireland,Sligo,2,Cork,2,2023-03-11
Liga I,Romania,Argeș,0,Petrolul 52,1,2023-03-11
Liga I,Romania,Farul,2,Rapid,1,2023-03-11
Saudi League,Saudi Arabia,Tai,1,Damak,3,2023-03-11
Saudi League,Saudi Arabia,Adalah,0,Raed,3,2023-03-11
Highland / Lowland,Scotland,Banks O' Dee,1,Buckie Thistle,3,2023-03-11
Highland / Lowland,Scotland,Forres,1,Formartine Utd,1,2023-03-11
Highland / Lowland,Scotland,Lossiemouth,2,Turriff Udt,2,2023-03-11
Highland / Lowland,Scotland,Nairn,2,Huntly,0,2023-03-11
Highland / Lowland,Scotland,Bo'ness Utd,3,Gretna,0,2023-03-11
Highland / Lowland,Scotland,Braves,3,Berwick,2,2023-03-11
Highland / Lowland,Scotland,Broomhill,1,Tranent,2,2023-03-11
Highland / Lowland,Scotland,Strollers,0,Stirling Unv,0,2023-03-11
Highland / Lowland,Scotland,East Stirling,5,Dalbeattie,1,2023-03-11
Highland / Lowland,Scotland,Edinburgh U,0,Rangers,3,2023-03-11
Highland / Lowland,Scotland,Fairydean,1,Cowdenbeath,1,2023-03-11
FA Cup,Scotland,Hearts,0,Celtic,3,2023-03-11
Super Liga,Serbia,Radnički Krag,3,Napredak,0,2023-03-11
Super Liga,Serbia,Vojvodina,3,Čukarički,2,2023-03-11
Super Liga,Serbia,Spartak,0,Mladost NS,0,2023-03-11
Super Liga,Slovakia,Spartak,6,Podbrezová,1,2023-03-11
Super Liga,Slovakia,L. Mikuláš,0,Skalica,3,2023-03-11
Super Liga,Slovakia,Zlaté Moravce,2,Zemplín,5,2023-03-11
1. SNL,Slovenia,Maribor,1,Tabor,1,2023-03-11
1. SNL,Slovenia,Koper,0,Celje,1,2023-03-11
Cup,South Africa,Arrows,1,Royal AM,3,2023-03-11
Cup,South Africa,Chippa Utd,2,Mpheni,0,2023-03-11
Cup,South Africa,Pirates,2,Venda,1,2023-03-11
Segunda División,Spain,Eibar,1,Burgos,0,2023-03-11
Segunda División,Spain,Alavés,0,Lugo,0,2023-03-11
Segunda División,Spain,Ibiza,0,Villarreal II,0,2023-03-11
Segunda División,Spain,Las Palmas,2,Málaga,2,2023-03-11
Primera División Femenina,Spain,Alavés,2,Huelva,1,2023-03-11
Primera División Femenina,Spain,Las Planas,1,Sevilla,1,2023-03-11
