Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Almería,3,Espanyol,1,2023-01-27
Serie A,Italy,Bologna,2,Spezia,0,2023-01-27
Serie A,Italy,Lecce,1,Salernitana,2,2023-01-27
Bundesliga,Germany,Leipzig,2,Stuttgart,1,2023-01-27
Ligue 1,France,Lorient,2,Rennes,1,2023-01-27
FA Cup,England,Man City,1,Arsenal,0,2023-01-27
A-League Men,Australia,Newcastle,4,Brisbane,0,2023-01-27
Süper Lig,Turkey,Beşiktaş,3,Alanyaspor,0,2023-01-27
Liga MX,Mexico,Atlas,2,Santos Laguna,2,2023-01-27
First Division A,Belgium,Standard,3,Eupen,1,2023-01-27
Primera A,Colombia,Boyacá Chicó,2,Petrolera,0,2023-01-27
Primera A,Colombia,Dep. Tolima,2,América,1,2023-01-27
Primera A,Colombia,Atl. Nacional,1,Once Caldas,0,2023-01-27
2. Bundesliga,Germany,Düsseldorf,3,Magdeburg,2,2023-01-27
2. Bundesliga,Germany,Karlsruhe,0,Paderborn,1,2023-01-27
Ekstraklasa,Poland,Miedź,0,Radomiak,0,2023-01-27
Ekstraklasa,Poland,Stal Mielec,0,Lech,0,2023-01-27
Serie B,Italy,Cagliari,2,SPAL,1,2023-01-27
Championship,Scotland,Cove Rangers,0,Ayr Utd,5,2023-01-27
CAF African Nations Championship,Africa,Algeria,1,Côte d'Ivoire,0,2023-01-27
CAF African Nations Championship,Africa,Senegal,1,Mauritania,0,2023-01-27
Premier League,Bangladesh,Abahani Dhaka,2,Mohammedan,0,2023-01-27
Premier League,Bangladesh,Uttara,1,Abahani Chitta,1,2023-01-27
Premier League,Bangladesh,Rahmatgonj,0,Muktijoddha,2,2023-01-27
Challenger Pro League,Belgium,Beerschot,3,Genk II,2,2023-01-27
Challenger Pro League,Belgium,Deinze,2,Club Brugge II,1,2023-01-27
Paulista A1,Brazil,Mirassol,4,São Bernardo,1,2023-01-27
Paulista A1,Brazil,São Paulo,4,Portuguesa,1,2023-01-27
Carioca Série A,Brazil,Botafogo,2,Madureira,0,2023-01-27
Carioca Série A,Brazil,Fluminense,1,Boavista,1,2023-01-27
Gaúcho 1,Brazil,Erechim,3,Novo Hamburgo,1,2023-01-27
Gaúcho 1,Brazil,São José RS,1,Caxias,1,2023-01-27
Gaúcho 1,Brazil,Aimoré,0,Esportivo,0,2023-01-27
Paranaense 1,Brazil,Londrina,3,Operário,2,2023-01-27
Catarinense 1,Brazil,Criciúma,0,Marcílio Dias,1,2023-01-27
Catarinense 1,Brazil,Joinville,0,Brusque,1,2023-01-27
Baiano 1,Brazil,Vitória,3,Doce Mel,0,2023-01-27
Baiano 1,Brazil,Bahia de Feira,0,Barcelona,0,2023-01-27
Pernambucano 1,Brazil,Maguary,2,Petrolina,1,2023-01-27
Pernambucano 1,Brazil,Santa Cruz,1,Caruaru City,0,2023-01-27
Maranhense 1,Brazil,Sampaio Corrêa,2,Moto Club MA,0,2023-01-27
Paraibano 1,Brazil,Queimadense,1,Botafogo,1,2023-01-27
Potiguar 1,Brazil,ABC,5,Potiguar M,1,2023-01-27
Copa do Nordeste,Brazil,Fortaleza,1,Sergipe,0,2023-01-27
Primera División,Costa Rica,San Carlos,2,Herediano,3,2023-01-27
HNL,Croatia,Varaždin,1,Slaven,0,2023-01-27
1. Division,Cyprus,Akritas,0,Karmiotissa,2,2023-01-27
1. Division,Cyprus,Apollon,2,Olympiakos,1,2023-01-27
Premier League,Egypt,Aswan,2,Geish,2,2023-01-27
Premier League,Egypt,Ismaily,3,El Dakhleya,1,2023-01-27
Premier League,Egypt,Mokawloon,0,Ittihad,0,2023-01-27
Premier League 2,England,Arsenal,1,Spurs,2,2023-01-27
Premier League 2,England,Chelsea,2,West Ham,3,2023-01-27
Premier League 2,England,Everton,1,Fulham,1,2023-01-27
Premier League 2,England,Man Utd,2,Blackburn,1,2023-01-27
Premier League 2,England,Wolves,0,Liverpool,1,2023-01-27
Premier League 2 Division Two,England,Middlesbrough,2,Southampton,2,2023-01-27
Premier League 2 Division Two,England,Norwich,5,Leeds,2,2023-01-27
Premier League 2 Division Two,England,Nottingham,7,Derby,2,2023-01-27
Premier League 2 Division Two,England,WBA,0,Aston Villa,4,2023-01-27
Premier League Cup,England,QPR,3,Bournemouth,1,2023-01-27
League Cup,Finland,HJK,3,Mariehamn,0,2023-01-27
National 1,France,Châteauroux,1,Avranches,0,2023-01-27
National 1,France,Cholet,2,Martigues,0,2023-01-27
National 1,France,Dunkerque,1,Bourg,1,2023-01-27
National 1,France,Versailles,1,Le Puy F. 43,1,2023-01-27
3. Liga,Germany,Elversberg,3,RW Essen,0,2023-01-27
Regionalliga,Germany,BFC Dynamo,2,ZFC Meuselwitz,1,2023-01-27
Regionalliga,Germany,Hertha II,1,Lok Leipzig,2,2023-01-27
Regionalliga,Germany,Alemannia,1,Fortuna II,0,2023-01-27
Super League 2,Greece,AEK II,0,Chania,1,2023-01-27
Indian Super League,India,Jamshedpur,1,Mumbai,2,2023-01-27
I-League,India,Punjab FC,2,Real Kashmir,0,2023-01-27
Persian Gulf Pro League,Iran,Aluminium Arak,3,Sanat Naft,1,2023-01-27
Persian Gulf Pro League,Iran,Paykan,1,Mes Kerman,0,2023-01-27
Persian Gulf Pro League,Iran,Zob Ahan,1,Tractor,3,2023-01-27
Persian Gulf Pro League,Iran,Gol Gohar,2,Rafsanjan,2,2023-01-27
Persian Gulf Pro League,Iran,Naft MIS,0,Havadar,0,2023-01-27
Persian Gulf Pro League,Iran,Foolad,1,Persepolis,0,2023-01-27
Liga de Expansión MX,Mexico,Morelia,1,Venados FC,0,2023-01-27
Eerste Divisie,Netherlands,Den Bosch,3,MVV,3,2023-01-27
Eerste Divisie,Netherlands,Eindhoven,1,Heracles,0,2023-01-27
Eerste Divisie,Netherlands,Helmond,1,Ajax,1,2023-01-27
Eerste Divisie,Netherlands,NAC,5,AZ II,1,2023-01-27
Eerste Divisie,Netherlands,Roda,1,Dordrecht,0,2023-01-27
Eerste Divisie,Netherlands,Telstar,0,Almere,1,2023-01-27
Eerste Divisie,Netherlands,VVV,0,ADO,0,2023-01-27
Eerste Divisie,Netherlands,Zwolle,4,TOP Oss,1,2023-01-27
Eredivisie Women,Netherlands,ADO,2,Zwolle,2,2023-01-27
Eredivisie Women,Netherlands,Ajax,1,Telstar,0,2023-01-27
Eredivisie Women,Netherlands,Excelsior,1,Alkmaar,2,2023-01-27
Eredivisie Women,Netherlands,Twente,7,Heerenveen,0,2023-01-27
Emir Cup,Qatar,Mesaimeer,2,Muaither,2,2023-01-27
Liga I,Romania,U Cluj,0,Rapid,0,2023-01-27
Saudi League,Saudi Arabia,Tai,1,Shabab,2,2023-01-27
Saudi League,Saudi Arabia,Wehda,0,Fateh,2,2023-01-27
PSL,South Africa,Stellenbosch,3,Cape Town City,2,2023-01-27
CONMEBOL U20,South America,Uruguay,4,Bolivia,1,2023-01-27
CONMEBOL U20,South America,Venezuela,1,Ecuador,0,2023-01-27
