Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Nottm Forest,1,West Ham,0,2022-08-14
Premier League,England,Chelsea,2,Tottenham,2,2022-08-14
La Liga,Spain,Cádiz,0,Real Sociedad,1,2022-08-14
La Liga,Spain,Valencia,1,Girona,0,2022-08-14
La Liga,Spain,Almería,1,Real Madrid,2,2022-08-14
Serie A,Italy,Fiorentina,3,Cremonese,2,2022-08-14
Serie A,Italy,Lazio,2,Bologna,1,2022-08-14
Serie A,Italy,Salernitana,0,Roma,1,2022-08-14
Serie A,Italy,Spezia,1,Empoli,0,2022-08-14
Bundesliga,Germany,Mainz 05,0,Union Berlin,0,2022-08-14
Bundesliga,Germany,Bayern München,2,Wolfsburg,0,2022-08-14
Ligue 1,France,Ajaccio,0,Lens,0,2022-08-14
Ligue 1,France,Auxerre,2,Angers,2,2022-08-14
Ligue 1,France,Reims,2,Clermont,4,2022-08-14
Ligue 1,France,Troyes,0,Toulouse,3,2022-08-14
Ligue 1,France,Nice,1,Strasbourg,1,2022-08-14
Ligue 1,France,Brest,1,Marseille,1,2022-08-14
Championship,England,Middlesbrough,2,Sheff Utd,2,2022-08-14
Championship,England,Blackburn,2,West Bromwich,1,2022-08-14
MLS,USA,New York,0,Orlando,1,2022-08-14
MLS,USA,Cincinnati,2,Atlanta United,2,2022-08-14
MLS,USA,New England,1,DC United,0,2022-08-14
MLS,USA,Philadelphia,4,Chicago,1,2022-08-14
MLS,USA,Toronto,3,Portland,1,2022-08-14
MLS,USA,Inter Miami,3,NYCFC,2,2022-08-14
MLS,USA,Austin,4,Sporting KC,3,2022-08-14
MLS,USA,Colorado,1,Columbus,1,2022-08-14
MLS,USA,Dallas,4,Earthquakes,1,2022-08-14
MLS,USA,Houston,2,Montréal,3,2022-08-14
MLS,USA,Galaxy,5,Whitecaps,2,2022-08-14
MLS,USA,Los Angeles,5,Charlotte,0,2022-08-14
Eredivisie,Netherlands,Volendam,1,NEC,4,2022-08-14
Eredivisie,Netherlands,Ajax,6,Groningen,1,2022-08-14
Eredivisie,Netherlands,Twente,3,Fortuna,0,2022-08-14
Eredivisie,Netherlands,Sparta,2,AZ,3,2022-08-14
Süper Lig,Turkey,Gaziantep,1,Ankaragücü,0,2022-08-14
Süper Lig,Turkey,Ümraniye,0,Antalyaspor,1,2022-08-14
Süper Lig,Turkey,Alanyaspor,3,Beşiktaş,3,2022-08-14
Premiership,Scotland,Kilmarnock,0,Celtic,5,2022-08-14
Premiership,Scotland,Hearts,4,Dundee Utd,1,2022-08-14
Liga MX,Mexico,León,0,Mazatlán,3,2022-08-14
Liga MX,Mexico,Pumas,0,América,3,2022-08-14
Liga MX,Mexico,Chivas,1,Atlas,1,2022-08-14
First Division A,Belgium,Sint-Truiden,0,Anderlecht,3,2022-08-14
First Division A,Belgium,Eupen,0,Antwerp,1,2022-08-14
First Division A,Belgium,OHL,0,Club Brugge,3,2022-08-14
First Division A,Belgium,ZW,1,Genk,4,2022-08-14
Serie A,Brazil,Corinthians,0,Palmeiras,1,2022-08-14
Serie A,Brazil,Cuiabá,1,Juventude,0,2022-08-14
Serie A,Brazil,Botafogo,0,Atlético GO,0,2022-08-14
Serie A,Brazil,Coritiba,0,Atl. Mineiro,1,2022-08-14
Serie A,Brazil,Ceará,0,Fortaleza,1,2022-08-14
Serie A,Brazil,Flamengo,5,Paranaense,0,2022-08-14
Serie A,Brazil,São Paulo,3,RB Bragantino,0,2022-08-14
Liga Profesional Argentina,Argentina,Lanús,1,Independiente,1,2022-08-14
Liga Profesional Argentina,Argentina,River Plate,4,NOB,1,2022-08-14
Liga Profesional Argentina,Argentina,Vélez,1,Gimn La Plata,1,2022-08-14
Primeira Liga,Portugal,Boavista,2,Santa Clara,1,2022-08-14
Primeira Liga,Portugal,Vizela,0,Porto,1,2022-08-14
Primeira Liga,Portugal,Guimarães,1,Estoril,0,2022-08-14
J1 League,Japan,Kashima,2,Avispa,0,2022-08-14
J1 League,Japan,Kashiwa,2,Sanfrecce,3,2022-08-14
J1 League,Japan,Gamba,0,Shimizu,2,2022-08-14
J1 League,Japan,Sagan,0,Nagoya,0,2022-08-14
Superliga,Denmark,Viborg,2,Silkeborg,0,2022-08-14
Superliga,Denmark,AaB,0,Nordsjælland,0,2022-08-14
Superliga,Denmark,Brøndby,2,OB,0,2022-08-14
Primera A,Colombia,Santa Fe,2,Dep. Tolima,1,2022-08-14
Primera A,Colombia,Junior,4,Medellín,2,2022-08-14
Primera División,Uruguay,Peñarol,2,Albion,0,2022-08-14
Primera División,Uruguay,City Torque,0,Def. Sporting,2,2022-08-14
Primera División,Uruguay,Liverpool,0,Nacional,1,2022-08-14
Primera División,Chile,U. La Calera,1,Antofagasta,1,2022-08-14
Primera División,Chile,La Serena,0,Huachipato,1,2022-08-14
Bundesliga,Austria,A Lustenau,4,Hartberg,1,2022-08-14
Bundesliga,Austria,LASK,2,Rapid,1,2022-08-14
Bundesliga,Austria,Salzburg,2,WAC,1,2022-08-14
2. Bundesliga,Germany,Düsseldorf,2,Greuther Fürth,2,2022-08-14
2. Bundesliga,Germany,Hannover,1,Regensburg,0,2022-08-14
2. Bundesliga,Germany,St. Pauli,3,Magdeburg,0,2022-08-14
Ekstraklasa,Poland,Radomiak,4,Lechia,1,2022-08-14
Ekstraklasa,Poland,Raków,2,Jagiellonia,2,2022-08-14
Ekstraklasa,Poland,Lech,0,Śląsk,1,2022-08-14
Eliteserien,Norway,Jerv,1,Lillestrøm,0,2022-08-14
Eliteserien,Norway,Tromsø,2,Kristiansund,1,2022-08-14
Eliteserien,Norway,HamKam,1,Vålerenga,1,2022-08-14
Allsvenskan,Sweden,AIK,2,Värnamo,2,2022-08-14
Allsvenskan,Sweden,Djurgården,3,Kalmar,2,2022-08-14
Allsvenskan,Sweden,Malmö,3,Sundsvall,1,2022-08-14
Allsvenskan,Sweden,Degerfors,1,Varberg,1,2022-08-14
Allsvenskan,Sweden,Elfsborg,1,Norrköping,1,2022-08-14
Super League,Switzerland,Winterthur,1,Zürich,1,2022-08-14
Super League,Switzerland,Basel,0,Lugano,2,2022-08-14
Super League,Switzerland,Young Boys,3,Servette,0,2022-08-14
Serie B,Italy,Ascoli,2,Ternana,1,2022-08-14
Serie B,Italy,Benevento,0,Cosenza,1,2022-08-14
Serie B,Italy,Brescia,2,Südtirol,0,2022-08-14
Serie B,Italy,Modena,0,Frosinone,1,2022-08-14
Serie B,Italy,SPAL,1,Reggina,3,2022-08-14
Serie B,Italy,Venezia,1,Genoa,2,2022-08-14
Primera Nacional,Argentina,Instituto,1,Riestra,1,2022-08-14
Primera Nacional,Argentina,Tristán Suárez,0,All Boys,1,2022-08-14
Primera Nacional,Argentina,Chacarita,1,San Martín SJ,1,2022-08-14
Primera Nacional,Argentina,Almagro,1,Dep Madryn,1,2022-08-14
Primera Nacional,Argentina,Brown Adrogué,1,Chaco,2,2022-08-14
Primera Nacional,Argentina,Defensores Bel,0,San Telmo,0,2022-08-14
Primera Nacional,Argentina,Guillermo Br,1,Atlanta,0,2022-08-14
Primera Nacional,Argentina,Alvarado,0,Estudiantes RC,1,2022-08-14
Primera Nacional,Argentina,Mitre SdE,3,Villa Dálmine,2,2022-08-14
Primera Nacional,Argentina,SM Tucumán,0,Gim Mendoza,0,2022-08-14
Torneo Federal A,Argentina,Sansinena,2,Olimpo,2,2022-08-14
Torneo Federal A,Argentina,Villa Mitre,3,Camioneros,0,2022-08-14
Torneo Federal A,Argentina,Gim Concepción,0,Racing Córdoba,2,2022-08-14
Torneo Federal A,Argentina,Ferro Carril,1,Argentino MM,1,2022-08-14
Torneo Federal A,Argentina,Juventud UU,1,Circulo Dep.,0,2022-08-14
Torneo Federal A,Argentina,Gimnasia Tiro,1,De. Pro.,0,2022-08-14
Torneo Federal A,Argentina,Las Parejas,0,Central Norte,1,2022-08-14
Torneo Federal A,Argentina,Cipolletti,2,Desamparados,0,2022-08-14
Prim B Metro,Argentina,Colegiales,2,San Miguel,1,2022-08-14
Australia Cup,Australia,Sydney Utd,1,Western United,1,2022-08-14
Australia Cup,Australia,Peninsula,2,Green Gully,1,2022-08-14
Queensland NPL,Australia,Brisbane City,4,Capalaba,0,2022-08-14
Queensland NPL,Australia,Eastern Sub,1,Roar,0,2022-08-14
Queensland NPL,Australia,Knights,2,Olympic,2,2022-08-14
Queensland NPL,Australia,Lions,3,Moreton Bay,1,2022-08-14
Queensland NPL,Australia,SC Wanderers,0,Gold Coast Utd,0,2022-08-14
Victoria NPL,Australia,Heidelberg,1,Avondale,4,2022-08-14
Victoria NPL,Australia,St. Albans,2,Oakleigh,1,2022-08-14
Victoria NPL,Australia,Bentleigh,0,Port Melbourne,1,2022-08-14
New South Wales NPL,Australia,Blacktown City,2,Leichhardt,0,2022-08-14
New South Wales NPL Women,Australia,NSW Institute,2,Emerging Jets,0,2022-08-14
New South Wales NPL Women,Australia,Bankstown City,2,Tigers,2,2022-08-14
New South Wales NPL Women,Australia,Illawarra St.,2,Sydney Univ,4,2022-08-14
New South Wales NPL Women,Australia,Manly United,1,Macarthur Rams,2,2022-08-14
New South Wales NPL Women,Australia,Spartans,1,Leichhardt,6,2022-08-14
New South Wales NPL Women,Australia,Sydney Olympic,4,NWS Spirit,1,2022-08-14
2. Liga,Austria,Kapfenberg,1,Lafnitz,5,2022-08-14
Premier League,Belarus,BATE,2,Belshina,2,2022-08-14
Premier League,Belarus,Arsenal,0,Dinamo Minsk,1,2022-08-14
Challenger Pro League,Belgium,Genk II,4,Lierse K,1,2022-08-14
Challenger Pro League,Belgium,Anderlecht II,0,Deinze,0,2022-08-14
Primera División,Bolivia,The Strongest,1,Palmaflor,1,2022-08-14
Primera División,Bolivia,Guabirá,1,Independiente,1,2022-08-14
Primera División,Bolivia,Nacional,1,Wilstermann,0,2022-08-14
Serie B,Brazil,Guarani,1,Náutico,0,2022-08-14
Serie B,Brazil,CRB,2,Grêmio,0,2022-08-14
Serie B,Brazil,Novorizontino,3,Criciúma,1,2022-08-14
Serie D,Brazil,Moto Club MA,0,América RN,1,2022-08-14
Serie D,Brazil,Nova Venécia,2,Portuguesa,2,2022-08-14
Serie D,Brazil,Amazonas,2,Lagarto,1,2022-08-14
Serie D,Brazil,ASA,0,Rio Branco,0,2022-08-14
Serie D,Brazil,Tocantinópolis,1,Santa Cruz,0,2022-08-14
Copa Paulista,Brazil,Rio Claro,1,Desp. Brasil,4,2022-08-14
Copa Paulista,Brazil,Portuguesa,2,Juventus,0,2022-08-14
First League,Bulgaria,CSKA,1,Septemvri,0,2022-08-14
Canadian Premier League,Canada,Pacific,1,Atlético,0,2022-08-14
Canadian Premier League,Canada,York,3,Edmonton,2,2022-08-14
Primera B,Chile,Fernández Vial,2,U. Concepción,3,2022-08-14
Primera B,Chile,Rangers,0,Recoleta,1,2022-08-14
China League One,China PR,Liaoning,0,Nantong,3,2022-08-14
China League One,China PR,Shijiazhuang,1,Kunshan,2,2022-08-14
China League One,China PR,West Coast,2,BSU,1,2022-08-14
Primera B,Colombia,Atlético,2,Orsomarso,1,2022-08-14
Primera B,Colombia,Valledupar,1,Tigres,1,2022-08-14
Primera División,Costa Rica,Guápiles,2,Alajuelense,1,2022-08-14
Primera División,Costa Rica,Grecia,3,Cartaginés,5,2022-08-14
HNL,Croatia,Osijek,2,Varaždin,2,2022-08-14
HNL,Croatia,Rijeka,0,Slaven,1,2022-08-14
Czech Liga,Czech Republic,Dynamo CB,2,Slovácko,2,2022-08-14
Czech Liga,Czech Republic,Jablonec,2,Slavia,3,2022-08-14
Czech Liga,Czech Republic,Pardubice,2,Slovan,1,2022-08-14
Czech Liga,Czech Republic,Sparta,2,Sigma,0,2022-08-14
FNL,Czech Republic,Sigma II,1,Opava,0,2022-08-14
FNL,Czech Republic,Varnsdorf,2,Prostějov,0,2022-08-14
Liga Pro,Ecuador,9 de Octubre,1,Aucas,2,2022-08-14
Liga Pro,Ecuador,Barcelona,0,Universidad,0,2022-08-14
Liga Pro,Ecuador,Cumbayá,1,Macará,0,2022-08-14
Liga Pro,Ecuador,Universitario,3,Guayaquil City,1,2022-08-14
