Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA U21 Championship,Europe,Georgia,0,Israel,0,2023-07-01
UEFA U21 Championship,Europe,Spain,2,Switzerland,1,2023-07-01
Liga MX,Mexico,América,1,Juárez,2,2023-07-01
Liga MX,Mexico,Mazatlán,1,Pachuca,1,2023-07-01
Liga MX,Mexico,Tijuana,2,Pumas,3,2023-07-01
Serie A,Brazil,São Paulo,1,Fluminense,0,2023-07-01
Liga Profesional Argentina,Argentina,Platense,0,Lanús,1,2023-07-01
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,Unión,0,2023-07-01
Liga Profesional Argentina,Argentina,Vélez,1,Arsenal,0,2023-07-01
Liga Profesional Argentina,Argentina,Barracas C,2,River Plate,1,2023-07-01
Liga Profesional Argentina,Argentina,San Lorenzo,1,R. Central,0,2023-07-01
Concacaf Gold Cup,N/C America,Martinique,1,Panama,2,2023-07-01
Concacaf Gold Cup,N/C America,El Salvador,0,Costa Rica,0,2023-07-01
J1 League,Japan,Albirex,2,Sanfrecce,0,2023-07-01
J1 League,Japan,Kashima,0,Kyoto,0,2023-07-01
J1 League,Japan,Nagoya,2,Kawasaki,0,2023-07-01
J1 League,Japan,Yokohama,0,Gamba,0,2023-07-01
J1 League,Japan,Sagan,1,Urawa,2,2023-07-01
J1 League,Japan,Tokyo,1,Kashiwa,0,2023-07-01
J1 League,Japan,Vissel Kobe,1,Consadole,1,2023-07-01
Primera División,Uruguay,Def. Sporting,3,La Luz,0,2023-07-01
Eliteserien,Norway,Vålerenga,1,Viking,2,2023-07-01
Allsvenskan,Sweden,Brommapojkarna,0,AIK,2,2023-07-01
Allsvenskan,Sweden,Degerfors,0,Värnamo,2,2023-07-01
Allsvenskan,Sweden,Malmö,3,Sirius,0,2023-07-01
CAF U23 Cup of Nations,Africa,Gabon U23,0,Egypt U23,2,2023-07-01
CAF U23 Cup of Nations,Africa,Niger,0,Mali,2,2023-07-01
Ligue 1,Algeria,Belouizdad,1,ASO Chlef,0,2023-07-01
Ligue 1,Algeria,ES Sétif,0,Paradou,0,2023-07-01
Ligue 1,Algeria,MC Alger,1,HBCL,1,2023-07-01
Ligue 1,Algeria,MC Oran,1,Bayadh,1,2023-07-01
Ligue 1,Algeria,NC Magra,2,CS Constantine,1,2023-07-01
Ligue 1,Algeria,RC Arbaâ,2,USM Alger,1,2023-07-01
Ligue 1,Algeria,Saoura,2,Kabylie,2,2023-07-01
Ligue 1,Algeria,US Biskra,1,Khenchela,0,2023-07-01
Primera Nacional,Argentina,Güemes,4,San Martín SJ,0,2023-07-01
Primera Nacional,Argentina,Ferro,1,Brown Adrogué,0,2023-07-01
Primera Nacional,Argentina,Gimn Jujuy,0,Quilmes,1,2023-07-01
Primera Nacional,Argentina,Tristán Suárez,1,Villa Dálmine,1,2023-07-01
Primera Nacional,Argentina,Racing Córdoba,3,Rafaela,3,2023-07-01
Primera Nacional,Argentina,Almirante Br,0,Guillermo Br,0,2023-07-01
Prim B Metro,Argentina,Acassuso,2,San Miguel,1,2023-07-01
Prim B Metro,Argentina,Cañuelas,1,Los Andes,1,2023-07-01
Prim B Metro,Argentina,Dock Sud,0,Colegiales,1,2023-07-01
Prim B Metro,Argentina,Talleres,1,Villa SC,0,2023-07-01
Prim B Metro,Argentina,Urquiza,1,A Quilmes,2,2023-07-01
SAFF Championship,Asia,Kuwait,1,Bangladesh,0,2023-07-01
SAFF Championship,Asia,Lebanon,0,India,0,2023-07-01
Queensland NPL Women,Australia,Mitchelton,0,Lions,3,2023-07-01
Victoria NPL,Australia,Port Melbourne,1,Heidelberg,0,2023-07-01
Victoria NPL,Australia,Hume City,3,Moreland City,2,2023-07-01
Victoria NPL,Australia,Dandenong,0,Altona Magic,3,2023-07-01
Victoria NPL Women,Australia,Bayside Utd,0,South Melb,4,2023-07-01
Victoria NPL Women,Australia,Southern Utd,1,Calder Utd,2,2023-07-01
New South Wales NPL,Australia,Bulls,1,Leichhardt,2,2023-07-01
New South Wales NPL,Australia,Sydney Olympic,1,Blacktown City,3,2023-07-01
New South Wales NPL,Australia,Sutherland,0,Stallions,0,2023-07-01
New South Wales NPL,Australia,Mt Druitt Town,1,Mariners,2,2023-07-01
New South Wales NPL,Australia,Western Sydney,3,Rockdale,3,2023-07-01
