Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA World Cup,World,Canada,1,Morocco,2,2022-12-01
FIFA World Cup,World,Croatia,0,Belgium,0,2022-12-01
FIFA World Cup,World,Costa Rica,2,Germany,4,2022-12-01
FIFA World Cup,World,Japan,2,Spain,1,2022-12-01
Primera A,Colombia,América,1,Águilas D,1,2022-12-01
Primera A,Colombia,Pasto,0,Medellín,0,2022-12-01
Primera A,Colombia,Santa Fe,1,Millonarios,1,2022-12-01
Primera A,Colombia,Junior,0,Pereira,2,2022-12-01
Premier League,Ukraine,Zorya,2,Kolos,2,2022-12-01
Play-offs 1/2,Bolivia,Universitario,0,Libertad,3,2022-12-01
First League,Bulgaria,Ludogorets,0,Levski,0,2022-12-01
Cup,Bulgaria,Septemvri,1,CSKA,2,2022-12-01
CSL,China PR,Rongcheng,2,Guangzhou,0,2022-12-01
CSL,China PR,Meizhou,0,Shenhua,1,2022-12-01
Cup,Cyprus,Omonia,2,Karmiotissa,1,2022-12-01
Premier League,Egypt,Aswan,1,Pharco,0,2022-12-01
Premier League,Egypt,El Dakhleya,0,Future,1,2022-12-01
Premier League,Egypt,Zamalek,2,Masry,2,2022-12-01
Liga Nacional,Guatemala,Municipal,2,Malacateco,0,2022-12-01
Liga Nacional,Honduras,Victoria,0,Motagua,0,2022-12-01
Indian Super League,India,Mumbai,4,Goa,1,2022-12-01
I-League,India,Real Kashmir,3,TRAU,2,2022-12-01
I-League,India,Sreenidi,4,Mohammedan,3,2022-12-01
Serie C,Italy,Arzignano,1,Pro Vercelli,1,2022-12-01
Serie C,Italy,Trento,0,Vicenza,1,2022-12-01
Taça da Liga,Portugal,Viseu,3,Estoril,2,2022-12-01
Taça da Liga,Portugal,Marítimo,0,Rio Ave,1,2022-12-01
Taça da Liga,Portugal,Guimarães,2,Belenenses,2,2022-12-01
Liga I,Romania,Botoșani,2,FCSB,3,2022-12-01
1. SNL,Slovenia,Olimpija,0,Celje,0,2022-12-01
FA Cup,Thailand,Lamphun,2,Prachuap,1,2022-12-01
