Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Venezuela,1,Honduras,0,2023-06-16
Friendlies,World,Costa Rica,0,Guatemala,1,2023-06-16
Friendlies,World,China PR,4,Myanmar,0,2023-06-16
Friendlies,World,Chinese Taipeh,2,Thailand,2,2023-06-16
Friendlies,World,Korea Rep,0,Peru,1,2023-06-16
Friendlies,World,Sweden,4,New Zealand,1,2023-06-16
Friendlies,World,Serbia,3,Jordan,2,2023-06-16
Friendlies,World,Poland,1,Germany,0,2023-06-16
Friendlies,World,Colombia,1,Iraq,0,2023-06-16
Primera División,Uruguay,Danubio,1,City Torque,0,2023-06-16
Prim B Metro,Argentina,A Merlo,0,Villa SC,1,2023-06-16
AFC U17 Asian Cup,Asia,Australia,0,Saudi Arabia,2,2023-06-16
AFC U17 Asian Cup,Asia,Korea Republic,6,Qatar,1,2023-06-16
AFC U17 Asian Cup,Asia,Iran,6,Afghanistan,1,2023-06-16
AFC U17 Asian Cup,Asia,Tajikistan,1,China,1,2023-06-16
Queensland NPL,Australia,Olympic,0,SC Wanderers,0,2023-06-16
Queensland NPL,Australia,Rochedale,3,Redlands Utd,1,2023-06-16
Queensland NPL Women,Australia,Mitchelton,1,FQ QAS,1,2023-06-16
Victoria NPL,Australia,Knights,0,Port Melbourne,1,2023-06-16
Victoria NPL,Australia,Green Gully,5,Altona Magic,2,2023-06-16
Victoria NPL,Australia,Oakleigh,2,St. Albans,0,2023-06-16
Victoria NPL Women,Australia,Emerging,1,Bulleen,2,2023-06-16
Serie D,Brazil,Iguatu,2,Sousa,1,2023-06-16
Serie D,Brazil,Jacuipense,2,Falcon,0,2023-06-16
UEFA European Championship Qualifiers,Europe,Finland,2,Slovenia,0,2023-06-16
UEFA European Championship Qualifiers,Europe,Andorra,1,Switzerland,2,2023-06-16
UEFA European Championship Qualifiers,Europe,Belarus,1,Israel,2,2023-06-16
UEFA European Championship Qualifiers,Europe,Denmark,1,N. Ireland,0,2023-06-16
UEFA European Championship Qualifiers,Europe,Gibraltar,0,France,3,2023-06-16
UEFA European Championship Qualifiers,Europe,Greece,2,Ireland,1,2023-06-16
UEFA European Championship Qualifiers,Europe,Kosovo,0,Romania,0,2023-06-16
UEFA European Championship Qualifiers,Europe,Latvia,2,Türkiye,3,2023-06-16
UEFA European Championship Qualifiers,Europe,Malta,0,England,4,2023-06-16
UEFA European Championship Qualifiers,Europe,N. Macedonia,2,Ukraine,3,2023-06-16
UEFA European Championship Qualifiers,Europe,San Marino,0,Kazakhstan,3,2023-06-16
UEFA European Championship Qualifiers,Europe,Wales,2,Armenia,4,2023-06-16
UEFA U21 Championship Qualification,Europe,Lithuania,1,Denmark,2,2023-06-16
UEFA U21 Championship Qualification,Europe,Faroe Islands,2,Andorra,2,2023-06-16
1. Deild,Iceland,Thór,2,Selfoss,1,2023-06-16
1. Deild,Iceland,Afturelding,7,Njardvík,2,2023-06-16
1. Deild,Iceland,ÍA,6,Thróttur R,3,2023-06-16
Concacaf Nations League,N/C America,Panama,0,Canada,2,2023-06-16
Concacaf Nations League,N/C America,United States,3,Mexico,0,2023-06-16
Ettan,Sweden,Sollentuna,3,Stocksund,1,2023-06-16
Ettan,Sweden,Umeå,1,Piteå,0,2023-06-16
Damallsvenskan,Sweden,Djurgården,1,Linköping,4,2023-06-16
MLS Next Pro,USA,Columbus II,2,Atlanta Utd II,2,2023-06-16
MLS Next Pro,USA,TFC II,1,Huntsville,2,2023-06-16
MLS Next Pro,USA,Chicago Fire,1,Orlando City B,0,2023-06-16
MLS Next Pro,USA,Houston II,1,Timbers2,2,2023-06-16
MLS Next Pro,USA,Sporting KC II,2,Tacoma Def.,2,2023-06-16
MLS Next Pro,USA,Whitecaps FC 2,1,Real Monarchs,0,2023-06-16
U22 National Team Friendlies,World,China,1,Uzbekistan,3,2023-06-16
Tournoi Maurice Revello,World,Australia,1,Panama,2,2023-06-16
Tournoi Maurice Revello,World,France,2,Mexico,2,2023-06-16
