Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Fulham,0,Arsenal,3,2023-03-12
Premier League,England,Man Utd,0,Southampton,0,2023-03-12
Premier League,England,West Ham,1,Aston Villa,1,2023-03-12
Premier League,England,Newcastle,2,Wolves,1,2023-03-12
La Liga,Spain,Mallorca,1,Real Sociedad,1,2023-03-12
La Liga,Spain,Sevilla,2,Almería,1,2023-03-12
La Liga,Spain,Villarreal,1,Betis,1,2023-03-12
La Liga,Spain,Athletic Club,0,Barcelona,1,2023-03-12
Serie A,Italy,Lecce,0,Torino,2,2023-03-12
Serie A,Italy,Cremonese,0,Fiorentina,2,2023-03-12
Serie A,Italy,Verona,1,Monza,1,2023-03-12
Serie A,Italy,Roma,3,Sassuolo,4,2023-03-12
Serie A,Italy,Juventus,4,Sampdoria,2,2023-03-12
Bundesliga,Germany,Freiburg,2,Hoffenheim,1,2023-03-12
Bundesliga,Germany,Bremen,2,Leverkusen,3,2023-03-12
Bundesliga,Germany,Wolfsburg,1,Union Berlin,1,2023-03-12
Ligue 1,France,Clermont,0,Lens,4,2023-03-12
Ligue 1,France,Ajaccio,0,Montpellier,1,2023-03-12
Ligue 1,France,Angers,0,Toulouse,2,2023-03-12
Ligue 1,France,Lorient,2,Troyes,0,2023-03-12
Ligue 1,France,Nantes,2,Nice,2,2023-03-12
Ligue 1,France,Monaco,0,Reims,1,2023-03-12
Ligue 1,France,Marseille,2,Strasbourg,2,2023-03-12
Championship,England,Norwich,0,Sunderland,1,2023-03-12
Friendlies,World,Jamaica,0,Trinidad,1,2023-03-12
MLS,USA,Whitecaps,1,Dallas,1,2023-03-12
MLS,USA,Cincinnati,1,Sounders,0,2023-03-12
MLS,USA,DC United,1,Orlando,1,2023-03-12
MLS,USA,NYCFC,1,Inter Miami,0,2023-03-12
MLS,USA,Philadelphia,1,Chicago,0,2023-03-12
MLS,USA,Toronto,1,Columbus,1,2023-03-12
MLS,USA,Minnesota,1,New York,1,2023-03-12
MLS,USA,Nashville,2,Montréal,0,2023-03-12
MLS,USA,Sporting KC,0,Galaxy,0,2023-03-12
MLS,USA,Salt Lake,1,Austin,2,2023-03-12
MLS,USA,Earthquakes,1,Colorado,0,2023-03-12
MLS,USA,Portland,1,St. Louis,2,2023-03-12
Eredivisie,Netherlands,NEC,2,Utrecht,2,2023-03-12
Eredivisie,Netherlands,Heerenveen,2,Ajax,4,2023-03-12
Eredivisie,Netherlands,PSV,5,Cambuur,2,2023-03-12
Eredivisie,Netherlands,Feyenoord,2,Volendam,1,2023-03-12
A-League Men,Australia,Wellington,1,Sydney,0,2023-03-12
A-League Men,Australia,Melbourne City,2,Brisbane,1,2023-03-12
Süper Lig,Turkey,Ankaragücü,2,Alanyaspor,0,2023-03-12
Süper Lig,Turkey,Trabzonspor,4,Demirspor,1,2023-03-12
Süper Lig,Turkey,Başakşehir,0,Beşiktaş,2,2023-03-12
Süper Lig,Turkey,Hatay,0,Konyaspor,3,2023-03-12
Süper Lig,Turkey,Ümraniye,3,Gaziantep,0,2023-03-12
Liga MX,Mexico,Atlas,0,León,1,2023-03-12
Liga MX,Mexico,Cruz Azul,1,Pumas,0,2023-03-12
Liga MX,Mexico,Tigres,0,América,2,2023-03-12
Liga MX,Mexico,Toluca,4,Mazatlán,1,2023-03-12
First Division A,Belgium,Club Brugge,2,Standard,0,2023-03-12
First Division A,Belgium,ZW,2,Gent,6,2023-03-12
First Division A,Belgium,Genk,1,R. Union SG,2,2023-03-12
First Division A,Belgium,Anderlecht,2,Cercle Brugge,0,2023-03-12
Liga Profesional Argentina,Argentina,Def y Justicia,1,Talleres,1,2023-03-12
Liga Profesional Argentina,Argentina,Belgrano,0,Lanús,0,2023-03-12
Liga Profesional Argentina,Argentina,Córdoba SdE,2,Tigre,0,2023-03-12
Liga Profesional Argentina,Argentina,Racing Club,1,Sarmiento,0,2023-03-12
Primeira Liga,Portugal,Rio Ave,2,Gil Vicente,1,2023-03-12
Primeira Liga,Portugal,Marítimo,0,Benfica,3,2023-03-12
Primeira Liga,Portugal,Sporting,3,Boavista,0,2023-03-12
J1 League,Japan,Cerezo,2,Sagan,1,2023-03-12
J1 League,Japan,Consadole,2,F Marinos,0,2023-03-12
J1 League,Japan,Kashima,0,Avispa,0,2023-03-12
J1 League,Japan,Kashiwa,0,Nagoya,3,2023-03-12
J1 League,Japan,Shonan,0,Kyoto,2,2023-03-12
J1 League,Japan,Tokyo,3,Yokohama,1,2023-03-12
J1 League,Japan,Gamba,1,Sanfrecce,2,2023-03-12
Superliga,Denmark,Midtjylland,1,Lyngby,3,2023-03-12
Superliga,Denmark,Viborg,1,Nordsjælland,1,2023-03-12
Superliga,Denmark,Horsens,1,København,4,2023-03-12
Superliga,Denmark,Brøndby,2,Silkeborg,1,2023-03-12
Primera A,Colombia,Cali,1,Bucaramanga,1,2023-03-12
Primera A,Colombia,Atl. Nacional,0,Millonarios,0,2023-03-12
Primera A,Colombia,Boyacá Chicó,2,Medellín,0,2023-03-12
Primera División,Uruguay,Nacional,3,Boston River,1,2023-03-12
Primera División,Uruguay,Danubio,1,Cerro,0,2023-03-12
Primera División,Uruguay,Fénix,0,Racing,1,2023-03-12
