Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Man Utd,2,Man City,1,2023-01-14
Premier League,England,Brighton,3,Liverpool,0,2023-01-14
Premier League,England,Everton,1,Southampton,2,2023-01-14
Premier League,England,Nottm Forest,2,Leicester,0,2023-01-14
Premier League,England,Wolves,1,West Ham,0,2023-01-14
Premier League,England,Brentford,2,Bournemouth,0,2023-01-14
La Liga,Spain,Valladolid,0,Vallecano,1,2023-01-14
La Liga,Spain,Girona,2,Sevilla,1,2023-01-14
La Liga,Spain,Osasuna,1,Mallorca,0,2023-01-14
La Liga,Spain,Real Sociedad,3,Athletic Club,1,2023-01-14
Serie A,Italy,Cremonese,2,Monza,3,2023-01-14
Serie A,Italy,Lecce,2,Milan,2,2023-01-14
Serie A,Italy,Inter,1,Verona,0,2023-01-14
Ligue 1,France,Lens,1,Auxerre,0,2023-01-14
Ligue 1,France,Marseille,3,Lorient,1,2023-01-14
Ligue 1,France,Lyon,1,Strasbourg,2,2023-01-14
Championship,England,Rotherham,4,Blackburn,0,2023-01-14
Championship,England,Bristol City,4,Birmingham,2,2023-01-14
Championship,England,Burnley,1,Coventry,0,2023-01-14
Championship,England,Cardiff,1,Wigan,1,2023-01-14
Championship,England,Hull,1,Huddersfield,1,2023-01-14
Championship,England,Luton,2,West Bromwich,3,2023-01-14
Championship,England,Middlesbrough,1,Millwall,0,2023-01-14
Championship,England,Preston,0,Norwich,4,2023-01-14
Championship,England,Reading,2,QPR,2,2023-01-14
Championship,England,Sheff Utd,3,Stoke,1,2023-01-14
Championship,England,Sunderland,1,Swansea,3,2023-01-14
Championship,England,Watford,2,Blackpool,0,2023-01-14
Eredivisie,Netherlands,Heerenveen,0,AZ,2,2023-01-14
Eredivisie,Netherlands,Volendam,2,Waalwijk,1,2023-01-14
Eredivisie,Netherlands,Ajax,0,Twente,0,2023-01-14
Eredivisie,Netherlands,Sparta,1,Excelsior,0,2023-01-14
A-League Men,Australia,Brisbane,0,Wellington,1,2023-01-14
A-League Men,Australia,Adelaide Utd,1,Mel Victory,1,2023-01-14
A-League Men,Australia,Perth,2,Sydney,2,2023-01-14
Süper Lig,Turkey,Antalyaspor,2,Giresun,2,2023-01-14
Süper Lig,Turkey,Demirspor,3,Ankaragücü,1,2023-01-14
Süper Lig,Turkey,Konyaspor,1,Beşiktaş,2,2023-01-14
Süper Lig,Turkey,Trabzonspor,1,Başakşehir,0,2023-01-14
Premiership,Scotland,Hibernian,2,Dundee Utd,2,2023-01-14
Premiership,Scotland,Motherwell,1,Ross County,1,2023-01-14
Premiership,Scotland,St. Johnstone,2,Livingston,4,2023-01-14
Liga MX,Mexico,San Luis,0,Chivas,0,2023-01-14
Liga MX,Mexico,Puebla,2,Querétaro,0,2023-01-14
First Division A,Belgium,Seraing,1,Standard,1,2023-01-14
First Division A,Belgium,Eupen,0,Sint-Truiden,2,2023-01-14
First Division A,Belgium,Mechelen,2,Oostende,1,2023-01-14
First Division A,Belgium,Genk,1,ZW,0,2023-01-14
Primeira Liga,Portugal,Vizela,3,Marítimo,0,2023-01-14
Primeira Liga,Portugal,Rio Ave,0,Paços Ferreira,1,2023-01-14
Primeira Liga,Portugal,Braga,1,Boavista,0,2023-01-14
Super League 1,Greece,Lamia,1,Atromitos,1,2023-01-14
Super League 1,Greece,PAOK,0,OFI,0,2023-01-14
League One,England,Accrington,2,Bristol Rovers,0,2023-01-14
League One,England,Bolton,3,Portsmouth,0,2023-01-14
League One,England,Burton Albion,0,Shrewsbury,4,2023-01-14
League One,England,Charlton,2,Barnsley,0,2023-01-14
League One,England,Cheltenham,2,Derby,3,2023-01-14
League One,England,Exeter,1,Forest Green,1,2023-01-14
League One,England,Fleetwood,1,Oxford,2,2023-01-14
League One,England,Ipswich,1,Plymouth,1,2023-01-14
League One,England,MK Dons,0,Lincoln,0,2023-01-14
League One,England,Wycombe,0,Sheff Wed,1,2023-01-14
League Two,England,Carlisle,2,Newport,0,2023-01-14
League Two,England,Gillingham,2,Hartlepool,0,2023-01-14
League Two,England,Harrogate,1,Stevenage,1,2023-01-14
League Two,England,L Orient,0,Barrow,0,2023-01-14
League Two,England,Mansfield Town,1,Crewe,1,2023-01-14
League Two,England,Rochdale,1,Colchester,2,2023-01-14
League Two,England,Salford,2,Sutton Utd,0,2023-01-14
League Two,England,Stockport,2,Northampton,0,2023-01-14
League Two,England,Swindon,5,Grimsby,0,2023-01-14
League Two,England,Tranmere,1,Walsall,1,2023-01-14
League Two,England,Wimbledon,0,Bradford,0,2023-01-14
National League,England,Bromley,4,Yeovil,1,2023-01-14
National League,England,Scunthorpe,0,Woking,2,2023-01-14
Serie B,Italy,Bari,4,Parma,0,2023-01-14
Serie B,Italy,Cagliari,2,Como,0,2023-01-14
Serie B,Italy,Perugia,3,Palermo,3,2023-01-14
Serie B,Italy,Pisa,1,Cittadella,2,2023-01-14
Serie B,Italy,Reggina,0,SPAL,1,2023-01-14
Serie B,Italy,Frosinone,2,Modena,1,2023-01-14
Championship,Scotland,Ayr Utd,2,Arbroath,2,2023-01-14
Championship,Scotland,Cove Rangers,2,Raith Rovers,2,2023-01-14
Championship,Scotland,Hamilton,1,Morton,0,2023-01-14
Championship,Scotland,Inverness,0,Queen's Park,0,2023-01-14
League One,Scotland,Alloa Athletic,2,Edinburgh City,1,2023-01-14
League One,Scotland,Dunfermline,4,Peterhead,0,2023-01-14
