Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FA Cup,England,Forest Green,1,Birmingham,2,2023-01-17
FA Cup,England,Swansea,1,Bristol City,2,2023-01-17
FA Cup,England,Wigan,1,Luton,2,2023-01-17
FA Cup,England,Wolves,0,Liverpool,1,2023-01-17
FA Cup,England,West Bromwich,4,Chesterfield,0,2023-01-17
Liga MX,Mexico,León,2,Necaxa,1,2023-01-17
First Division A,Belgium,OHL,1,Eupen,1,2023-01-17
First Division A,Belgium,Standard,2,Mechelen,0,2023-01-17
First Division A,Belgium,Westerlo,2,Genk,3,2023-01-17
Primeira Liga,Portugal,Gil Vicente,2,Guimarães,1,2023-01-17
Copa del Rey,Spain,Real Sociedad,1,Mallorca,0,2023-01-17
Copa del Rey,Spain,Alavés,0,Sevilla,1,2023-01-17
Coppa Italia,Italy,Napoli,2,Cremonese,2,2023-01-17
Cup,Turkey,Sivasspor,3,Karacabey BS,0,2023-01-17
Cup,Turkey,Antalyaspor,0,Kayseri,2,2023-01-17
Cup,Turkey,Alanyaspor,1,Galatasaray,2,2023-01-17
National League,England,Altrincham,3,Maidenhead Utd,2,2023-01-17
National League,England,Solihull,1,Aldershot,2,2023-01-17
CAF African Nations Championship,Africa,Mozambique,3,Libya,2,2023-01-17
CAF African Nations Championship,Africa,Algeria,1,Ethiopia,0,2023-01-17
Cup,Albania,Bylis,0,Vllaznia,2,2023-01-17
Cup,Albania,Dinamo,1,Kastrioti,3,2023-01-17
Cup,Albania,Korabi,1,Partizani,3,2023-01-17
Cup,Albania,Lushnja,0,Tirana,3,2023-01-17
Cup,Albania,Tomori,1,Laçi,3,2023-01-17
Paulista A1,Brazil,São Bento,2,Santo André,1,2023-01-17
Cearense 1,Brazil,Ferroviário,4,Barbalha,0,2023-01-17
Paraibano 1,Brazil,Treze,3,Auto Esporte,2,2023-01-17
1. Division,Cyprus,Doxa,0,Nea Salamis,1,2023-01-17
Cup,Cyprus,Pafos,3,Akritas,1,2023-01-17
Cup,Egypt,Ahly,3,Smouha,1,2023-01-17
FA Trophy,England,Torquay,4,Taunton,2,2023-01-17
FA Youth Cup,England,Aston Villa,1,Southampton,4,2023-01-17
FA Youth Cup,England,Man City,4,Brighton,1,2023-01-17
Premier League International Cup,Europe,Wolves,2,Celtic,4,2023-01-17
Super League 2,Greece,Proodeftiki,1,Episkopi,0,2023-01-17
I-League,India,Sreenidi,4,Punjab FC,0,2023-01-17
I-League,India,Rajasthan Utd,0,Churchill,5,2023-01-17
