Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Luxembourg,0,Malta,1,2023-06-09
CONMEBOL Libertadores,South America,Metropolitanos,0,Medellín,1,2023-06-09
CONMEBOL Libertadores,South America,Flamengo,2,Racing Club,1,2023-06-09
CONMEBOL Libertadores,South America,Olimpia,3,Atl. Nacional,0,2023-06-09
CONMEBOL Sudamericana,South America,Danubio,1,Huracán,0,2023-06-09
CONMEBOL Sudamericana,South America,Goiás,0,Gimn La Plata,0,2023-06-09
CONMEBOL Sudamericana,South America,O. Petrolero,1,Tacuary,3,2023-06-09
CONMEBOL Sudamericana,South America,São Paulo,5,Dep. Tolima,0,2023-06-09
CONMEBOL Sudamericana,South America,San Lorenzo,0,Palestino,0,2023-06-09
CONMEBOL Sudamericana,South America,César Vallejo,3,Magallanes,2,2023-06-09
CONMEBOL Sudamericana,South America,Santa Fe,2,Universitario,0,2023-06-09
Liga Profesional Argentina,Argentina,Barracas C,0,R. Central,0,2023-06-09
Superliga,Denmark,Viborg,0,Midtjylland,1,2023-06-09
Allsvenskan,Sweden,Hammarby,2,Brommapojkarna,1,2023-06-09
Super League,Malaysia,Sri Pahang,4,Negeri Seem.,3,2023-06-09
Super League,Malaysia,Terengganu,1,Darul Ta'zim,3,2023-06-09
Primera Nacional,Argentina,SM Tucumán,0,Estudiantes RC,0,2023-06-09
Prim B Metro,Argentina,Colegiales,2,A Merlo,2,2023-06-09
Queensland NPL,Australia,Redlands Utd,2,Olympic,1,2023-06-09
Victoria NPL,Australia,Port Melbourne,1,Green Gully,3,2023-06-09
Victoria NPL,Australia,Oakleigh,5,Heidelberg,1,2023-06-09
New South Wales NPL,Australia,Sydney,2,Manly Utd,1,2023-06-09
New South Wales NPL,Australia,Wolves,2,Bulls,0,2023-06-09
Premier League,Belarus,Shakhtyor,3,Isloch,0,2023-06-09
Premier League,Belarus,Dinamo Minsk,4,Dinamo Brest,1,2023-06-09
Serie C,Brazil,Floresta,2,São Bernardo,0,2023-06-09
Serie C,Brazil,Aparecidense,0,Brusque,2,2023-06-09
Serie C,Brazil,CSA,2,Manaus,1,2023-06-09
Serie C,Brazil,Figueirense,2,Erechim,0,2023-06-09
Serie D,Brazil,São Francisco,1,Trem,0,2023-06-09
Serie D,Brazil,Jacuipense,4,Cruzeiro,1,2023-06-09
Serie D,Brazil,Princesa,5,Humaitá,0,2023-06-09
Serie D,Brazil,Santa Cruz,0,Pacajus,0,2023-06-09
Play-offs 1/2,Bulgaria,Beroe,1,Svoge,0,2023-06-09
CSL,China PR,Henan,2,Zhejiang,2,2023-06-09
CSL,China PR,Dalian,2,Guoan,2,2023-06-09
CSL,China PR,Meizhou,2,Cangzhou,3,2023-06-09
CSL,China PR,Port,2,Nantong,1,2023-06-09
CSL,China PR,Three Towns,1,Shandong,1,2023-06-09
Premier League,Egypt,Ittihad,0,National Bank,0,2023-06-09
Play-offs 4/5,Germany,Ansbach,1,Memmingen,3,2023-06-09
1. Deild,Iceland,Ægir,0,ÍA,1,2023-06-09
Virsliga,Latvia,Metta,0,RFS,6,2023-06-09
Virsliga,Latvia,Valmiera,1,Riga,0,2023-06-09
Virsliga,Latvia,Liepāja,2,Super Nova,1,2023-06-09
NPFL,Nigeria,Rivers Utd,2,Bendel Ins.,1,2023-06-09
NPFL,Nigeria,Lobi Stars,0,Remo Stars,2,2023-06-09
NPFL,Nigeria,Sunshine,0,Enyimba,3,2023-06-09
Premier Division,Republic of Ireland,Cork,1,Dundalk,2,2023-06-09
Premier Division,Republic of Ireland,Derry,0,Bohemians,0,2023-06-09
Premier Division,Republic of Ireland,Drogheda,2,St Pat's,1,2023-06-09
Premier Division,Republic of Ireland,Shelbourne,1,Sligo,1,2023-06-09
Premier Division,Republic of Ireland,Shamrock,4,UCD,0,2023-06-09
First Division,Republic of Ireland,Kerry,0,Athlone,1,2023-06-09
First Division,Republic of Ireland,Longford,2,Finn Harps,3,2023-06-09
First Division,Republic of Ireland,Treaty United,0,Cobh,1,2023-06-09
First Division,Republic of Ireland,Waterford,3,Bray,1,2023-06-09
First Division,Republic of Ireland,Wexford,0,Galway Utd,2,2023-06-09
Ettan,Sweden,Torns,0,Ariana,0,2023-06-09
Damallsvenskan,Sweden,Linköping,2,Vittsjö,1,2023-06-09
Damallsvenskan,Sweden,Uppsala,0,Rosengård,0,2023-06-09
Damallsvenskan,Sweden,Kalmar,0,Djurgården,1,2023-06-09
Play-offs 2/3,Ukraine,FSC Mariupol,0,Khust City,1,2023-06-09
MLS Next Pro,USA,Inter Miami II,3,Cincinnati II,1,2023-06-09
FIFA U20 World Cup,World,Italy,2,Korea Rep.,1,2023-06-09
U18 National Team Friendlies,World,Norway U18,2,England,2,2023-06-09
Tournoi Maurice Revello,World,Australia,3,Méditerranée,2,2023-06-09
Tournoi Maurice Revello,World,Mexico,4,Qatar,0,2023-06-09
