Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Nottm Forest,1,Liverpool,0,2022-10-22
Premier League,England,Everton,3,Crystal Palace,0,2022-10-22
Premier League,England,Man City,3,Brighton,1,2022-10-22
Premier League,England,Chelsea,1,Man Utd,1,2022-10-22
La Liga,Spain,Vallecano,5,Cádiz,1,2022-10-22
La Liga,Spain,Valladolid,1,Real Sociedad,0,2022-10-22
La Liga,Spain,Valencia,1,Mallorca,2,2022-10-22
La Liga,Spain,Real Madrid,3,Sevilla,1,2022-10-22
Serie A,Italy,Salernitana,1,Spezia,0,2022-10-22
Serie A,Italy,Milan,4,Monza,1,2022-10-22
Serie A,Italy,Fiorentina,3,Inter,4,2022-10-22
Bundesliga,Germany,Augsburg,3,Leipzig,3,2022-10-22
Bundesliga,Germany,Dortmund,5,Stuttgart,0,2022-10-22
Bundesliga,Germany,Freiburg,2,Bremen,0,2022-10-22
Bundesliga,Germany,Hoffenheim,0,Bayern München,2,2022-10-22
Bundesliga,Germany,Leverkusen,2,Wolfsburg,2,2022-10-22
Bundesliga,Germany,M'gladbach,1,Frankfurt,3,2022-10-22
Ligue 1,France,Montpellier,1,Lyon,2,2022-10-22
Ligue 1,France,Marseille,0,Lens,1,2022-10-22
Championship,England,Blackpool,4,Preston,2,2022-10-22
Championship,England,Blackburn,2,Birmingham,1,2022-10-22
Championship,England,Middlesbrough,0,Huddersfield,0,2022-10-22
Championship,England,Millwall,2,West Bromwich,1,2022-10-22
Championship,England,QPR,2,Wigan,1,2022-10-22
Championship,England,Reading,2,Bristol City,0,2022-10-22
Championship,England,Rotherham,2,Hull,4,2022-10-22
Championship,England,Sheff Utd,2,Norwich,2,2022-10-22
Championship,England,Stoke,0,Coventry,2,2022-10-22
Championship,England,Sunderland,2,Burnley,4,2022-10-22
Friendlies,World,Saudi Arabia,1,N. Macedonia,0,2022-10-22
Eredivisie,Netherlands,Feyenoord,1,Fortuna,1,2022-10-22
Eredivisie,Netherlands,Waalwijk,1,Ajax,4,2022-10-22
Eredivisie,Netherlands,Vitesse,2,Emmen,1,2022-10-22
A-League Men,Australia,Newcastle,3,Wellington,1,2022-10-22
A-League Men,Australia,Wanderers,1,Brisbane,1,2022-10-22
A-League Men,Australia,Mel Victory,0,Melbourne City,2,2022-10-22
Süper Lig,Turkey,Ümraniye,1,Fatih,3,2022-10-22
Süper Lig,Turkey,Trabzonspor,1,Sivasspor,0,2022-10-22
Süper Lig,Turkey,Fenerbahçe,1,Başakşehir,0,2022-10-22
Premiership,Scotland,Hearts,3,Celtic,4,2022-10-22
Premiership,Scotland,Kilmarnock,1,Ross County,0,2022-10-22
Premiership,Scotland,Motherwell,1,Aberdeen,2,2022-10-22
Premiership,Scotland,Rangers,1,Livingston,1,2022-10-22
Premiership,Scotland,St. Mirren,2,Dundee Utd,1,2022-10-22
First Division A,Belgium,Kortrijk,0,Westerlo,2,2022-10-22
First Division A,Belgium,Mechelen,2,Eupen,1,2022-10-22
First Division A,Belgium,Sint-Truiden,0,OHL,0,2022-10-22
First Division A,Belgium,R. Union SG,2,Club Brugge,2,2022-10-22
Serie A,Brazil,RB Bragantino,4,Paranaense,2,2022-10-22
Liga Profesional Argentina,Argentina,Unión,1,Córdoba SdE,4,2022-10-22
Liga Profesional Argentina,Argentina,Def y Justicia,3,Atl. Tucumán,1,2022-10-22
Liga Profesional Argentina,Argentina,Estudiantes,2,Godoy Cruz,0,2022-10-22
Liga Profesional Argentina,Argentina,San Lorenzo,3,Aldosivi,0,2022-10-22
Primeira Liga,Portugal,Famalicão,2,Paços Ferreira,1,2022-10-22
Primeira Liga,Portugal,Estoril,0,Braga,2,2022-10-22
Primeira Liga,Portugal,Sporting,3,Casa Pia,1,2022-10-22
J1 League,Japan,Shimizu,1,Júbilo,1,2022-10-22
Superliga,Denmark,København,1,Midtjylland,1,2022-10-22
Primera A,Colombia,Equidad,4,Magdalena,1,2022-10-22
Primera A,Colombia,Águilas D,1,Envigado,0,2022-10-22
Primera A,Colombia,Santa Fe,1,Cali,0,2022-10-22
Primera División,Uruguay,Def. Sporting,2,Rentistas,3,2022-10-22
Primera División,Chile,O'Higgins,1,Cobresal,0,2022-10-22
Primera División,Chile,Ñublense,2,Huachipato,0,2022-10-22
Bundesliga,Austria,Hartberg,1,WSG Tirol,5,2022-10-22
Bundesliga,Austria,Rapid,0,Aus Klagenfurt,1,2022-10-22
Bundesliga,Austria,Salzburg,0,Sturm,0,2022-10-22
Premier League,Ukraine,Oleksandria,2,Lviv,0,2022-10-22
2. Bundesliga,Germany,Braunschweig,0,Paderborn,0,2022-10-22
2. Bundesliga,Germany,Nürnberg,0,Hannover,0,2022-10-22
2. Bundesliga,Germany,Regensburg,2,Sandhausen,1,2022-10-22
2. Bundesliga,Germany,Bielefeld,2,St. Pauli,0,2022-10-22
Ekstraklasa,Poland,Stal Mielec,1,Wisła Płock,1,2022-10-22
Ekstraklasa,Poland,Legia,1,Pogoń,1,2022-10-22
Ekstraklasa,Poland,Raków,1,Kielce,0,2022-10-22
Eliteserien,Norway,HamKam,1,Strømsgodset,1,2022-10-22
Eliteserien,Norway,Odd,2,Vålerenga,1,2022-10-22
Super League,Switzerland,Young Boys,1,Sion,1,2022-10-22
Super League,Switzerland,Luzern,3,Lugano,1,2022-10-22
Super League 1,Greece,Atromitos,0,Volos,2,2022-10-22
Super League 1,Greece,Panaitolikos,0,Olympiakos,2,2022-10-22
League One,England,Lincoln,1,Sheff Wed,1,2022-10-22
League One,England,Accrington,2,Bolton,3,2022-10-22
League One,England,Bristol Rovers,2,Plymouth,2,2022-10-22
League One,England,Burton Albion,1,Cheltenham,0,2022-10-22
League One,England,Cambridge Utd,0,Port Vale,1,2022-10-22
League One,England,Exeter,2,Fleetwood,1,2022-10-22
League One,England,Forest Green,0,Portsmouth,1,2022-10-22
League One,England,MK Dons,0,Wycombe,1,2022-10-22
League One,England,Morecambe,1,Barnsley,0,2022-10-22
League One,England,Oxford,1,Peterborough,2,2022-10-22
League One,England,Shrewsbury,0,Charlton,1,2022-10-22
League Two,England,Carlisle,2,L Orient,3,2022-10-22
League Two,England,Crawley,3,Mansfield Town,2,2022-10-22
League Two,England,Crewe,1,Doncaster,1,2022-10-22
League Two,England,Gillingham,1,Barrow,1,2022-10-22
League Two,England,Grimsby,0,Bradford,0,2022-10-22
League Two,England,Harrogate,1,Tranmere,1,2022-10-22
League Two,England,Newport,1,Colchester,0,2022-10-22
League Two,England,Rochdale,1,Wimbledon,2,2022-10-22
League Two,England,Salford,0,Stockport,2,2022-10-22
League Two,England,Stevenage,2,Northampton,3,2022-10-22
League Two,England,Sutton Utd,1,Walsall,1,2022-10-22
League Two,England,Swindon,2,Hartlepool,1,2022-10-22
National League,England,Aldershot,2,York,1,2022-10-22
National League,England,Barnet,2,Maidenhead Utd,1,2022-10-22
National League,England,Boreham Wood,1,Wrexham,1,2022-10-22
National League,England,Chesterfield,3,Bromley,2,2022-10-22
National League,England,Dorking W,3,Wealdstone,1,2022-10-22
National League,England,Gateshead,1,Woking,3,2022-10-22
National League,England,Halifax,2,Dag & Red,0,2022-10-22
National League,England,Oldham,2,Yeovil,0,2022-10-22
National League,England,Solihull,3,Eastleigh,0,2022-10-22
National League,England,Southend,3,Scunthorpe,0,2022-10-22
National League,England,Torquay,4,Altrincham,4,2022-10-22
Serie B,Italy,Brescia,1,Venezia,1,2022-10-22
Serie B,Italy,Como,2,Benevento,1,2022-10-22
Serie B,Italy,Frosinone,1,Bari,0,2022-10-22
Serie B,Italy,Reggina,2,Perugia,3,2022-10-22
Serie B,Italy,SPAL,5,Cosenza,0,2022-10-22
Serie B,Italy,Südtirol,1,Parma,0,2022-10-22
Serie B,Italy,Ternana,1,Genoa,2,2022-10-22
Ligue 2,France,Amiens,0,Saint-Étienne,1,2022-10-22
Ligue 2,France,Bordeaux,1,Annecy,0,2022-10-22
Ligue 2,France,Caen,2,Rodez,0,2022-10-22
Ligue 2,France,Grenoble,1,Valenciennes,0,2022-10-22
Ligue 2,France,Guingamp,1,Bastia,1,2022-10-22
Ligue 2,France,Niort,2,Dijon,1,2022-10-22
Ligue 2,France,Paris,0,Laval,0,2022-10-22
Ligue 2,France,Pau,1,Nîmes,0,2022-10-22
Ligue 2,France,Sochaux,2,QRM,2,2022-10-22
Championship,Scotland,Arbroath,1,Hamilton,0,2022-10-22
Championship,Scotland,Ayr Utd,2,Cove Rangers,2,2022-10-22
Championship,Scotland,Dundee,0,Morton,0,2022-10-22
Championship,Scotland,Inverness,1,Raith Rovers,1,2022-10-22
Championship,Scotland,Partick,0,Queen's Park,4,2022-10-22
League One,Scotland,Clyde,1,Queen South,2,2022-10-22
League One,Scotland,Edinburgh City,3,Airdrieonians,1,2022-10-22
League One,Scotland,Falkirk,2,Kelty Hearts,3,2022-10-22
League One,Scotland,Montrose,2,Dunfermline,0,2022-10-22
League One,Scotland,Peterhead,0,Alloa Athletic,2,2022-10-22
Superliga,Albania,Kastrioti,0,Laçi,1,2022-10-22
Superliga,Albania,Kukësi,0,Egnatia,1,2022-10-22
Superliga,Albania,Tirana,0,Erzeni,1,2022-10-22
Ligue 1,Algeria,HBCL,1,MC Oran,2,2022-10-22
Primera Nacional,Argentina,Gim Mendoza,1,Independiente,0,2022-10-22
Torneo Federal A,Argentina,Olimpo,1,Sansinena,0,2022-10-22
Prim B Metro,Argentina,Comunicaciones,0,Villa SC,1,2022-10-22
Prim B Metro,Argentina,Armenio,0,Def Unidos,1,2022-10-22
AFC Cup,Asia,Kuala Lumpur,0,Seeb,3,2022-10-22
2. Liga,Austria,Dornbirn,3,Sturm II,1,2022-10-22
2. Liga,Austria,Horn,0,St. Pölten,1,2022-10-22
2. Liga,Austria,Kapfenberg,2,BW Linz,4,2022-10-22
Premier League,Belarus,Slavia,1,Arsenal,1,2022-10-22
Challenger Pro League,Belgium,Genk II,1,Beerschot,2,2022-10-22
Challenger Pro League,Belgium,Anderlecht II,0,Dender,2,2022-10-22
Primera División,Bolivia,O. Petrolero,2,Wilstermann,1,2022-10-22
Primera División,Bolivia,Bolívar,N/A,Santa Cruz,N/A,2022-10-22
Serie B,Brazil,Chapecoense,3,Tombense,2,2022-10-22
Serie B,Brazil,CRB,2,Operário,1,2022-10-22
Serie B,Brazil,Bahia,1,Vila Nova,1,2022-10-22
Serie B,Brazil,Ituano,1,Sampaio Corrêa,0,2022-10-22
Serie B,Brazil,Londrina,2,Sport,1,2022-10-22
Serie B,Brazil,Vasco,2,Criciúma,1,2022-10-22
First League,Bulgaria,Spartak Varna,0,Cherno more,0,2022-10-22
First League,Bulgaria,Slavia Sofia,1,CSKA 1948,1,2022-10-22
First League,Bulgaria,Levski,1,Loko Plovdiv,1,2022-10-22
Primera B,Chile,Morning,0,U. Concepción,2,2022-10-22
Primera B,Chile,Iquique,3,San Felipe,0,2022-10-22
Primera B,Colombia,Barranquilla,2,Llaneros,2,2022-10-22
HNL,Croatia,Lokomotiva,2,Gorica,1,2022-10-22
HNL,Croatia,Varaždin,4,Osijek,1,2022-10-22
1. Division,Cyprus,Pafos,3,Omonia,0,2022-10-22
1. Division,Cyprus,APOEL,1,AEK,0,2022-10-22
Czech Liga,Czech Republic,Pardubice,1,Zbrojovka,3,2022-10-22
Czech Liga,Czech Republic,Sigma,2,Zlín,1,2022-10-22
Czech Liga,Czech Republic,Slovan,2,Jablonec,0,2022-10-22
Czech Liga,Czech Republic,Viktoria Plzeň,3,Baník,1,2022-10-22
FNL,Czech Republic,Chrudim,0,Sigma II,0,2022-10-22
FNL,Czech Republic,Vyškov,1,Vlašim,1,2022-10-22
FNL,Czech Republic,Karviná,5,Dukla,0,2022-10-22
FNL,Czech Republic,Líšeň,2,Prostějov,3,2022-10-22
1. Division,Denmark,Vejle,3,Hvidovre,1,2022-10-22
1. Division,Denmark,Fremad Amager,1,Nykøbing,0,2022-10-22
Liga Pro,Ecuador,Dep. Cuenca,3,Mushuc Runa,1,2022-10-22
Liga Pro,Ecuador,Macará,0,LDU Quito,5,2022-10-22
Liga Pro,Ecuador,Emelec,3,Universitario,1,2022-10-22
Premier League 2,England,Chelsea,3,Blackburn,0,2022-10-22
Premier League 2,England,Spurs,1,Fulham,1,2022-10-22
Premier League 2,England,Man City,3,Crystal Palace,3,2022-10-22
Premier League 2,England,Liverpool,2,Everton,1,2022-10-22
Premier League 2,England,Man Utd,3,Wolves,2,2022-10-22
Premier League 2,England,Brighton,3,West Ham,2,2022-10-22
Premier League 2 Division Two,England,Middlesbrough,2,Leeds,4,2022-10-22
U18 Premier League,England,Liverpool,3,Stoke City,2,2022-10-22
U18 Premier League,England,Middlesbrough,2,Leeds Utd,1,2022-10-22
U18 Premier League,England,Fulham,6,Spurs,0,2022-10-22
U18 Premier League,England,Leicester,5,Crystal Palace,1,2022-10-22
U18 Premier League,England,WBA,3,Aston Villa,3,2022-10-22
U18 Premier League,England,Arsenal,2,Brighton,2,2022-10-22
U18 Premier League,England,Everton,1,Newcastle,1,2022-10-22
Women's Super League,England,Spurs,0,Man City,3,2022-10-22
Women's Super League,England,Aston Villa,0,Everton,1,2022-10-22
Meistriliiga,Estonia,Tallinna Kalev,2,Legion,0,2022-10-22
Meistriliiga,Estonia,Flora,2,Kuressaare,1,2022-10-22
Meistriliiga,Estonia,Tammeka,1,Vaprus,0,2022-10-22
UEFA U17 Championship Qualification,Europe,Scotland,3,N. Ireland,0,2022-10-22
UEFA U17 Championship Qualification,Europe,Germany,2,Latvia,0,2022-10-22
UEFA U17 Championship Qualification,Europe,Slovakia,1,Moldova,1,2022-10-22
UEFA U17 Championship Qualification,Europe,Czech,5,Malta,0,2022-10-22
Veikkausliiga,Finland,Oulu,0,VPS,1,2022-10-22
3. Liga,Germany,1860 München,3,Wiesbaden,1,2022-10-22
3. Liga,Germany,Dresden,1,Saarbrücken,2,2022-10-22
3. Liga,Germany,Duisburg,1,Viktoria Köln,1,2022-10-22
3. Liga,Germany,Elversberg,4,Osnabrück,1,2022-10-22
3. Liga,Germany,Meppen,0,Dortmund II,2,2022-10-22
3. Liga,Germany,Waldhof,1,RW Essen,2,2022-10-22
Regionalliga,Germany,Chemie L.,4,Hertha II,2,2022-10-22
Regionalliga,Germany,Cottbus,2,Viktoria B,1,2022-10-22
Regionalliga,Germany,Lichtenberg,0,Chemnitz,2,2022-10-22
Regionalliga,Germany,Weiche,1,Lübeck,0,2022-10-22
Regionalliga,Germany,Aubstadt,0,Würzburg,3,2022-10-22
Regionalliga,Germany,Buchbach,1,Vilzing,2,2022-10-22
Regionalliga,Germany,Burghausen,1,Pipinsried,2,2022-10-22
Regionalliga,Germany,Fürth II,0,Hankofen,2,2022-10-22
Regionalliga,Germany,Heimstetten,2,Eichstätt,4,2022-10-22
Regionalliga,Germany,Rain / Lech,1,Unterhaching,1,2022-10-22
Regionalliga,Germany,Schweinfurt,1,Aschaffenburg,1,2022-10-22
Regionalliga,Germany,Werder II,3,Bremer SV,0,2022-10-22
Regionalliga,Germany,Aalen,3,Trier,1,2022-10-22
Regionalliga,Germany,Astoria,1,Stuttgart II,0,2022-10-22
Regionalliga,Germany,FSV Frankfurt,1,Hoffenheim II,2,2022-10-22
Regionalliga,Germany,Kassel,2,Steinbach,0,2022-10-22
Regionalliga,Germany,Lehnerz,1,RW Koblenz,1,2022-10-22
Regionalliga,Germany,SGV Freiberg,2,Wormatia,2,2022-10-22
Regionalliga,Germany,Bocholt,1,Lippstadt,3,2022-10-22
Regionalliga,Germany,Münster,2,Düren,0,2022-10-22
Regionalliga,Germany,RW Ahlen,3,Kaan,1,2022-10-22
Regionalliga,Germany,Wuppertal,1,RW Oberhausen,0,2022-10-22
Regionalliga,Germany,Atlas,0,Norderstedt,1,2022-10-22
DFB Junioren Pokal,Germany,Nürnberg,2,RB Leipzig,1,2022-10-22
Frauen Bundesliga,Germany,Freiburg,3,Leverkusen,2,2022-10-22
NB I,Hungary,ZTE,0,Honvéd,2,2022-10-22
NB I,Hungary,Fehérvár,1,Paks,1,2022-10-22
NB I,Hungary,Puskás,2,Ferencváros,4,2022-10-22
Úrvalsdeild,Iceland,ÍA,3,ÍBV,2,2022-10-22
Úrvalsdeild,Iceland,Leiknir R,1,Keflavík,7,2022-10-22
Úrvalsdeild,Iceland,Valur,2,Breidablik,5,2022-10-22
Indian Super League,India,Mumbai,1,Jamshedpur,1,2022-10-22
Indian Super League,India,Hyderabad,1,Bengaluru,0,2022-10-22
Ligat Ha'al,Israel,H Jerusalem,1,H Be'er Sheva,4,2022-10-22
Ligat Ha'al,Israel,H Haifa,0,Sektzia,1,2022-10-22
Ligat Ha'al,Israel,Ashdod,0,Beitar,2,2022-10-22
Ligat Ha'al,Israel,Kiryat Shmona,2,M Haifa,3,2022-10-22
Serie C,Italy,Foggia,3,Fidelis Andria,1,2022-10-22
Serie C,Italy,Messina,4,Latina,1,2022-10-22
Serie C,Italy,Pescara,2,Audace Cerig.,0,2022-10-22
Serie C,Italy,Picerno,0,Viterbese,0,2022-10-22
Serie C,Italy,Catanzaro,2,Juve Stabia,0,2022-10-22
Serie C,Italy,Giugliano,1,Gelbison,1,2022-10-22
Serie C,Italy,Taranto,2,Potenza,0,2022-10-22
Serie C,Italy,V. Francavilla,2,Avellino,3,2022-10-22
Serie A Women,Italy,Parma,1,Pomigliano,3,2022-10-22
Serie A Women,Italy,Milan,4,Juventus,3,2022-10-22
J3 League,Japan,Fujieda,1,Tegevajaro,1,2022-10-22
J-League Cup,Japan,Cerezo,1,Sanfrecce,2,2022-10-22
WE League,Japan,Sendai,3,Elfen,1,2022-10-22
WE League,Japan,Beleza,1,Albirex,0,2022-10-22
K League 1,Korea Republic,Gimcheon,1,Suwon,3,2022-10-22
K League 1,Korea Republic,Seongnam,4,Daegu,4,2022-10-22
K League 1,Korea Republic,Suwon,0,Seoul,2,2022-10-22
Virsliga,Latvia,Daugavpils,1,Spartaks,1,2022-10-22
Virsliga,Latvia,Metta,0,Riga,2,2022-10-22
Premier League,Malta,Hamrun,2,Mosta,1,2022-10-22
Premier League,Malta,Hibernians,2,Gudja Utd,1,2022-10-22
Premier League,Malta,Valletta,0,Gzira Utd,0,2022-10-22
Premier League,Malta,Pietà,1,Santa Lucia,2,2022-10-22
Liga de Expansión MX,Mexico,Morelia,1,Alebrijes,1,2022-10-22
Liga de Expansión MX,Mexico,Dorados,1,Durango,3,2022-10-22
Super Liga,Moldova,Dacia-Buiucani,0,Zimbru,0,2022-10-22
Super Liga,Moldova,CSF Bălți,1,Dinamo-Auto,0,2022-10-22
Eerste Divisie,Netherlands,Dordrecht,0,NAC,3,2022-10-22
Eerste Divisie,Netherlands,MVV,3,Den Bosch,1,2022-10-22
Eredivisie Women,Netherlands,Fortuna,3,ADO,0,2022-10-22
Premiership,Northern Ireland,Coleraine,2,Cliftonville,4,2022-10-22
Premiership,Northern Ireland,Crusaders,4,Portadown,0,2022-10-22
Premiership,Northern Ireland,Glenavon,4,Carrick,2,2022-10-22
Premiership,Northern Ireland,Linfield,2,Larne,4,2022-10-22
Premiership,Northern Ireland,Newry City,0,Glentoran,1,2022-10-22
1. Division,Norway,Åsane,1,Bryne,2,2022-10-22
1. Division,Norway,Fredrikstad,1,Brann,3,2022-10-22
1. Division,Norway,KFUM,3,Stjørdals,1,2022-10-22
1. Division,Norway,Mjøndalen,3,Grorud,0,2022-10-22
1. Division,Norway,Ranheim,3,Raufoss,2,2022-10-22
1. Division,Norway,Sandnes,2,Stabæk,2,2022-10-22
1. Division,Norway,Skeid,4,Kongsvinger,0,2022-10-22
1. Division,Norway,Sogndal,1,Start,2,2022-10-22
2. Division,Norway,Egersund,3,Fløy-Flekkerøy,2,2022-10-22
2. Division,Norway,Kvik,1,Ørn Horten,1,2022-10-22
2. Division,Norway,Odd II,1,Arendal,5,2022-10-22
2. Division,Norway,Sotra,2,Strømmen,0,2022-10-22
2. Division,Norway,Staal,3,Notodden,3,2022-10-22
2. Division,Norway,Ullern,1,Moss,3,2022-10-22
2. Division,Norway,Vard,N/A,Øygarden,N/A,2022-10-22
2. Division,Norway,Alta,0,Bærum,2,2022-10-22
2. Division,Norway,Asker,2,Gjøvik-Lyn,3,2022-10-22
2. Division,Norway,Eidsvold,2,Kjelsås,1,2022-10-22
2. Division,Norway,Frigg,4,Vålerenga II,0,2022-10-22
2. Division,Norway,Hødd,2,TUIL,1,2022-10-22
2. Division,Norway,Levanger,4,Ullensaker,0,2022-10-22
2. Division,Norway,Træff,1,Brattvåg,3,2022-10-22
Division Profesional,Paraguay,Tacuary,5,12 Octubre,1,2022-10-22
Division Profesional,Paraguay,Sportivo Amel.,3,Resistencia,2,2022-10-22
Primera División,Peru,Dep. Municipal,2,Uni San Martín,1,2022-10-22
I Liga,Poland,Sandecja,1,Nieciecza,1,2022-10-22
I Liga,Poland,Wisła,3,Podbeskidzie,3,2022-10-22
I Liga,Poland,Arka,2,Chojniczanka,1,2022-10-22
Segunda Liga,Portugal,Covilhã,0,Torreense,3,2022-10-22
Segunda Liga,Portugal,Belenenses,0,Benfica II,2,2022-10-22
Liga I,Romania,Voluntari,0,Chindia,3,2022-10-22
Liga I,Romania,U Craiova 1948,1,Hermannstadt,1,2022-10-22
Highland / Lowland,Scotland,Brora Rangers,4,Forres,1,2022-10-22
Highland / Lowland,Scotland,Deveronvale,3,Clachnacuddin,3,2022-10-22
Highland / Lowland,Scotland,Inverurie,3,Lossiemouth,2,2022-10-22
Highland / Lowland,Scotland,Nairn,4,Strathspey,2,2022-10-22
Highland / Lowland,Scotland,Rothes,3,Keith,0,2022-10-22
Highland / Lowland,Scotland,Fairydean,3,Hearts,3,2022-10-22
Highland / Lowland,Scotland,Rangers,3,Berwick,0,2022-10-22
FA Cup,Scotland,Brechin,2,Stirling,2,2022-10-22
FA Cup,Scotland,Bo'ness Utd,1,Auchinleck,1,2022-10-22
FA Cup,Scotland,Buckie Thistle,1,Broomhill,3,2022-10-22
FA Cup,Scotland,Carnoustie Pan,1,Formartine Utd,2,2022-10-22
FA Cup,Scotland,Dalbeattie,1,Darvel,7,2022-10-22
FA Cup,Scotland,Dunbar Utd,1,Stirling Unv,3,2022-10-22
FA Cup,Scotland,Dunipace,5,Turriff Udt,2,2022-10-22
FA Cup,Scotland,East Kilbride,5,Braves,0,2022-10-22
FA Cup,Scotland,Elgin,4,Camelon Jnr,0,2022-10-22
FA Cup,Scotland,Fraserburgh,2,Stranraer,1,2022-10-22
FA Cup,Scotland,Glasgow Uni,1,Albion,4,2022-10-22
FA Cup,Scotland,Gretna,1,Drumchapel,4,2022-10-22
FA Cup,Scotland,Kilwinning,1,Forfar,3,2022-10-22
FA Cup,Scotland,Linlithgow,4,Spartans,0,2022-10-22
FA Cup,Scotland,Newtongrange,0,Hill Of Beath,1,2022-10-22
FA Cup,Scotland,Sauchie Jnr,3,Bonnyrigg RA,2,2022-10-22
FA Cup,Scotland,Stenhousemuir,2,East Fife,1,2022-10-22
FA Cup,Scotland,Wick,2,Benburb,0,2022-10-22
Super Liga,Serbia,TSC,1,Čukarički,1,2022-10-22
Super Liga,Slovakia,L. Mikuláš,1,Zlaté Moravce,2,2022-10-22
Super Liga,Slovakia,Ružomberok,1,Banská Bystric,1,2022-10-22
Super Liga,Slovakia,Zemplín,2,Trenčín,0,2022-10-22
Super Liga,Slovakia,Žilina,1,Spartak,2,2022-10-22
1. SNL,Slovenia,Maribor,0,Domžale,3,2022-10-22
8 Cup,South Africa,Mamelodi,0,Pirates,3,2022-10-22
CONMEBOL Libertadores Femenina,South America,Boca Juniors,2,Corinthians,1,2022-10-22
Segunda División,Spain,Villarreal II,1,FC Andorra,0,2022-10-22
Segunda División,Spain,Alavés,0,Gijón,0,2022-10-22
Segunda División,Spain,Mirandés,1,Huesca,1,2022-10-22
Segunda División,Spain,Ibiza,1,Levante,2,2022-10-22
Primera División Femenina,Spain,Atl. Madrid,1,Madrid,1,2022-10-22
Primera División Femenina,Spain,Alavés,1,Athletic Club,1,2022-10-22
Primera División Femenina,Spain,Huelva,0,Sociedad,2,2022-10-22
Primera División Femenina,Spain,Betis,0,Barcelona,3,2022-10-22
Superettan,Sweden,Landskrona,1,AFC Eskilstuna,1,2022-10-22
Superettan,Sweden,Öster,2,Örgryte,2,2022-10-22
Superettan,Sweden,Östersunds FK,2,Trelleborg,0,2022-10-22
Ettan,Sweden,Forward,0,Motala,1,2022-10-22
Ettan,Sweden,Gefle,1,Umeå,0,2022-10-22
Ettan,Sweden,Ängelholm,3,Tvååker,2,2022-10-22
Ettan,Sweden,Lindome,2,Lund,5,2022-10-22
Ettan,Sweden,Olympic,3,Ljungskile,3,2022-10-22
Ettan,Sweden,Qviding,2,IFK Malmö,1,2022-10-22
Ettan,Sweden,Sandviken,5,ÖSIF,1,2022-10-22
Ettan,Sweden,Åtvidaberg,0,GAIS,3,2022-10-22
Ettan,Sweden,Oskarshamn,1,Vänersborg,1,2022-10-22
Ettan,Sweden,Torns,1,Oddevold,1,2022-10-22
Ettan,Sweden,Sylvia,0,Vasalund,2,2022-10-22
Damallsvenskan,Sweden,Vittsjö,1,AIK,0,2022-10-22
Challenge League,Switzerland,Bellinzona,1,Yverdon,2,2022-10-22
Challenge League,Switzerland,Schaffhausen,0,Stade-Lausanne,2,2022-10-22
Thai League 1,Thailand,Nong Bua,0,Lamphun,1,2022-10-22
Thai League 1,Thailand,Khonkaen,1,Buriram Utd,1,2022-10-22
Thai League 1,Thailand,Lampang,1,Police Tero,3,2022-10-22
Thai League 2,Thailand,Phrae,3,Rayong,2,2022-10-22
Thai League 2,Thailand,Chiangmai Utd,2,Udon Thani,1,2022-10-22
Thai League 2,Thailand,Trat,1,Chainat,0,2022-10-22
Thai League 2,Thailand,Suphanburi,1,Uthai Thani,0,2022-10-22
Thai League 2,Thailand,Kasetsart,0,Samut Prakan,0,2022-10-22
Ligue 1,Tunisia,Bizertin,2,ESHS,2,2022-10-22
Ligue 1,Tunisia,Chebba,0,Tataouine,1,2022-10-22
1. Lig,Turkey,Keçiörengücü,0,Pendik,3,2022-10-22
1. Lig,Turkey,Manisa FK,2,Rize,2,2022-10-22
1. Lig,Turkey,Altay,1,Erzurumspor,1,2022-10-22
1. Lig,Turkey,Denizlispor,1,Altınordu,2,2022-10-22
Persha Liga,Ukraine,Dinaz V.,1,Bukovyna,1,2022-10-22
Persha Liga,Ukraine,Polissya,3,Epitsentr,0,2022-10-22
Persha Liga,Ukraine,Karpaty Lviv,1,Nyva Ternopil,0,2022-10-22
