Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Osasuna,2,Sevilla,1,2022-08-12
Bundesliga,Germany,Freiburg,1,Dortmund,3,2022-08-12
Ligue 1,France,Nantes,1,Lille,1,2022-08-12
Championship,England,Watford,1,Burnley,0,2022-08-12
CONMEBOL Libertadores,South America,Estudiantes,0,Paranaense,1,2022-08-12
CONMEBOL Sudamericana,South America,Internacional,0,Melgar,0,2022-08-12
Eredivisie,Netherlands,Excelsior,3,Vitesse,1,2022-08-12
Süper Lig,Turkey,Trabzonspor,1,Hatay,0,2022-08-12
Liga MX,Mexico,Querétaro,1,San Luis,1,2022-08-12
First Division A,Belgium,Oostende,1,Gent,3,2022-08-12
Liga Profesional Argentina,Argentina,Godoy Cruz,2,Aldosivi,0,2022-08-12
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,Córdoba SdE,0,2022-08-12
Liga Profesional Argentina,Argentina,Colón,1,Arsenal,1,2022-08-12
Primeira Liga,Portugal,Famalicão,0,Braga,3,2022-08-12
Superliga,Denmark,Horsens,3,Midtjylland,3,2022-08-12
Superliga,Denmark,København,1,Randers,3,2022-08-12
Primera División,Uruguay,Wanderers,2,Fénix,1,2022-08-12
Primera División,Uruguay,Boston River,1,River Plate,2,2022-08-12
Primera División,Chile,Univ Católica,2,O'Higgins,2,2022-08-12
2. Bundesliga,Germany,Kaiserslautern,0,Paderborn,1,2022-08-12
2. Bundesliga,Germany,Nürnberg,0,Heidenheim,3,2022-08-12
Ekstraklasa,Poland,Miedź,0,Zagłębie,1,2022-08-12
Ekstraklasa,Poland,Widzew,1,Legia,2,2022-08-12
Eliteserien,Norway,Sandefjord,2,Rosenborg,5,2022-08-12
Eliteserien,Norway,Sarpsborg,1,Bodø/Glimt,4,2022-08-12
Serie B,Italy,Parma,2,Bari,2,2022-08-12
Championship,Scotland,Dundee,4,Arbroath,2,2022-08-12
Premier League,Armenia,L. Artsakh,0,Alashkert,1,2022-08-12
Premier League,Armenia,BKMA,2,Noah,2,2022-08-12
Victoria NPL,Australia,Knights,1,Altona Magic,1,2022-08-12
Victoria NPL Women,Australia,Box Hill,1,Emerging,3,2022-08-12
2. Liga,Austria,Admira,3,Austria II,2,2022-08-12
2. Liga,Austria,Dornbirn,0,Horn,1,2022-08-12
2. Liga,Austria,FAC,2,Vorwärts,1,2022-08-12
2. Liga,Austria,Liefering,1,First Vienna,1,2022-08-12
2. Liga,Austria,St. Pölten,2,Sturm II,5,2022-08-12
2. Liga,Austria,BW Linz,1,GAK,1,2022-08-12
Premier League,Belarus,Torpedo BelAZ,4,Energetik-BGU,0,2022-08-12
Premier League,Belarus,Neman,1,Slutsk,0,2022-08-12
Challenger Pro League,Belgium,Dender,1,Lommel,4,2022-08-12
Challenger Pro League,Belgium,Virton,1,RWDM,1,2022-08-12
Primera División,Bolivia,Universitario,0,Aurora,3,2022-08-12
Primera División,Bolivia,Universitario,0,Nacional,1,2022-08-12
First League,Bulgaria,Cherno more,1,Pirin,0,2022-08-12
First League,Bulgaria,Hebar 1918,0,Slavia Sofia,3,2022-08-12
Primera B,Chile,Puerto Montt,1,Cobreloa,1,2022-08-12
Primera B,Chile,Magallanes,0,Wanderers,1,2022-08-12
CSL,China PR,Three Towns,5,Guoan,1,2022-08-12
CSL,China PR,Cangzhou,0,Shandong,2,2022-08-12
CSL,China PR,Guangzhou,1,Rongcheng,2,2022-08-12
China League One,China PR,Hainiu,5,Heilongjiang,1,2022-08-12
China League One,China PR,Jiading,3,Zibo Cuju,1,2022-08-12
Primera División,Costa Rica,Guanacasteca,1,Guadalupe,2,2022-08-12
Primera División,Costa Rica,Pérez Zeledón,2,Cartaginés,1,2022-08-12
Primera División,Costa Rica,Puntarenas,3,Grecia,1,2022-08-12
HNL,Croatia,Šibenik,0,Istra,0,2022-08-12
Super Cup,Cyprus,Apollon,2,Omonia,0,2022-08-12
FNL,Czech Republic,Příbram,1,Karviná,1,2022-08-12
1. Division,Denmark,Fredericia,0,Vejle,1,2022-08-12
1. Division,Denmark,Fremad Amager,0,Næstved,0,2022-08-12
1. Division,Denmark,Hobro,0,SønderjyskE,3,2022-08-12
Premier League 2,England,Man Utd,1,Crystal Palace,5,2022-08-12
Premier League 2,England,Spurs,0,Everton,2,2022-08-12
Premier League 2,England,West Ham,2,Arsenal,3,2022-08-12
Premier League 2 Division Two,England,Middlesbrough,3,Derby,1,2022-08-12
Premier League 2 Division Two,England,Southampton,4,WBA,1,2022-08-12
Meistriliiga,Estonia,Levadia,3,Vaprus,0,2022-08-12
Veikkausliiga,Finland,Haka,3,Oulu,2,2022-08-12
Ykkönen,Finland,Gnistan,2,Jaro,2,2022-08-12
Ykkönen,Finland,JäPS,0,PEPO,1,2022-08-12
Ykkönen,Finland,KTP,1,SJK Akatemia,0,2022-08-12
Ykkönen,Finland,TPS,1,MP,0,2022-08-12
National 1,France,Bastia-Borgo,1,Le Puy F. 43,0,2022-08-12
National 1,France,Châteauroux,0,Paris 13,0,2022-08-12
National 1,France,Cholet,1,Avranches,3,2022-08-12
National 1,France,Concarneau,1,Orléans,1,2022-08-12
National 1,France,Dunkerque,3,Le Mans,0,2022-08-12
National 1,France,Stade Briochin,2,Red Star,2,2022-08-12
National 1,France,Versailles,2,Martigues,1,2022-08-12
National 1,France,Villefranche,1,Sedan,1,2022-08-12
3. Liga,Germany,Hallescher FC,2,VfB Oldenburg,0,2022-08-12
Regionalliga,Germany,Pipinsried,3,Rain / Lech,0,2022-08-12
Regionalliga,Germany,Ansbach,1,Hankofen,1,2022-08-12
Regionalliga,Germany,Aschaffenburg,0,Fürth II,0,2022-08-12
Regionalliga,Germany,Buchbach,2,Heimstetten,0,2022-08-12
Regionalliga,Germany,Illertissen,1,Augsburg II,5,2022-08-12
Regionalliga,Germany,Hannover II,0,Weiche,3,2022-08-12
Regionalliga,Germany,Hertha II,0,Babelsberg,1,2022-08-12
Regionalliga,Germany,Viktoria B,2,Lok Leipzig,2,2022-08-12
Regionalliga,Germany,Offenbach,5,Hoffenheim II,2,2022-08-12
Regionalliga,Germany,Wiedenbrück,5,RW Ahlen,0,2022-08-12
Regionalliga,Germany,Köln II,N/A,RW Oberhausen,N/A,2022-08-12
NB I,Hungary,Debrecen,1,Vasas,1,2022-08-12
1. Deild,Iceland,Grótta,4,Afturelding,2,2022-08-12
1. Deild,Iceland,KV,1,Fjölnir,4,2022-08-12
Liga 1,Indonesia,Persik,1,Borneo,2,2022-08-12
Persian Gulf Pro League,Iran,Esteghlal,0,Sepahan,2,2022-08-12
Persian Gulf Pro League,Iran,Paykan,1,Malavan,0,2022-08-12
Persian Gulf Pro League,Iran,Aluminium Arak,0,Havadar,1,2022-08-12
Persian Gulf Pro League,Iran,Naft MIS,3,Mes Kerman,2,2022-08-12
Persian Gulf Pro League,Iran,Nassaji,1,Rafsanjan,1,2022-08-12
A Lyga,Lithuania,H. Litauen,5,Džiugas,0,2022-08-12
Liga de Expansión MX,Mexico,Tapatío,1,Raya2,1,2022-08-12
Liga de Expansión MX,Mexico,Atlante,1,Morelia,0,2022-08-12
Liga de Expansión MX,Mexico,Correcaminos,0,Cancún,0,2022-08-12
Eerste Divisie,Netherlands,Almere,3,TOP Oss,0,2022-08-12
Eerste Divisie,Netherlands,De Graafschap,1,VVV,2,2022-08-12
Eerste Divisie,Netherlands,Eindhoven,2,Willem II,1,2022-08-12
Eerste Divisie,Netherlands,Helmond,1,AZ II,3,2022-08-12
Eerste Divisie,Netherlands,Roda,1,Ajax,0,2022-08-12
Eerste Divisie,Netherlands,Telstar,0,Zwolle,5,2022-08-12
Premiership,Northern Ireland,Larne,0,Glentoran,0,2022-08-12
I Liga,Poland,GKS Katowice,0,Sandecja,0,2022-08-12
Segunda Liga,Portugal,Tondela,1,Benfica II,1,2022-08-12
Premier Division,Republic of Ireland,Bohemians,0,Dundalk,1,2022-08-12
Premier Division,Republic of Ireland,Derry,0,Shamrock,0,2022-08-12
