Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Milan,3,Dinamo Zagreb,1,2022-09-14
UEFA Champions League,Europe,Shakhtar D,1,Celtic,1,2022-09-14
UEFA Champions League,Europe,Chelsea,1,Salzburg,1,2022-09-14
UEFA Champions League,Europe,Juventus,1,Benfica,2,2022-09-14
UEFA Champions League,Europe,København,0,Sevilla,0,2022-09-14
UEFA Champions League,Europe,M Haifa,1,PSG,3,2022-09-14
UEFA Champions League,Europe,Man City,2,Dortmund,1,2022-09-14
UEFA Champions League,Europe,Rangers,0,Napoli,3,2022-09-14
UEFA Champions League,Europe,Real Madrid,2,Leipzig,0,2022-09-14
Championship,England,Luton,2,Coventry,2,2022-09-14
Championship,England,Millwall,0,QPR,2,2022-09-14
Championship,England,Norwich,3,Bristol City,2,2022-09-14
Championship,England,Rotherham,3,Blackpool,0,2022-09-14
Championship,England,Reading,0,Sunderland,3,2022-09-14
Championship,England,West Bromwich,2,Birmingham,3,2022-09-14
MLS,USA,Montréal,3,Chicago,2,2022-09-14
MLS,USA,Inter Miami,2,Columbus,1,2022-09-14
MLS,USA,Minnesota,1,Los Angeles,1,2022-09-14
MLS,USA,Houston,3,New England,1,2022-09-14
MLS,USA,Sporting KC,3,DC United,0,2022-09-14
Liga MX,Mexico,Chivas,1,Tigres,4,2022-09-14
Liga Profesional Argentina,Argentina,Godoy Cruz,1,Tigre,1,2022-09-14
Liga Profesional Argentina,Argentina,Huracán,1,Barracas C,1,2022-09-14
Liga Profesional Argentina,Argentina,Platense,1,Unión,0,2022-09-14
Liga Profesional Argentina,Argentina,Racing Club,1,Patronato,0,2022-09-14
Liga Profesional Argentina,Argentina,Aldosivi,1,NOB,2,2022-09-14
Liga Profesional Argentina,Argentina,Colón,0,San Lorenzo,0,2022-09-14
Cup,Turkey,12 Bingöl,1,Ağrı 1970,10,2022-09-14
Cup,Turkey,1954 Kelkit,3,Dersim,0,2022-09-14
Cup,Turkey,23 Elazığ,1,Elazığspor,0,2022-09-14
Cup,Turkey,Erbaa,0,Gümüşhane,1,2022-09-14
Cup,Turkey,Fatsa BS,0,Yomra,1,2022-09-14
Cup,Turkey,Karaköprü BS,3,Cizre Serhat,0,2022-09-14
Cup,Turkey,Kilis BS,0,Osmaniyespor,0,2022-09-14
Cup,Turkey,Siirt İÖİ,2,Yüksekova BS,0,2022-09-14
Cup,Turkey,1922 Konya,2,Kestelspor,0,2022-09-14
Cup,Turkey,Hacettepe 1945,3,Büyük Anadolu,0,2022-09-14
Cup,Turkey,Şile Yıldız,1,Darıca G.,1,2022-09-14
Cup,Turkey,Tepecik,2,Bayrampaşa,0,2022-09-14
Cup,Turkey,Turgutlu,1,Kuşadası GSK,1,2022-09-14
Cup,Turkey,Bergama BS,1,Karşıyaka,2,2022-09-14
Cup,Turkey,Eskişehirspor,2,Çankaya,1,2022-09-14
J1 League,Japan,Kyoto,1,F Marinos,2,2022-09-14
J1 League,Japan,Vissel Kobe,2,Tokyo,1,2022-09-14
J1 League,Japan,Nagoya,1,Kawasaki,1,2022-09-14
J1 League,Japan,Urawa,0,Cerezo,1,2022-09-14
Primera División,Uruguay,Maldonado,1,Wanderers,0,2022-09-14
Primera División,Uruguay,Rentistas,3,City Torque,0,2022-09-14
Primera División,Uruguay,Albion,0,River Plate,2,2022-09-14
Primera División,Chile,Coquimbo,0,Audax,1,2022-09-14
Primera División,Chile,O'Higgins,2,U. La Calera,2,2022-09-14
Primera División,Chile,Unión Española,0,La Serena,1,2022-09-14
Primera División,Chile,Cobresal,0,Colo Colo,2,2022-09-14
Super League,Malaysia,Kedah,3,Selangor,1,2022-09-14
Super League,Malaysia,Terengganu,3,Pulau Pinang,0,2022-09-14
Australia Cup,Australia,Oakleigh,2,Macarthur,5,2022-09-14
Serie B,Brazil,Operário,0,Guarani,1,2022-09-14
Serie B,Brazil,Ponte Preta,1,Ituano,1,2022-09-14
