Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Morocco,2,Brazil,1,2023-03-26
Friendlies,World,New Zealand,2,China PR,1,2023-03-26
Friendlies,World,Russia,2,Iraq,0,2023-03-26
MLS,USA,Charlotte,1,New York,1,2023-03-26
MLS,USA,Columbus,6,Atlanta United,1,2023-03-26
MLS,USA,DC United,1,New England,2,2023-03-26
MLS,USA,Inter Miami,2,Chicago,3,2023-03-26
MLS,USA,Philadelphia,1,Orlando,2,2023-03-26
MLS,USA,Austin,1,Colorado,1,2023-03-26
MLS,USA,Houston,1,NYCFC,0,2023-03-26
MLS,USA,Minnesota,1,Whitecaps,1,2023-03-26
MLS,USA,Nashville,0,Cincinnati,1,2023-03-26
MLS,USA,Sporting KC,1,Sounders,4,2023-03-26
MLS,USA,Salt Lake,0,St. Louis,4,2023-03-26
MLS,USA,Earthquakes,0,Toronto,0,2023-03-26
MLS,USA,Los Angeles,2,Dallas,1,2023-03-26
Primera A,Colombia,Petrolera,2,Bucaramanga,0,2023-03-26
Primera A,Colombia,Atl. Nacional,1,Medellín,1,2023-03-26
Primera A,Colombia,Dep. Tolima,2,Huila,1,2023-03-26
Primera A,Colombia,Magdalena,2,Junior,2,2023-03-26
Primera División,Uruguay,Wanderers,3,Cerro,0,2023-03-26
Primera División,Uruguay,Fénix,0,Boston River,0,2023-03-26
League One,England,Forest Green,1,Sheff Wed,0,2023-03-26
Club Friendlies,World,River Plate,4,U. de Chile,3,2023-03-26
Club Friendlies,World,Qarabağ,1,Galatasaray,2,2023-03-26
Africa Cup of Nations Qualification,Africa,Lesotho,0,Zambia,2,2023-03-26
Africa Cup of Nations Qualification,Africa,São Tomé,0,Sierra Leone,2,2023-03-26
Primera Nacional,Argentina,Patronato,1,Güemes,2,2023-03-26
Primera Nacional,Argentina,Alvarado,0,Almirante Br,1,2023-03-26
Primera Nacional,Argentina,Villa Dálmine,2,Ferro,0,2023-03-26
Primera Nacional,Argentina,Almagro,2,Temperley,0,2023-03-26
Primera Nacional,Argentina,Def Unidos,3,All Boys,1,2023-03-26
Primera Nacional,Argentina,Aldosivi,0,Chacarita,1,2023-03-26
Primera Nacional,Argentina,Guillermo Br,0,Nueva Chicago,2,2023-03-26
Primera Nacional,Argentina,Gim Mendoza,2,Morón,2,2023-03-26
Primera Nacional,Argentina,Mitre SdE,0,Tristán Suárez,1,2023-03-26
Torneo Federal A,Argentina,Ferro Carril,1,SM Mendoza,0,2023-03-26
Torneo Federal A,Argentina,Santamarina,0,Villa Mitre,0,2023-03-26
Torneo Federal A,Argentina,Sol de Mayo,1,Circulo Dep.,1,2023-03-26
Torneo Federal A,Argentina,Belgrano,1,Las Parejas,2,2023-03-26
Torneo Federal A,Argentina,Boca Unidos,2,Gimnasia Tiro,1,2023-03-26
Torneo Federal A,Argentina,Cipolletti,1,Liniers BB,0,2023-03-26
Torneo Federal A,Argentina,Ger Rawson,1,Sansinena,1,2023-03-26
Torneo Federal A,Argentina,Estudiantes SL,0,Juventud UU,0,2023-03-26
Torneo Federal A,Argentina,Def Belgrano,0,Linqueño,0,2023-03-26
Torneo Federal A,Argentina,Juv Antoniana,1,Crucero,1,2023-03-26
Torneo Federal A,Argentina,Sol de América,2,SM Formosa,0,2023-03-26
Prim B Metro,Argentina,Merlo,0,Los Andes,2,2023-03-26
Copa Argentina,Argentina,Boca Juniors,2,Olimpo,1,2023-03-26
Queensland NPL,Australia,Brisbane City,4,Rochedale,0,2023-03-26
Queensland NPL,Australia,Roar,1,Olympic,0,2023-03-26
Queensland NPL Women,Australia,Mitchelton,3,Eastern Sub,4,2023-03-26
Victoria NPL,Australia,St. Albans,0,South Melb,1,2023-03-26
New South Wales NPL,Australia,Wolves,3,Mariners,0,2023-03-26
New South Wales NPL Women,Australia,NSW Institute,0,Sydney Olympic,1,2023-03-26
New South Wales NPL Women,Australia,Bankstown City,1,Leichhardt,1,2023-03-26
New South Wales NPL Women,Australia,Emerging Jets,1,Illawarra St.,3,2023-03-26
New South Wales NPL Women,Australia,Spartans,0,NWS Spirit,1,2023-03-26
New South Wales NPL Women,Australia,Sydney Univ,2,Bulls,2,2023-03-26
New South Wales NPL Women,Australia,Ravens,1,Manly United,1,2023-03-26
New South Wales NPL Women,Australia,Tigers,3,Macarthur Rams,0,2023-03-26
A-League Women,Australia,Victory,1,Roar,1,2023-03-26
A-League Women,Australia,Perth Glory,4,Melbourne City,3,2023-03-26
Paulista A1,Brazil,São Bernardo,0,Mirassol,0,2023-03-26
Carioca Série A,Brazil,Audax Angra,1,Nova Iguaçu,0,2023-03-26
Mineiro 1,Brazil,CAP,1,Caldense,0,2023-03-26
Mineiro 1,Brazil,Villa Nova,1,Tombense,2,2023-03-26
Paranaense 1,Brazil,Operário,1,Cascavel,0,2023-03-26
Paranaense 1,Brazil,Paranaense,1,Maringá,0,2023-03-26
Catarinense 1,Brazil,Barra,1,Brusque,2,2023-03-26
Baiano 1,Brazil,Jacuipense,1,Bahia,1,2023-03-26
Pernambucano 1,Brazil,Maguary,1,Retrô,3,2023-03-26
Sergipano 1,Brazil,Itabaiana,1,Falcon,1,2023-03-26
Maranhense 1,Brazil,Maranhão,1,Moto Club MA,1,2023-03-26
Paraibano 1,Brazil,Sousa,5,Botafogo,1,2023-03-26
Paraibano 1,Brazil,Treze,1,SP Crystal,0,2023-03-26
