Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Everton,0,Aston Villa,2,2023-02-25
Premier League,England,Leeds,1,Southampton,0,2023-02-25
Premier League,England,Leicester,0,Arsenal,1,2023-02-25
Premier League,England,West Ham,4,Nottm Forest,0,2023-02-25
Premier League,England,Bournemouth,1,Man City,4,2023-02-25
Premier League,England,Crystal Palace,0,Liverpool,0,2023-02-25
La Liga,Spain,Espanyol,2,Mallorca,1,2023-02-25
La Liga,Spain,Cádiz,1,Vallecano,0,2023-02-25
La Liga,Spain,Real Madrid,1,Atlético,1,2023-02-25
La Liga,Spain,Valencia,1,Real Sociedad,0,2023-02-25
Serie A,Italy,Empoli,0,Napoli,2,2023-02-25
Serie A,Italy,Lecce,0,Sassuolo,1,2023-02-25
Bundesliga,Germany,Bremen,3,Bochum,0,2023-02-25
Bundesliga,Germany,Hertha BSC,2,Augsburg,0,2023-02-25
Bundesliga,Germany,Hoffenheim,0,Dortmund,1,2023-02-25
Bundesliga,Germany,Köln,0,Wolfsburg,2,2023-02-25
Bundesliga,Germany,Leipzig,2,Frankfurt,1,2023-02-25
Bundesliga,Germany,Schalke 04,2,Stuttgart,1,2023-02-25
Ligue 1,France,Angers,1,Lyon,3,2023-02-25
Ligue 1,France,Montpellier,1,Lens,1,2023-02-25
Championship,England,Coventry,2,Sunderland,1,2023-02-25
Championship,England,Birmingham,0,Luton,1,2023-02-25
Championship,England,Bristol City,1,Hull,0,2023-02-25
Championship,England,Burnley,4,Huddersfield,0,2023-02-25
Championship,England,Norwich,2,Cardiff,0,2023-02-25
Championship,England,Preston,2,Wigan,1,2023-02-25
Championship,England,QPR,1,Blackburn,3,2023-02-25
Championship,England,Reading,3,Blackpool,1,2023-02-25
Championship,England,Sheff Utd,1,Watford,0,2023-02-25
Championship,England,Stoke,0,Millwall,1,2023-02-25
Championship,England,West Bromwich,2,Middlesbrough,0,2023-02-25
Friendlies,World,Grenada,2,Barbados,2,2023-02-25
Eredivisie,Netherlands,Groningen,3,Excelsior,0,2023-02-25
Eredivisie,Netherlands,Heerenveen,1,Waalwijk,4,2023-02-25
Eredivisie,Netherlands,AZ,2,Cambuur,1,2023-02-25
Eredivisie,Netherlands,NEC,3,Volendam,0,2023-02-25
A-League Men,Australia,Melbourne City,3,Sydney,2,2023-02-25
A-League Men,Australia,Newcastle,1,Western United,3,2023-02-25
A-League Men,Australia,Wanderers,4,Macarthur,0,2023-02-25
Süper Lig,Turkey,Fenerbahçe,4,Konyaspor,0,2023-02-25
Süper Lig,Turkey,Giresun,1,Kayseri,2,2023-02-25
Premiership,Scotland,Aberdeen,1,Livingston,0,2023-02-25
Premiership,Scotland,Kilmarnock,1,Motherwell,1,2023-02-25
Premiership,Scotland,Ross County,4,Dundee Utd,0,2023-02-25
Premiership,Scotland,St. Johnstone,1,St. Mirren,1,2023-02-25
Liga MX,Mexico,Necaxa,1,Querétaro,1,2023-02-25
Liga MX,Mexico,Mazatlán,1,Pumas,2,2023-02-25
First Division A,Belgium,Seraing,0,Mechelen,2,2023-02-25
First Division A,Belgium,Eupen,2,Cercle Brugge,2,2023-02-25
First Division A,Belgium,Genk,3,Oostende,0,2023-02-25
First Division A,Belgium,Westerlo,4,R. Union SG,2,2023-02-25
Liga Profesional Argentina,Argentina,Belgrano,0,Tigre,2,2023-02-25
Liga Profesional Argentina,Argentina,R. Central,1,Godoy Cruz,0,2023-02-25
Liga Profesional Argentina,Argentina,San Lorenzo,1,Unión,0,2023-02-25
Primeira Liga,Portugal,Arouca,2,Casa Pia,0,2023-02-25
Primeira Liga,Portugal,Marítimo,3,Santa Clara,1,2023-02-25
Primeira Liga,Portugal,Vizela,0,Benfica,2,2023-02-25
