Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA World Cup,World,Argentina,1,Saudi Arabia,2,2022-11-22
FIFA World Cup,World,Denmark,0,Tunisia,0,2022-11-22
FIFA World Cup,World,Mexico,0,Poland,0,2022-11-22
FIFA World Cup,World,France,4,Australia,1,2022-11-22
League Two,England,Crawley,0,Gillingham,0,2022-11-22
Premier League,Armenia,Alashkert,1,Pyunik,2,2022-11-22
Premier League,Armenia,BKMA,2,Ararat-Armenia,2,2022-11-22
Premier League,Armenia,Urartu,2,Ararat,1,2022-11-22
CSL,China PR,Cangzhou,1,Dalian,1,2022-11-22
CSL,China PR,Henan,3,Wuhan Yangtze,0,2022-11-22
CSL,China PR,Shenzhen,2,Guangzhou,1,2022-11-22
CSL,China PR,Zhejiang,2,Port,1,2022-11-22
China League One,China PR,BSU,0,Jiuniu,2,2022-11-22
China League One,China PR,Dongwu,3,Zibo Cuju,0,2022-11-22
Primera B,Colombia,Boyacá Chicó,1,Huila,0,2022-11-22
EFL Trophy,England,Burton Albion,1,Tranmere,1,2022-11-22
EFL Trophy,England,Forest Green,1,Cheltenham,1,2022-11-22
EFL Trophy,England,Lincoln,1,Morecambe,1,2022-11-22
EFL Trophy,England,MK Dons,3,Newport,1,2022-11-22
EFL Trophy,England,Plymouth,3,Charlton,2,2022-11-22
EFL Trophy,England,Stevenage,3,Arsenal,2,2022-11-22
EFL Trophy,England,Wolves,0,Man Utd,0,2022-11-22
EFL Trophy,England,Grimsby,0,Accrington,1,2022-11-22
EFL Trophy,England,Peterborough,2,Chelsea,4,2022-11-22
EFL Trophy,England,Salford,1,Bradford,0,2022-11-22
EFL Trophy,England,Bolton,3,Barrow,2,2022-11-22
EFL Trophy,England,Ipswich,0,Portsmouth,2,2022-11-22
EFL Trophy,England,Wimbledon,1,Sutton Utd,0,2022-11-22
UEFA U19 Championship Qualification,Europe,Faroe Islands,1,Finland,5,2022-11-22
UEFA U19 Championship Qualification,Europe,Israel,0,Croatia,3,2022-11-22
UEFA U19 Championship Qualification,Europe,Kazakhstan,1,Iceland,4,2022-11-22
UEFA U19 Championship Qualification,Europe,Scotland,1,France,3,2022-11-22
UEFA U17 Championship Qualification,Europe,Kazakhstan,3,Faroe Islands,0,2022-11-22
UEFA U17 Championship Qualification,Europe,Slovenia,0,Portugal,2,2022-11-22
I-League,India,Real Kashmir,0,Gokulam Kerala,0,2022-11-22
Premiership,Northern Ireland,Linfield,1,Larne,0,2022-11-22
Taça da Liga,Portugal,Vizela,2,Chaves,2,2022-11-22
Copa de la Reina,Spain,Espanyol,1,Villarreal,2,2022-11-22
Copa de la Reina,Spain,Granada,3,Betis,1,2022-11-22
Copa de la Reina,Spain,Fund. Tenerife,2,Eibar,1,2022-11-22
