Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Sevilla,2,Celta Vigo,2,2023-04-07
Serie A,Italy,Salernitana,1,Inter,1,2023-04-07
Serie A,Italy,Lecce,1,Napoli,2,2023-04-07
Serie A,Italy,Milan,0,Empoli,0,2023-04-07
Ligue 1,France,Lens,2,Strasbourg,1,2023-04-07
Championship,England,Millwall,0,Luton,0,2023-04-07
Championship,England,Rotherham,3,West Bromwich,1,2023-04-07
Championship,England,Blackburn,0,Norwich,2,2023-04-07
Championship,England,Blackpool,1,Cardiff,3,2023-04-07
Championship,England,QPR,0,Preston,2,2023-04-07
Championship,England,Reading,1,Birmingham,1,2023-04-07
Championship,England,Sheff Utd,1,Wigan,0,2023-04-07
Championship,England,Stoke,1,Bristol City,2,2023-04-07
Championship,England,Swansea,0,Coventry,0,2023-04-07
Championship,England,Watford,2,Huddersfield,3,2023-04-07
Championship,England,Sunderland,4,Hull,4,2023-04-07
Championship,England,Middlesbrough,1,Burnley,2,2023-04-07
CONMEBOL Libertadores,South America,Atl. Mineiro,0,Libertad,1,2023-04-07
CONMEBOL Libertadores,South America,Liverpool,0,Corinthians,3,2023-04-07
CONMEBOL Libertadores,South America,Melgar,1,Olimpia,1,2023-04-07
CONMEBOL Libertadores,South America,Monagas,0,Boca Juniors,0,2023-04-07
CONMEBOL Sudamericana,South America,Huracán,4,Guaraní,1,2023-04-07
CONMEBOL Sudamericana,South America,Magallanes,2,Botafogo,2,2023-04-07
CONMEBOL Sudamericana,South America,Puerto Cabello,0,Dep. Tolima,2,2023-04-07
CONMEBOL Sudamericana,South America,Tacuary,1,RB Bragantino,4,2023-04-07
CONMEBOL Sudamericana,South America,Tigre,0,São Paulo,2,2023-04-07
Eredivisie,Netherlands,Groningen,1,Utrecht,2,2023-04-07
A-League Men,Australia,Western United,0,Central Coast,3,2023-04-07
A-League Men,Australia,Adelaide Utd,1,Sydney,1,2023-04-07
Süper Lig,Turkey,Konyaspor,1,Antalyaspor,1,2023-04-07
First Division A,Belgium,Club Brugge,2,Seraing,0,2023-04-07
Primeira Liga,Portugal,Santa Clara,0,Vizela,1,2023-04-07
Primeira Liga,Portugal,Benfica,1,Porto,2,2023-04-07
Primeira Liga,Portugal,Boavista,2,Guimarães,1,2023-04-07
Bundesliga,Austria,WSG Tirol,4,WAC,0,2023-04-07
Premier League,Ukraine,Vorskla,1,Inhulets',0,2023-04-07
League One,England,Accrington,3,Port Vale,0,2023-04-07
League One,England,Bristol Rovers,1,Charlton,0,2023-04-07
League One,England,Burton Albion,2,Barnsley,1,2023-04-07
League One,England,Cambridge Utd,2,Fleetwood,1,2023-04-07
League One,England,Exeter,0,Bolton,1,2023-04-07
League One,England,Forest Green,0,Derby,2,2023-04-07
League One,England,Ipswich,4,Wycombe,0,2023-04-07
League One,England,Lincoln,2,Cheltenham,0,2023-04-07
League One,England,MK Dons,1,Portsmouth,1,2023-04-07
League One,England,Morecambe,1,Plymouth,3,2023-04-07
League One,England,Oxford,1,Sheff Wed,1,2023-04-07
League One,England,Shrewsbury,0,Peterborough,3,2023-04-07
League Two,England,Carlisle,2,Tranmere,0,2023-04-07
League Two,England,Crawley,0,Bradford,0,2023-04-07
League Two,England,Crewe,3,Barrow,0,2023-04-07
League Two,England,Gillingham,1,Doncaster,0,2023-04-07
League Two,England,Grimsby,1,Hartlepool,4,2023-04-07
League Two,England,Harrogate,2,Wimbledon,2,2023-04-07
League Two,England,Newport,3,Northampton,0,2023-04-07
