Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Arsenal,3,Southampton,3,2023-04-21
La Liga,Spain,Espanyol,0,Cádiz,0,2023-04-21
Serie A,Italy,Verona,2,Bologna,1,2023-04-21
Bundesliga,Germany,Augsburg,1,Stuttgart,1,2023-04-21
Ligue 1,France,Angers,1,PSG,2,2023-04-21
CONMEBOL Libertadores,South America,Racing Club,3,Aucas,2,2023-04-21
CONMEBOL Libertadores,South America,Atl. Nacional,3,Melgar,1,2023-04-21
CONMEBOL Libertadores,South America,Palmeiras,2,Cerro Porteño,1,2023-04-21
CONMEBOL Libertadores,South America,Libertad,1,Alianza Lima,2,2023-04-21
CONMEBOL Sudamericana,South America,Peñarol,0,Millonarios,2,2023-04-21
CONMEBOL Sudamericana,South America,San Lorenzo,0,Fortaleza,2,2023-04-21
CONMEBOL Sudamericana,South America,Santos,0,Audax,0,2023-04-21
CONMEBOL Sudamericana,South America,Botafogo,4,César Vallejo,0,2023-04-21
CONMEBOL Sudamericana,South America,Dep. Tolima,1,Tigre,2,2023-04-21
CONMEBOL Sudamericana,South America,Emelec,1,Huracán,0,2023-04-21
CONMEBOL Sudamericana,South America,Universitario,2,Goiás,2,2023-04-21
Eredivisie,Netherlands,Volendam,2,Cambuur,0,2023-04-21
A-League Men,Australia,Wanderers,4,Wellington,0,2023-04-21
Liga MX,Mexico,Tigres,1,Puebla,0,2023-04-21
Primeira Liga,Portugal,Casa Pia,0,Braga,1,2023-04-21
Superliga,Denmark,Silkeborg,2,AaB,2,2023-04-21
Bundesliga,Austria,WAC,2,Hartberg,2,2023-04-21
Premier League,Ukraine,Kolos,0,Zorya,1,2023-04-21
2. Bundesliga,Germany,Darmstadt 98,2,Karlsruhe,1,2023-04-21
2. Bundesliga,Germany,Hamburg,4,St. Pauli,3,2023-04-21
Ekstraklasa,Poland,Wisła Płock,2,Jagiellonia,4,2023-04-21
Ekstraklasa,Poland,Warta Poznań,1,Legia,0,2023-04-21
Serie B,Italy,Reggina,1,Brescia,2,2023-04-21
Championship,Scotland,Ayr Utd,0,Queen's Park,0,2023-04-21
Premier League,Armenia,Van,4,L. Artsakh,0,2023-04-21
Premier League,Armenia,Alashkert,3,Noah,0,2023-04-21
Victoria NPL,Australia,Heidelberg,1,North Geelong,1,2023-04-21
Victoria NPL,Australia,Oakleigh,5,Altona Magic,1,2023-04-21
New South Wales NPL,Australia,Sydney,0,Western Sydney,1,2023-04-21
2. Liga,Austria,Amstetten,5,Sturm II,0,2023-04-21
2. Liga,Austria,FAC,3,Liefering,1,2023-04-21
2. Liga,Austria,Horn,1,Austria II,2,2023-04-21
2. Liga,Austria,Kapfenberg,3,First Vienna,0,2023-04-21
2. Liga,Austria,Rapid II,2,Vorwärts,1,2023-04-21
2. Liga,Austria,St. Pölten,2,Admira,0,2023-04-21
Premier League,Belarus,Smorgon,3,Slutsk,2,2023-04-21
Challenger Pro League,Belgium,Club Brugge II,0,Anderlecht II,0,2023-04-21
Challenger Pro League,Belgium,Dender,0,Standard,0,2023-04-21
Challenger Pro League,Belgium,Genk II,2,Lommel,3,2023-04-21
Serie B,Brazil,Atlético GO,2,CRB,1,2023-04-21
Potiguar 1,Brazil,ABC,N/A,América RN,N/A,2023-04-21
First League,Bulgaria,Botev Vratsa,0,Cherno more,2,2023-04-21
First League,Bulgaria,Ludogorets,1,Lokomotiv Sf,0,2023-04-21
Canadian Championship,Canada,Pacific,1,Cavalry,1,2023-04-21
CSL,China PR,Meizhou,0,Shenhua,1,2023-04-21
CSL,China PR,Tianjin JMT,2,Zhejiang,1,2023-04-21
CSL,China PR,Henan,0,Hainiu,0,2023-04-21
CSL,China PR,Rongcheng,2,Cangzhou,1,2023-04-21
CSL,China PR,Shandong,1,Nantong,1,2023-04-21
Primera B,Colombia,Fortaleza,5,Valledupar,1,2023-04-21
Primera B,Colombia,Patriotas,0,Cúcuta,0,2023-04-21
