Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Cádiz,2,Valladolid,0,2023-05-19
Serie A,Italy,Sassuolo,1,Monza,2,2023-05-19
Bundesliga,Germany,Freiburg,2,Wolfsburg,0,2023-05-19
Ligue 1,France,Lyon,3,Monaco,1,2023-05-19
A-League Men,Australia,Melbourne City,4,Sydney,0,2023-05-19
Liga MX,Mexico,Chivas,0,América,1,2023-05-19
Liga Profesional Argentina,Argentina,Arsenal,2,Independiente,1,2023-05-19
Liga Profesional Argentina,Argentina,Godoy Cruz,2,Gimn La Plata,0,2023-05-19
Primeira Liga,Portugal,Marítimo,1,Vizela,0,2023-05-19
J1 League,Japan,Consadole,2,Kyoto,1,2023-05-19
Superliga,Denmark,Horsens,0,Silkeborg,1,2023-05-19
Primera División,Chile,Colo Colo,0,Curicó Unido,1,2023-05-19
Primera División,Chile,Palestino,0,O'Higgins,1,2023-05-19
Bundesliga,Austria,Ried,0,Altach,1,2023-05-19
Premier League,Ukraine,Dnipro-1,2,Kolos,1,2023-05-19
Premier League,Ukraine,Vorskla,1,Kryvbas KR,0,2023-05-19
Premier League,Ukraine,Shakhtar D,2,Veres Rivne,1,2023-05-19
2. Bundesliga,Germany,Darmstadt 98,1,Magdeburg,0,2023-05-19
2. Bundesliga,Germany,Holstein,3,St. Pauli,4,2023-05-19
Ekstraklasa,Poland,Zagłębie,2,Stal Mielec,0,2023-05-19
Ekstraklasa,Poland,Kielce,0,Lech,3,2023-05-19
League One,England,Barnsley,1,Bolton,0,2023-05-19
Serie B,Italy,Cittadella,0,Como,0,2023-05-19
Serie B,Italy,Cosenza,0,Cagliari,1,2023-05-19
Serie B,Italy,Genoa,4,Bari,3,2023-05-19
Serie B,Italy,Modena,2,Südtirol,1,2023-05-19
Serie B,Italy,Palermo,2,Brescia,2,2023-05-19
Serie B,Italy,Parma,2,Venezia,1,2023-05-19
Serie B,Italy,Perugia,3,Benevento,2,2023-05-19
Serie B,Italy,Pisa,1,SPAL,2,2023-05-19
Serie B,Italy,Reggina,1,Ascoli,0,2023-05-19
