Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Liverpool,2,Everton,0,2023-02-13
La Liga,Spain,Espanyol,2,Real Sociedad,3,2023-02-13
Serie A,Italy,Verona,1,Salernitana,0,2023-02-13
Serie A,Italy,Sampdoria,0,Inter,0,2023-02-13
Liga Profesional Argentina,Argentina,River Plate,2,Argentinos,1,2023-02-13
Liga Profesional Argentina,Argentina,Instituto,0,Huracán,0,2023-02-13
Liga Profesional Argentina,Argentina,Racing Club,2,Tigre,2,2023-02-13
Liga Profesional Argentina,Argentina,Barracas C,1,Unión,1,2023-02-13
Primeira Liga,Portugal,Rio Ave,2,Estoril,0,2023-02-13
Primera A,Colombia,Atl. Nacional,1,Cali,1,2023-02-13
Primera División,Chile,Univ Católica,3,Cobresal,3,2023-02-13
Ekstraklasa,Poland,Warta Poznań,1,Miedź,1,2023-02-13
Super League 1,Greece,Lamia,1,OFI,4,2023-02-13
Super League 1,Greece,Asteras,2,PAOK,2,2023-02-13
Super League 1,Greece,AEK,3,Levadiakos,0,2023-02-13
Super League 1,Greece,Olympiakos,6,Panaitolikos,1,2023-02-13
Ligue 2,France,Metz,0,Caen,0,2023-02-13
Superliga,Albania,Bylis,0,Partizani,1,2023-02-13
Primera Nacional,Argentina,Maipú,2,Chaco,0,2023-02-13
Primera Nacional,Argentina,Quilmes,3,Riestra,1,2023-02-13
Prim B Metro,Argentina,Fénix,1,Villa SC,2,2023-02-13
Primera División,Bolivia,Independiente,1,The Strongest,4,2023-02-13
Primera División,Bolivia,Wilstermann,0,Aurora,2,2023-02-13
Paulista A1,Brazil,São Paulo,3,Santos,1,2023-02-13
Paulista A1,Brazil,Inter Limeira,0,Santo André,1,2023-02-13
Carioca Série A,Brazil,Fluminense,2,Vasco,0,2023-02-13
Gaúcho 1,Brazil,Aimoré,1,Erechim,2,2023-02-13
Paranaense 1,Brazil,Aruko,2,Cascavel,1,2023-02-13
Paranaense 1,Brazil,Azuriz,2,Foz Iguaçu,0,2023-02-13
Paranaense 1,Brazil,Coritiba,0,Independente,0,2023-02-13
Catarinense 1,Brazil,Camboriú,1,Figueirense,0,2023-02-13
Catarinense 1,Brazil,Chapecoense,3,Marcílio Dias,0,2023-02-13
Catarinense 1,Brazil,Criciúma,1,Joinville,1,2023-02-13
Goiano 1,Brazil,Goianésia,2,Anápolis,0,2023-02-13
Baiano 1,Brazil,Bahia de Feira,4,Itabuna,0,2023-02-13
Pernambucano 1,Brazil,Maguary,1,Central,1,2023-02-13
Paraibano 1,Brazil,Serra Branca,1,Nacional,1,2023-02-13
First League,Bulgaria,Slavia Sofia,2,Pirin,0,2023-02-13
Primera B,Colombia,Boca,1,Bogotá,0,2023-02-13
