Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA World Cup,World,Ghana,0,Uruguay,2,2022-12-02
FIFA World Cup,World,Korea Rep,2,Portugal,1,2022-12-02
FIFA World Cup,World,Cameroon,1,Brazil,0,2022-12-02
FIFA World Cup,World,Serbia,2,Switzerland,3,2022-12-02
Premier League,Ukraine,Chornomorets,0,Kryvbas KR,1,2022-12-02
League One,England,Bolton,1,Bristol Rovers,1,2022-12-02
League One,England,Charlton,0,Cheltenham,1,2022-12-02
League One,England,Ipswich,1,Fleetwood,1,2022-12-02
League One,England,Morecambe,1,Exeter,1,2022-12-02
League One,England,Peterborough,1,Barnsley,2,2022-12-02
League One,England,Plymouth,0,Port Vale,2,2022-12-02
League Two,England,Crewe,1,Newport,2,2022-12-02
League Two,England,Doncaster,0,Walsall,2,2022-12-02
League Two,England,Stevenage,5,Barrow,0,2022-12-02
Club Friendlies,World,Sivasspor,2,Partizani,0,2022-12-02
Club Friendlies,World,Beşiktaş,1,Fatih,1,2022-12-02
Challenger Pro League,Belgium,Anderlecht II,2,Genk II,0,2022-12-02
Challenger Pro League,Belgium,Standard,2,Lierse K,4,2022-12-02
Cup,Bulgaria,Beroe,0,CSKA 1948,2,2022-12-02
1. Division,Cyprus,Doxa,2,Akritas,0,2022-12-02
1. Division,Cyprus,Enosis,0,AEK,2,2022-12-02
Premier League,Egypt,Ismaily,0,Smouha,1,2022-12-02
Premier League,Egypt,Mokawloon,2,Ceramica Cleo,1,2022-12-02
Premier League,Egypt,Ahly,2,Geish,1,2022-12-02
Premier League Cup,England,Swansea,0,Stoke,4,2022-12-02
Premier League Cup,England,Southampton,7,Colchester,1,2022-12-02
National 1,France,Bastia-Borgo,0,Red Star,4,2022-12-02
National 1,France,Châteauroux,2,Stade Briochin,2,2022-12-02
National 1,France,Cholet,0,Villefranche,0,2022-12-02
National 1,France,Concarneau,3,Avranches,1,2022-12-02
National 1,France,Dunkerque,0,Martigues,1,2022-12-02
National 1,France,Le Mans,1,Bourg,1,2022-12-02
National 1,France,Nancy,1,Paris 13,0,2022-12-02
National 1,France,Orléans,1,Le Puy F. 43,2,2022-12-02
Feminine Division 1,France,Montpellier,1,Fleury 91,1,2022-12-02
Regionalliga,Germany,Schalke II,5,Köln II,0,2022-12-02
Regionalliga,Germany,TeBe,2,Lichtenberg,0,2022-12-02
Regionalliga,Germany,Viktoria B,2,ZFC Meuselwitz,0,2022-12-02
Regionalliga,Germany,Fortuna Köln,2,RW Ahlen,1,2022-12-02
Regionalliga,Germany,Kickers Emden,0,Lübeck,6,2022-12-02
Frauen Bundesliga,Germany,Hoffenheim,0,Bayern,4,2022-12-02
Super League 2,Greece,Ilioupoli,2,Panachaiki,1,2022-12-02
Super League 2,Greece,PAO Rouf,1,Irodotos,2,2022-12-02
Liga Nacional,Guatemala,Achuapa,1,Antigua,1,2022-12-02
Liga Nacional,Guatemala,Xelajú,0,Cobán,0,2022-12-02
Liga Nacional,Honduras,Marathón,1,Olimpia,3,2022-12-02
Indian Super League,India,Odisha,2,NorthEast Utd,1,2022-12-02
I-League,India,Churchill,1,Aizawl,1,2022-12-02
Eredivisie Women,Netherlands,Alkmaar,0,ADO,3,2022-12-02
Eredivisie Women,Netherlands,Feyenoord,0,Twente,1,2022-12-02
Eredivisie Women,Netherlands,Fortuna,2,Telstar,2,2022-12-02
Premiership,Northern Ireland,Glenavon,0,Larne,1,2022-12-02
Taça da Liga,Portugal,Torreense,1,Famalicão,0,2022-12-02
Liga I,Romania,Arad,1,Sepsi,4,2022-12-02
Liga I,Romania,Petrolul 52,2,U Cluj,0,2022-12-02
Highland / Lowland,Scotland,Broomhill,4,Strollers,1,2022-12-02
Segunda División,Spain,Granada,3,Alavés,1,2022-12-02
1. Lig,Turkey,Eyüp,2,Tuzla,0,2022-12-02
Premier League,Wales,Airbus,1,Connah's Quay,2,2022-12-02
Premier League,Wales,Bala,1,Flint Town Utd,0,2022-12-02
Premier League,Wales,Caernarfon,2,Newtown,3,2022-12-02
Premier League,Wales,Haverfordwest,2,Penybont,1,2022-12-02
Premier League,Wales,Pontypridd,0,Cardiff MU,1,2022-12-02
Premier League,Wales,TNS,11,Aberystwyth,0,2022-12-02
