Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Liga MX,Mexico,Monterrey,1,Atlas,0,2023-07-10
Serie A,Brazil,Fortaleza,1,Paranaense,0,2023-07-10
Serie A,Brazil,Grêmio,0,Botafogo,2,2023-07-10
Liga Profesional Argentina,Argentina,Vélez,1,Godoy Cruz,1,2023-07-10
Liga Profesional Argentina,Argentina,Banfield,0,Arsenal,0,2023-07-10
Liga Profesional Argentina,Argentina,Def y Justicia,2,Lanús,2,2023-07-10
Liga Profesional Argentina,Argentina,Barracas C,0,Argentinos,0,2023-07-10
Liga Profesional Argentina,Argentina,Colón,0,Belgrano,0,2023-07-10
Concacaf Gold Cup,N/C America,Guatemala,0,Jamaica,1,2023-07-10
Concacaf Gold Cup,N/C America,United States,2,Canada,2,2023-07-10
Primera División,Uruguay,Racing,2,Nacional,2,2023-07-10
Primera División,Chile,O'Higgins,1,Magallanes,2,2023-07-10
Allsvenskan,Sweden,IFK Göteborg,1,Varberg,2,2023-07-10
Allsvenskan,Sweden,Norrköping,1,Halmstad,2,2023-07-10
Club Friendlies,World,Galatasaray,2,Kisvárda,0,2023-07-10
COSAFA Cup,Africa,Angola,0,Mauritius,1,2023-07-10
COSAFA Cup,Africa,Mozambique,0,Lesotho,1,2023-07-10
Ligue 1,Algeria,Bayadh,3,CS Constantine,1,2023-07-10
Ligue 1,Algeria,ES Sétif,1,MC Alger,1,2023-07-10
Ligue 1,Algeria,HBCL,0,RC Arbaâ,3,2023-07-10
Ligue 1,Algeria,Kabylie,2,NC Magra,0,2023-07-10
Ligue 1,Algeria,Khenchela,4,Belouizdad,0,2023-07-10
Ligue 1,Algeria,MC Oran,1,Saoura,0,2023-07-10
Ligue 1,Algeria,Paradou,2,US Biskra,1,2023-07-10
Ligue 1,Algeria,USM Alger,1,ASO Chlef,3,2023-07-10
Primera Nacional,Argentina,Est Caseros,1,Ferro,2,2023-07-10
Primera Nacional,Argentina,Aldosivi,1,Quilmes,2,2023-07-10
Prim B Metro,Argentina,Fénix,1,A Merlo,2,2023-07-10
Prim B Metro,Argentina,Los Andes,1,Comunicaciones,0,2023-07-10
Primera División,Bolivia,Independiente,4,Royal Pari,2,2023-07-10
Primera División,Bolivia,Universitario,1,The Strongest,3,2023-07-10
Serie B,Brazil,Sport,0,Mirassol,0,2023-07-10
Serie C,Brazil,Aparecidense,2,São José RS,1,2023-07-10
Serie C,Brazil,Figueirense,1,CSA,1,2023-07-10
Copa Paulista,Brazil,Ponte Preta B,0,Oeste,1,2023-07-10
Canadian Premier League,Canada,York,0,Forge,4,2023-07-10
Premier League,Egypt,Ceramica Cleo,2,Pyramids,1,2023-07-10
Premier League,Egypt,El Dakhleya,0,Ismaily,1,2023-07-10
Premier League,Egypt,Geish,1,Aswan,0,2023-07-10
Premier League,Egypt,Ghazl,0,National Bank,0,2023-07-10
UEFA U19 Championship,Europe,Greece,0,Iceland,0,2023-07-10
UEFA U19 Championship,Europe,Spain,0,Norway,0,2023-07-10
K League 2,Korea Republic,Chungnam Asan,3,Dragons,3,2023-07-10
K League 2,Korea Republic,Gimcheon,2,Busan IPark,1,2023-07-10
Virsliga,Latvia,Metta,0,Daugavpils,0,2023-07-10
2. Division,Norway,Grorud,4,Vålerenga II,1,2023-07-10
Division Profesional,Paraguay,Cerro Porteño,1,Guaireña,3,2023-07-10
Primera División,Peru,Binacional,1,Deportivo G.,5,2023-07-10
Primera División,Peru,Sport Huancayo,3,Cusco,1,2023-07-10
CONMEBOL Libertadores U20,South America,Boca Juniors,2,Palmeiras,2,2023-07-10
Superettan,Sweden,Helsingborg,1,Östersunds FK,0,2023-07-10
Superettan,Sweden,Trelleborg,0,Utsikten,3,2023-07-10
USL Championship,USA,RGV FC Toros,2,Orange County,0,2023-07-10
USL League One,USA,Independence,2,Lexington,1,2023-07-10
MLS Next Pro,USA,Crown Legacy,3,Atlanta Utd II,1,2023-07-10
MLS Next Pro,USA,Chicago Fire,0,Cincinnati II,0,2023-07-10
MLS Next Pro,USA,Inter Miami II,0,New England II,2,2023-07-10
MLS Next Pro,USA,Huntsville,6,Orlando City B,2,2023-07-10
MLS Next Pro,USA,MNUFC2,0,Real Monarchs,2,2023-07-10
MLS Next Pro,USA,New York RB II,2,NYCFC II,3,2023-07-10
MLS Next Pro,USA,LA Galaxy II,1,St. Louis II,0,2023-07-10
MLS Next Pro,USA,LAFC II,2,Earthquakes II,1,2023-07-10
MLS Next Pro,USA,Timbers2,3,Sporting KC II,1,2023-07-10
MLS Next Pro,USA,Tacoma Def.,3,North Texas,0,2023-07-10
NWSL,USA,Gotham FC,2,Thorns,1,2023-07-10
NWSL,USA,Angel City,2,Courage,1,2023-07-10
Primera División,Venezuela,Caracas,2,Puerto Cabello,1,2023-07-10
Primera División,Venezuela,Zamora,1,Portuguesa,2,2023-07-10
Friendlies Women,World,New Zealand,2,Vietnam,0,2023-07-10
