Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Serie A,Italy,Torino,0,Inter,1,2023-06-03
Serie A,Italy,Cremonese,2,Salernitana,0,2023-06-03
Serie A,Italy,Empoli,0,Lazio,2,2023-06-03
Ligue 1,France,Ajaccio,1,Marseille,0,2023-06-03
Ligue 1,France,Auxerre,1,Lens,3,2023-06-03
Ligue 1,France,Brest,1,Rennes,2,2023-06-03
Ligue 1,France,Lorient,2,Strasbourg,1,2023-06-03
Ligue 1,France,Monaco,1,Toulouse,2,2023-06-03
Ligue 1,France,Nantes,1,Angers,0,2023-06-03
Ligue 1,France,Nice,3,Lyon,1,2023-06-03
Ligue 1,France,PSG,2,Clermont,3,2023-06-03
Ligue 1,France,Reims,1,Montpellier,3,2023-06-03
Ligue 1,France,Troyes,1,Lille,1,2023-06-03
FA Cup,England,Man City,2,Man Utd,1,2023-06-03
MLS,USA,NYCFC,0,New England,0,2023-06-03
MLS,USA,Sounders,0,Portland,0,2023-06-03
Süper Lig,Turkey,Konyaspor,1,Fatih,1,2023-06-03
Süper Lig,Turkey,Antalyaspor,3,Hatay,0,2023-06-03
Süper Lig,Turkey,Demirspor,2,Başakşehir,3,2023-06-03
Süper Lig,Turkey,Gaziantep,0,İstanbulspor,3,2023-06-03
Süper Lig,Turkey,Kasımpaşa,2,Beşiktaş,5,2023-06-03
Süper Lig,Turkey,Kayseri,0,Ankaragücü,1,2023-06-03
Süper Lig,Turkey,Trabzonspor,5,Alanyaspor,1,2023-06-03
Süper Lig,Turkey,Ümraniye,0,Giresun,1,2023-06-03
First Division A,Belgium,Cercle Brugge,2,Westerlo,0,2023-06-03
First Division A,Belgium,Gent,3,Standard,1,2023-06-03
Serie A,Brazil,Fortaleza,0,Bahia,0,2023-06-03
Liga Profesional Argentina,Argentina,Estudiantes,5,Barracas C,2,2023-06-03
Liga Profesional Argentina,Argentina,Argentinos,1,Platense,0,2023-06-03
Liga Profesional Argentina,Argentina,Tigre,1,Talleres,3,2023-06-03
Liga Profesional Argentina,Argentina,Belgrano,2,Vélez,0,2023-06-03
DFB Pokal,Germany,Leipzig,2,Frankfurt,0,2023-06-03
J1 League,Japan,Shonan,2,Albirex,2,2023-06-03
J1 League,Japan,Tokyo,2,F Marinos,3,2023-06-03
J1 League,Japan,Nagoya,3,Cerezo,1,2023-06-03
J1 League,Japan,Avispa,1,Gamba,2,2023-06-03
J1 League,Japan,Kashiwa,4,Consadole,5,2023-06-03
Superliga,Denmark,AaB,0,Silkeborg,1,2023-06-03
Superliga,Denmark,Horsens,0,Lyngby,0,2023-06-03
