Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Championship,England,Sheff Wed,1,Southampton,2,2023-08-04
CONMEBOL Libertadores,South America,Atl. Nacional,4,Racing Club,2,2023-08-04
CONMEBOL Libertadores,South America,Flamengo,1,Olimpia,0,2023-08-04
CONMEBOL Sudamericana,South America,San Lorenzo,1,São Paulo,0,2023-08-04
CONMEBOL Sudamericana,South America,América MG,1,RB Bragantino,1,2023-08-04
CONMEBOL Sudamericana,South America,Ñublense,0,LDU Quito,1,2023-08-04
First Division A,Belgium,Standard,0,R. Union SG,1,2023-08-04
Superliga,Denmark,Silkeborg,2,Vejle,1,2023-08-04
Premier League,Ukraine,Obolon' Kyiv,2,Dynamo Kyiv,4,2023-08-04
2. Bundesliga,Germany,Hertha BSC,0,Wiesbaden,1,2023-08-04
2. Bundesliga,Germany,Paderborn,1,Osnabrück,1,2023-08-04
Ekstraklasa,Poland,Jagiellonia,2,Widzew,1,2023-08-04
Ekstraklasa,Poland,ŁKS Łódź,2,Kielce,1,2023-08-04
Championship,Scotland,Arbroath,0,Dundee Utd,4,2023-08-04
Club Friendlies,World,1461 Trabzon F,0,Trabzonspor,5,2023-08-04
Club Friendlies,World,Sivasspor,2,Kayseri,2,2023-08-04
Club Friendlies,World,NAC,1,Alanyaspor,1,2023-08-04
Copa Argentina,Argentina,Belgrano,1,Claypole,0,2023-08-04
Premier League,Armenia,BKMA,1,Noah,0,2023-08-04
Australia Cup,Australia,Broadmeadow,2,Sydney Utd,4,2023-08-04
Australia Cup,Australia,MetroStars,5,Inglewood Utd,0,2023-08-04
Australia Cup,Australia,Mt Druitt Town,3,Canberra,1,2023-08-04
Australia Cup,Australia,Peninsula,1,Wellington,2,2023-08-04
Victoria NPL Women,Australia,Emerging,1,Preston Lions,3,2023-08-04
Victoria Dockerty Cup,Australia,Oakleigh,3,Heidelberg,0,2023-08-04
2. Liga,Austria,Dornbirn,0,GAK,1,2023-08-04
2. Liga,Austria,Kapfenberg,1,FAC,1,2023-08-04
2. Liga,Austria,St. Pölten,2,Lafnitz,0,2023-08-04
2. Liga,Austria,Stripfing,1,Leoben,4,2023-08-04
2. Liga,Austria,Ried,2,Admira,2,2023-08-04
Premier League,Belarus,BATE,N/A,Gomel,N/A,2023-08-04
Premier League,Belarus,Naftan,1,Shakhtyor,1,2023-08-04
Premier League,Belarus,Slavia,1,Minsk,0,2023-08-04
Primera División,Bolivia,Universitario,1,Libertad,1,2023-08-04
Copa Paulista,Brazil,São Caetano,2,São Bernardo,0,2023-08-04
First League,Bulgaria,Cherno more,2,Etar VT,1,2023-08-04
First League,Bulgaria,Botev,0,Arda,2,2023-08-04
Primera B,Chile,Recoleta,0,Antofagasta,1,2023-08-04
